Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Манская																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №1563	УИК №1564	УИК №1565	УИК №1566	УИК №1567	УИК №1568	УИК №1569	УИК №1570	УИК №1571	УИК №1572	УИК №1573	УИК №1574	УИК №1575	УИК №1576	УИК №1577	УИК №1578	УИК №1579	УИК №1580	УИК №1581	УИК №1582	УИК №1583	УИК №1584	УИК №1585	УИК №1586	УИК №1587	УИК №1588	УИК №1589	УИК №1590	УИК №1591	УИК №1593	УИК №1594									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	377	12	12	25	12	12	12	25	15	12	5	25	25	15	8	10	7	12	15	10	5	10	10	20	5	9	10	7	10	6	10	6									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	45	0	2	4	0	0	1	6	3	1	0	7	5	1	0	0	3	2	0	3	0	0	2	1	0	1	0	0	3	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	57	1	5	3	2	4	0	1	3	3	1	3	4	2	0	4	2	0	1	4	0	2	1	1	0	0	2	3	1	1	3	0									
14	Число погашенных неиспользованных открепительных удостоверений	332	12	10	21	12	12	11	19	12	11	5	18	20	14	8	10	4	10	15	7	5	10	8	19	5	8	10	7	7	6	10	6									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	3	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																										
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	70	0	1	7	1	1	2	4	3	2	0	9	11	1	1	1	0	1	1	0	0	0	0	10	1	1	3	1	0	2	6	0									
		1.35%	0.00%	1.00%	1.19%	1.64%	1.82%	2.15%	1.01%	1.45%	1.21%	0.00%	1.18%	1.74%	0.53%	1.39%	1.69%	0.00%	1.32%	0.70%	0.00%	0.00%	0.00%	0.00%	4.22%	1.75%	0.52%	1.57%	1.75%	0.00%	3.57%	4.14%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	165	3	6	15	3	3	2	15	3	2	2	15	19	5	0	0	2	3	5	4	0	2	4	16	0	7	11	3	8	1	6	0									
		3.17%	6.67%	6.00%	2.55%	4.92%	5.45%	2.15%	3.80%	1.45%	1.21%	5.00%	1.96%	3.01%	2.65%	0.00%	0.00%	5.71%	3.95%	3.50%	2.74%	0.00%	2.17%	3.23%	6.75%	0.00%	3.61%	5.76%	5.26%	5.76%	1.79%	4.14%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	123	0	4	23	1	0	3	12	5	3	1	11	12	3	3	4	1	1	4	7	0	0	2	4	1	2	7	1	5	1	2	0									
		2.37%	0.00%	4.00%	3.91%	1.64%	0.00%	3.23%	3.04%	2.42%	1.82%	2.50%	1.44%	1.90%	1.59%	4.17%	6.78%	2.86%	1.32%	2.80%	4.79%	0.00%	0.00%	1.61%	1.69%	1.75%	1.03%	3.66%	1.75%	3.60%	1.79%	1.38%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	1962	22	48	208	32	19	38	119	110	60	20	254	182	68	34	24	20	38	66	58	16	33	45	77	36	92	68	30	44	28	70	3									
		37.74%	48.89%	48.00%	35.37%	52.46%	34.55%	40.86%	30.13%	53.14%	36.36%	50.00%	33.20%	28.84%	35.98%	47.22%	40.68%	57.14%	50.00%	46.15%	39.73%	42.11%	35.87%	36.29%	32.49%	63.16%	47.42%	35.60%	52.63%	31.65%	50.00%	48.28%	75.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	35	0	1	3	0	1	0	2	1	3	0	6	3	0	0	0	0	0	0	4	1	0	0	3	0	1	1	1	2	2	0	0									
		0.67%	0.00%	1.00%	0.51%	0.00%	1.82%	0.00%	0.51%	0.48%	1.82%	0.00%	0.78%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.74%	2.63%	0.00%	0.00%	1.27%	0.00%	0.52%	0.52%	1.75%	1.44%	3.57%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	11	0	0	0	0	2	0	0	0	0	0	2	1	2	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	3.64%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.16%	1.06%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	2.63%	1.09%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1687	7	16	227	16	21	24	148	61	66	10	298	262	75	26	15	8	17	39	27	8	26	32	62	11	67	42	12	25	9	30	0									
		32.45%	15.56%	16.00%	38.61%	26.23%	38.18%	25.81%	37.47%	29.47%	40.00%	25.00%	38.95%	41.52%	39.68%	36.11%	25.42%	22.86%	22.37%	27.27%	18.49%	21.05%	28.26%	25.81%	26.16%	19.30%	34.54%	21.99%	21.05%	17.99%	16.07%	20.69%	0.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	1	0	1	0	0	1	4	0	0	0	5	1	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0									
		0.33%	2.22%	0.00%	0.17%	0.00%	0.00%	1.08%	1.01%	0.00%	0.00%	0.00%	0.65%	0.16%	0.53%	0.00%	0.00%	0.00%	0.00%	1.40%	0.00%	0.00%	0.00%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	24	1	4	0	0	0	0	1	0	0	2	5	2	1	0	0	0	1	0	0	1	0	1	1	0	1	1	1	1	0	0	0									
		0.46%	2.22%	4.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	5.00%	0.65%	0.32%	0.53%	0.00%	0.00%	0.00%	1.32%	0.00%	0.00%	2.63%	0.00%	0.81%	0.42%	0.00%	0.52%	0.52%	1.75%	0.72%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	0	0	0	0	0	1	2	1	1	0	2	1	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0									
		0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	1.08%	0.51%	0.48%	0.61%	0.00%	0.26%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.68%	0.00%	0.00%	0.81%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	47	0	0	2	1	2	2	5	1	1	0	9	12	0	0	0	0	1	1	1	0	0	2	2	0	0	0	0	4	0	1	0									
		0.90%	0.00%	0.00%	0.34%	1.64%	3.64%	2.15%	1.27%	0.48%	0.61%	0.00%	1.18%	1.90%	0.00%	0.00%	0.00%	0.00%	1.32%	0.70%	0.68%	0.00%	0.00%	1.61%	0.84%	0.00%	0.00%	0.00%	0.00%	2.88%	0.00%	0.69%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	662	6	17	62	3	6	9	47	12	12	4	87	85	22	2	12	1	10	15	33	8	17	22	40	7	14	50	6	25	8	19	1									
		12.73%	13.33%	17.00%	10.54%	4.92%	10.91%	9.68%	11.90%	5.80%	7.27%	10.00%	11.37%	13.47%	11.64%	2.78%	20.34%	2.86%	13.16%	10.49%	22.60%	21.05%	18.48%	17.74%	16.88%	12.28%	7.22%	26.18%	10.53%	17.99%	14.29%	13.10%	25.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	132	2	2	14	3	0	3	16	4	4	1	20	21	2	0	0	0	0	2	3	1	3	5	6	0	3	2	0	12	1	2	0									
		2.54%	4.44%	2.00%	2.38%	4.92%	0.00%	3.23%	4.05%	1.93%	2.42%	2.50%	2.61%	3.33%	1.06%	0.00%	0.00%	0.00%	0.00%	1.40%	2.05%	2.63%	3.26%	4.03%	2.53%	0.00%	1.55%	1.05%	0.00%	8.63%	1.79%	1.38%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	105	2	0	9	1	0	5	8	1	4	0	21	6	3	3	1	3	2	1	6	0	0	4	6	1	4	0	1	6	4	3	0									
		2.02%	4.44%	0.00%	1.53%	1.64%	0.00%	5.38%	2.03%	0.48%	2.42%	0.00%	2.75%	0.95%	1.59%	4.17%	1.69%	8.57%	2.63%	0.70%	4.11%	0.00%	0.00%	3.23%	2.53%	1.75%	2.06%	0.00%	1.75%	4.32%	7.14%	2.07%	0.00%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
