Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																										
Дата голосования: 18.09.2016																																										
																																										
Наименование Избирательной комиссии:    Кичменгско-Городецкая																																										
																																										
Сводная таблица итогов голосования по федеральному избирательному округу																																										
																																										
		Сумма	УИК №492	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522									
		0.27%	0.35%	0.00%	0.00%	0.00%	0.73%	0.00%	0.40%	0.64%	0.56%	0.33%	0.00%	0.00%	0.00%	0.00%	1.07%	0.00%	0.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.00%	0.00%	0.00%	0.84%	0.28%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	35	0	0	0	1	0	2	8	3	1	2	0	3	0	0	1	2	2	2	0	0	1	1	2	1	0	0	1	0	0	0	2									
		0.47%	0.00%	0.00%	0.00%	0.29%	0.00%	0.52%	0.81%	0.32%	0.56%	0.65%	0.00%	1.53%	0.00%	0.00%	0.53%	1.54%	1.12%	0.58%	0.00%	0.00%	0.44%	0.74%	1.01%	0.49%	0.00%	0.00%	0.78%	0.00%	0.00%	0.00%	0.56%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.07%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	38	0	0	0	1	0	2	6	5	3	1	2	0	0	0	1	1	0	2	0	1	2	1	3	2	0	2	0	0	0	2	1									
		0.51%	0.00%	0.00%	0.00%	0.29%	0.00%	0.52%	0.61%	0.54%	1.69%	0.33%	1.06%	0.00%	0.00%	0.00%	0.53%	0.77%	0.00%	0.58%	0.00%	1.03%	0.88%	0.74%	1.51%	0.98%	0.00%	0.60%	0.00%	0.00%	0.00%	1.68%	0.28%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1280	31	13	5	51	19	51	258	202	33	71	29	22	13	8	29	20	24	43	48	29	31	12	12	24	21	70	12	14	6	19	60									
		17.05%	10.88%	9.70%	6.85%	14.83%	13.87%	13.28%	26.03%	21.63%	18.64%	23.13%	15.34%	11.22%	13.40%	6.25%	15.51%	15.38%	13.41%	12.39%	26.67%	29.90%	13.60%	8.89%	6.03%	11.76%	15.11%	21.15%	9.38%	13.73%	8.70%	15.97%	16.71%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	17	0	0	0	1	0	1	3	0	0	0	1	1	0	0	5	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1									
		0.23%	0.00%	0.00%	0.00%	0.29%	0.00%	0.26%	0.30%	0.00%	0.00%	0.00%	0.53%	0.51%	0.00%	0.00%	2.67%	0.77%	0.00%	0.00%	0.56%	1.03%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	434	8	6	1	11	3	26	95	84	22	24	21	8	11	2	3	5	6	15	6	2	13	6	12	4	8	9	1	2	3	3	14									
		5.78%	2.81%	4.48%	1.37%	3.20%	2.19%	6.77%	9.59%	8.99%	12.43%	7.82%	11.11%	4.08%	11.34%	1.56%	1.60%	3.85%	3.35%	4.32%	3.33%	2.06%	5.70%	4.44%	6.03%	1.96%	5.76%	2.72%	0.78%	1.96%	4.35%	2.52%	3.90%									
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
