Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																		
Дата голосования: 07.12.2003 0:00:00																		
																		
Наименование Избирательной комиссии:    Льговская городская																		
																		
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																		
																		
		Сумма	УИК №725	УИК №726	УИК №727	УИК №728	УИК №729	УИК №730	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735					
		0.22%	0.32%	0.0%	0.21%	0.21%	0.26%	0.24%	0.12%	0.14%	0.13%	0.46%	0.41%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1681	148	177	140	255	234	140	130	174	103	94	86					
		17.24%	16.22%	18.84%	15.18%	18.11%	20.40%	17.22%	15.91%	25.47%	13.88%	14.57%	11.94%					
																		
41	Против всех	448	36	34	45	81	57	48	36	25	30	29	27					
		4.59%	3.94%	3.62%	4.88%	5.75%	4.96%	5.90%	4.40%	3.66%	4.04%	4.49%	3.75%					
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
																		
