Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Семикаракорская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №1232	УИК №2567					
24	"7. ""Новый курс - Автомобильная Россия"""	105	2	8	9	2	11	11	7	5	3	2	0	0	1	2	2	1	2	0	1	5	0	4	2	1	1	0	1	2	2	3	0	2	2	1	0	1	3	4	2					
		0.43%	0.74%	0.79%	0.83%	0.21%	0.96%	0.76%	0.68%	0.45%	0.8%	0.19%	0.0%	0.0%	0.09%	0.32%	0.25%	0.08%	0.52%	0.0%	0.30%	0.46%	0.0%	0.57%	0.35%	0.20%	0.15%	0.0%	0.30%	0.68%	0.35%	0.57%	0.0%	0.38%	0.70%	0.12%	0.0%	0.55%	0.67%	0.46%	0.60%					
25	"8. ""Народно-республиканская партия России"""	42	0	1	3	2	4	0	0	1	0	0	0	2	1	0	0	0	0	2	0	2	1	2	0	0	0	0	0	3	3	1	1	1	0	3	0	0	1	8	0					
		0.17%	0.0%	0.09%	0.27%	0.21%	0.35%	0.0%	0.0%	0.09%	0.0%	0.0%	0.0%	1.36%	0.09%	0.0%	0.0%	0.0%	0.0%	0.49%	0.0%	0.18%	0.24%	0.28%	0.0%	0.0%	0.0%	0.0%	0.0%	1.03%	0.53%	0.19%	0.21%	0.19%	0.0%	0.36%	0.0%	0.0%	0.22%	0.92%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	36	0	2	2	1	1	2	3	3	0	4	0	0	1	1	0	0	2	0	2	2	0	1	0	1	1	0	0	0	0	1	0	0	0	2	0	0	2	1	1					
		0.14%	0.0%	0.19%	0.18%	0.10%	0.08%	0.13%	0.29%	0.27%	0.0%	0.38%	0.0%	0.0%	0.09%	0.16%	0.0%	0.0%	0.52%	0.0%	0.61%	0.18%	0.0%	0.14%	0.0%	0.20%	0.15%	0.0%	0.0%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.45%	0.11%	0.30%					
27	"10. ""Аграрная партия России"""	848	17	15	21	20	25	46	18	25	4	56	4	4	31	26	30	44	11	26	6	52	7	30	20	16	27	18	9	8	19	34	22	19	10	30	19	11	36	21	11					
		3.48%	6.36%	1.49%	1.94%	2.17%	2.19%	3.21%	1.75%	2.28%	1.06%	5.37%	3.03%	2.72%	2.85%	4.24%	3.80%	3.89%	2.87%	6.41%	1.85%	4.85%	1.71%	4.32%	3.52%	3.29%	4.06%	8.07%	2.73%	2.74%	3.39%	6.56%	4.82%	3.70%	3.54%	3.66%	7.94%	6.14%	8.14%	2.42%	3.31%					
28	"11. ""Истинные патриоты России"""	71	0	0	1	2	0	0	0	0	1	0	0	0	0	2	8	23	0	8	4	1	2	2	0	0	0	1	0	3	0	0	2	9	2	0	0	0	0	0	0					
		0.29%	0.0%	0.0%	0.09%	0.21%	0.0%	0.0%	0.0%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.32%	1.01%	2.03%	0.0%	1.97%	1.23%	0.09%	0.48%	0.28%	0.0%	0.0%	0.0%	0.44%	0.0%	1.03%	0.0%	0.0%	0.43%	1.75%	0.70%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	342	3	9	14	8	12	19	13	18	8	7	1	3	11	8	37	14	10	7	8	6	3	11	5	6	3	5	4	8	13	14	8	5	5	5	3	2	11	12	3					
		1.40%	1.12%	0.89%	1.29%	0.86%	1.05%	1.32%	1.26%	1.64%	2.13%	0.67%	0.75%	2.04%	1.01%	1.30%	4.68%	1.23%	2.61%	1.72%	2.47%	0.55%	0.73%	1.58%	0.88%	1.23%	0.45%	2.24%	1.21%	2.74%	2.32%	2.70%	1.75%	0.97%	1.77%	0.61%	1.25%	1.11%	2.48%	1.38%	0.90%					
30	"13. ""Демократическая партия России"""	59	0	4	1	2	2	5	3	3	1	0	0	0	2	2	6	1	0	1	1	2	1	1	2	0	1	1	0	2	0	1	1	1	1	4	1	1	2	2	1					
		0.24%	0.0%	0.39%	0.09%	0.21%	0.17%	0.34%	0.29%	0.27%	0.26%	0.0%	0.0%	0.0%	0.18%	0.32%	0.76%	0.08%	0.0%	0.24%	0.30%	0.18%	0.24%	0.14%	0.35%	0.0%	0.15%	0.44%	0.0%	0.68%	0.0%	0.19%	0.21%	0.19%	0.35%	0.48%	0.41%	0.55%	0.45%	0.23%	0.30%					
31	"14. ""Великая Россия - Евразийский Союз"""	54	0	0	1	0	3	2	3	2	0	1	0	0	3	1	0	3	1	4	2	0	3	4	1	2	1	1	0	0	3	1	1	1	0	4	0	1	1	4	0					
		0.22%	0.0%	0.0%	0.09%	0.0%	0.26%	0.13%	0.29%	0.18%	0.0%	0.09%	0.0%	0.0%	0.27%	0.16%	0.0%	0.26%	0.26%	0.98%	0.61%	0.0%	0.73%	0.57%	0.17%	0.41%	0.15%	0.44%	0.0%	0.0%	0.53%	0.19%	0.21%	0.19%	0.0%	0.48%	0.0%	0.55%	0.22%	0.46%	0.0%					
32	"15. ""Партия СЛОН"""	32	0	2	0	0	1	0	1	0	1	1	1	0	4	0	0	1	1	6	0	1	0	1	0	1	0	0	0	0	0	0	1	1	0	2	1	1	0	1	3					
		0.13%	0.0%	0.19%	0.0%	0.0%	0.08%	0.0%	0.09%	0.0%	0.26%	0.09%	0.75%	0.0%	0.36%	0.0%	0.0%	0.08%	0.26%	1.48%	0.0%	0.09%	0.0%	0.14%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.21%	0.19%	0.0%	0.24%	0.41%	0.55%	0.0%	0.11%	0.90%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1695	30	77	88	55	85	151	92	99	49	67	7	3	77	46	33	74	12	37	18	86	13	28	48	26	39	4	16	14	39	25	14	19	7	41	15	9	26	101	25					
		6.96%	11.23%	7.69%	8.14%	5.97%	7.47%	10.55%	8.97%	9.03%	13.06%	6.42%	5.30%	2.04%	7.08%	7.51%	4.18%	6.54%	3.13%	9.13%	5.57%	8.02%	3.17%	4.03%	8.46%	5.34%	5.87%	1.79%	4.86%	4.81%	6.97%	4.82%	3.07%	3.70%	2.48%	5.01%	6.27%	5.02%	5.88%	11.67%	7.53%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	2	2	2	2	1	3	6	1	1	0	1	0	5	1	0	0	1	4	0	1	2	8	3	3	2	0	1	1	1	2	2	2	0	2	0	1	1	0	0					
		0.26%	0.74%	0.19%	0.18%	0.21%	0.08%	0.20%	0.58%	0.09%	0.26%	0.0%	0.75%	0.0%	0.45%	0.16%	0.0%	0.0%	0.26%	0.98%	0.0%	0.09%	0.48%	1.15%	0.52%	0.61%	0.30%	0.0%	0.30%	0.34%	0.17%	0.38%	0.43%	0.38%	0.0%	0.24%	0.0%	0.55%	0.22%	0.0%	0.0%					
35	"18. ""ЛДПР"""	4022	34	233	202	190	211	222	189	191	64	103	29	13	142	135	130	154	51	47	49	190	45	69	55	75	116	30	91	54	55	105	87	90	62	150	35	31	77	175	41					
		16.53%	12.73%	23.27%	18.70%	20.65%	18.55%	15.52%	18.43%	17.42%	17.06%	9.88%	21.96%	8.84%	13.06%	22.05%	16.47%	13.61%	13.31%	11.60%	15.17%	17.72%	11.00%	9.94%	9.70%	15.43%	17.46%	13.45%	27.65%	18.55%	9.83%	20.27%	19.07%	17.54%	21.98%	18.33%	14.64%	17.31%	17.42%	20.23%	12.34%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	635	2	24	41	26	22	21	16	30	9	20	1	10	79	20	16	16	4	10	12	31	13	24	22	5	13	8	14	4	9	19	11	4	4	24	3	6	4	26	12					
		2.61%	0.74%	2.39%	3.79%	2.82%	1.93%	1.46%	1.56%	2.73%	2.4%	1.91%	0.75%	6.80%	7.26%	3.26%	2.02%	1.41%	1.04%	2.46%	3.71%	2.89%	3.17%	3.45%	3.88%	1.02%	1.95%	3.58%	4.25%	1.37%	1.61%	3.66%	2.41%	0.77%	1.41%	2.93%	1.25%	3.35%	0.90%	3.00%	3.61%					
37	"20. ""Политическая партия ""Единая Россия"""	9947	109	354	362	370	466	571	371	432	159	556	59	73	558	257	298	441	220	140	141	461	194	252	278	201	304	105	102	110	299	179	173	169	94	298	83	66	185	315	142					
		40.90%	40.82%	35.36%	33.51%	40.21%	40.98%	39.93%	36.19%	39.41%	42.4%	53.35%	44.69%	49.65%	51.33%	41.99%	37.76%	38.99%	57.44%	34.56%	43.65%	43.00%	47.43%	36.31%	49.02%	41.35%	45.78%	47.08%	31.00%	37.80%	53.48%	34.55%	37.93%	32.94%	33.33%	36.43%	34.72%	36.87%	41.85%	36.41%	42.77%					
38	"21. ""Российская Конституционно-демократическая партия"""	60	0	3	1	2	3	3	2	2	3	4	0	0	3	2	0	3	0	3	0	4	0	7	2	0	1	0	1	0	0	0	2	1	0	5	1	1	0	1	0					
		0.24%	0.0%	0.29%	0.09%	0.21%	0.26%	0.20%	0.19%	0.18%	0.8%	0.38%	0.0%	0.0%	0.27%	0.32%	0.0%	0.26%	0.0%	0.74%	0.0%	0.37%	0.0%	1.00%	0.35%	0.0%	0.15%	0.0%	0.30%	0.0%	0.0%	0.0%	0.43%	0.19%	0.0%	0.61%	0.41%	0.55%	0.0%	0.11%	0.0%					
39	"22. ""Развитие предпринимательства"""	65	1	3	2	5	7	4	8	1	1	3	0	0	1	1	0	3	0	1	1	3	0	0	1	4	0	0	2	0	2	4	2	2	1	0	0	0	0	0	2					
		0.26%	0.37%	0.29%	0.18%	0.54%	0.61%	0.27%	0.78%	0.09%	0.26%	0.28%	0.0%	0.0%	0.09%	0.16%	0.0%	0.26%	0.0%	0.24%	0.30%	0.27%	0.0%	0.0%	0.17%	0.82%	0.0%	0.0%	0.60%	0.0%	0.35%	0.77%	0.43%	0.38%	0.35%	0.0%	0.0%	0.0%	0.0%	0.0%	0.60%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3367	30	146	179	134	156	216	139	150	26	134	18	13	105	44	108	218	28	59	31	112	66	122	66	93	83	28	44	22	57	58	53	129	63	151	51	22	58	112	43					
		13.84%	11.23%	14.58%	16.57%	14.56%	13.72%	15.10%	13.56%	13.68%	6.93%	12.85%	13.63%	8.84%	9.65%	7.18%	13.68%	19.27%	7.31%	14.56%	9.59%	10.44%	16.13%	17.57%	11.64%	19.13%	12.49%	12.55%	13.37%	7.56%	10.19%	11.19%	11.62%	25.14%	22.34%	18.45%	21.33%	12.29%	13.12%	12.94%	12.95%					
																																														
41	Против всех	762	18	28	60	26	46	34	40	35	20	28	3	8	17	15	33	26	8	9	17	31	19	17	9	9	11	2	13	17	20	26	28	12	9	20	6	1	10	25	6					
		3.13%	6.74%	2.79%	5.55%	2.82%	4.04%	2.37%	3.90%	3.19%	5.33%	2.68%	2.27%	5.44%	1.56%	2.45%	4.18%	2.29%	2.08%	2.22%	5.26%	2.89%	4.64%	2.44%	1.58%	1.85%	1.65%	0.89%	3.95%	5.84%	3.57%	5.01%	6.14%	2.33%	3.19%	2.44%	2.51%	0.55%	2.26%	2.89%	1.80%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
