Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
Наименование Избирательной комиссии:    Курганинская																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718	УИК №2719	УИК №2720	УИК №2721	УИК №2722	УИК №2723	УИК №2724	УИК №2725	УИК №2726	УИК №2727	УИК №2728	УИК №2729	УИК №2730	УИК №2731	УИК №2732	УИК №2733	УИК №2734	УИК №2735	УИК №2736	УИК №2737	УИК №2738	УИК №2739	УИК №2740	УИК №2741	УИК №2742	УИК №2743	УИК №2744	УИК №2745	УИК №2746	УИК №2747	УИК №2748	УИК №2749	УИК №2750	УИК №2751	УИК №2752	УИК №2753	УИК №2754	УИК №2755	УИК №2756					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	800	20	20	20	20	20	20	20	20	20	20	20	20	20	20	20	5	5	20	20	20	5	5	5	5	20	20	20	20	20	5	5	20	20	5	20	20	20	10	20	5	5	5	5	5	5	5	5	20	5	10	10	10	10	20	20	20					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	115	4	3	4	2	0	3	4	3	6	6	1	10	5	1	2	1	0	1	5	2	1	0	0	0	1	0	2	3	3	0	2	0	4	2	2	0	4	3	0	0	0	0	0	4	0	0	0	2	0	0	1	4	3	5	5	1					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	82	1	0	24	4	2	0	2	2	0	0	3	0	5	1	3	0	0	0	2	1	0	1	0	0	0	1	2	1	1	0	1	1	1	2	3	1	2	0	0	0	0	0	0	0	0	1	1	0	0	1	2	1	1	2	3	3					
14	Число погашенных открепительных удостоверений	685	16	17	16	18	20	17	16	17	14	14	19	10	15	19	18	4	5	19	15	18	4	5	5	5	19	20	18	17	17	5	3	20	16	3	18	20	16	7	20	5	5	5	5	1	5	5	5	18	5	10	9	6	7	15	15	19					
15	Число открепительных удостоверений выданных ТИК	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																															
18	"1. ""ЕДИНЕНИЕ"""	432	10	8	11	9	9	6	3	6	11	9	15	14	12	8	13	4	2	6	19	10	6	0	4	0	3	5	6	5	11	7	4	8	7	6	9	5	10	2	12	0	1	6	2	6	1	5	5	8	9	17	14	6	15	20	12	10					
		1.03%	1.04%	0.65%	0.93%	0.86%	0.96%	0.59%	0.23%	0.57%	1.28%	0.74%	1.39%	0.89%	0.90%	0.75%	1.23%	1.21%	0.66%	0.74%	2.5%	0.95%	1.55%	0.0%	3.41%	0.0%	0.56%	0.98%	0.87%	0.58%	1.47%	1.28%	1.19%	1.30%	0.65%	1.13%	1.31%	0.77%	1.07%	0.59%	1.71%	0.0%	0.81%	3.10%	2.29%	0.90%	0.34%	1.59%	3.35%	0.71%	1.67%	1.44%	1.66%	0.80%	1.34%	1.26%	0.99%	0.86%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	519	12	12	21	17	13	11	22	6	9	14	23	28	23	16	15	3	2	7	16	20	10	0	2	3	8	13	7	18	12	0	1	1	3	4	3	2	7	5	1	1	5	1	0	3	2	1	0	14	1	9	5	8	15	32	18	14					
		1.23%	1.25%	0.98%	1.77%	1.62%	1.38%	1.09%	1.73%	0.57%	1.05%	1.16%	2.13%	1.79%	1.73%	1.50%	1.42%	0.91%	0.66%	0.86%	2.10%	1.91%	2.58%	0.0%	1.70%	2.54%	1.50%	2.54%	1.02%	2.08%	1.60%	0.0%	0.29%	0.16%	0.27%	0.75%	0.43%	0.30%	0.75%	1.49%	0.14%	0.88%	4.06%	0.51%	0.0%	0.45%	0.68%	0.31%	0.0%	1.24%	0.18%	0.76%	0.59%	1.07%	1.34%	2.02%	1.49%	1.20%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	709	21	20	31	22	20	11	27	23	17	23	7	33	23	20	8	1	6	10	13	10	12	2	1	3	4	11	14	19	12	8	5	14	19	17	7	8	18	5	7	0	1	0	1	8	1	6	0	10	9	17	22	14	11	30	26	21					
		1.69%	2.19%	1.64%	2.62%	2.10%	2.13%	1.09%	2.12%	2.20%	1.98%	1.91%	0.64%	2.11%	1.73%	1.87%	0.76%	0.30%	2.00%	1.24%	1.71%	0.95%	3.10%	2.43%	0.85%	2.54%	0.75%	2.15%	2.04%	2.20%	1.60%	1.46%	1.49%	2.28%	1.77%	3.22%	1.01%	1.23%	1.93%	1.49%	0.99%	0.0%	0.81%	0.0%	1.14%	1.21%	0.34%	1.91%	0.0%	0.89%	1.67%	1.44%	2.61%	1.88%	0.98%	1.89%	2.15%	1.81%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	535	28	18	22	12	13	6	18	17	23	17	23	32	18	26	12	2	5	3	11	26	5	1	0	0	4	4	13	10	9	0	6	3	12	2	16	14	6	1	4	0	0	2	0	2	0	2	0	9	6	15	6	3	12	19	10	7					
		1.27%	2.92%	1.47%	1.86%	1.15%	1.38%	0.59%	1.41%	1.62%	2.68%	1.41%	2.13%	2.05%	1.36%	2.44%	1.14%	0.60%	1.67%	0.37%	1.44%	2.49%	1.29%	1.21%	0.0%	0.0%	0.75%	0.78%	1.90%	1.16%	1.20%	0.0%	1.79%	0.49%	1.11%	0.37%	2.32%	2.16%	0.64%	0.29%	0.57%	0.0%	0.0%	1.03%	0.0%	0.30%	0.0%	0.63%	0.0%	0.80%	1.11%	1.27%	0.71%	0.40%	1.07%	1.20%	0.82%	0.60%					
22	"5. ""За Русь Святую"""	166	3	0	7	2	1	7	1	5	5	4	7	4	4	8	7	0	2	6	7	4	3	0	1	0	2	0	3	6	1	0	1	5	4	1	0	1	6	0	1	0	0	0	0	1	2	0	1	1	7	6	0	3	5	8	6	7					
		0.39%	0.31%	0.0%	0.59%	0.19%	0.10%	0.69%	0.07%	0.47%	0.58%	0.33%	0.64%	0.25%	0.30%	0.75%	0.66%	0.0%	0.66%	0.74%	0.92%	0.38%	0.77%	0.0%	0.85%	0.0%	0.37%	0.0%	0.43%	0.69%	0.13%	0.0%	0.29%	0.81%	0.37%	0.18%	0.0%	0.15%	0.64%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.15%	0.68%	0.0%	0.67%	0.08%	1.30%	0.51%	0.0%	0.40%	0.44%	0.50%	0.49%	0.60%					
23	"6. ""Объединенная Российская партия ""Русь"""	128	4	5	0	5	4	4	2	8	1	6	0	2	1	4	4	0	4	8	2	4	1	0	1	0	2	2	6	0	0	4	0	3	1	4	1	2	4	0	1	0	0	4	1	1	1	0	0	1	2	3	0	2	4	2	4	3					
		0.30%	0.41%	0.41%	0.0%	0.47%	0.42%	0.39%	0.15%	0.76%	0.11%	0.49%	0.0%	0.12%	0.07%	0.37%	0.38%	0.0%	1.33%	0.99%	0.26%	0.38%	0.25%	0.0%	0.85%	0.0%	0.37%	0.39%	0.87%	0.0%	0.0%	0.73%	0.0%	0.49%	0.09%	0.75%	0.14%	0.30%	0.42%	0.0%	0.14%	0.0%	0.0%	2.07%	1.14%	0.15%	0.34%	0.0%	0.0%	0.08%	0.37%	0.25%	0.0%	0.26%	0.35%	0.12%	0.33%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	234	9	4	10	8	4	0	7	11	7	12	4	9	7	14	14	3	1	1	5	0	1	1	0	0	1	1	0	0	0	0	1	2	9	0	5	4	3	1	1	1	1	0	0	0	4	1	1	3	10	9	5	3	11	14	8	3					
		0.55%	0.94%	0.32%	0.84%	0.76%	0.42%	0.0%	0.55%	1.05%	0.81%	0.99%	0.37%	0.57%	0.52%	1.31%	1.33%	0.91%	0.33%	0.12%	0.65%	0.0%	0.25%	1.21%	0.0%	0.0%	0.18%	0.19%	0.0%	0.0%	0.0%	0.0%	0.29%	0.32%	0.83%	0.0%	0.72%	0.61%	0.32%	0.29%	0.14%	0.88%	0.81%	0.0%	0.0%	0.0%	1.36%	0.31%	0.67%	0.26%	1.86%	0.76%	0.59%	0.40%	0.98%	0.88%	0.66%	0.25%					
25	"8. ""Народно-республиканская партия России"""	70	3	0	1	1	2	0	1	0	2	4	1	1	1	3	1	2	3	0	0	4	0	0	0	0	1	5	0	0	2	2	2	3	0	2	3	2	2	2	0	1	0	0	1	0	2	0	0	2	1	3	0	1	1	0	1	1					
		0.16%	0.31%	0.0%	0.08%	0.09%	0.21%	0.0%	0.07%	0.0%	0.23%	0.33%	0.09%	0.06%	0.07%	0.28%	0.09%	0.60%	1.00%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.18%	0.98%	0.0%	0.0%	0.26%	0.36%	0.59%	0.49%	0.0%	0.37%	0.43%	0.30%	0.21%	0.59%	0.0%	0.88%	0.0%	0.0%	1.14%	0.0%	0.68%	0.0%	0.0%	0.17%	0.18%	0.25%	0.0%	0.13%	0.08%	0.0%	0.08%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	65	1	1	1	4	0	2	2	0	2	1	5	1	1	0	2	1	1	0	1	3	0	2	2	0	1	0	1	0	0	2	1	1	1	3	2	0	2	0	2	0	0	0	1	1	0	0	0	1	0	6	0	1	0	3	3	0					
		0.15%	0.10%	0.08%	0.08%	0.38%	0.0%	0.19%	0.15%	0.0%	0.23%	0.08%	0.46%	0.06%	0.07%	0.0%	0.19%	0.30%	0.33%	0.0%	0.13%	0.28%	0.0%	2.43%	1.70%	0.0%	0.18%	0.0%	0.14%	0.0%	0.0%	0.36%	0.29%	0.16%	0.09%	0.56%	0.29%	0.0%	0.21%	0.0%	0.28%	0.0%	0.0%	0.0%	1.14%	0.15%	0.0%	0.0%	0.0%	0.08%	0.0%	0.51%	0.0%	0.13%	0.0%	0.18%	0.24%	0.0%					
27	"10. ""Аграрная партия России"""	1511	18	39	26	22	16	31	36	21	16	23	27	34	41	31	12	12	5	42	35	34	5	4	6	0	13	19	8	25	17	43	21	24	62	16	35	19	62	13	55	13	3	8	9	13	13	2	1	50	26	80	89	31	55	65	50	35					
		3.60%	1.88%	3.20%	2.20%	2.10%	1.70%	3.09%	2.83%	2.01%	1.86%	1.91%	2.50%	2.18%	3.09%	2.91%	1.14%	3.64%	1.67%	5.21%	4.60%	3.26%	1.29%	4.87%	5.12%	0.0%	2.43%	3.72%	1.17%	2.90%	2.27%	7.87%	6.28%	3.92%	5.78%	3.03%	5.09%	2.93%	6.65%	3.88%	7.84%	11.50%	2.43%	4.14%	10.34%	1.96%	4.45%	0.63%	0.67%	4.45%	4.85%	6.80%	10.57%	4.16%	4.93%	4.10%	4.13%	3.02%					
28	"11. ""Истинные патриоты России"""	27	0	0	0	0	0	0	3	0	1	0	1	1	0	0	4	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	2	0	6	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	3	0	1	0	0	0					
		0.06%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.23%	0.0%	0.11%	0.0%	0.09%	0.06%	0.0%	0.0%	0.38%	0.0%	0.0%	0.12%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.11%	0.0%	0.0%	0.59%	0.0%	0.55%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.31%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.08%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	382	18	0	5	2	10	6	15	11	10	6	13	9	11	6	10	1	1	9	10	5	2	1	0	3	7	10	5	4	5	4	10	3	5	5	19	6	6	2	19	1	1	1	0	2	3	2	1	10	8	14	11	5	18	16	7	8					
		0.91%	1.88%	0.0%	0.42%	0.19%	1.06%	0.59%	1.18%	1.05%	1.16%	0.49%	1.20%	0.57%	0.83%	0.56%	0.95%	0.30%	0.33%	1.11%	1.31%	0.47%	0.51%	1.21%	0.0%	2.54%	1.31%	1.96%	0.73%	0.46%	0.66%	0.73%	2.99%	0.49%	0.46%	0.94%	2.76%	0.92%	0.64%	0.59%	2.71%	0.88%	0.81%	0.51%	0.0%	0.30%	1.02%	0.63%	0.67%	0.89%	1.49%	1.19%	1.30%	0.67%	1.61%	1.01%	0.57%	0.69%					
30	"13. ""Демократическая партия России"""	74	1	0	5	2	2	1	2	3	0	1	2	3	0	0	2	2	1	0	4	0	1	0	0	0	3	1	0	2	1	1	0	1	3	1	1	2	1	1	2	0	1	0	0	1	0	0	0	1	2	1	0	5	5	3	2	1					
		0.17%	0.10%	0.0%	0.42%	0.19%	0.21%	0.09%	0.15%	0.28%	0.0%	0.08%	0.18%	0.19%	0.0%	0.0%	0.19%	0.60%	0.33%	0.0%	0.52%	0.0%	0.25%	0.0%	0.0%	0.0%	0.56%	0.19%	0.0%	0.23%	0.13%	0.18%	0.0%	0.16%	0.27%	0.18%	0.14%	0.30%	0.10%	0.29%	0.28%	0.0%	0.81%	0.0%	0.0%	0.15%	0.0%	0.0%	0.0%	0.08%	0.37%	0.08%	0.0%	0.67%	0.44%	0.18%	0.16%	0.08%					
31	"14. ""Великая Россия - Евразийский Союз"""	55	0	0	2	3	4	0	1	2	1	2	1	0	1	1	2	1	0	1	2	0	1	0	0	0	0	0	0	4	0	2	3	2	0	0	0	0	1	0	0	1	0	1	4	0	0	0	1	0	0	1	0	2	0	3	3	2					
		0.13%	0.0%	0.0%	0.16%	0.28%	0.42%	0.0%	0.07%	0.19%	0.11%	0.16%	0.09%	0.0%	0.07%	0.09%	0.19%	0.30%	0.0%	0.12%	0.26%	0.0%	0.25%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.36%	0.89%	0.32%	0.0%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.88%	0.0%	0.51%	4.59%	0.0%	0.0%	0.0%	0.67%	0.0%	0.0%	0.08%	0.0%	0.26%	0.0%	0.18%	0.24%	0.17%					
32	"15. ""Партия СЛОН"""	22	1	0	0	2	0	0	0	0	0	2	3	0	0	1	0	1	0	0	0	2	1	0	0	0	0	2	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0					
		0.05%	0.10%	0.0%	0.0%	0.19%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.27%	0.0%	0.0%	0.09%	0.0%	0.30%	0.0%	0.0%	0.0%	0.19%	0.25%	0.0%	0.0%	0.0%	0.0%	0.39%	0.0%	0.11%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.14%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.08%	0.0%	0.16%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4344	106	130	152	108	108	130	189	157	159	178	178	211	198	139	113	34	20	43	84	91	20	8	0	3	29	32	48	83	77	39	46	35	95	59	45	66	40	14	91	8	9	16	16	53	23	15	6	88	35	112	83	51	86	167	116	102					
		10.37%	11.07%	10.68%	12.87%	10.35%	11.53%	12.98%	14.90%	15.03%	18.57%	14.82%	16.51%	13.53%	14.96%	13.05%	10.75%	10.33%	6.68%	5.34%	11.05%	8.73%	5.16%	9.75%	0.0%	2.54%	5.44%	6.27%	7.02%	9.62%	10.29%	7.14%	13.77%	5.71%	8.86%	11.19%	6.55%	10.20%	4.29%	4.17%	12.98%	7.07%	7.31%	8.29%	18.39%	8.03%	7.87%	4.79%	4.02%	7.83%	6.52%	9.52%	9.85%	6.85%	7.71%	10.55%	9.60%	8.80%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	123	5	0	4	3	4	6	4	4	0	1	0	2	0	0	4	0	0	0	0	2	3	0	0	0	0	3	3	3	6	1	2	3	4	0	2	2	5	2	1	0	1	5	0	1	1	0	2	4	0	10	5	1	2	4	4	4					
		0.29%	0.52%	0.0%	0.33%	0.28%	0.42%	0.59%	0.31%	0.38%	0.0%	0.08%	0.0%	0.12%	0.0%	0.0%	0.38%	0.0%	0.0%	0.0%	0.0%	0.19%	0.77%	0.0%	0.0%	0.0%	0.0%	0.58%	0.43%	0.34%	0.80%	0.18%	0.59%	0.49%	0.37%	0.0%	0.29%	0.30%	0.53%	0.59%	0.14%	0.0%	0.81%	2.59%	0.0%	0.15%	0.34%	0.0%	1.34%	0.35%	0.0%	0.85%	0.59%	0.13%	0.17%	0.25%	0.33%	0.34%					
35	"18. ""ЛДПР"""	5948	131	156	168	195	171	163	185	137	140	163	136	223	178	118	179	41	23	125	102	166	74	15	12	21	69	62	81	108	101	99	40	91	166	86	104	105	139	28	76	37	21	27	15	101	24	33	15	53	47	154	98	136	205	192	158	255					
		14.20%	13.68%	12.81%	14.22%	18.69%	18.26%	16.28%	14.58%	13.12%	16.35%	13.57%	12.61%	14.30%	13.45%	11.07%	17.03%	12.46%	7.69%	15.52%	13.42%	15.93%	19.12%	18.29%	10.25%	17.79%	12.94%	12.15%	11.85%	12.52%	13.50%	18.13%	11.97%	14.86%	15.48%	16.31%	15.13%	16.22%	14.91%	8.35%	10.84%	32.74%	17.07%	13.98%	17.24%	15.30%	8.21%	10.54%	10.06%	4.71%	8.76%	13.09%	11.63%	18.27%	18.40%	12.13%	13.07%	22.02%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	487	14	7	8	11	12	12	20	7	15	10	14	16	16	12	15	5	1	15	15	11	8	0	1	1	2	9	9	6	13	3	4	12	7	5	8	7	15	3	9	0	0	3	0	19	1	4	0	9	3	12	13	11	13	21	10	10					
		1.16%	1.46%	0.57%	0.67%	1.05%	1.28%	1.19%	1.57%	0.67%	1.75%	0.83%	1.29%	1.02%	1.20%	1.12%	1.42%	1.51%	0.33%	1.86%	1.97%	1.05%	2.06%	0.0%	0.85%	0.84%	0.37%	1.76%	1.31%	0.69%	1.73%	0.54%	1.19%	1.96%	0.65%	0.94%	1.16%	1.08%	1.60%	0.89%	1.28%	0.0%	0.0%	1.55%	0.0%	2.87%	0.34%	1.27%	0.0%	0.80%	0.55%	1.02%	1.54%	1.47%	1.16%	1.32%	0.82%	0.86%					
37	"20. ""Политическая партия ""Единая Россия"""	16401	393	509	429	449	382	408	483	411	259	447	400	517	535	417	405	84	51	355	312	406	166	32	57	48	169	206	302	335	326	207	93	303	497	220	318	340	437	176	324	30	36	78	30	299	160	154	93	548	162	320	331	218	298	572	504	360					
		39.17%	41.06%	41.82%	36.32%	43.04%	40.81%	40.75%	38.09%	39.36%	30.25%	37.21%	37.10%	33.16%	40.43%	39.15%	38.53%	25.53%	17.05%	44.09%	41.05%	38.96%	42.89%	39.02%	48.71%	40.67%	31.70%	40.39%	44.21%	38.86%	43.58%	37.91%	27.84%	49.50%	46.36%	41.74%	46.28%	52.55%	46.88%	52.53%	46.21%	26.54%	29.26%	40.41%	34.48%	45.30%	54.79%	49.20%	62.41%	48.79%	30.22%	27.21%	39.31%	29.30%	26.75%	36.15%	41.72%	31.08%					
38	"21. ""Российская Конституционно-демократическая партия"""	91	2	0	3	2	1	1	2	2	0	0	5	2	1	1	1	0	0	1	1	0	1	0	1	0	0	0	1	5	4	5	3	1	5	0	2	1	1	0	1	2	1	0	1	1	1	3	2	3	1	2	0	4	2	3	7	2					
		0.21%	0.20%	0.0%	0.25%	0.19%	0.10%	0.09%	0.15%	0.19%	0.0%	0.0%	0.46%	0.12%	0.07%	0.09%	0.09%	0.0%	0.0%	0.12%	0.13%	0.0%	0.25%	0.0%	0.85%	0.0%	0.0%	0.0%	0.14%	0.58%	0.53%	0.91%	0.89%	0.16%	0.46%	0.0%	0.29%	0.15%	0.10%	0.0%	0.14%	1.76%	0.81%	0.0%	1.14%	0.15%	0.34%	0.95%	1.34%	0.26%	0.18%	0.17%	0.0%	0.53%	0.17%	0.18%	0.57%	0.17%					
39	"22. ""Развитие предпринимательства"""	90	6	2	5	2	4	2	2	3	0	5	3	2	4	6	1	1	3	1	1	1	0	0	0	0	0	0	5	0	1	0	0	1	2	0	0	1	1	0	1	0	0	0	0	0	0	0	1	1	0	3	0	3	1	5	8	2					
		0.21%	0.62%	0.16%	0.42%	0.19%	0.42%	0.19%	0.15%	0.28%	0.0%	0.41%	0.27%	0.12%	0.30%	0.56%	0.09%	0.30%	1.00%	0.12%	0.13%	0.09%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.73%	0.0%	0.13%	0.0%	0.0%	0.16%	0.18%	0.0%	0.0%	0.15%	0.10%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.67%	0.08%	0.0%	0.25%	0.0%	0.40%	0.08%	0.31%	0.66%	0.17%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7405	131	216	203	118	111	159	184	175	151	218	167	277	172	188	151	116	152	131	95	196	45	9	26	24	200	90	151	193	121	102	69	71	125	72	72	37	130	62	74	12	38	32	4	121	47	63	8	241	195	319	91	191	299	334	188	238					
		17.68%	13.68%	17.74%	17.18%	11.31%	11.85%	15.88%	14.51%	16.76%	17.64%	18.15%	15.49%	17.76%	13.00%	17.65%	14.36%	35.25%	50.83%	16.27%	12.5%	18.80%	11.62%	10.97%	22.22%	20.33%	37.52%	17.64%	22.10%	22.38%	16.17%	18.68%	20.65%	11.60%	11.66%	13.66%	10.48%	5.71%	13.94%	18.50%	10.55%	10.61%	30.89%	16.58%	4.59%	18.33%	16.09%	20.12%	5.36%	21.46%	36.38%	27.12%	10.80%	25.67%	26.84%	21.11%	15.56%	20.55%					
																																																															
41	Против всех	1497	23	90	54	32	30	28	41	30	20	43	40	138	63	34	51	14	6	29	13	32	14	3	0	9	9	14	18	23	18	15	14	11	30	21	25	16	27	14	11	6	2	7	2	19	3	16	3	32	11	43	41	33	34	40	48	54					
		3.57%	2.40%	7.39%	4.57%	3.06%	3.20%	2.79%	3.23%	2.87%	2.33%	3.58%	3.71%	8.85%	4.76%	3.19%	4.85%	4.25%	2.00%	3.60%	1.71%	3.07%	3.61%	3.65%	0.0%	7.62%	1.68%	2.74%	2.63%	2.66%	2.40%	2.74%	4.19%	1.79%	2.79%	3.98%	3.63%	2.47%	2.89%	4.17%	1.56%	5.30%	1.62%	3.62%	2.29%	2.87%	1.02%	5.11%	2.01%	2.84%	2.05%	3.65%	4.86%	4.43%	3.05%	2.52%	3.97%	4.66%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
