7	Число избирательных бюллетеней в переносных ящиках для голосования	4290	0	55	47	38	68	121	103	235	134	32	32	34	196	61	205	24	21	38	29	74	27	164	110	40	72	29	28	41	77	14	22	25	39	56	26	46	33	22	66	90	58	55	39	30	52	64	94	41	42	57	59	41	30	36	17	37	52	34	20	101	34	46	61	40	26	41	36	27	21	20	35	18	38	27	47	19	22	50	46	103	0	0	0	0	0	0	0									
8	Число бюллетеней в стационарных ящиках для голосования	115164	1195	571	1597	551	979	1642	1567	1628	675	1835	1107	759	1529	1567	902	1237	783	1278	1284	1182	1016	728	688	1196	1285	938	1039	1897	1450	1830	1704	1425	1114	1127	1661	1783	1718	2143	1607	1583	1798	1095	1333	1312	1525	1402	1671	1524	1386	1474	1631	1641	1614	1792	1556	1604	1350	1768	1736	1564	1908	1516	1676	1363	1103	1401	1929	1606	1524	1519	1653	1291	1538	1794	1572	1596	1555	1702	862	1031	1233	245	238	36	192	81	424									
9	Число недействительных избирательных бюллетеней	969	12	1	1	4	10	9	47	35	10	43	12	14	12	12	9	3	6	13	2	9	4	15	2	11	0	12	17	8	5	18	25	9	1	8	3	8	6	12	3	4	0	9	3	3	9	3	3	15	32	13	18	16	16	3	21	13	16	24	11	4	10	12	5	18	3	7	16	23	4	4	22	22	3	42	34	14	11	27	4	10	6	1	0	0	2	1	1									
10	Число действительных избирательных бюллетеней	118485	1183	625	1643	585	1037	1754	1623	1828	799	1824	1127	779	1713	1616	1098	1258	798	1303	1311	1247	1039	877	796	1225	1357	955	1050	1930	1522	1826	1701	1441	1152	1175	1684	1821	1745	2153	1670	1669	1856	1141	1369	1339	1568	1463	1762	1550	1396	1518	1672	1666	1628	1825	1552	1628	1386	1778	1745	1661	1932	1550	1732	1385	1126	1435	1949	1610	1541	1535	1666	1287	1573	1779	1585	1601	1566	1725	904	1124	1227	244	238	36	190	80	423									
11	Число полученных открепительных  удостоверений	3730	40	40	40	40	40	50	50	50	40	40	40	40	50	50	50	40	40	50	40	40	40	40	40	50	40	40	50	50	40	65	50	40	40	40	60	60	60	60	75	65	40	40	50	50	40	40	50	55	40	40	40	40	40	45	50	50	40	50	50	50	60	40	55	50	40	40	40	50	50	50	50	40	50	50	50	60	50	50	40	40	0	0	0	0	0	0	0									
12	Число открепительных удостоверений, выданных избирателям на избирательном участке	3010	19	24	36	8	20	41	38	49	20	26	27	9	50	49	50	30	31	46	27	23	37	25	12	49	40	27	44	50	29	63	50	34	39	40	30	60	36	41	67	61	31	28	30	42	29	40	47	47	30	32	32	29	40	42	50	35	36	44	38	37	57	40	55	47	21	25	36	37	46	40	49	36	32	42	41	57	37	49	40	27	0	0	0	0	0	0	0									
13	Число избирателей, проголосовавших по открепительным удостоверениям	2517	463	35	26	14	27	17	6	24	59	23	21	15	20	20	18	16	16	17	21	7	25	17	20	70	21	10	14	13	20	89	38	45	14	24	21	12	16	56	19	31	16	19	6	6	25	21	32	22	18	32	35	25	26	23	18	24	25	27	23	32	12	7	5	8	9	34	55	25	17	25	28	31	35	39	20	16	4	32	0	22	46	18	26	11	14	25	58									
14	Число неиспользованных открепительных удостоверений	720	21	16	4	32	20	9	12	1	20	14	13	31	0	1	0	10	9	4	13	17	3	15	28	1	0	13	6	0	11	2	0	6	1	0	30	0	24	19	8	4	9	12	20	8	11	0	3	8	10	8	8	11	0	3	0	15	4	6	12	13	3	0	0	3	19	15	4	13	4	10	1	4	18	8	9	3	13	1	0	13	0	0	0	0	0	0	0									
15	Число открепительных удостоверений, выданных избирателям ТИК	40	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	2	0	0	1	0	0	0	0	1	0	3	1	1	0	0	1	0	2	0	0	2	0	2	0	0	1	0	0	2	0	0	0	1	0	2	2	0	2	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	2	1	0	0	1	1	1	2	1	0	0	0	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	Число избирательных бюллетеней, не учтенных при получении	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																																																																		
19	Жириновский Владимир Вольфович	4440	30	32	64	31	45	53	76	106	16	44	42	26	97	37	28	54	37	59	62	58	31	30	29	58	55	29	44	78	33	110	90	78	46	46	64	64	62	69	75	77	55	39	69	65	73	17	61	60	43	18	67	57	45	85	60	54	61	69	37	61	70	53	87	66	33	56	60	52	34	78	72	57	69	74	61	58	37	63	32	30	18	1	5	1	5	1	6									
		3.72%	2.51%	5.11%	3.89%	5.26%	4.30%	3.01%	4.55%	5.69%	1.98%	2.36%	3.69%	3.28%	5.62%	2.27%	2.53%	4.28%	4.60%	4.48%	4.72%	4.62%	2.97%	3.36%	3.63%	4.69%	4.05%	2.99%	4.12%	4.02%	2.16%	5.97%	5.21%	5.38%	3.99%	3.89%	3.79%	3.50%	3.54%	3.19%	4.48%	4.60%	2.96%	3.39%	5.03%	4.84%	4.63%	1.16%	3.46%	3.83%	3.01%	1.18%	3.96%	3.39%	2.74%	4.65%	3.81%	3.29%	4.35%	3.83%	2.11%	3.66%	3.60%	3.39%	5.01%	4.70%	2.92%	3.88%	3.05%	3.18%	2.20%	5.07%	4.27%	4.35%	4.38%	4.06%	3.77%	3.59%	2.35%	3.60%	3.52%	2.65%	1.46%	0.41%	2.10%	2.78%	2.60%	1.23%	1.42%									
20	Зюганов Геннадий Андреевич	14026	96	81	265	39	127	138	374	414	120	137	123	79	257	203	180	163	95	145	122	135	90	106	109	130	145	150	109	223	106	214	172	158	207	112	189	197	201	219	219	191	233	157	102	101	143	91	225	201	169	169	171	229	219	287	192	202	171	250	260	199	222	200	191	160	157	172	273	239	153	116	304	47	169	299	171	221	184	175	49	93	74	6	8	1	12	9	10									
		11.74%	8.03%	12.94%	16.12%	6.62%	12.13%	7.83%	22.40%	22.22%	14.83%	7.34%	10.80%	9.96%	14.90%	12.47%	16.26%	12.93%	11.82%	11.02%	9.29%	10.75%	8.63%	11.88%	13.66%	10.52%	10.69%	15.51%	10.22%	11.51%	6.94%	11.61%	9.97%	10.90%	17.95%	9.47%	11.20%	10.77%	11.48%	10.12%	13.09%	11.42%	12.55%	13.65%	7.43%	7.53%	9.07%	6.21%	12.75%	12.84%	11.83%	11.04%	10.12%	13.61%	13.32%	15.70%	12.21%	12.31%	12.20%	13.87%	14.81%	11.95%	11.43%	12.80%	10.99%	11.40%	13.91%	11.93%	13.89%	14.64%	9.90%	7.54%	18.01%	3.59%	10.72%	16.42%	10.56%	13.68%	11.67%	9.99%	5.40%	8.20%	6.00%	2.45%	3.36%	2.78%	6.25%	11.11%	2.36%									
21	Миронов Сергей Михайлович	4425	28	20	17	23	23	63	75	75	46	73	37	17	51	72	25	41	43	62	27	27	24	31	33	45	25	47	44	82	45	70	89	86	37	30	62	65	70	82	88	32	31	16	44	53	35	26	63	81	59	20	92	65	24	87	67	75	73	73	48	64	126	60	103	87	32	26	158	88	74	74	60	60	60	61	51	64	55	38	34	60	14	0	1	1	4	1	5									
		3.70%	2.34%	3.19%	1.03%	3.90%	2.20%	3.57%	4.49%	4.03%	5.69%	3.91%	3.25%	2.14%	2.96%	4.42%	2.26%	3.25%	5.35%	4.71%	2.06%	2.15%	2.30%	3.48%	4.14%	3.64%	1.84%	4.86%	4.12%	4.23%	2.95%	3.80%	5.16%	5.93%	3.21%	2.54%	3.68%	3.55%	3.99%	3.79%	5.26%	1.91%	1.67%	1.39%	3.21%	3.95%	2.22%	1.77%	3.57%	5.18%	4.13%	1.31%	5.44%	3.86%	1.46%	4.76%	4.26%	4.57%	5.21%	4.05%	2.73%	3.84%	6.49%	3.84%	5.93%	6.20%	2.83%	1.80%	8.04%	5.39%	4.79%	4.81%	3.55%	4.58%	3.81%	3.35%	3.15%	3.96%	3.49%	2.17%	3.74%	5.29%	1.14%	0.00%	0.42%	2.78%	2.08%	1.23%	1.18%									
22	Прохоров Михаил Дмитриевич	5105	136	47	84	15	40	32	152	172	31	39	50	48	56	83	22	46	38	51	61	83	45	62	34	27	76	14	38	75	57	102	104	48	42	47	53	37	35	60	55	62	81	83	30	23	47	64	60	67	65	56	72	58	58	87	97	80	54	99	92	58	58	66	52	45	22	74	74	72	57	64	81	183	58	67	72	42	59	98	21	82	48	2	4	1	8	2	3									
		4.27%	11.38%	7.51%	5.11%	2.55%	3.82%	1.82%	9.10%	9.23%	3.83%	2.09%	4.39%	6.05%	3.25%	5.10%	1.99%	3.65%	4.73%	3.88%	4.65%	6.61%	4.31%	6.95%	4.26%	2.18%	5.60%	1.45%	3.56%	3.87%	3.73%	5.53%	6.03%	3.31%	3.64%	3.97%	3.14%	2.02%	1.99%	2.77%	3.29%	3.71%	4.36%	7.22%	2.19%	1.71%	2.98%	4.37%	3.40%	4.28%	4.55%	3.66%	4.26%	3.45%	3.53%	4.76%	6.17%	4.88%	3.85%	5.49%	5.24%	3.48%	2.99%	4.23%	2.99%	3.21%	1.95%	5.13%	3.77%	4.41%	3.69%	4.16%	4.80%	13.98%	3.68%	3.68%	4.45%	2.60%	3.74%	5.59%	2.31%	7.23%	3.89%	0.82%	1.68%	2.78%	4.17%	2.47%	0.71%									
23	Путин Владимир Владимирович	90489	893	445	1213	477	802	1468	946	1061	586	1531	875	609	1252	1221	843	954	585	986	1039	944	849	648	591	965	1056	715	815	1472	1281	1330	1246	1071	820	940	1316	1458	1377	1723	1233	1307	1456	846	1124	1097	1270	1265	1353	1141	1060	1255	1270	1257	1282	1279	1136	1217	1027	1287	1308	1279	1456	1171	1299	1027	882	1107	1384	1159	1223	1203	1149	940	1217	1278	1230	1216	1231	1351	768	859	1073	235	220	32	161	67	399									
		75.75%	74.73%	71.09%	73.78%	80.98%	76.60%	83.27%	56.65%	56.95%	72.44%	82.00%	76.82%	76.80%	72.58%	75.00%	76.15%	75.65%	72.76%	74.92%	79.13%	75.16%	81.40%	72.65%	74.06%	78.07%	77.82%	73.94%	76.38%	75.95%	83.89%	72.13%	72.19%	73.86%	71.12%	79.46%	78.01%	79.72%	78.64%	79.58%	73.70%	78.12%	78.45%	73.57%	81.92%	81.74%	80.53%	86.29%	76.66%	72.91%	74.23%	81.97%	75.15%	74.73%	77.98%	69.97%	72.22%	74.16%	73.25%	71.42%	74.49%	76.82%	74.97%	74.97%	74.78%	73.20%	78.12%	76.77%	70.43%	70.97%	79.16%	78.17%	68.07%	71.81%	77.22%	70.18%	75.97%	75.29%	78.06%	77.11%	84.58%	75.75%	87.02%	95.92%	92.44%	88.89%	83.85%	82.72%	94.10%									
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
																																																																																																		
