7	Число избирательных бюллетеней в переносных ящиках для голосования	5790	48	17	40	86	109	80	101	88	145	47	46	273	84	151	69	43	58	51	67	57	50	101	71	98	42	43	54	136	115	23	54	65	42	31	207	67	29	75	77	72	80	96	49	63	102	101	55	55	88	73	57	86	50	46	53	73	54	30	45	62	44	37	50	61	38	42	60	41	36	50	34	39	31	53	35	129	27	74	131	0	0	0	0	0	0	0	348					
8	Число бюллетеней в стационарных ящиках для голосования	125212	730	1501	577	695	1802	1974	1983	635	1728	1080	697	1547	1981	907	1411	852	1541	1564	1105	1476	931	985	1524	1220	962	926	1898	1476	1482	1871	1648	1300	1273	1540	1446	1623	1710	1877	1828	1808	1355	1474	1574	1872	1603	1804	2104	1974	1473	1907	1917	1840	1675	1902	1907	1047	1986	2087	1838	2181	1696	1630	1782	1287	1709	1914	2030	2047	2077	1713	1344	1881	1735	2038	1271	1616	1724	1750	674	1440	294	295	226	180	86	40	99					
9	Число недействительных избирательных бюллетеней	2859	13	4	31	21	110	15	33	6	37	11	8	35	32	5	107	10	18	20	11	5	25	4	81	0	3	7	9	190	206	20	67	0	6	20	0	3	7	6	11	18	9	5	12	46	347	43	24	42	129	10	27	95	0	33	15	11	26	21	16	14	17	16	7	3	18	27	23	12	38	3	13	172	114	74	8	14	11	86	47	8	4	1	1	1	0	0	1					
10	Число действительных избирательных бюллетеней	128143	765	1514	586	760	1801	2039	2051	717	1836	1116	735	1785	2033	1053	1373	885	1581	1595	1161	1528	956	1082	1514	1318	1001	962	1943	1422	1391	1874	1635	1365	1309	1551	1653	1687	1732	1946	1894	1862	1426	1565	1611	1889	1358	1862	2135	1987	1432	1970	1947	1831	1725	1915	1945	1109	2014	2096	1867	2229	1723	1651	1825	1345	1729	1929	2067	2076	2075	1760	1365	1748	1652	2017	1298	1731	1740	1738	758	1432	290	294	225	179	86	40	446					
11	Число полученных открепительных  удостоверений	4708	50	50	20	50	110	50	50	50	50	50	50	50	70	80	50	50	50	50	50	50	50	50	55	50	50	50	50	75	100	50	65	50	50	75	150	75	150	75	77	50	50	50	50	50	50	50	50	100	50	50	50	50	50	56	50	50	100	50	50	100	50	50	50	50	50	50	47	53	50	75	50	50	100	50	50	50	50	100	50	0	0	0	0	0	0	0	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	4382	36	43	8	50	108	50	50	50	50	50	20	50	70	80	50	50	50	50	50	50	50	50	55	50	50	50	50	75	100	50	65	50	50	75	150	75	150	75	77	50	50	50	50	50	50	50	50	72	50	45	50	50	50	56	50	38	50	50	50	55	50	50	50	30	32	50	47	51	50	41	38	50	100	50	30	41	44	100	50	0	0	0	0	0	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	2853	29	81	31	21	26	20	36	46	25	34	16	27	61	36	38	24	99	23	30	105	105	33	26	36	22	20	10	47	47	29	22	20	7	8	24	22	52	3	33	22	14	37	9	36	13	22	20	121	31	78	16	39	28	23	17	18	20	27	33	24	3	9	13	17	5	19	16	9	11	9	36	27	104	38	32	32	78	13	12	124	39	21	33	0	13	3	115					
14	Число неиспользованных открепительных удостоверений	326	14	7	12	0	2	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	5	0	0	0	0	0	12	50	0	0	45	0	0	0	20	18	0	0	2	0	34	12	0	0	0	20	9	6	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям ТИК"	32	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	2	2	0	0	0	2	0	0	0	0	1	1	0	0	1	2	1	0	1	0	1	0	0	0	0	1	0	1	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	3	1	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	"Число открепительных удостоверений, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																																														
18	Богданов Андрей Владимирович	2061	19	22	7	14	31	35	44	10	61	7	9	30	38	12	29	12	31	31	21	7	24	4	29	6	14	69	6	23	5	44	5	2	11	48	51	32	52	9	15	22	11	23	26	38	17	48	28	38	16	11	39	33	43	54	25	23	35	45	16	34	11	3	29	25	4	30	72	6	16	41	27	31	41	35	9	35	35	18	8	20	5	4	4	2	2	0	4					
		1.57%	2.44%	1.45%	1.13%	1.79%	1.62%	1.70%	2.11%	1.38%	3.26%	0.62%	1.21%	1.65%	1.84%	1.13%	1.96%	1.34%	1.94%	1.92%	1.79%	0.46%	2.45%	0.37%	1.82%	0.46%	1.39%	7.12%	0.31%	1.43%	0.31%	2.32%	0.29%	0.15%	0.84%	3.06%	3.09%	1.89%	2.99%	0.46%	0.79%	1.17%	0.77%	1.46%	1.60%	1.96%	0.99%	2.52%	1.30%	1.87%	1.02%	0.56%	1.98%	1.71%	2.49%	2.77%	1.28%	2.05%	1.72%	2.13%	0.85%	1.52%	0.63%	0.18%	1.58%	1.85%	0.23%	1.53%	3.44%	0.29%	0.76%	2.33%	1.96%	1.61%	2.32%	1.67%	0.69%	2.01%	1.99%	0.99%	0.99%	1.39%	1.70%	1.36%	1.77%	1.11%	2.33%	0.00%	0.89%					
19	Жириновский Владимир Вольфович	14360	63	59	62	81	225	273	275	34	175	198	112	155	146	88	104	64	134	272	75	69	90	130	192	205	74	81	205	116	49	117	202	176	85	204	217	95	259	321	308	280	92	194	226	231	65	277	402	172	137	285	181	140	258	206	275	71	160	144	224	302	232	201	245	112	302	131	232	348	309	218	115	127	165	290	201	274	278	204	97	63	34	12	22	10	6	1	19					
		10.96%	8.10%	3.89%	10.05%	10.37%	11.77%	13.29%	13.20%	4.70%	9.34%	17.57%	15.07%	8.52%	7.07%	8.32%	7.03%	7.15%	8.38%	16.84%	6.40%	4.50%	9.17%	11.97%	12.04%	15.55%	7.37%	8.36%	10.50%	7.20%	3.07%	6.18%	11.87%	12.89%	6.46%	12.99%	13.13%	5.62%	14.89%	16.44%	16.17%	14.89%	6.41%	12.36%	13.92%	11.94%	3.81%	14.54%	18.62%	8.48%	8.78%	14.39%	9.17%	7.27%	14.96%	10.57%	14.03%	6.34%	7.84%	6.80%	11.90%	13.46%	13.33%	12.06%	13.37%	8.31%	17.29%	6.70%	11.10%	16.67%	14.62%	12.37%	8.35%	6.61%	9.34%	13.87%	15.39%	15.70%	15.88%	11.18%	12.05%	4.38%	11.56%	4.07%	9.73%	5.56%	6.98%	2.50%	4.25%					
20	Зюганов Геннадий Андреевич	22941	115	219	112	129	303	387	376	120	382	168	127	426	405	213	270	135	348	239	214	209	171	245	255	239	157	182	374	225	102	301	318	289	285	278	310	228	291	347	332	320	355	327	305	341	165	327	293	448	249	368	425	385	389	376	352	112	292	339	343	376	343	364	358	297	270	342	344	373	386	320	298	319	284	323	244	296	296	326	122	148	44	35	34	18	6	3	35					
		17.51%	14.78%	14.43%	18.15%	16.52%	15.86%	18.84%	18.04%	16.60%	20.40%	14.91%	17.09%	23.41%	19.61%	20.13%	18.24%	15.08%	21.76%	14.80%	18.26%	13.63%	17.43%	22.56%	15.99%	18.13%	15.64%	18.78%	19.16%	13.96%	6.39%	15.89%	18.68%	21.17%	21.67%	17.70%	18.75%	13.49%	16.73%	17.78%	17.43%	17.02%	24.74%	20.83%	18.79%	17.62%	9.68%	17.17%	13.57%	22.08%	15.95%	18.59%	21.53%	19.99%	22.55%	19.30%	17.96%	10.00%	14.31%	16.01%	18.22%	16.76%	19.71%	21.84%	19.54%	22.03%	15.46%	17.48%	16.46%	17.86%	18.27%	18.15%	21.63%	16.61%	16.08%	15.45%	18.68%	16.96%	16.90%	17.87%	15.16%	10.28%	14.97%	11.86%	15.04%	10.00%	6.98%	7.50%	7.83%					
21	Медведев Дмитрий Анатольевич	88781	568	1214	405	536	1242	1344	1356	553	1218	743	487	1174	1444	740	970	674	1068	1053	851	1243	671	703	1038	868	756	630	1358	1058	1235	1412	1110	898	928	1021	1075	1332	1130	1269	1239	1240	968	1021	1054	1279	1111	1210	1412	1329	1030	1306	1302	1273	1035	1279	1293	903	1527	1568	1284	1517	1137	1083	1193	911	1153	1426	1419	1349	1364	1181	925	1271	1162	1369	844	1126	1131	1190	531	1201	207	243	165	149	72	36	388					
		67.77%	73.01%	79.97%	65.64%	68.63%	64.99%	65.43%	65.07%	76.49%	65.03%	65.93%	65.55%	64.51%	69.93%	69.94%	65.54%	75.31%	66.79%	65.20%	72.61%	81.08%	68.40%	64.73%	65.08%	65.86%	75.30%	65.02%	69.57%	65.63%	77.33%	74.55%	65.22%	65.79%	70.57%	64.99%	65.03%	78.82%	64.98%	65.01%	65.04%	65.96%	67.46%	65.03%	64.94%	66.10%	65.16%	63.52%	65.40%	65.50%	65.98%	65.96%	65.96%	66.10%	60.00%	65.66%	65.97%	80.63%	74.85%	74.07%	68.19%	67.63%	65.34%	64.97%	65.12%	67.58%	65.99%	72.90%	67.89%	64.61%	64.55%	66.99%	67.13%	66.20%	65.80%	65.47%	64.62%	64.53%	64.59%	65.24%	65.96%	83.40%	70.41%	82.37%	73.01%	82.78%	83.72%	90.00%	86.80%					
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
																																																																																														
