Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																			
Дата голосования: 18.09.2016																																																			
																																																			
Наименование Избирательной комиссии:    Починковская																																																			
																																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																																			
																																																			
		Сумма	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317	УИК №318	УИК №319	УИК №320	УИК №321	УИК №322	УИК №323	УИК №324	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2038	255	183	57	109	52	30	40	22	28	20	30	20	27	102	102	52	13	20	76	62	144	56	59	29	48	24	74	47	14	8	34	19	38	36	29	23	7	14	20	15									
		19.33%	24.36%	19.78%	17.59%	21.46%	20.47%	24.19%	20.73%	13.84%	19.44%	18.18%	16.13%	27.03%	34.62%	18.18%	24.34%	25.87%	15.12%	22.73%	29.23%	25.73%	13.75%	21.79%	21.61%	31.87%	16.38%	12.00%	20.73%	13.28%	16.87%	11.27%	13.33%	27.94%	17.84%	13.95%	14.29%	29.87%	9.86%	9.93%	29.85%	8.15%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	2	2	0	1	1	0	0	0	2	0	1	0	0	0	2	0	0	0	1	0	5	0	1	0	1	2	3	3	0	0	0	0	0	0	1	1	0	0	0	0									
		0.28%	0.19%	0.22%	0.00%	0.20%	0.39%	0.00%	0.00%	0.00%	1.39%	0.00%	0.54%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.38%	0.00%	0.48%	0.00%	0.37%	0.00%	0.34%	1.00%	0.84%	0.85%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.49%	1.30%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	262	45	37	8	17	4	3	2	0	2	0	1	2	1	11	8	0	0	0	6	10	24	6	5	4	6	6	7	7	0	1	2	2	3	5	5	0	2	5	1	14									
		2.48%	4.30%	4.00%	2.47%	3.35%	1.57%	2.42%	1.04%	0.00%	1.39%	0.00%	0.54%	2.70%	1.28%	1.96%	1.91%	0.00%	0.00%	0.00%	2.31%	4.15%	2.29%	2.33%	1.83%	4.40%	2.05%	3.00%	1.96%	1.98%	0.00%	1.41%	0.78%	2.94%	1.41%	1.94%	2.46%	0.00%	2.82%	3.55%	1.49%	7.61%									
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
																																																			
