Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																															
Дата голосования: 18.09.2016																																																															
																																																															
Наименование Избирательной комиссии:    Холмская судовая																																																															
																																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																																															
																																																															
		Сумма	УИК №400	УИК №401	УИК №402	УИК №403	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450	УИК №451	УИК №452	УИК №453									
		5.07%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	5.88%	0.00%	5.56%	0.00%	16.67%	6.25%	37.50%	0.00%	5.00%	0.00%	3.13%	15.38%	0.00%	0.00%	0.00%	0.00%	0.00%	13.33%	14.29%	0.00%	0.00%	4.84%	8.11%	16.67%	13.04%	0.00%	6.67%	12.00%	3.70%	5.26%	11.54%	8.70%	7.14%	16.67%	0.00%	0.00%	12.00%	0.00%	25.00%	0.00%	3.70%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	413	5	5	9	6	6	7	14	12	7	1	4	5	8	6	5	6	3	4	5	5	61	3	10	9	1	2	2	3	3	2	22	17	9	5	6	7	5	9	8	10	14	6	1	12	1	1	13	28	4	0	10	6									
		37.41%	45.45%	45.45%	81.82%	75.00%	33.33%	63.64%	37.84%	85.71%	63.64%	7.69%	23.53%	31.25%	44.44%	50.00%	27.78%	37.50%	37.50%	21.05%	25.00%	31.25%	47.66%	11.54%	33.33%	60.00%	10.00%	25.00%	33.33%	20.00%	42.86%	33.33%	34.92%	27.42%	24.32%	41.67%	26.09%	25.00%	33.33%	36.00%	29.63%	52.63%	53.85%	26.09%	7.14%	66.67%	10.00%	11.11%	52.00%	93.33%	33.33%	0.00%	37.04%	31.58%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	17	0	0	0	0	0	0	0	0	0	0	2	2	0	2	0	0	1	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1	0									
		1.54%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.76%	12.50%	0.00%	16.67%	0.00%	0.00%	12.50%	0.00%	0.00%	0.00%	1.56%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	8.70%	0.00%	0.00%	0.00%	0.00%	0.00%	7.69%	0.00%	0.00%	0.00%	10.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	326	3	3	2	1	4	3	8	1	1	8	6	5	2	4	4	5	0	9	3	1	46	9	14	3	1	2	4	2	3	2	20	13	15	2	0	4	7	11	15	6	4	10	3	1	5	7	5	1	3	24	5	6									
		29.53%	27.27%	27.27%	18.18%	12.50%	22.22%	27.27%	21.62%	7.14%	9.09%	61.54%	35.29%	31.25%	11.11%	33.33%	22.22%	31.25%	0.00%	47.37%	15.00%	6.25%	35.94%	34.62%	46.67%	20.00%	10.00%	25.00%	66.67%	13.33%	42.86%	33.33%	31.75%	20.97%	40.54%	16.67%	0.00%	14.29%	46.67%	44.00%	55.56%	31.58%	15.38%	43.48%	21.43%	5.56%	50.00%	77.78%	20.00%	3.33%	25.00%	100.00%	18.52%	31.58%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	7	0	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.63%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	5.88%	0.00%	11.11%	0.00%	0.00%	0.00%	0.00%	0.00%	5.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	1.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	14	0	0	0	0	0	0	0	0	1	0	0	1	3	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0									
		1.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	9.09%	0.00%	0.00%	6.25%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	15.00%	0.00%	0.00%	0.00%	0.00%	6.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.14%	5.56%	0.00%	0.00%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0									
		0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	7.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	11.11%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	8	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0									
		0.72%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.70%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	5.56%	0.00%	0.00%	0.00%	0.00%	6.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.85%	0.00%	14.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	98	1	1	0	0	2	0	7	1	1	2	1	2	0	0	2	2	0	1	3	6	6	7	0	1	3	1	0	4	0	1	4	7	3	3	2	1	1	1	1	0	0	2	2	0	2	0	2	1	1	0	5	5									
		8.88%	9.09%	9.09%	0.00%	0.00%	11.11%	0.00%	18.92%	7.14%	9.09%	15.38%	5.88%	12.50%	0.00%	0.00%	11.11%	12.50%	0.00%	5.26%	15.00%	37.50%	4.69%	26.92%	0.00%	6.67%	30.00%	12.50%	0.00%	26.67%	0.00%	16.67%	6.35%	11.29%	8.11%	25.00%	8.70%	3.57%	6.67%	4.00%	3.70%	0.00%	0.00%	8.70%	14.29%	0.00%	20.00%	0.00%	8.00%	3.33%	8.33%	0.00%	18.52%	26.32%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	3	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.27%	9.09%	0.00%	0.00%	0.00%	0.00%	9.09%	2.70%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	32	1	1	0	0	3	0	0	0	1	1	1	0	0	0	1	0	1	1	0	1	0	2	2	1	0	3	0	1	0	0	2	2	0	0	0	0	0	0	1	2	1	0	1	0	0	0	1	0	0	0	1	0									
		2.90%	9.09%	9.09%	0.00%	0.00%	16.67%	0.00%	0.00%	0.00%	9.09%	7.69%	5.88%	0.00%	0.00%	0.00%	5.56%	0.00%	12.50%	5.26%	0.00%	6.25%	0.00%	7.69%	6.67%	6.67%	0.00%	37.50%	0.00%	6.67%	0.00%	0.00%	3.17%	3.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	3.70%	10.53%	3.85%	0.00%	7.14%	0.00%	0.00%	0.00%	4.00%	0.00%	0.00%	0.00%	3.70%	0.00%									
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
