Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Ичалковская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №266	УИК №267	УИК №268	УИК №269	УИК №271	УИК №272	УИК №273	УИК №274	УИК №275	УИК №276	УИК №277	УИК №278	УИК №279	УИК №280	УИК №281	УИК №282	УИК №283	УИК №284	УИК №285	УИК №286	УИК №287	УИК №288	УИК №289	УИК №290	УИК №291	УИК №292	УИК №293	УИК №294	УИК №295	УИК №296	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	18	0	0	0	1	0	8	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0									
		0.13%	0.00%	0.00%	0.00%	0.14%	0.00%	1.13%	0.00%	0.00%	0.26%	0.15%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.96%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	92	0	0	0	2	20	3	0	0	5	5	0	1	0	0	0	1	0	31	0	1	0	2	0	0	0	0	19	0	0	0	0	0	2	0	0	0	0									
		0.69%	0.00%	0.00%	0.00%	0.28%	2.32%	0.42%	0.00%	0.00%	0.64%	0.75%	0.00%	0.30%	0.00%	0.00%	0.00%	0.53%	0.00%	4.50%	0.00%	0.28%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	6.13%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	37	1	0	0	6	3	4	4	0	3	7	1	0	0	0	0	0	0	0	0	2	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0									
		0.28%	0.32%	0.00%	0.00%	0.85%	0.35%	0.56%	0.70%	0.00%	0.39%	1.06%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.56%	0.41%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12336	288	122	284	646	810	589	535	248	697	616	316	324	485	93	372	177	88	625	317	341	675	184	384	295	347	312	273	243	125	189	76	187	428	236	178	107	124									
		92.03%	92.90%	93.85%	93.73%	90.99%	94.08%	82.96%	93.86%	91.18%	89.70%	92.91%	94.33%	97.30%	94.17%	82.30%	93.47%	93.16%	92.63%	90.71%	91.88%	95.25%	93.23%	88.46%	91.65%	92.77%	94.29%	89.14%	88.06%	92.40%	91.24%	92.65%	93.83%	89.90%	94.90%	92.91%	92.71%	96.40%	96.12%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	6	2	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.04%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	21	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.13%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	2.49%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	336	10	5	8	7	8	28	10	13	15	12	7	2	8	5	10	5	1	19	12	4	0	10	21	10	4	15	12	8	7	8	3	9	9	14	12	2	3									
		2.51%	3.23%	3.85%	2.64%	0.99%	0.93%	3.94%	1.75%	4.78%	1.93%	1.81%	2.09%	0.60%	1.55%	4.42%	2.51%	2.63%	1.05%	2.76%	3.48%	1.12%	0.00%	4.81%	5.01%	3.14%	1.09%	4.29%	3.87%	3.04%	5.11%	3.92%	3.70%	4.33%	1.99%	5.51%	6.25%	1.80%	2.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.01%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	7	0	0	0	1	1	0	0	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.14%	0.12%	0.00%	0.00%	0.00%	0.39%	0.00%	0.30%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
		0.03%	0.00%	0.00%	0.00%	0.14%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	21	1	0	0	5	0	2	3	0	3	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0									
		0.16%	0.32%	0.00%	0.00%	0.70%	0.00%	0.28%	0.53%	0.00%	0.39%	0.15%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.86%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.00%	0.00%	0.00%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	286	7	2	5	5	0	23	10	8	29	2	4	4	15	13	10	4	4	0	13	7	20	5	12	12	12	12	0	12	5	5	2	9	9	3	1	2	0									
		2.13%	2.26%	1.54%	1.65%	0.70%	0.00%	3.24%	1.75%	2.94%	3.73%	0.30%	1.19%	1.20%	2.91%	11.50%	2.51%	2.11%	4.21%	0.00%	3.77%	1.96%	2.76%	2.40%	2.86%	3.77%	3.26%	3.43%	0.00%	4.56%	3.65%	2.45%	2.47%	4.33%	1.99%	1.18%	0.52%	1.80%	0.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	21	0	0	3	0	4	5	1	0	5	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0									
		0.16%	0.00%	0.00%	0.99%	0.00%	0.46%	0.70%	0.18%	0.00%	0.64%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	211	0	1	3	36	15	48	5	3	10	14	4	1	7	2	6	2	2	11	3	2	8	3	2	1	5	1	6	0	0	2	0	3	1	1	1	0	2									
		1.57%	0.00%	0.77%	0.99%	5.07%	1.74%	6.76%	0.88%	1.10%	1.29%	2.11%	1.19%	0.30%	1.36%	1.77%	1.51%	1.05%	2.11%	1.60%	0.87%	0.56%	1.10%	1.44%	0.48%	0.31%	1.36%	0.29%	1.94%	0.00%	0.00%	0.98%	0.00%	1.44%	0.22%	0.39%	0.52%	0.00%	1.55%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
