Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																									
Дата голосования: 02.12.2007																									
																									
Наименование Избирательной комиссии:    Печорская																									
																									
Сводная таблица результатов выборов																									
																									
		Сумма	УИК №173	УИК №174	УИК №175	УИК №176	УИК №177	УИК №178	УИК №179	УИК №180	УИК №181	УИК №182	УИК №183	УИК №184	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190					
		10.89%	6.53%	9.28%	10.04%	8.98%	10.90%	7.56%	11.01%	8.98%	7.05%	10.22%	15.46%	12.73%	15.03%	8.55%	14.11%	8.48%	18.43%	12.36%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	89	3	2	8	5	4	4	6	15	7	7	5	10	6	0	1	2	1	3					
		0.74%	0.56%	0.34%	0.98%	1.21%	0.95%	0.64%	0.43%	1.98%	0.70%	0.79%	1.00%	0.82%	0.52%	0.00%	0.41%	0.71%	0.27%	0.49%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6872	406	394	476	263	232	391	711	420	631	487	256	619	576	151	136	156	200	367					
		57.21%	75.75%	67.70%	58.26%	63.83%	54.98%	62.86%	51.52%	55.48%	63.54%	54.72%	51.41%	50.53%	50.35%	64.53%	56.43%	55.12%	54.20%	60.46%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	174	0	5	11	8	0	4	23	14	10	14	7	33	16	6	5	11	2	5					
		1.45%	0.00%	0.86%	1.35%	1.94%	0.00%	0.64%	1.67%	1.85%	1.01%	1.57%	1.41%	2.69%	1.40%	2.56%	2.07%	3.89%	0.54%	0.82%					
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
																									
