Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Туруханская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №108	УИК №109	УИК №112	УИК №116	УИК №117	УИК №1954	УИК №1955	УИК №1956	УИК №1957	УИК №1960	УИК №1961	УИК №1962	УИК №1964	УИК №1965	УИК №1968	УИК №1969	УИК №1970	УИК №1971	УИК №1973	УИК №1975	УИК №1976									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	78	0	3	0	11	7	1	3	5	10	0	3	1	1	1	6	16	7	0	0	3	0									
		1.51%	0.00%	1.08%	0.00%	2.40%	1.64%	0.57%	0.97%	2.98%	2.15%	0.00%	1.38%	0.76%	1.43%	1.10%	0.97%	1.57%	2.59%	0.00%	0.00%	2.70%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	115	1	4	2	10	11	4	5	3	5	5	8	1	1	0	22	20	9	0	0	3	1									
		2.23%	2.78%	1.44%	3.85%	2.18%	2.57%	2.29%	1.61%	1.79%	1.07%	4.35%	3.69%	0.76%	1.43%	0.00%	3.57%	1.97%	3.33%	0.00%	0.00%	2.70%	1.56%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	139	1	11	3	19	14	3	6	7	14	1	4	0	0	1	20	20	5	3	1	5	1									
		2.70%	2.78%	3.96%	5.77%	4.14%	3.27%	1.71%	1.94%	4.17%	3.00%	0.87%	1.84%	0.00%	0.00%	1.10%	3.25%	1.97%	1.85%	8.82%	2.33%	4.50%	1.56%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	2467	25	143	28	196	183	95	147	90	213	69	111	83	44	55	263	441	107	13	36	78	47									
		47.88%	69.44%	51.44%	53.85%	42.70%	42.76%	54.29%	47.42%	53.57%	45.71%	60.00%	51.15%	62.88%	62.86%	60.44%	42.69%	43.36%	39.63%	38.24%	83.72%	70.27%	73.44%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	0	5	0	7	7	3	2	2	1	1	1	2	1	0	3	8	4	0	0	1	0									
		0.93%	0.00%	1.80%	0.00%	1.53%	1.64%	1.71%	0.65%	1.19%	0.21%	0.87%	0.46%	1.52%	1.43%	0.00%	0.49%	0.79%	1.48%	0.00%	0.00%	0.90%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	45	0	0	1	0	4	0	0	0	4	23	2	0	1	0	3	4	2	0	0	1	0									
		0.87%	0.00%	0.00%	1.92%	0.00%	0.93%	0.00%	0.00%	0.00%	0.86%	20.00%	0.92%	0.00%	1.43%	0.00%	0.49%	0.39%	0.74%	0.00%	0.00%	0.90%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1200	2	53	10	142	113	50	87	40	117	1	52	21	3	14	147	268	58	3	2	8	9									
		23.29%	5.56%	19.06%	19.23%	30.94%	26.40%	28.57%	28.06%	23.81%	25.11%	0.87%	23.96%	15.91%	4.29%	15.38%	23.86%	26.35%	21.48%	8.82%	4.65%	7.21%	14.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	19	0	1	0	2	0	2	0	0	3	0	3	0	0	0	0	7	0	1	0	0	0									
		0.37%	0.00%	0.36%	0.00%	0.44%	0.00%	1.14%	0.00%	0.00%	0.64%	0.00%	1.38%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	2.94%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	1	2	0	4	4	0	2	1	3	0	3	0	0	0	3	6	1	0	0	0	0									
		0.58%	2.78%	0.72%	0.00%	0.87%	0.93%	0.00%	0.65%	0.60%	0.64%	0.00%	1.38%	0.00%	0.00%	0.00%	0.49%	0.59%	0.37%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	1	0	1	0	0	2	0	0	0	0	0	0	1	0	2	2	0	0	0	1									
		0.21%	2.78%	0.36%	0.00%	0.22%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.10%	0.00%	0.20%	0.74%	0.00%	0.00%	0.00%	1.56%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	0	6	1	1	4	1	2	0	2	0	0	1	1	0	7	12	2	0	0	2	0									
		0.82%	0.00%	2.16%	1.92%	0.22%	0.93%	0.57%	0.65%	0.00%	0.43%	0.00%	0.00%	0.76%	1.43%	0.00%	1.14%	1.18%	0.74%	0.00%	0.00%	1.80%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	619	5	39	3	27	36	7	35	15	60	10	17	15	10	19	96	146	50	14	3	10	2									
		12.01%	13.89%	14.03%	5.77%	5.88%	8.41%	4.00%	11.29%	8.93%	12.88%	8.70%	7.83%	11.36%	14.29%	20.88%	15.58%	14.36%	18.52%	41.18%	6.98%	9.01%	3.13%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	55	0	1	1	3	4	2	2	1	11	0	2	0	0	0	12	11	5	0	0	0	0									
		1.07%	0.00%	0.36%	1.92%	0.65%	0.93%	1.14%	0.65%	0.60%	2.36%	0.00%	0.92%	0.00%	0.00%	0.00%	1.95%	1.08%	1.85%	0.00%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	170	0	6	1	23	24	3	13	1	19	2	7	4	0	0	17	35	12	0	1	0	2									
		3.30%	0.00%	2.16%	1.92%	5.01%	5.61%	1.71%	4.19%	0.60%	4.08%	1.74%	3.23%	3.03%	0.00%	0.00%	2.76%	3.44%	4.44%	0.00%	2.33%	0.00%	3.13%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
