Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																					
Дата голосования: 07.12.2003 0:00:00																					
																					
Наименование Избирательной комиссии:    Дзун-Хемчикская																					
																					
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																					
																					
		Сумма	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68					
		0.13%	0.0%	0.0%	0.18%	0.43%	0.0%	0.22%	0.0%	0.0%	0.0%	0.29%	0.54%	0.22%	0.0%	0.33%					
25	"8. ""Народно-республиканская партия России"""	2	0	0	0	0	0	0	0	0	0	1	0	1	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.29%	0.0%	0.22%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		0.01%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	38	5	14	3	1	3	1	1	0	6	0	0	1	2	1					
		0.64%	1.16%	2.91%	0.55%	0.21%	0.40%	0.22%	0.29%	0.0%	1.20%	0.0%	0.0%	0.22%	0.72%	0.33%					
28	"11. ""Истинные патриоты России"""	7	0	0	0	1	2	0	1	0	1	1	0	0	1	0					
		0.11%	0.0%	0.0%	0.0%	0.21%	0.27%	0.0%	0.29%	0.0%	0.20%	0.29%	0.0%	0.0%	0.36%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	8	0	1	2	0	1	3	0	0	0	1	0	0	0	0					
		0.13%	0.0%	0.20%	0.37%	0.0%	0.13%	0.66%	0.0%	0.0%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%					
30	"13. ""Демократическая партия России"""	2	0	1	0	0	0	0	0	0	1	0	0	0	0	0					
		0.03%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	9	1	0	0	0	0	3	0	0	1	0	1	1	2	0					
		0.15%	0.23%	0.0%	0.0%	0.0%	0.0%	0.66%	0.0%	0.0%	0.20%	0.0%	0.54%	0.22%	0.72%	0.0%					
32	"15. ""Партия СЛОН"""	2	0	0	0	0	0	0	0	0	1	0	0	1	0	0					
		0.03%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.0%	0.0%	0.22%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	30	2	1	3	0	3	6	1	3	1	1	1	1	6	1					
		0.50%	0.46%	0.20%	0.55%	0.0%	0.40%	1.33%	0.29%	0.68%	0.20%	0.29%	0.54%	0.22%	2.18%	0.33%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	10	1	1	3	0	0	2	0	0	1	0	1	0	0	1					
		0.16%	0.23%	0.20%	0.55%	0.0%	0.0%	0.44%	0.0%	0.0%	0.20%	0.0%	0.54%	0.0%	0.0%	0.33%					
35	"18. ""ЛДПР"""	15	1	4	1	1	0	2	0	0	6	0	0	0	0	0					
		0.25%	0.23%	0.83%	0.18%	0.21%	0.0%	0.44%	0.0%	0.0%	1.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	154	24	17	22	23	12	6	2	10	4	5	5	6	12	6					
		2.60%	5.56%	3.54%	4.07%	4.96%	1.63%	1.33%	0.58%	2.27%	0.80%	1.45%	2.73%	1.36%	4.36%	2.00%					
37	"20. ""Политическая партия ""Единая Россия"""	4625	314	370	430	342	641	346	288	327	375	276	129	352	189	246					
		78.23%	72.85%	77.08%	79.62%	73.86%	87.44%	77.23%	83.96%	74.48%	75.45%	80.46%	70.49%	80.36%	68.72%	82.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	10	0	2	1	0	0	1	2	0	2	1	0	1	0	0					
		0.16%	0.0%	0.41%	0.18%	0.0%	0.0%	0.22%	0.58%	0.0%	0.40%	0.29%	0.0%	0.22%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	13	1	1	2	1	0	2	0	3	1	1	0	0	0	1					
		0.21%	0.23%	0.20%	0.37%	0.21%	0.0%	0.44%	0.0%	0.68%	0.20%	0.29%	0.0%	0.0%	0.0%	0.33%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	260	25	35	32	18	21	14	4	23	24	13	16	22	10	3					
		4.39%	5.80%	7.29%	5.92%	3.88%	2.86%	3.12%	1.16%	5.23%	4.82%	3.79%	8.74%	5.02%	3.63%	1.00%					
																					
41	Против всех	36	3	5	1	3	1	1	1	5	5	6	1	1	0	3					
		0.60%	0.69%	1.04%	0.18%	0.64%	0.13%	0.22%	0.29%	1.13%	1.00%	1.74%	0.54%	0.22%	0.0%	1.00%					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
																					
