Выборы Президента Российской Федерации																																																																	
																																																																	
Наименование Избирательной комиссии:    Назаровская																																																																	
																																																																	
Итоги голосования 																																																																	
																																																																	
		Сумма	УИК №1644	УИК №1645	УИК №1646	УИК №1647	УИК №1648	УИК №1649	УИК №1650	УИК №1651	УИК №1652	УИК №1653	УИК №1654	УИК №1655	УИК №1656	УИК №1657	УИК №1658	УИК №1659	УИК №1660	УИК №1661	УИК №1662	УИК №1663	УИК №1664	УИК №1665	УИК №1666	УИК №1667	УИК №1668	УИК №1669	УИК №1670	УИК №1671	УИК №1672	УИК №1673	УИК №1674	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701					
15	"Число открепительных удостоверений, выданных в ТИК"	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																																	
18	. Глазьев Сергей Юрьевич	793	4	8	10	13	52	30	11	4	4	2	5	8	2	29	60	11	5	56	7	10	0	4	63	18	7	7	6	4	0	2	4	30	4	3	4	8	28	2	4	16	61	12	10	59	11	14	1	21	2	29	4	4	2	2	0	5	5	6					
		7.80%	3.42%	4.97%	6.37%	11.21%	14.53%	15.71%	5.00%	3.60%	7.14%	4.65%	3.55%	9.52%	2.90%	7.80%	28.17%	7.86%	5.68%	9.46%	6.19%	5.08%	0.00%	4.49%	10.43%	16.98%	7.95%	12.73%	4.55%	5.26%	0.00%	1.55%	3.74%	6.80%	4.76%	3.16%	4.44%	6.90%	7.80%	3.39%	4.71%	14.95%	7.88%	5.50%	6.80%	14.32%	10.78%	20.00%	1.64%	3.44%	1.65%	20.86%	3.05%	2.41%	1.87%	1.65%	0.00%	5.81%	3.38%	6.45%					
19	. Малышкин Олег Александрович	403	3	4	5	4	7	5	3	4	1	3	12	2	0	7	7	8	1	19	0	6	2	4	21	0	9	1	0	11	3	5	11	12	2	15	3	13	15	3	2	0	36	9	5	23	3	1	5	19	2	12	8	6	2	14	22	1	2	0					
		3.97%	2.56%	2.48%	3.18%	3.45%	1.96%	2.62%	1.36%	3.60%	1.79%	6.98%	8.51%	2.38%	0.00%	1.88%	3.29%	5.71%	1.14%	3.21%	0.00%	3.05%	1.87%	4.49%	3.48%	0.00%	10.23%	1.82%	0.00%	14.47%	12.00%	3.88%	10.28%	2.72%	2.38%	15.79%	3.33%	11.21%	4.18%	5.08%	2.35%	0.00%	4.65%	4.13%	3.40%	5.58%	2.94%	1.43%	8.20%	3.11%	1.65%	8.63%	6.11%	3.61%	1.87%	11.57%	13.58%	1.16%	1.35%	0.00%					
20	. Миронов Сергей Михайлович	69	0	2	0	0	4	0	2	0	1	0	2	0	2	1	1	1	2	6	1	2	0	0	7	1	0	0	4	0	0	1	1	2	2	0	0	1	1	0	1	0	2	1	0	1	0	3	1	9	0	0	3	0	0	0	0	0	1	0					
		0.68%	0.00%	1.24%	0.00%	0.00%	1.12%	0.00%	0.91%	0.00%	1.79%	0.00%	1.42%	0.00%	2.90%	0.27%	0.47%	0.71%	2.27%	1.01%	0.88%	1.02%	0.00%	0.00%	1.16%	0.94%	0.00%	0.00%	3.03%	0.00%	0.00%	0.78%	0.93%	0.45%	2.38%	0.00%	0.00%	0.86%	0.28%	0.00%	1.18%	0.00%	0.26%	0.46%	0.00%	0.24%	0.00%	4.29%	1.64%	1.47%	0.00%	0.00%	2.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%					
21	. Путин Владимир Владимирович	7147	63	116	117	91	229	132	184	100	41	28	102	63	55	280	111	78	73	403	85	152	85	55	405	66	63	41	83	37	14	103	72	308	65	68	65	91	250	47	71	60	466	146	86	224	64	44	35	498	105	87	108	137	81	99	136	75	126	78					
		70.33%	53.85%	72.05%	74.52%	78.45%	63.97%	69.11%	83.64%	90.09%	73.21%	65.12%	72.34%	75.00%	79.71%	75.27%	52.11%	55.71%	82.95%	68.07%	75.22%	77.16%	79.44%	61.80%	67.05%	62.26%	71.59%	74.55%	62.88%	48.68%	56.00%	79.84%	67.29%	69.84%	77.38%	71.58%	72.22%	78.45%	69.64%	79.66%	83.53%	56.07%	60.21%	66.97%	58.50%	54.37%	62.75%	62.86%	57.38%	81.51%	86.78%	62.59%	82.44%	82.53%	75.70%	81.82%	83.95%	87.21%	85.14%	83.87%					
22	. Хакамада Ирина Муцуовна	145	2	5	0	1	5	3	0	0	1	0	1	1	0	15	3	0	0	8	2	5	1	2	9	3	2	0	1	0	0	0	1	6	0	1	0	0	8	2	1	4	16	8	2	4	2	0	2	12	2	2	0	0	0	0	0	0	2	0					
		1.43%	1.71%	3.11%	0.00%	0.86%	1.40%	1.57%	0.00%	0.00%	1.79%	0.00%	0.71%	1.19%	0.00%	4.03%	1.41%	0.00%	0.00%	1.35%	1.77%	2.54%	0.93%	2.25%	1.49%	2.83%	2.27%	0.00%	0.76%	0.00%	0.00%	0.00%	0.93%	1.36%	0.00%	1.05%	0.00%	0.00%	2.23%	3.39%	1.18%	3.74%	2.07%	3.67%	1.36%	0.97%	1.96%	0.00%	3.28%	1.96%	1.65%	1.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%					
23	. Харитонов Николай Михайлович	1332	44	15	23	6	50	18	14	3	8	10	17	10	8	32	29	39	6	76	16	21	16	24	88	17	6	6	35	19	7	15	17	67	9	6	15	2	49	4	4	27	154	31	38	86	22	7	14	39	4	5	6	13	11	5	0	3	8	8					
		13.11%	37.61%	9.32%	14.65%	5.17%	13.97%	9.42%	6.36%	2.70%	14.29%	23.26%	12.06%	11.90%	11.59%	8.60%	13.62%	27.86%	6.82%	12.84%	14.16%	10.66%	14.95%	26.97%	14.57%	16.04%	6.82%	10.91%	26.52%	25.00%	28.00%	11.63%	15.89%	15.19%	10.71%	6.32%	16.67%	1.72%	13.65%	6.78%	4.71%	25.23%	19.90%	14.22%	25.85%	20.87%	21.57%	10.00%	22.95%	6.38%	3.31%	3.60%	4.58%	7.83%	10.28%	4.13%	0.00%	3.49%	5.41%	8.60%					
																																																																	
24	Против всех	194	1	10	0	1	9	3	2	0	0	0	2	0	1	5	2	1	1	18	1	0	1	0	8	0	1	0	3	5	0	3	1	11	1	2	0	1	5	1	2	0	32	9	6	12	0	1	0	7	1	3	0	4	8	1	3	2	2	1					
		1.91%	0.85%	6.21%	0.00%	0.86%	2.51%	1.57%	0.91%	0.00%	0.00%	0.00%	1.42%	0.00%	1.45%	1.34%	0.94%	0.71%	1.14%	3.04%	0.88%	0.00%	0.93%	0.00%	1.32%	0.00%	1.14%	0.00%	2.27%	6.58%	0.00%	2.33%	0.93%	2.49%	1.19%	2.11%	0.00%	0.86%	1.39%	1.69%	2.35%	0.00%	4.13%	4.13%	4.08%	2.91%	0.00%	1.43%	0.00%	1.15%	0.83%	2.16%	0.00%	2.41%	7.48%	0.83%	1.85%	2.33%	1.35%	1.08%					
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
