Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Читинская - 44																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №3606	УИК №3610	УИК №3611	УИК №3612	УИК №3613	УИК №3614	УИК №3615	УИК №3616	УИК №3617	УИК №3618	УИК №3619	УИК №3620	УИК №3621	УИК №3622	УИК №3623	УИК №3624	УИК №3625	УИК №3626	УИК №3627	УИК №3628	УИК №3629	УИК №3630	УИК №3631	УИК №3632	УИК №3633	УИК №3634	УИК №3648	УИК №3649	УИК №3650	УИК №3651	УИК №3652	УИК №3653									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	37	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	0	1	0	11	15	1	0	1	0	4	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	86	4	0	0	1	4	2	1	2	1	1	4	1	1	1	3	4	1	5	1	15	9	4	0	7	1	5	0	1	0	2	4	1									
		1.07%	0.87%	0.00%	0.00%	2.00%	2.09%	0.62%	0.68%	0.76%	0.53%	0.76%	2.25%	1.39%	1.19%	0.34%	2.14%	1.06%	0.76%	1.27%	0.83%	1.15%	0.99%	2.26%	0.00%	2.66%	1.11%	0.65%	0.00%	0.42%	0.00%	2.20%	3.67%	0.89%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	271	16	4	2	4	9	15	16	8	4	2	4	5	5	6	5	14	4	15	1	25	29	8	4	10	3	28	6	7	2	0	5	5									
		3.37%	3.47%	6.15%	4.88%	8.00%	4.71%	4.63%	10.81%	3.04%	2.13%	1.52%	2.25%	6.94%	5.95%	2.03%	3.57%	3.69%	3.05%	3.80%	0.83%	1.91%	3.21%	4.52%	6.56%	3.80%	3.33%	3.62%	3.41%	2.93%	2.25%	0.00%	4.59%	4.46%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	152	9	2	0	1	2	4	1	4	5	6	8	1	2	8	7	16	3	7	2	18	9	4	2	7	1	13	2	3	1	0	0	4									
		1.89%	1.95%	3.08%	0.00%	2.00%	1.05%	1.23%	0.68%	1.52%	2.66%	4.55%	4.49%	1.39%	2.38%	2.71%	5.00%	4.22%	2.29%	1.77%	1.67%	1.38%	0.99%	2.26%	3.28%	2.66%	1.11%	1.68%	1.14%	1.26%	1.12%	0.00%	0.00%	3.57%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3150	245	27	22	23	82	117	43	113	74	45	61	23	29	107	28	101	49	167	64	568	356	59	19	131	44	254	67	67	38	47	44	36									
		39.13%	53.15%	41.54%	53.66%	46.00%	42.93%	36.11%	29.05%	42.97%	39.36%	34.09%	34.27%	31.94%	34.52%	36.27%	20.00%	26.65%	37.40%	42.28%	53.33%	43.39%	39.42%	33.33%	31.15%	49.81%	48.89%	32.82%	38.07%	28.03%	42.70%	51.65%	40.37%	32.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	56	5	0	0	0	2	2	0	0	0	0	0	1	1	2	2	3	0	1	0	12	10	0	0	3	1	7	1	2	0	1	0	0									
		0.70%	1.08%	0.00%	0.00%	0.00%	1.05%	0.62%	0.00%	0.00%	0.00%	0.00%	0.00%	1.39%	1.19%	0.68%	1.43%	0.79%	0.00%	0.25%	0.00%	0.92%	1.11%	0.00%	0.00%	1.14%	1.11%	0.90%	0.57%	0.84%	0.00%	1.10%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	28	1	0	0	0	1	3	0	0	3	2	0	0	0	1	0	2	2	0	2	4	2	0	0	0	0	4	0	1	0	0	0	0									
		0.35%	0.22%	0.00%	0.00%	0.00%	0.52%	0.93%	0.00%	0.00%	1.60%	1.52%	0.00%	0.00%	0.00%	0.34%	0.00%	0.53%	1.53%	0.00%	1.67%	0.31%	0.22%	0.00%	0.00%	0.00%	0.00%	0.52%	0.00%	0.42%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2286	73	11	8	9	26	76	23	105	45	49	65	14	26	106	49	140	46	112	34	406	303	55	17	47	19	218	56	67	15	18	31	17									
		28.40%	15.84%	16.92%	19.51%	18.00%	13.61%	23.46%	15.54%	39.92%	23.94%	37.12%	36.52%	19.44%	30.95%	35.93%	35.00%	36.94%	35.11%	28.35%	28.33%	31.02%	33.55%	31.07%	27.87%	17.87%	21.11%	28.17%	31.82%	28.03%	16.85%	19.78%	28.44%	15.18%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	25	0	1	0	0	0	2	0	2	2	0	0	0	0	2	1	1	1	0	0	5	4	1	0	1	0	2	0	0	0	0	0	0									
		0.31%	0.00%	1.54%	0.00%	0.00%	0.00%	0.62%	0.00%	0.76%	1.06%	0.00%	0.00%	0.00%	0.00%	0.68%	0.71%	0.26%	0.76%	0.00%	0.00%	0.38%	0.44%	0.56%	0.00%	0.38%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	53	5	1	0	1	2	0	1	1	1	0	0	0	0	5	0	2	2	0	0	10	5	1	0	1	1	9	1	1	1	2	0	0									
		0.66%	1.08%	1.54%	0.00%	2.00%	1.05%	0.00%	0.68%	0.38%	0.53%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.53%	1.53%	0.00%	0.00%	0.76%	0.55%	0.56%	0.00%	0.38%	1.11%	1.16%	0.57%	0.42%	1.12%	2.20%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	13	1	0	0	0	0	2	0	0	1	1	0	0	0	0	0	1	0	0	0	3	1	0	0	1	0	0	0	1	1	0	0	0									
		0.16%	0.22%	0.00%	0.00%	0.00%	0.00%	0.62%	0.00%	0.00%	0.53%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.23%	0.11%	0.00%	0.00%	0.38%	0.00%	0.00%	0.00%	0.42%	1.12%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	61	4	3	0	9	1	0	2	2	0	0	0	0	0	3	2	3	0	3	0	11	5	0	0	3	0	8	0	1	0	0	1	0									
		0.76%	0.87%	4.62%	0.00%	18.00%	0.52%	0.00%	1.35%	0.76%	0.00%	0.00%	0.00%	0.00%	0.00%	1.02%	1.43%	0.79%	0.00%	0.76%	0.00%	0.84%	0.55%	0.00%	0.00%	1.14%	0.00%	1.03%	0.00%	0.42%	0.00%	0.00%	0.92%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1275	54	15	8	0	39	95	55	18	27	12	1	21	12	38	29	60	16	54	9	153	107	32	13	37	13	148	29	77	27	14	19	43									
		15.84%	11.71%	23.08%	19.51%	0.00%	20.42%	29.32%	37.16%	6.84%	14.36%	9.09%	0.56%	29.17%	14.29%	12.88%	20.71%	15.83%	12.21%	13.67%	7.50%	11.69%	11.85%	18.08%	21.31%	14.07%	14.44%	19.12%	16.48%	32.22%	30.34%	15.38%	17.43%	38.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	69	1	1	0	0	2	0	1	1	0	1	19	0	0	1	2	1	0	3	0	11	9	0	2	4	0	6	0	2	0	1	0	1									
		0.86%	0.22%	1.54%	0.00%	0.00%	1.05%	0.00%	0.68%	0.38%	0.00%	0.76%	10.67%	0.00%	0.00%	0.34%	1.43%	0.26%	0.00%	0.76%	0.00%	0.84%	0.99%	0.00%	3.28%	1.52%	0.00%	0.78%	0.00%	0.84%	0.00%	1.10%	0.00%	0.89%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	288	36	0	1	1	17	4	3	3	4	6	9	5	6	8	6	14	3	18	5	38	31	7	1	6	4	30	8	7	2	3	0	2									
		3.58%	7.81%	0.00%	2.44%	2.00%	8.90%	1.23%	2.03%	1.14%	2.13%	4.55%	5.06%	6.94%	7.14%	2.71%	4.29%	3.69%	2.29%	4.56%	4.17%	2.90%	3.43%	3.95%	1.64%	2.28%	4.44%	3.88%	4.55%	2.93%	2.25%	3.30%	0.00%	1.79%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
