Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																													
Дата голосования: 18.09.2016																																													
																																													
"Наименование Избирательной комиссии:    Чита, Черновская"																																													
																																													
Сводная таблица итогов голосования по федеральному избирательному округу																																													
																																													
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №8000									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9989	250	300	227	266	244	267	252	89	237	200	238	228	254	159	257	215	199	219	190	73	102	187	128	177	73	125	116	80	136	38	75	76	123	4189									
		40.89%	29.66%	34.52%	28.23%	30.82%	28.44%	32.52%	30.00%	31.56%	33.76%	33.56%	32.87%	35.40%	32.11%	31.18%	31.27%	28.36%	29.79%	27.90%	26.43%	38.02%	30.63%	29.50%	24.29%	34.04%	27.34%	29.98%	25.16%	32.65%	28.45%	31.93%	35.71%	41.76%	33.06%	75.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	215	5	8	8	10	6	9	10	4	7	9	9	5	6	3	10	4	8	3	4	2	0	10	5	4	2	3	4	3	8	0	1	2	5	38									
		0.88%	0.59%	0.92%	0.99%	1.16%	0.70%	1.10%	1.19%	1.42%	0.99%	1.51%	1.24%	0.78%	0.76%	0.59%	1.22%	0.53%	1.20%	0.38%	0.56%	1.04%	0.00%	1.58%	0.95%	0.77%	0.75%	0.72%	0.87%	1.22%	1.67%	0.00%	0.48%	1.10%	1.34%	0.68%									
24	"6. Политическая партия ""Гражданская Платформа"""	95	0	3	3	5	5	6	7	1	2	5	3	1	4	1	2	4	2	1	2	0	0	1	2	5	0	2	0	0	4	2	0	1	6	15									
		0.39%	0.00%	0.35%	0.37%	0.58%	0.58%	0.73%	0.83%	0.35%	0.28%	0.84%	0.41%	0.16%	0.51%	0.20%	0.24%	0.53%	0.30%	0.13%	0.28%	0.00%	0.00%	0.16%	0.38%	0.96%	0.00%	0.48%	0.00%	0.00%	0.84%	1.68%	0.00%	0.55%	1.61%	0.27%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	5971	267	241	246	241	288	234	254	95	188	190	191	194	233	137	193	223	162	251	196	55	114	168	195	150	86	130	150	83	146	48	75	60	110	377									
		24.44%	31.67%	27.73%	30.60%	27.93%	33.57%	28.50%	30.24%	33.69%	26.78%	31.88%	26.38%	30.12%	29.46%	26.86%	23.48%	29.42%	24.25%	31.97%	27.26%	28.65%	34.23%	26.50%	37.00%	28.85%	32.21%	31.18%	32.54%	33.88%	30.54%	40.34%	35.71%	32.97%	29.57%	6.76%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	155	9	12	6	3	1	3	11	2	4	5	4	4	2	7	9	6	4	4	4	1	0	1	2	2	0	4	3	0	4	0	0	0	11	27									
		0.63%	1.07%	1.38%	0.75%	0.35%	0.12%	0.37%	1.31%	0.71%	0.57%	0.84%	0.55%	0.62%	0.25%	1.37%	1.09%	0.79%	0.60%	0.51%	0.56%	0.52%	0.00%	0.16%	0.38%	0.38%	0.00%	0.96%	0.65%	0.00%	0.84%	0.00%	0.00%	0.00%	2.96%	0.48%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	155	4	4	7	4	9	3	4	0	4	3	6	3	4	4	5	3	3	4	10	1	1	9	3	4	2	4	7	0	2	0	1	3	7	27									
		0.63%	0.47%	0.46%	0.87%	0.46%	1.05%	0.37%	0.48%	0.00%	0.57%	0.50%	0.83%	0.47%	0.51%	0.78%	0.61%	0.40%	0.45%	0.51%	1.39%	0.52%	0.30%	1.42%	0.57%	0.77%	0.75%	0.96%	1.52%	0.00%	0.42%	0.00%	0.48%	1.65%	1.88%	0.48%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	47	2	4	0	2	2	1	0	0	0	2	2	1	1	1	1	0	2	1	1	2	0	0	0	0	0	0	1	1	2	0	0	1	14	3									
		0.19%	0.24%	0.46%	0.00%	0.23%	0.23%	0.12%	0.00%	0.00%	0.00%	0.34%	0.28%	0.16%	0.13%	0.20%	0.12%	0.00%	0.30%	0.13%	0.14%	1.04%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.22%	0.41%	0.42%	0.00%	0.00%	0.55%	3.76%	0.05%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	191	3	6	12	3	7	6	4	3	10	4	8	9	8	3	10	1	6	6	5	1	2	7	4	2	0	1	2	0	3	0	0	0	8	47									
		0.78%	0.36%	0.69%	1.49%	0.35%	0.82%	0.73%	0.48%	1.06%	1.42%	0.67%	1.10%	1.40%	1.01%	0.59%	1.22%	0.13%	0.90%	0.76%	0.70%	0.52%	0.60%	1.10%	0.76%	0.38%	0.00%	0.24%	0.43%	0.00%	0.63%	0.00%	0.00%	0.00%	2.15%	0.84%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3663	147	132	147	159	158	133	148	38	110	77	145	107	140	96	142	148	132	131	151	35	58	127	86	99	59	75	96	35	99	16	31	26	47	333									
		14.99%	17.44%	15.19%	18.28%	18.42%	18.41%	16.20%	17.62%	13.48%	15.67%	12.92%	20.03%	16.61%	17.70%	18.82%	17.27%	19.53%	19.76%	16.69%	21.00%	18.23%	17.42%	20.03%	16.32%	19.04%	22.10%	17.99%	20.82%	14.29%	20.71%	13.45%	14.76%	14.29%	12.63%	5.97%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	200	12	11	8	4	6	7	7	1	7	3	9	6	6	4	14	6	11	9	8	1	13	6	4	3	1	5	4	1	4	2	0	1	5	11									
		0.82%	1.42%	1.27%	0.99%	0.46%	0.70%	0.85%	0.83%	0.35%	0.99%	0.50%	1.24%	0.93%	0.76%	0.78%	1.70%	0.79%	1.65%	1.15%	1.11%	0.52%	3.90%	0.95%	0.76%	0.58%	0.37%	1.20%	0.87%	0.41%	0.84%	1.68%	0.00%	0.55%	1.34%	0.20%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1313	53	62	64	57	52	59	68	11	61	38	50	28	58	32	69	68	54	49	60	2	7	45	24	26	14	27	22	14	24	3	9	2	17	84									
		5.37%	6.29%	7.13%	7.96%	6.60%	6.06%	7.19%	8.10%	3.90%	8.69%	6.38%	6.91%	4.35%	7.33%	6.27%	8.39%	8.97%	8.08%	6.24%	8.34%	1.04%	2.10%	7.10%	4.55%	5.00%	5.24%	6.47%	4.77%	5.71%	5.02%	2.52%	4.29%	1.10%	4.57%	1.51%									
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
																																													
