Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    Омутинская																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1401	УИК №1402	УИК №1403	УИК №1404	УИК №1405	УИК №1406	УИК №1407	УИК №1408	УИК №1409	УИК №1410	УИК №1411	УИК №1412	УИК №1413	УИК №1414	УИК №1415	УИК №1416	УИК №1417	УИК №1418	УИК №1419	УИК №1420	УИК №1421	УИК №1422	УИК №1423	УИК №1424	УИК №1425									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	1	0	0	0									
		0.04%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.12%	0.00%	0.00%	0.00%	0.00%	0.32%	0.70%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	32	0	1	4	0	7	0	0	0	0	2	1	1	5	0	0	1	2	0	0	3	1	0	0	4	0									
		0.23%	0.00%	0.14%	0.57%	0.00%	3.47%	0.00%	0.00%	0.00%	0.00%	0.37%	0.11%	0.11%	0.88%	0.00%	0.00%	0.12%	0.55%	0.00%	0.00%	0.63%	0.32%	0.00%	0.00%	0.75%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	671	21	41	18	36	13	8	15	27	49	27	36	54	22	47	29	51	19	18	27	27	19	8	11	29	19									
		4.89%	3.09%	5.60%	2.55%	4.37%	6.44%	4.62%	4.00%	5.47%	4.53%	5.05%	4.04%	5.83%	3.85%	5.35%	5.06%	6.26%	5.21%	4.72%	5.47%	5.64%	6.15%	5.59%	5.85%	5.45%	5.18%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	9	0	1	0	0	0	0	1	0	0	1	2	1	0	0	0	0	0	1	0	0	1	1	0	0	0									
		0.07%	0.00%	0.14%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.19%	0.22%	0.11%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.32%	0.70%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	836	14	59	23	39	16	10	14	34	92	34	54	85	6	53	41	48	18	32	34	33	21	11	14	27	24									
		6.09%	2.06%	8.06%	3.25%	4.73%	7.92%	5.78%	3.73%	6.88%	8.50%	6.36%	6.06%	9.17%	1.05%	6.03%	7.16%	5.89%	4.93%	8.40%	6.88%	6.89%	6.80%	7.69%	7.45%	5.08%	6.54%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
