Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
"Наименование Избирательной комиссии:    Сыктывкар, Эжвинская"																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №89	УИК №90	УИК №91	УИК №92	УИК №93	УИК №94	УИК №95	УИК №96	УИК №97	УИК №98	УИК №99	УИК №100	УИК №101	УИК №102	УИК №103	УИК №104	УИК №105	УИК №106	УИК №107	УИК №108	УИК №109	УИК №110	УИК №111	УИК №112									
		1.23%	2.11%	1.23%	1.40%	1.15%	1.34%	0.68%	1.15%	0.61%	1.14%	1.20%	1.92%	2.17%	1.31%	1.44%	0.70%	1.28%	0.81%	1.69%	1.28%	1.27%	0.26%	1.14%	0.00%	1.92%									
24	"6. Политическая партия ""Гражданская Платформа"""	29	0	3	2	2	2	1	2	1	2	0	1	1	0	2	0	1	1	1	0	3	1	1	0	2									
		0.17%	0.00%	0.28%	0.19%	0.29%	0.30%	0.10%	0.38%	0.10%	0.23%	0.00%	0.11%	0.11%	0.00%	0.21%	0.00%	0.21%	0.27%	0.19%	0.00%	0.54%	0.13%	0.16%	0.00%	1.92%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	3640	118	208	210	146	144	211	98	201	204	198	166	190	191	231	176	106	83	134	127	120	170	154	34	20									
		21.10%	19.19%	19.64%	19.53%	20.92%	21.46%	20.51%	18.70%	20.36%	23.18%	19.76%	18.71%	20.65%	19.20%	23.79%	20.51%	22.60%	22.43%	25.24%	23.26%	21.78%	21.79%	25.00%	30.91%	19.23%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	130	2	15	11	2	1	9	4	3	9	6	7	6	6	8	9	3	3	4	7	6	5	3	0	1									
		0.75%	0.33%	1.42%	1.02%	0.29%	0.15%	0.87%	0.76%	0.30%	1.02%	0.60%	0.79%	0.65%	0.60%	0.82%	1.05%	0.64%	0.81%	0.75%	1.28%	1.09%	0.64%	0.49%	0.00%	0.96%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	254	12	17	10	10	5	25	8	19	21	15	10	14	19	15	13	5	2	6	6	4	10	6	0	2									
		1.47%	1.95%	1.61%	0.93%	1.43%	0.75%	2.43%	1.53%	1.93%	2.39%	1.50%	1.13%	1.52%	1.91%	1.54%	1.52%	1.07%	0.54%	1.13%	1.10%	0.73%	1.28%	0.97%	0.00%	1.92%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	30	0	2	4	3	4	2	1	2	0	2	1	0	3	1	0	1	0	0	0	1	2	1	0	0									
		0.17%	0.00%	0.19%	0.37%	0.43%	0.60%	0.19%	0.19%	0.20%	0.00%	0.20%	0.11%	0.00%	0.30%	0.10%	0.00%	0.21%	0.00%	0.00%	0.00%	0.18%	0.26%	0.16%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	315	16	28	19	18	8	24	6	22	21	15	17	15	17	15	13	12	1	9	7	12	12	6	1	1									
		1.83%	2.60%	2.64%	1.77%	2.58%	1.19%	2.33%	1.15%	2.23%	2.39%	1.50%	1.92%	1.63%	1.71%	1.54%	1.52%	2.56%	0.27%	1.69%	1.28%	2.18%	1.54%	0.97%	0.91%	0.96%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2141	83	148	156	86	99	161	53	144	89	122	126	115	108	112	133	58	37	49	44	61	69	67	14	7									
		12.41%	13.50%	13.98%	14.51%	12.32%	14.75%	15.65%	10.11%	14.59%	10.11%	12.18%	14.21%	12.50%	10.85%	11.53%	15.50%	12.37%	10.00%	9.23%	8.06%	11.07%	8.85%	10.88%	12.73%	6.73%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	136	5	7	8	6	7	10	5	5	7	10	6	9	9	5	10	7	1	1	4	5	4	2	2	1									
		0.79%	0.81%	0.66%	0.74%	0.86%	1.04%	0.97%	0.95%	0.51%	0.80%	0.99%	0.68%	0.98%	0.90%	0.51%	1.17%	1.49%	0.27%	0.19%	0.73%	0.91%	0.51%	0.32%	1.82%	0.96%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	2308	84	124	173	100	114	107	56	127	115	146	107	130	140	141	88	59	51	81	91	98	87	76	10	3									
		13.38%	13.66%	11.71%	16.09%	14.33%	16.99%	10.40%	10.69%	12.87%	13.07%	14.57%	12.06%	14.13%	14.07%	14.52%	10.26%	12.58%	13.78%	15.25%	16.67%	17.79%	11.15%	12.34%	9.09%	2.88%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
