Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																												
Дата голосования: 18.09.2016																																												
																																												
"Наименование Избирательной комиссии:    Самара, Куйбышевская"																																												
																																												
Сводная таблица итогов голосования по федеральному избирательному округу																																												
																																												
		Сумма	УИК №2801	УИК №2802	УИК №2803	УИК №2804	УИК №2805	УИК №2806	УИК №2807	УИК №2808	УИК №2809	УИК №2810	УИК №2811	УИК №2812	УИК №2813	УИК №2814	УИК №2815	УИК №2816	УИК №2817	УИК №2818	УИК №2819	УИК №2820	УИК №2821	УИК №2822	УИК №2823	УИК №2824	УИК №2825	УИК №2826	УИК №2827	УИК №2828	УИК №2829	УИК №2830	УИК №2831	УИК №2832	УИК №2833									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	427	12	16	14	13	5	3	21	19	22	14	7	15	14	7	3	9	15	10	23	13	19	13	18	9	17	14	11	11	11	18	11	10	10									
		1.68%	1.63%	1.69%	1.98%	2.11%	0.63%	0.85%	2.35%	1.90%	2.80%	1.18%	2.06%	2.83%	1.75%	1.68%	0.25%	1.23%	2.51%	2.53%	2.47%	2.16%	2.24%	1.50%	2.47%	1.38%	1.89%	1.17%	1.04%	1.39%	1.43%	2.15%	1.52%	1.34%	1.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12265	313	432	319	280	417	168	443	454	363	568	192	229	353	188	673	357	324	189	443	282	397	378	337	324	421	608	502	354	336	420	423	399	379									
		48.20%	42.64%	45.67%	45.06%	45.38%	52.13%	47.86%	49.55%	45.49%	46.24%	48.01%	56.47%	43.21%	44.07%	45.08%	55.35%	48.84%	54.18%	47.85%	47.63%	46.92%	46.71%	43.55%	46.23%	49.54%	46.78%	50.62%	47.58%	44.70%	43.75%	50.24%	58.26%	53.34%	51.01%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	242	7	11	6	7	6	5	7	10	8	11	0	7	8	5	12	4	9	1	7	6	9	9	5	8	16	9	11	10	6	11	4	0	7									
		0.95%	0.95%	1.16%	0.85%	1.13%	0.75%	1.42%	0.78%	1.00%	1.02%	0.93%	0.00%	1.32%	0.99%	1.20%	0.99%	0.55%	1.51%	0.25%	0.75%	0.99%	1.06%	1.04%	0.69%	1.22%	1.78%	0.75%	1.04%	1.26%	0.78%	1.32%	0.55%	0.00%	0.94%									
24	"6. Политическая партия ""Гражданская Платформа"""	85	1	4	0	4	1	0	3	6	2	5	0	1	1	2	13	7	3	3	5	1	2	1	1	0	3	1	1	3	1	3	2	2	3									
		0.33%	0.14%	0.42%	0.00%	0.65%	0.13%	0.00%	0.34%	0.60%	0.25%	0.42%	0.00%	0.19%	0.12%	0.48%	1.07%	0.96%	0.50%	0.76%	0.54%	0.17%	0.24%	0.12%	0.14%	0.00%	0.33%	0.08%	0.09%	0.38%	0.13%	0.36%	0.28%	0.27%	0.40%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4303	121	152	121	112	121	65	110	139	114	194	53	87	167	83	234	131	95	80	169	90	147	148	135	104	142	189	241	134	156	120	113	103	133									
		16.91%	16.49%	16.07%	17.09%	18.15%	15.13%	18.52%	12.30%	13.93%	14.52%	16.40%	15.59%	16.42%	20.85%	19.90%	19.24%	17.92%	15.89%	20.25%	18.17%	14.98%	17.29%	17.05%	18.52%	15.90%	15.78%	15.74%	22.84%	16.92%	20.31%	14.35%	15.56%	13.77%	17.90%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	270	9	8	3	7	9	1	10	12	5	9	5	7	7	3	17	6	11	3	8	4	5	8	15	7	11	13	8	14	10	11	7	8	9									
		1.06%	1.23%	0.85%	0.42%	1.13%	1.13%	0.28%	1.12%	1.20%	0.64%	0.76%	1.47%	1.32%	0.87%	0.72%	1.40%	0.82%	1.84%	0.76%	0.86%	0.67%	0.59%	0.92%	2.06%	1.07%	1.22%	1.08%	0.76%	1.77%	1.30%	1.32%	0.96%	1.07%	1.21%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	289	8	10	15	6	9	4	10	11	8	16	7	2	7	5	14	4	1	6	8	5	12	12	13	5	13	16	11	10	7	9	10	6	9									
		1.14%	1.09%	1.06%	2.12%	0.97%	1.13%	1.14%	1.12%	1.10%	1.02%	1.35%	2.06%	0.38%	0.87%	1.20%	1.15%	0.55%	0.17%	1.52%	0.86%	0.83%	1.41%	1.38%	1.78%	0.76%	1.44%	1.33%	1.04%	1.26%	0.91%	1.08%	1.38%	0.80%	1.21%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	46	1	0	1	1	0	0	2	1	0	5	0	1	4	3	4	2	0	1	1	2	1	1	2	0	2	1	3	0	0	1	3	2	1									
		0.18%	0.14%	0.00%	0.14%	0.16%	0.00%	0.00%	0.22%	0.10%	0.00%	0.42%	0.00%	0.19%	0.50%	0.72%	0.33%	0.27%	0.00%	0.25%	0.11%	0.33%	0.12%	0.12%	0.27%	0.00%	0.22%	0.08%	0.28%	0.00%	0.00%	0.12%	0.41%	0.27%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	558	20	23	16	20	10	4	18	28	20	39	5	12	24	12	32	14	5	4	16	14	19	28	15	14	25	20	20	21	20	15	6	11	8									
		2.19%	2.72%	2.43%	2.26%	3.24%	1.25%	1.14%	2.01%	2.81%	2.55%	3.30%	1.47%	2.26%	2.99%	2.88%	2.63%	1.92%	0.84%	1.01%	1.72%	2.33%	2.24%	3.23%	2.06%	2.14%	2.78%	1.67%	1.90%	2.65%	2.60%	1.79%	0.83%	1.47%	1.08%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3882	103	153	119	87	116	58	166	204	152	201	38	90	130	60	112	91	81	53	133	103	133	180	99	106	156	166	124	147	136	123	71	82	109									
		15.26%	14.03%	16.17%	16.81%	14.10%	14.50%	16.52%	18.57%	20.44%	19.36%	16.99%	11.18%	16.98%	16.23%	14.39%	9.21%	12.45%	13.55%	13.42%	14.30%	17.14%	15.65%	20.74%	13.58%	16.21%	17.33%	13.82%	11.75%	18.56%	17.71%	14.71%	9.78%	10.96%	14.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	102	4	1	4	1	1	0	4	5	4	4	0	1	9	3	2	2	1	3	2	0	7	5	3	3	4	4	4	3	4	4	4	5	1									
		0.40%	0.54%	0.11%	0.56%	0.16%	0.13%	0.00%	0.45%	0.50%	0.51%	0.34%	0.00%	0.19%	1.12%	0.72%	0.16%	0.27%	0.17%	0.76%	0.22%	0.00%	0.82%	0.58%	0.41%	0.46%	0.44%	0.33%	0.38%	0.38%	0.52%	0.48%	0.55%	0.67%	0.13%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1059	46	56	33	24	34	17	39	50	27	42	12	21	29	10	38	41	21	15	43	31	35	30	38	22	34	25	30	34	31	38	19	74	20									
		4.16%	6.27%	5.92%	4.66%	3.89%	4.25%	4.84%	4.36%	5.01%	3.44%	3.55%	3.53%	3.96%	3.62%	2.40%	3.13%	5.61%	3.51%	3.80%	4.62%	5.16%	4.12%	3.46%	5.21%	3.36%	3.78%	2.08%	2.84%	4.29%	4.04%	4.55%	2.62%	9.89%	2.69%									
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
																																												
