Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																							
Дата голосования: 18.09.2016																																																							
																																																							
Наименование Избирательной комиссии:    Малопургинская																																																							
																																																							
Сводная таблица итогов голосования по федеральному избирательному округу																																																							
																																																							
		Сумма	УИК №2501	УИК №2502	УИК №2503	УИК №2504	УИК №2505	УИК №2506	УИК №2507	УИК №2508	УИК №2509	УИК №2510	УИК №2511	УИК №2512	УИК №2513	УИК №2514	УИК №2515	УИК №2516	УИК №2517	УИК №2518	УИК №2519	УИК №2520	УИК №2521	УИК №2522	УИК №2523	УИК №2524	УИК №2525	УИК №2526	УИК №2527	УИК №2528	УИК №2529	УИК №2530	УИК №2531	УИК №2532	УИК №2533	УИК №2534	УИК №2535	УИК №2536	УИК №2537	УИК №2538	УИК №2539	УИК №2540	УИК №2541	УИК №2542	УИК №2543	УИК №2544									
		0.20%	0.49%	0.40%	0.40%	0.31%	0.24%	0.58%	0.66%	0.25%	0.00%	0.00%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.66%	0.23%	0.00%	0.17%	0.66%	1.02%	0.20%	0.41%	0.00%	0.00%	0.23%	0.00%	0.00%	0.17%	0.39%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.37%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	75	2	7	5	3	4	0	0	3	0	3	0	7	2	0	0	1	1	1	0	1	4	0	4	0	4	1	4	1	0	3	0	1	1	1	0	1	0	4	1	1	0	0	3	1									
		0.49%	0.99%	0.93%	0.67%	0.31%	0.48%	0.00%	0.00%	0.74%	0.00%	0.65%	0.00%	1.14%	0.63%	0.00%	0.00%	0.68%	0.66%	0.23%	0.00%	0.17%	1.32%	0.00%	0.80%	0.00%	1.07%	0.52%	0.92%	0.83%	0.00%	0.51%	0.00%	0.54%	0.36%	0.79%	0.00%	0.42%	0.00%	0.78%	1.04%	0.41%	0.00%	0.00%	0.42%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	21	0	1	1	2	0	0	2	0	0	1	0	0	1	0	1	0	0	1	1	2	0	0	2	0	1	0	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	0	1	0									
		0.14%	0.00%	0.13%	0.13%	0.21%	0.00%	0.00%	1.32%	0.00%	0.00%	0.22%	0.00%	0.00%	0.31%	0.00%	0.38%	0.00%	0.00%	0.23%	0.50%	0.33%	0.00%	0.00%	0.40%	0.00%	0.27%	0.00%	0.00%	0.00%	0.42%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	0.00%	0.14%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	65	0	4	7	3	10	0	0	4	1	2	2	1	2	0	2	2	0	2	0	4	1	0	2	2	1	0	1	0	0	1	2	0	2	0	0	0	0	0	0	2	1	1	3	0									
		0.43%	0.00%	0.53%	0.93%	0.31%	1.19%	0.00%	0.00%	0.98%	0.63%	0.43%	0.48%	0.16%	0.63%	0.00%	0.76%	1.35%	0.00%	0.46%	0.00%	0.67%	0.33%	0.00%	0.40%	0.82%	0.27%	0.00%	0.23%	0.00%	0.00%	0.17%	0.77%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.82%	0.23%	0.37%	0.42%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2508	23	162	136	156	169	19	17	69	21	52	53	91	94	14	80	26	32	51	46	151	42	19	123	55	53	21	64	6	26	111	32	30	40	10	26	22	5	50	21	24	70	27	119	50									
		16.48%	11.33%	21.63%	18.11%	16.23%	20.17%	11.11%	11.26%	16.91%	13.13%	11.18%	12.68%	14.85%	29.38%	13.46%	30.30%	17.57%	21.05%	11.67%	22.77%	25.21%	13.91%	9.64%	24.65%	22.54%	14.21%	10.99%	14.75%	5.00%	10.88%	18.85%	12.36%	16.13%	14.23%	7.87%	13.20%	9.32%	4.55%	9.73%	21.88%	9.88%	16.17%	9.93%	16.78%	19.69%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	24	0	1	0	1	1	0	0	1	1	2	2	4	0	1	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	1	0	1	1									
		0.16%	0.00%	0.13%	0.00%	0.10%	0.12%	0.00%	0.00%	0.25%	0.63%	0.43%	0.48%	0.65%	0.00%	0.96%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	0.52%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.00%	0.00%	0.51%	0.42%	0.91%	0.00%	0.00%	0.00%	0.23%	0.00%	0.14%	0.39%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	848	13	78	52	107	59	25	24	58	14	38	45	32	15	3	6	3	2	17	6	16	4	1	17	9	14	3	14	0	6	16	8	6	21	4	6	15	1	21	0	5	18	21	18	7									
		5.57%	6.40%	10.41%	6.92%	11.13%	7.04%	14.62%	15.89%	14.22%	8.75%	8.17%	10.77%	5.22%	4.69%	2.88%	2.27%	2.03%	1.32%	3.89%	2.97%	2.67%	1.32%	0.51%	3.41%	3.69%	3.75%	1.57%	3.23%	0.00%	2.51%	2.72%	3.09%	3.23%	7.47%	3.15%	3.05%	6.36%	0.91%	4.09%	0.00%	2.06%	4.16%	7.72%	2.54%	2.76%									
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
																																																							
