Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																																
Дата голосования: 02.12.2007																																																																																
																																																																																
"Наименование Избирательной комиссии:    Уфа, Советская"																																																																																
																																																																																
Сводная таблица результатов выборов																																																																																
																																																																																
		Сумма	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	3095	40	40	40	40	61	55	30	30	40	20	40	31	69	29	0	40	39	55	42	40	120	80	40	100	40	30	44	41	42	40	40	30	40	72	40	30	35	50	50	30	29	60	55	30	50	60	35	40	40	30	51	65	70	40	50	55	30	0	30	60	40	45	40	68	106	30	75	30	0	0	0	6	0					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	3062	40	40	40	37	61	55	30	29	40	20	40	31	68	29	0	40	39	51	42	40	120	80	38	97	40	30	40	41	42	40	40	30	40	72	40	30	35	50	50	30	26	60	55	26	49	59	35	38	40	30	51	65	70	40	50	55	29	0	30	60	40	44	40	68	105	30	74	30	0	0	0	6	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	2568	11	21	15	8	12	13	9	35	12	8	16	9	25	11	58	17	8	35	20	22	16	29	7	14	41	23	29	14	35	8	16	30	42	48	6	10	10	16	16	193	13	10	44	12	63	8	8	33	23	11	22	23	22	23	19	6	7	25	21	16	19	24	28	17	32	10	31	7	128	23	755	9	108					
14	Число погашенных неиспользованных открепительных удостоверений	33	0	0	0	3	0	0	0	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	2	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	1	1	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	25	0	0	0	0	0	2	2	0	2	0	1	0	0	1	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																																
18	1.Политическая партия «Аграрная партия России»	1147	0	10	9	5	2	2	15	6	20	14	6	0	18	0	0	53	36	3	13	12	16	25	9	5	40	1	2	27	2	10	9	21	23	30	20	24	15	17	21	17	5	35	33	11	43	31	12	13	33	17	12	20	28	16	15	23	10	1	5	27	21	51	6	29	45	9	14	20	1	0	0	1	2					
		0.98%	0.00%	0.74%	0.57%	0.42%	0.11%	0.10%	1.34%	0.56%	1.50%	1.70%	0.32%	0.00%	1.10%	0.00%	0.00%	2.95%	1.99%	0.19%	0.64%	0.64%	0.82%	1.10%	0.54%	0.21%	2.21%	0.07%	0.11%	1.58%	0.13%	0.76%	0.38%	1.53%	1.23%	1.21%	0.90%	1.52%	1.02%	0.83%	1.53%	1.97%	0.59%	1.77%	1.78%	1.24%	1.87%	1.37%	1.12%	0.79%	1.43%	1.14%	0.50%	0.73%	1.37%	1.08%	0.61%	0.96%	1.15%	0.37%	0.44%	1.50%	1.06%	2.95%	0.27%	1.31%	1.83%	0.66%	0.71%	1.76%	0.78%	0.00%	0.00%	0.34%	1.05%					
19	2.Всероссийская политическая партия «Гражданская Сила»	937	0	3	8	0	1	2	14	7	17	12	6	0	17	0	0	19	19	30	10	13	20	15	8	5	17	3	5	17	8	11	5	19	14	20	18	16	21	21	15	11	9	24	26	4	29	14	9	8	22	22	28	27	18	15	7	27	3	0	12	18	30	19	5	28	30	21	18	14	0	0	1	0	2					
		0.80%	0.00%	0.22%	0.51%	0.00%	0.05%	0.10%	1.25%	0.65%	1.28%	1.46%	0.32%	0.00%	1.04%	0.00%	0.00%	1.06%	1.05%	1.89%	0.49%	0.69%	1.02%	0.66%	0.48%	0.21%	0.94%	0.22%	0.27%	0.99%	0.51%	0.84%	0.21%	1.39%	0.75%	0.81%	0.81%	1.02%	1.42%	1.02%	1.09%	1.28%	1.07%	1.21%	1.40%	0.45%	1.26%	0.62%	0.84%	0.49%	0.95%	1.48%	1.17%	0.99%	0.88%	1.01%	0.28%	1.12%	0.34%	0.00%	1.06%	1.00%	1.52%	1.10%	0.23%	1.26%	1.22%	1.54%	0.91%	1.23%	0.00%	0.00%	0.07%	0.00%	1.05%					
20	3.Политическая партия «Демократическая партия России»	168	0	1	2	0	1	0	2	0	2	1	2	0	1	0	0	6	3	3	6	3	3	2	4	2	3	1	0	1	2	2	1	0	4	4	0	1	4	7	2	0	2	1	5	3	3	2	2	0	5	2	3	3	0	1	2	2	1	0	1	18	1	1	4	3	13	6	4	3	0	0	0	1	0					
		0.14%	0.00%	0.07%	0.13%	0.00%	0.05%	0.00%	0.18%	0.00%	0.15%	0.12%	0.11%	0.00%	0.06%	0.00%	0.00%	0.33%	0.17%	0.19%	0.30%	0.16%	0.15%	0.09%	0.24%	0.08%	0.17%	0.07%	0.00%	0.06%	0.13%	0.15%	0.04%	0.00%	0.21%	0.16%	0.00%	0.06%	0.27%	0.34%	0.15%	0.00%	0.24%	0.05%	0.27%	0.34%	0.13%	0.09%	0.19%	0.00%	0.22%	0.13%	0.12%	0.11%	0.00%	0.07%	0.08%	0.08%	0.11%	0.00%	0.09%	1.00%	0.05%	0.06%	0.18%	0.14%	0.53%	0.44%	0.20%	0.26%	0.00%	0.00%	0.00%	0.34%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	11762	143	65	116	76	248	199	94	107	105	63	276	72	169	103	25	170	189	174	194	193	208	250	183	290	255	169	131	200	154	152	344	157	207	300	208	189	206	160	193	94	89	266	200	147	301	310	137	143	287	142	233	247	155	120	219	231	80	3	42	58	266	121	233	265	105	129	203	78	56	12	13	22	18					
		10.09%	8.02%	4.84%	7.32%	6.40%	13.48%	9.85%	8.37%	9.94%	7.88%	7.65%	14.79%	5.24%	10.34%	10.36%	7.20%	9.47%	10.47%	10.98%	9.56%	10.24%	10.60%	10.97%	11.02%	11.99%	14.11%	12.20%	7.06%	11.67%	9.81%	11.61%	14.44%	11.47%	11.08%	12.14%	9.32%	12.00%	13.96%	7.80%	14.03%	10.90%	10.55%	13.46%	10.78%	16.57%	13.09%	13.66%	12.76%	8.71%	12.42%	9.54%	9.70%	9.07%	7.56%	8.08%	8.87%	9.61%	9.17%	1.11%	3.71%	3.23%	13.46%	7.01%	10.59%	11.94%	4.26%	9.46%	10.29%	6.88%	43.75%	6.42%	0.92%	7.51%	9.42%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	919	3	16	17	2	7	15	7	9	12	16	7	0	22	1	0	18	24	15	10	7	19	4	8	5	20	10	3	25	10	11	3	11	33	12	12	21	27	13	18	11	10	25	30	11	13	15	17	6	25	28	12	10	14	5	16	20	4	0	14	9	30	8	6	24	24	27	20	11	0	0	1	0	0					
		0.79%	0.17%	1.19%	1.07%	0.17%	0.38%	0.74%	0.62%	0.84%	0.90%	1.94%	0.38%	0.00%	1.35%	0.10%	0.00%	1.00%	1.33%	0.95%	0.49%	0.37%	0.97%	0.18%	0.48%	0.21%	1.11%	0.72%	0.16%	1.46%	0.64%	0.84%	0.13%	0.80%	1.77%	0.49%	0.54%	1.33%	1.83%	0.63%	1.31%	1.28%	1.18%	1.27%	1.62%	1.24%	0.57%	0.66%	1.58%	0.37%	1.08%	1.88%	0.50%	0.37%	0.68%	0.34%	0.65%	0.83%	0.46%	0.00%	1.24%	0.50%	1.52%	0.46%	0.27%	1.08%	0.97%	1.98%	1.01%	0.97%	0.00%	0.00%	0.07%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	314	2	4	0	0	3	4	9	2	6	1	5	0	5	0	0	15	6	5	0	4	10	1	1	3	5	4	0	8	5	1	1	2	2	11	9	3	4	9	2	3	0	4	0	1	5	5	1	2	11	3	6	8	16	5	5	6	2	0	10	19	5	6	7	7	10	4	6	2	2	0	0	0	1					
		0.27%	0.11%	0.30%	0.00%	0.00%	0.16%	0.20%	0.80%	0.19%	0.45%	0.12%	0.27%	0.00%	0.31%	0.00%	0.00%	0.84%	0.33%	0.32%	0.00%	0.21%	0.51%	0.04%	0.06%	0.12%	0.28%	0.29%	0.00%	0.47%	0.32%	0.08%	0.04%	0.15%	0.11%	0.44%	0.40%	0.19%	0.27%	0.44%	0.15%	0.35%	0.00%	0.20%	0.00%	0.11%	0.22%	0.22%	0.09%	0.12%	0.48%	0.20%	0.25%	0.29%	0.78%	0.34%	0.20%	0.25%	0.23%	0.00%	0.88%	1.06%	0.25%	0.35%	0.32%	0.32%	0.41%	0.29%	0.30%	0.18%	1.56%	0.00%	0.00%	0.00%	0.52%					
24	7.Политическая партия «Либерально-демократическая партия России»	3380	27	29	65	49	31	22	64	45	54	37	31	65	35	2	17	41	68	20	32	68	122	50	36	70	17	12	8	41	97	61	12	39	72	73	71	32	19	17	58	19	34	44	60	51	126	111	63	9	81	60	45	49	77	52	34	94	25	1	27	17	108	59	7	104	84	58	100	43	1	2	10	5	11					
		2.90%	1.51%	2.16%	4.10%	4.12%	1.68%	1.09%	5.70%	4.18%	4.05%	4.50%	1.66%	4.73%	2.14%	0.20%	4.90%	2.28%	3.77%	1.26%	1.58%	3.61%	6.21%	2.19%	2.17%	2.89%	0.94%	0.87%	0.43%	2.39%	6.18%	4.66%	0.50%	2.85%	3.85%	2.95%	3.18%	2.03%	1.29%	0.83%	4.22%	2.20%	4.03%	2.23%	3.23%	5.75%	5.48%	4.89%	5.87%	0.55%	3.51%	4.03%	1.87%	1.80%	3.75%	3.50%	1.38%	3.91%	2.87%	0.37%	2.39%	0.95%	5.47%	3.42%	0.32%	4.68%	3.41%	4.25%	5.07%	3.79%	0.78%	1.07%	0.71%	1.71%	5.76%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	8436	134	102	77	89	147	143	111	118	99	59	130	138	165	70	28	80	87	113	143	171	111	159	133	76	129	120	130	128	118	94	120	70	146	196	186	127	109	112	84	73	60	96	142	72	205	163	78	18	165	79	288	189	148	180	353	192	62	0	86	135	159	96	164	155	81	109	143	49	2	7	98	23	14					
		7.24%	7.52%	7.59%	4.86%	7.49%	7.99%	7.08%	9.88%	10.97%	7.43%	7.17%	6.97%	10.04%	10.10%	7.04%	8.07%	4.46%	4.82%	7.13%	7.04%	9.08%	5.65%	6.98%	8.01%	3.14%	7.14%	8.66%	7.01%	7.47%	7.52%	7.18%	5.04%	5.11%	7.81%	7.93%	8.33%	8.06%	7.38%	5.46%	6.10%	8.47%	7.11%	4.86%	7.65%	8.12%	8.92%	7.18%	7.26%	1.10%	7.14%	5.31%	11.99%	6.94%	7.22%	12.12%	14.29%	7.99%	7.11%	0.00%	7.60%	7.51%	8.05%	5.56%	7.45%	6.98%	3.29%	7.99%	7.25%	4.32%	1.56%	3.74%	6.96%	7.85%	7.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	949	4	2	3	0	21	1	5	10	11	8	6	0	9	2	0	62	17	12	8	15	14	29	10	12	16	3	13	33	20	9	26	15	26	26	21	20	6	8	13	2	6	17	17	46	55	24	4	7	19	8	17	25	18	13	21	11	5	0	3	13	11	8	9	16	8	15	18	8	0	0	3	0	6					
		0.81%	0.22%	0.15%	0.19%	0.00%	1.14%	0.05%	0.45%	0.93%	0.83%	0.97%	0.32%	0.00%	0.55%	0.20%	0.00%	3.45%	0.94%	0.76%	0.39%	0.80%	0.71%	1.27%	0.60%	0.50%	0.89%	0.22%	0.70%	1.93%	1.27%	0.69%	1.09%	1.10%	1.39%	1.05%	0.94%	1.27%	0.41%	0.39%	0.94%	0.23%	0.71%	0.86%	0.92%	5.19%	2.39%	1.06%	0.37%	0.43%	0.82%	0.54%	0.71%	0.92%	0.88%	0.88%	0.85%	0.46%	0.57%	0.00%	0.27%	0.72%	0.56%	0.46%	0.41%	0.72%	0.32%	1.10%	0.91%	0.71%	0.00%	0.00%	0.21%	0.00%	3.14%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	86260	1462	1100	1258	961	1362	1616	781	758	953	594	1358	1099	1166	815	277	1299	1314	1192	1590	1366	1402	1709	1245	1935	1290	1038	1541	1196	1098	944	1828	988	1290	1745	1663	1107	1026	1675	911	598	600	1362	1290	508	1450	1555	729	1429	1623	1085	1721	2057	1503	1050	1779	1751	669	266	910	1461	1277	1341	1740	1539	2005	952	1413	776	59	163	1277	237	133					
		74.00%	81.99%	81.91%	79.42%	80.89%	74.02%	80.00%	69.55%	70.45%	71.55%	72.17%	72.78%	79.99%	71.36%	81.99%	79.83%	72.37%	72.80%	75.25%	78.33%	72.51%	71.42%	74.99%	75.00%	79.99%	71.39%	74.95%	83.07%	69.78%	69.94%	72.12%	76.74%	72.17%	69.02%	70.59%	74.51%	70.29%	69.51%	81.63%	66.21%	69.37%	71.09%	68.93%	69.50%	57.27%	63.07%	68.50%	67.88%	87.08%	70.26%	72.87%	71.68%	75.54%	73.28%	70.71%	72.02%	72.87%	76.72%	98.15%	80.39%	81.30%	64.63%	77.69%	79.09%	69.32%	81.44%	69.79%	71.65%	68.43%	46.09%	87.17%	90.63%	80.89%	69.63%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	1466	5	2	23	6	0	10	11	11	44	13	13	0	24	1	0	19	36	9	15	28	16	26	12	4	8	11	5	26	35	5	13	42	37	35	24	26	29	13	42	23	18	38	44	26	52	36	20	3	39	30	16	69	34	20	9	46	11	0	18	21	59	14	5	23	37	30	21	17	1	0	3	2	2					
		1.26%	0.28%	0.15%	1.45%	0.51%	0.00%	0.50%	0.98%	1.02%	3.30%	1.58%	0.70%	0.00%	1.47%	0.10%	0.00%	1.06%	1.99%	0.57%	0.74%	1.49%	0.82%	1.14%	0.72%	0.17%	0.44%	0.79%	0.27%	1.52%	2.23%	0.38%	0.55%	3.07%	1.98%	1.42%	1.08%	1.65%	1.96%	0.63%	3.05%	2.67%	2.13%	1.92%	2.37%	2.93%	2.26%	1.59%	1.86%	0.18%	1.69%	2.01%	0.67%	2.53%	1.66%	1.35%	0.36%	1.91%	1.26%	0.00%	1.59%	1.17%	2.99%	0.81%	0.23%	1.04%	1.50%	2.20%	1.06%	1.50%	0.78%	0.00%	0.21%	0.68%	1.05%					
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
																																																																																
