Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																											
Дата голосования: 18.09.2016																																																											
																																																											
Наименование Избирательной комиссии:    Предгорная																																																											
																																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																																											
																																																											
		Сумма	УИК №995	УИК №996	УИК №997	УИК №998	УИК №999	УИК №1000	УИК №1001	УИК №1002	УИК №1003	УИК №1004	УИК №1005	УИК №1006	УИК №1007	УИК №1008	УИК №1009	УИК №1010	УИК №1011	УИК №1012	УИК №1013	УИК №1014	УИК №1015	УИК №1016	УИК №1017	УИК №1018	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	88	8	4	0	0	5	2	3	8	4	0	7	7	1	2	0	2	0	0	0	0	4	0	1	0	0	0	0	2	0	0	3	0	0	1	4	3	0	0	2	0	0	5	1	3	1	1	1	3									
14	Число погашенных неиспользованных открепительных удостоверений	70	0	0	0	0	3	0	1	0	0	0	2	1	0	2	2	0	2	3	0	0	9	5	1	0	0	0	0	0	2	1	3	4	0	4	0	0	0	1	0	3	2	2	8	1	0	8	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	115	0	1	1	0	2	0	7	5	3	7	4	1	0	0	0	0	0	0	2	0	25	17	0	0	1	0	0	3	6	10	2	1	0	2	2	4	1	1	0	0	0	0	2	0	1	2	1	1									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	588	10	7	8	7	7	10	13	14	18	13	19	19	5	6	0	13	2	5	5	1	10	4	7	13	1	0	3	8	9	10	1	0	1	199	6	5	2	1	6	8	4	0	26	35	22	7	7	11									
		2.16%	1.08%	1.26%	1.41%	1.15%	0.99%	1.25%	1.38%	1.42%	1.78%	1.68%	2.21%	2.04%	1.79%	1.03%	0.00%	1.40%	0.42%	0.91%	2.39%	0.22%	1.81%	1.15%	1.27%	2.30%	0.92%	0.00%	3.53%	1.02%	1.44%	1.72%	0.35%	0.00%	0.41%	16.31%	1.03%	0.68%	0.80%	0.40%	2.44%	3.85%	1.46%	0.00%	6.05%	4.69%	3.92%	1.94%	1.12%	1.46%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	1122	30	16	15	23	22	38	33	32	27	29	35	28	15	21	5	24	26	15	4	23	18	10	21	12	1	2	4	36	26	41	6	10	10	128	37	40	8	2	10	8	8	1	8	128	10	20	31	25									
		4.12%	3.25%	2.89%	2.65%	3.78%	3.11%	4.74%	3.50%	3.26%	2.67%	3.74%	4.07%	3.01%	5.38%	3.60%	3.68%	2.58%	5.43%	2.72%	1.91%	5.03%	3.25%	2.88%	3.80%	2.12%	0.92%	1.63%	4.71%	4.57%	4.15%	7.07%	2.10%	0.66%	4.07%	10.49%	6.37%	5.44%	3.20%	0.80%	4.07%	3.85%	2.92%	0.30%	1.86%	17.16%	1.78%	5.56%	4.95%	3.33%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	537	25	14	14	20	25	19	17	18	28	11	23	15	10	9	1	13	9	5	3	12	14	4	19	12	2	7	0	13	10	21	5	5	4	22	14	2	4	10	4	1	2	1	6	19	9	8	15	13									
		1.97%	2.71%	2.53%	2.47%	3.29%	3.54%	2.37%	1.80%	1.83%	2.77%	1.42%	2.67%	1.61%	3.58%	1.54%	0.74%	1.40%	1.88%	0.91%	1.44%	2.63%	2.53%	1.15%	3.44%	2.12%	1.83%	5.69%	0.00%	1.65%	1.60%	3.62%	1.75%	0.33%	1.63%	1.80%	2.41%	0.27%	1.60%	4.02%	1.63%	0.48%	0.73%	0.30%	1.40%	2.55%	1.60%	2.22%	2.40%	1.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13563	431	270	307	235	276	317	504	469	463	332	358	421	118	453	77	458	207	242	89	165	261	191	214	253	33	77	42	344	299	236	129	1329	112	443	325	555	179	201	133	121	148	286	179	315	249	146	256	315									
		49.82%	46.75%	48.74%	54.24%	38.65%	39.04%	39.53%	53.45%	47.71%	45.84%	42.78%	41.63%	45.22%	42.29%	77.57%	56.62%	49.30%	43.22%	43.92%	42.58%	36.11%	47.11%	55.04%	38.70%	44.70%	30.28%	62.60%	49.41%	43.71%	47.76%	40.69%	45.10%	88.36%	45.53%	36.31%	55.94%	75.51%	71.60%	80.72%	54.07%	58.17%	54.01%	84.87%	41.63%	42.23%	44.39%	40.56%	40.89%	41.94%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	231	5	5	4	7	3	13	5	17	11	7	5	12	0	5	0	9	5	4	3	6	6	2	5	4	3	3	1	0	6	4	1	10	0	7	2	1	1	3	0	5	2	1	3	10	3	4	6	12									
		0.85%	0.54%	0.90%	0.71%	1.15%	0.42%	1.62%	0.53%	1.73%	1.09%	0.90%	0.58%	1.29%	0.00%	0.86%	0.00%	0.97%	1.04%	0.73%	1.44%	1.31%	1.08%	0.58%	0.90%	0.71%	2.75%	2.44%	1.18%	0.00%	0.96%	0.69%	0.35%	0.66%	0.00%	0.57%	0.34%	0.14%	0.40%	1.20%	0.00%	2.40%	0.73%	0.30%	0.70%	1.34%	0.53%	1.11%	0.96%	1.60%									
24	"6. Политическая партия ""Гражданская Платформа"""	37	1	1	2	2	0	1	2	1	1	1	3	2	3	1	0	1	1	0	0	0	0	0	2	1	0	1	0	0	1	0	1	0	0	2	0	1	0	2	0	0	0	1	0	0	1	1	0	0									
		0.14%	0.11%	0.18%	0.35%	0.33%	0.00%	0.12%	0.21%	0.10%	0.10%	0.13%	0.35%	0.21%	1.08%	0.17%	0.00%	0.11%	0.21%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.18%	0.00%	0.81%	0.00%	0.00%	0.16%	0.00%	0.35%	0.00%	0.00%	0.16%	0.00%	0.14%	0.00%	0.80%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.18%	0.28%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4224	173	121	96	129	137	165	125	155	185	122	111	179	62	20	21	182	106	110	51	128	91	48	117	93	28	10	20	104	109	79	38	62	42	65	42	56	18	16	52	34	40	2	91	136	122	58	119	154									
		15.51%	18.76%	21.84%	16.96%	21.22%	19.38%	20.57%	13.26%	15.77%	18.32%	15.72%	12.91%	19.23%	22.22%	3.42%	15.44%	19.59%	22.13%	19.96%	24.40%	28.01%	16.43%	13.83%	21.16%	16.43%	25.69%	8.13%	23.53%	13.21%	17.41%	13.62%	13.29%	4.12%	17.07%	5.33%	7.23%	7.62%	7.20%	6.43%	21.14%	16.35%	14.60%	0.59%	21.16%	18.23%	21.75%	16.11%	19.01%	20.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	144	5	5	1	2	4	2	3	9	7	8	8	8	1	3	0	5	2	2	2	7	5	4	2	3	0	1	0	8	3	1	0	1	0	4	4	0	0	0	0	0	0	2	1	2	8	2	7	2									
		0.53%	0.54%	0.90%	0.18%	0.33%	0.57%	0.25%	0.32%	0.92%	0.69%	1.03%	0.93%	0.86%	0.36%	0.51%	0.00%	0.54%	0.42%	0.36%	0.96%	1.53%	0.90%	1.15%	0.36%	0.53%	0.00%	0.81%	0.00%	1.02%	0.48%	0.17%	0.00%	0.07%	0.00%	0.33%	0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.23%	0.27%	1.43%	0.56%	1.12%	0.27%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	213	6	3	4	6	6	10	11	12	20	8	9	16	2	1	0	8	4	1	3	0	6	0	5	5	0	6	0	2	5	3	1	1	0	4	4	1	1	0	0	0	0	2	2	8	5	2	8	12									
		0.78%	0.65%	0.54%	0.71%	0.99%	0.85%	1.25%	1.17%	1.22%	1.98%	1.03%	1.05%	1.72%	0.72%	0.17%	0.00%	0.86%	0.84%	0.18%	1.44%	0.00%	1.08%	0.00%	0.90%	0.88%	0.00%	4.88%	0.00%	0.25%	0.80%	0.52%	0.35%	0.07%	0.00%	0.33%	0.69%	0.14%	0.40%	0.00%	0.00%	0.00%	0.00%	0.59%	0.47%	1.07%	0.89%	0.56%	1.28%	1.60%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	36	2	1	1	0	0	2	3	2	1	1	1	0	0	3	0	2	1	0	0	1	0	0	1	0	0	0	0	1	0	3	0	1	0	3	0	0	0	0	0	0	0	1	1	2	0	1	0	1									
		0.13%	0.22%	0.18%	0.18%	0.00%	0.00%	0.25%	0.32%	0.20%	0.10%	0.13%	0.12%	0.00%	0.00%	0.51%	0.00%	0.22%	0.21%	0.00%	0.00%	0.22%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.13%	0.00%	0.52%	0.00%	0.07%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.23%	0.27%	0.00%	0.28%	0.00%	0.13%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	198	2	5	6	4	9	4	13	22	9	4	9	9	0	7	1	6	1	0	1	2	5	8	6	2	0	0	0	2	3	5	1	11	3	8	4	3	0	0	1	1	0	0	4	8	3	3	1	2									
		0.73%	0.22%	0.90%	1.06%	0.66%	1.27%	0.50%	1.38%	2.24%	0.89%	0.52%	1.05%	0.97%	0.00%	1.20%	0.74%	0.65%	0.21%	0.00%	0.48%	0.44%	0.90%	2.31%	1.08%	0.35%	0.00%	0.00%	0.00%	0.25%	0.48%	0.86%	0.35%	0.73%	1.22%	0.66%	0.69%	0.41%	0.00%	0.00%	0.41%	0.48%	0.00%	0.00%	0.93%	1.07%	0.53%	0.83%	0.16%	0.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4367	170	67	80	141	164	174	139	134	156	142	180	137	37	35	23	118	88	130	30	87	99	64	114	118	32	10	10	184	119	125	82	51	55	202	95	63	35	11	34	17	50	30	88	35	85	71	125	131									
		16.04%	18.44%	12.09%	14.13%	23.19%	23.20%	21.70%	14.74%	13.63%	15.45%	18.30%	20.93%	14.72%	13.26%	5.99%	16.91%	12.70%	18.37%	23.59%	14.35%	19.04%	17.87%	18.44%	20.61%	20.85%	29.36%	8.13%	11.76%	23.38%	19.01%	21.55%	28.67%	3.39%	22.36%	16.56%	16.35%	8.57%	14.00%	4.42%	13.82%	8.17%	18.25%	8.90%	20.47%	4.69%	15.15%	19.72%	19.97%	17.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	127	4	2	2	1	3	4	9	5	1	4	7	7	7	2	1	6	1	5	1	1	2	1	2	1	0	0	0	2	2	6	1	1	3	10	3	2	0	0	0	1	0	1	0	2	4	2	2	6									
		0.47%	0.43%	0.36%	0.35%	0.16%	0.42%	0.50%	0.95%	0.51%	0.10%	0.52%	0.81%	0.75%	2.51%	0.34%	0.74%	0.65%	0.21%	0.91%	0.48%	0.22%	0.36%	0.29%	0.36%	0.18%	0.00%	0.00%	0.00%	0.25%	0.32%	1.03%	0.35%	0.07%	1.22%	0.82%	0.52%	0.27%	0.00%	0.00%	0.00%	0.48%	0.00%	0.30%	0.00%	0.27%	0.71%	0.56%	0.32%	0.80%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	928	50	22	15	14	28	22	33	56	39	31	36	42	6	5	3	47	12	12	8	15	27	3	18	30	1	4	3	21	18	27	9	14	7	66	13	6	1	0	6	3	8	1	11	24	29	19	21	42									
		3.41%	5.42%	3.97%	2.65%	2.30%	3.96%	2.74%	3.50%	5.70%	3.86%	3.99%	4.19%	4.51%	2.15%	0.86%	2.21%	5.06%	2.51%	2.18%	3.83%	3.28%	4.87%	0.86%	3.25%	5.30%	0.92%	3.25%	3.53%	2.67%	2.88%	4.66%	3.15%	0.93%	2.85%	5.41%	2.24%	0.82%	0.40%	0.00%	2.44%	1.44%	2.92%	0.30%	2.56%	3.22%	5.17%	5.28%	3.35%	5.59%									
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
