Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																																					
Дата голосования: 04.12.2011																																																																					
																																																																					
"Наименование Избирательной комиссии:    Брянск, Бежицкая"																																																																					
																																																																					
Сводная таблица результатов выборов																																																																					
																																																																					
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	1105	7	26	42	23	22	15	17	22	18	20	31	23	22	20	4	11	16	25	20	17	28	16	18	20	23	11	21	18	14	25	14	16	21	18	23	13	27	13	8	14	13	48	10	18	19	16	15	16	13	16	21	24	0	13	24	19	12	4	8	13	11	10					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1096	7	26	42	23	22	15	17	22	18	20	31	23	21	19	4	11	16	25	20	17	28	15	18	20	23	11	21	18	14	25	14	16	21	18	23	13	27	13	8	14	13	48	9	18	19	16	15	16	8	16	21	24	0	13	24	19	12	4	8	13	11	10					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	3800	19	193	18	26	9	39	33	29	41	44	4	2	6	4	57	98	7	137	62	40	142	128	32	5	6	38	10	15	41	4	13	18	18	42	60	106	36	15	246	199	351	100	666	89	51	46	4	7	208	45	11	12	103	4	7	12	9	3	11	5	7	7					
14	Число погашенных неиспользованных открепительных удостоверений	9	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	2180	7	46	41	25	49	33	37	22	28	21	41	30	24	34	21	30	36	42	39	42	23	44	26	32	35	23	24	35	34	36	36	41	54	34	62	36	52	27	15	27	42	53	26	57	84	42	19	60	4	6	53	34	0	53	44	46	44	32	23	35	29	50					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																					
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	10049	51	189	179	131	189	162	137	113	133	127	86	126	120	130	116	146	166	111	165	154	179	218	196	197	173	111	120	142	168	116	175	175	211	207	308	179	228	205	114	145	136	207	233	179	259	196	110	266	92	96	222	185	89	173	192	223	226	110	91	136	133	197					
		13.96%	7.18%	8.99%	12.01%	14.67%	15.00%	15.47%	14.78%	12.22%	13.33%	13.67%	10.60%	15.18%	12.94%	12.58%	12.45%	13.28%	14.70%	9.35%	12.86%	13.60%	14.14%	14.54%	14.71%	15.89%	15.54%	12.18%	12.00%	15.35%	16.05%	13.29%	15.15%	13.47%	15.05%	16.73%	17.35%	14.77%	15.72%	15.77%	12.49%	13.96%	10.99%	16.47%	13.77%	13.48%	17.24%	14.37%	20.72%	18.19%	10.55%	9.60%	14.49%	14.39%	9.91%	14.03%	15.71%	15.93%	16.06%	13.85%	8.72%	14.58%	11.78%	15.80%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	9889	99	246	183	145	196	141	151	152	127	164	119	142	155	162	111	156	168	168	171	128	156	181	211	214	163	111	140	135	135	120	191	216	202	171	244	119	197	124	118	108	154	151	319	134	218	172	51	207	87	98	192	204	95	195	154	179	208	96	172	152	157	154					
		13.73%	13.94%	11.71%	12.27%	16.24%	15.56%	13.47%	16.29%	16.43%	12.73%	17.65%	14.67%	17.11%	16.72%	15.68%	11.91%	14.19%	14.88%	14.15%	13.33%	11.31%	12.32%	12.07%	15.84%	17.26%	14.65%	12.18%	14.00%	14.59%	12.89%	13.75%	16.54%	16.63%	14.41%	13.82%	13.75%	9.82%	13.59%	9.54%	12.92%	10.39%	12.45%	12.01%	18.85%	10.09%	14.51%	12.61%	9.60%	14.16%	9.98%	9.80%	12.53%	15.86%	10.58%	15.82%	12.60%	12.79%	14.78%	12.09%	16.48%	16.29%	13.91%	12.35%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	883	4	26	14	14	16	15	11	7	15	12	11	11	8	10	10	19	13	7	13	13	14	14	11	18	19	7	10	18	5	17	16	13	26	17	30	7	18	13	10	20	13	17	25	13	29	12	9	17	7	3	24	16	9	17	14	18	16	8	12	13	9	30					
		1.23%	0.56%	1.24%	0.94%	1.57%	1.27%	1.43%	1.19%	0.76%	1.50%	1.29%	1.36%	1.33%	0.86%	0.97%	1.07%	1.73%	1.15%	0.59%	1.01%	1.15%	1.11%	0.93%	0.83%	1.45%	1.71%	0.77%	1.00%	1.95%	0.48%	1.95%	1.39%	1.00%	1.85%	1.37%	1.69%	0.58%	1.24%	1.00%	1.10%	1.92%	1.05%	1.35%	1.48%	0.98%	1.93%	0.88%	1.69%	1.16%	0.80%	0.30%	1.57%	1.24%	1.00%	1.38%	1.15%	1.29%	1.14%	1.01%	1.15%	1.39%	0.80%	2.41%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	22001	172	432	400	246	407	326	291	294	312	257	294	248	291	362	257	322	368	345	446	315	408	445	428	402	403	284	282	315	312	273	384	427	470	361	563	389	507	426	247	304	350	416	506	396	464	462	215	501	170	200	483	414	180	417	449	507	449	181	197	239	379	411					
		30.56%	24.23%	20.56%	26.83%	27.55%	32.30%	31.14%	31.39%	31.78%	31.26%	27.66%	36.25%	29.88%	31.39%	35.04%	27.58%	29.30%	32.60%	29.06%	34.76%	27.83%	32.23%	29.69%	32.13%	32.42%	36.21%	31.17%	28.20%	34.05%	29.80%	31.27%	33.25%	32.87%	33.52%	29.18%	31.72%	32.10%	34.97%	32.77%	27.05%	29.26%	28.29%	33.09%	29.91%	29.82%	30.89%	33.87%	40.49%	34.27%	19.50%	20.00%	31.53%	32.19%	20.04%	33.82%	36.74%	36.21%	31.91%	22.80%	18.87%	25.62%	33.57%	32.96%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	2650	20	45	26	19	32	41	39	27	51	21	37	42	46	26	39	27	48	33	38	25	37	53	42	28	31	33	17	32	43	29	47	57	78	55	107	59	68	62	28	42	56	66	70	94	99	57	14	69	7	27	67	44	16	48	46	53	43	19	15	27	34	49					
		3.68%	2.82%	2.14%	1.74%	2.13%	2.54%	3.92%	4.21%	2.92%	5.11%	2.26%	4.56%	5.06%	4.96%	2.52%	4.18%	2.46%	4.25%	2.78%	2.96%	2.21%	2.92%	3.54%	3.15%	2.26%	2.79%	3.62%	1.70%	3.46%	4.11%	3.32%	4.07%	4.39%	5.56%	4.45%	6.03%	4.87%	4.69%	4.77%	3.07%	4.04%	4.53%	5.25%	4.14%	7.08%	6.59%	4.18%	2.64%	4.72%	0.80%	2.70%	4.37%	3.42%	1.78%	3.89%	3.76%	3.79%	3.06%	2.39%	1.44%	2.89%	3.01%	3.93%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	24916	355	1130	644	320	396	338	278	307	346	339	248	239	293	319	381	400	340	497	424	471	456	558	424	361	299	336	407	261	362	299	318	385	382	410	488	441	408	447	381	404	503	389	501	477	395	439	122	366	494	442	516	404	442	346	348	393	437	366	531	341	396	376					
		34.60%	50.00%	53.78%	43.19%	35.83%	31.43%	32.28%	29.99%	33.19%	34.67%	36.49%	30.58%	28.80%	31.61%	30.88%	40.88%	36.40%	30.12%	41.87%	33.05%	41.61%	36.02%	37.22%	31.83%	29.11%	26.86%	36.88%	40.70%	28.22%	34.57%	34.25%	27.53%	29.64%	27.25%	33.14%	27.49%	36.39%	28.14%	34.38%	41.73%	38.88%	40.66%	30.95%	29.61%	35.92%	26.30%	32.18%	22.98%	25.03%	56.65%	44.20%	33.68%	31.42%	49.22%	28.06%	28.48%	28.07%	31.06%	46.10%	50.86%	36.55%	35.08%	30.15%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	476	1	11	12	6	7	5	6	17	7	3	4	7	5	7	3	7	7	6	7	9	5	12	6	7	9	8	15	8	7	4	4	4	15	4	15	7	6	6	7	7	5	4	15	9	14	5	5	18	4	6	5	8	4	17	5	7	12	4	8	9	9	10					
		0.66%	0.14%	0.52%	0.80%	0.67%	0.56%	0.48%	0.65%	1.84%	0.70%	0.32%	0.49%	0.84%	0.54%	0.68%	0.32%	0.64%	0.62%	0.51%	0.55%	0.80%	0.39%	0.80%	0.45%	0.56%	0.81%	0.88%	1.50%	0.86%	0.67%	0.46%	0.35%	0.31%	1.07%	0.32%	0.85%	0.58%	0.41%	0.46%	0.77%	0.67%	0.40%	0.32%	0.89%	0.68%	0.93%	0.37%	0.94%	1.23%	0.46%	0.60%	0.33%	0.62%	0.45%	1.38%	0.41%	0.50%	0.85%	0.50%	0.77%	0.96%	0.80%	0.80%					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
																																																																					
