Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																						
Дата голосования: 02.12.2007																																																																						
																																																																						
"Наименование Избирательной комиссии:    Брянск, Бежицкая"																																																																						
																																																																						
Сводная таблица результатов выборов																																																																						
																																																																						
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №56	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	1816	10	35	35	45	35	35	25	65	45	25	25	25	25	25	25	25	25	25	31	25	25	25	35	35	25	25	25	35	25	25	25	35	35	25	35	25	35	25	25	25	25	15	68	35	35	20	35	20	35	20	25	45	35	0	25	35	25	27	25	10	25	25	25					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	1325	4	30	24	45	23	14	20	65	45	13	18	9	18	18	9	23	19	15	30	24	20	20	27	22	23	11	8	34	23	16	20	22	26	19	26	21	28	25	15	20	13	12	68	23	29	16	23	11	25	5	6	41	17	0	16	12	23	13	16	6	25	13	20					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	724	4	30	9	11	10	13	11	14	8	12	7	9	12	10	10	12	11	8	10	8	9	9	13	12	5	7	13	13	11	5	10	16	6	15	20	10	17	8	3	19	10	13	20	14	11	13	13	16	13	4	9	12	12	24	12	10	11	11	5	7	16	9	19					
14	Число погашенных неиспользованных открепительных удостоверений	491	6	5	11	0	12	21	5	0	0	12	7	16	7	7	16	2	6	10	1	1	5	5	8	13	2	14	17	1	2	9	5	13	9	6	9	4	7	0	10	5	12	3	0	12	6	4	12	9	10	15	19	4	18	0	9	23	2	14	9	4	0	12	5					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	36	0	0	0	0	0	1	2	2	0	0	0	0	1	0	2	0	0	0	1	2	1	1	2	2	2	0	0	0	0	1	0	2	1	0	2	1	3	0	0	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																						
18	1.Политическая партия «Аграрная партия России»	1126	1	14	23	19	21	14	23	8	17	6	11	8	16	19	13	14	12	15	23	25	26	19	17	17	18	14	11	23	11	20	21	22	7	20	32	17	22	17	5	15	33	18	15	22	34	14	23	13	28	8	11	25	21	8	12	37	27	30	21	7	19	27	17					
		1.70%	0.17%	1.03%	1.92%	2.24%	1.66%	1.34%	2.46%	0.89%	1.87%	0.70%	1.30%	0.91%	1.64%	1.78%	1.52%	1.39%	0.98%	1.48%	1.81%	2.19%	2.31%	1.70%	1.18%	1.44%	1.50%	1.71%	1.36%	2.05%	1.26%	2.16%	1.76%	1.82%	0.62%	1.75%	1.93%	1.70%	1.77%	1.45%	0.68%	1.41%	2.69%	1.42%	1.54%	1.82%	2.69%	1.96%	1.92%	2.05%	1.89%	1.52%	1.42%	1.92%	1.64%	1.59%	1.01%	3.16%	2.06%	2.34%	2.92%	0.78%	1.95%	2.92%	1.55%					
19	2.Всероссийская политическая партия «Гражданская Сила»	893	11	9	8	10	10	14	16	9	17	16	12	6	11	11	10	13	13	5	12	23	12	13	12	5	14	14	6	9	12	8	13	14	23	17	46	16	17	24	22	14	26	18	19	24	13	15	19	10	33	5	5	17	8	3	11	13	16	22	8	8	14	12	27					
		1.35%	1.82%	0.66%	0.67%	1.18%	0.79%	1.34%	1.71%	0.99%	1.87%	1.88%	1.42%	0.68%	1.13%	1.03%	1.17%	1.29%	1.06%	0.49%	0.94%	2.02%	1.06%	1.16%	0.83%	0.42%	1.16%	1.71%	0.74%	0.80%	1.37%	0.87%	1.09%	1.16%	2.03%	1.49%	2.77%	1.60%	1.37%	2.04%	2.99%	1.32%	2.12%	1.42%	1.94%	1.99%	1.03%	2.10%	1.59%	1.58%	2.23%	0.95%	0.65%	1.30%	0.63%	0.60%	0.93%	1.11%	1.22%	1.71%	1.11%	0.90%	1.44%	1.30%	2.45%					
20	3.Политическая партия «Демократическая партия России»	75	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	2	1	2	4	0	3	3	2	0	2	1	2	1	0	0	2	1	1	0	7	2	3	1	4	0	1	0	1	1	1	1	0	3	2	0	1	3	1	2	1	0	3	2	2	1	0	1	0					
		0.11%	0.00%	0.07%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.00%	0.00%	0.10%	0.00%	0.12%	0.20%	0.08%	0.20%	0.31%	0.00%	0.27%	0.27%	0.14%	0.00%	0.17%	0.12%	0.25%	0.09%	0.00%	0.00%	0.17%	0.08%	0.09%	0.00%	0.42%	0.20%	0.24%	0.09%	0.54%	0.00%	0.08%	0.00%	0.10%	0.08%	0.08%	0.14%	0.00%	0.47%	0.14%	0.00%	0.13%	0.23%	0.08%	0.40%	0.08%	0.00%	0.23%	0.16%	0.28%	0.11%	0.00%	0.11%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	13075	78	209	164	146	239	200	200	164	196	141	157	179	195	208	161	204	305	190	281	257	268	283	296	262	248	153	143	218	188	175	221	214	190	230	281	220	304	258	138	235	309	306	192	275	257	138	278	155	273	94	108	264	230	109	217	280	265	177	92	98	170	174	215					
		19.73%	12.87%	15.44%	13.66%	17.22%	18.85%	19.18%	21.41%	18.16%	21.51%	16.55%	18.51%	20.27%	20.04%	19.53%	18.81%	20.28%	24.88%	18.72%	22.11%	22.52%	23.78%	25.34%	20.50%	22.26%	20.62%	18.66%	17.70%	19.45%	21.53%	18.94%	18.52%	17.70%	16.77%	20.16%	16.91%	21.98%	24.48%	21.98%	18.80%	22.15%	25.16%	24.09%	19.65%	22.80%	20.35%	19.35%	23.24%	24.49%	18.46%	17.90%	13.99%	20.25%	17.99%	21.63%	18.34%	23.89%	20.26%	13.79%	12.78%	10.97%	17.45%	18.79%	19.55%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	465	4	6	4	4	3	3	2	6	2	8	8	8	6	4	7	6	3	7	15	4	2	11	9	9	7	10	4	8	7	3	13	8	13	12	25	21	6	14	3	11	6	13	9	12	19	3	10	2	8	3	7	10	3	4	6	8	8	7	0	5	8	5	3					
		0.70%	0.66%	0.44%	0.33%	0.47%	0.24%	0.29%	0.21%	0.66%	0.22%	0.94%	0.94%	0.91%	0.62%	0.38%	0.82%	0.60%	0.24%	0.69%	1.18%	0.35%	0.18%	0.98%	0.62%	0.76%	0.58%	1.22%	0.50%	0.71%	0.80%	0.32%	1.09%	0.66%	1.15%	1.05%	1.50%	2.10%	0.48%	1.19%	0.41%	1.04%	0.49%	1.02%	0.92%	0.99%	1.50%	0.42%	0.84%	0.32%	0.54%	0.57%	0.91%	0.77%	0.23%	0.79%	0.51%	0.68%	0.61%	0.55%	0.00%	0.56%	0.82%	0.54%	0.27%					
23	6.Политическая партия «Партия социальной справедливости»	216	1	1	4	1	2	5	2	3	2	2	0	4	4	5	3	7	5	15	4	6	2	4	1	2	1	1	0	2	4	4	0	1	3	4	15	4	6	3	3	2	2	4	7	1	13	0	2	5	3	0	2	6	6	2	1	2	5	4	5	0	2	3	3					
		0.33%	0.17%	0.07%	0.33%	0.12%	0.16%	0.48%	0.21%	0.33%	0.22%	0.23%	0.00%	0.45%	0.41%	0.47%	0.35%	0.70%	0.41%	1.48%	0.31%	0.53%	0.18%	0.36%	0.07%	0.17%	0.08%	0.12%	0.00%	0.18%	0.46%	0.43%	0.00%	0.08%	0.26%	0.35%	0.90%	0.40%	0.48%	0.26%	0.41%	0.19%	0.16%	0.31%	0.72%	0.08%	1.03%	0.00%	0.17%	0.79%	0.20%	0.00%	0.26%	0.46%	0.47%	0.40%	0.08%	0.17%	0.38%	0.31%	0.69%	0.00%	0.21%	0.32%	0.27%					
24	7.Политическая партия «Либерально-демократическая партия России»	5006	53	115	59	73	102	83	76	73	92	79	72	70	84	88	72	74	90	97	100	74	86	62	106	83	74	58	72	86	56	60	111	101	103	76	103	73	97	84	56	64	72	108	98	92	108	38	85	36	117	39	56	92	129	49	85	75	95	87	49	61	60	68	70					
		7.55%	8.75%	8.49%	4.91%	8.61%	8.04%	7.96%	8.14%	8.08%	10.10%	9.27%	8.49%	7.93%	8.63%	8.26%	8.41%	7.36%	7.34%	9.56%	7.87%	6.49%	7.63%	5.55%	7.34%	7.05%	6.15%	7.07%	8.91%	7.67%	6.41%	6.49%	9.30%	8.35%	9.09%	6.66%	6.20%	7.29%	7.81%	7.16%	7.63%	6.03%	5.86%	8.50%	10.03%	7.63%	8.55%	5.33%	7.11%	5.69%	7.91%	7.43%	7.25%	7.06%	10.09%	9.72%	7.19%	6.40%	7.26%	6.78%	6.81%	6.83%	6.16%	7.34%	6.36%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	7358	60	156	80	68	137	130	87	103	87	84	87	78	121	133	104	120	132	106	142	140	150	111	164	123	141	110	94	105	91	94	163	151	148	126	196	130	142	120	94	135	123	145	94	152	152	72	129	56	176	41	81	169	152	52	174	131	159	148	50	74	97	88	100					
		11.10%	9.90%	11.52%	6.66%	8.02%	10.80%	12.46%	9.31%	11.41%	9.55%	9.86%	10.26%	8.83%	12.44%	12.49%	12.15%	11.93%	10.77%	10.44%	11.17%	12.27%	13.31%	9.94%	11.36%	10.45%	11.72%	13.41%	11.63%	9.37%	10.42%	10.17%	13.66%	12.49%	13.06%	11.04%	11.79%	12.99%	11.43%	10.22%	12.81%	12.72%	10.02%	11.42%	9.62%	12.60%	12.03%	10.10%	10.79%	8.85%	11.90%	7.81%	10.49%	12.96%	11.89%	10.32%	14.71%	11.18%	12.16%	11.53%	6.94%	8.29%	9.96%	9.50%	9.09%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	736	4	18	17	9	12	8	9	3	12	7	9	2	2	5	5	12	20	11	10	16	15	14	18	10	6	4	7	9	8	10	14	10	7	16	17	14	17	20	10	13	15	21	5	18	22	6	12	4	27	3	4	16	8	8	20	13	12	15	7	9	10	10	41					
		1.11%	0.66%	1.33%	1.42%	1.06%	0.95%	0.77%	0.96%	0.33%	1.32%	0.82%	1.06%	0.23%	0.21%	0.47%	0.58%	1.19%	1.63%	1.08%	0.79%	1.40%	1.33%	1.25%	1.25%	0.85%	0.50%	0.49%	0.87%	0.80%	0.92%	1.08%	1.17%	0.83%	0.62%	1.40%	1.02%	1.40%	1.37%	1.70%	1.36%	1.23%	1.22%	1.65%	0.51%	1.49%	1.74%	0.84%	1.00%	0.63%	1.83%	0.57%	0.52%	1.23%	0.63%	1.59%	1.69%	1.11%	0.92%	1.17%	0.97%	1.01%	1.03%	1.08%	3.73%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	35856	390	795	823	498	723	567	504	516	462	488	473	509	519	577	459	531	615	545	663	578	540	574	802	646	674	439	459	633	474	531	617	654	603	620	879	477	600	595	373	545	621	601	495	556	616	409	604	329	776	325	484	667	696	256	634	584	686	770	473	614	578	517	595					
		54.10%	64.36%	58.71%	68.53%	58.73%	57.02%	54.36%	53.96%	57.14%	50.71%	57.28%	55.78%	57.64%	53.34%	54.18%	53.62%	52.78%	50.16%	53.69%	52.16%	50.66%	47.91%	51.39%	55.54%	54.89%	56.03%	53.54%	56.81%	56.47%	54.30%	57.47%	51.72%	54.09%	53.22%	54.34%	52.89%	47.65%	48.31%	50.68%	50.82%	51.37%	50.57%	47.32%	50.67%	46.10%	48.77%	57.36%	50.50%	51.97%	52.47%	61.90%	62.69%	51.15%	54.46%	50.79%	53.59%	49.83%	52.45%	59.97%	65.69%	68.76%	59.34%	55.83%	54.09%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	899	2	18	8	15	9	10	7	12	19	16	14	15	8	9	11	9	18	16	9	12	12	15	7	13	9	10	4	19	16	12	9	14	28	20	43	21	18	33	15	17	14	26	23	41	18	14	16	9	21	2	7	19	10	2	13	13	18	14	4	8	7	10	18					
		1.36%	0.33%	1.33%	0.67%	1.77%	0.71%	0.96%	0.75%	1.33%	2.09%	1.88%	1.65%	1.70%	0.82%	0.85%	1.29%	0.89%	1.47%	1.58%	0.71%	1.05%	1.06%	1.34%	0.48%	1.10%	0.75%	1.22%	0.50%	1.69%	1.83%	1.30%	0.75%	1.16%	2.47%	1.75%	2.59%	2.10%	1.45%	2.81%	2.04%	1.60%	1.14%	2.05%	2.35%	3.40%	1.43%	1.96%	1.34%	1.42%	1.42%	0.38%	0.91%	1.46%	0.78%	0.40%	1.10%	1.11%	1.38%	1.09%	0.56%	0.90%	0.72%	1.08%	1.64%					
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
																																																																						
