Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Брянская - 77																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №233	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239	УИК №240									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	98	3	5	1	5	7	5	1	2	1	0	8	5	6	10	10	5	15	8	1	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	74	2	2	4	8	1	2	2	1	4	11	4	10	4	2	1	1	5	10	0	0									
14	Число погашенных неиспользованных открепительных удостоверений	42	2	0	4	6	0	0	4	3	4	5	0	0	0	5	0	0	0	0	4	5									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	17	0	1	0	1	1	0	0	1	0	0	2	2	2	1	0	0	4	2	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																															
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	158	10	14	3	0	16	5	3	2	0	1	14	31	13	8	5	0	14	9	2	8									
		1.19%	1.55%	1.59%	0.69%	0.00%	2.24%	0.77%	0.65%	0.50%	0.00%	0.52%	0.90%	1.81%	1.74%	0.87%	1.95%	0.00%	1.59%	0.97%	0.84%	2.52%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	213	20	5	10	18	9	3	5	8	1	2	0	16	19	16	0	2	36	31	6	6									
		1.61%	3.10%	0.57%	2.30%	1.79%	1.26%	0.46%	1.08%	1.99%	0.87%	1.04%	0.00%	0.93%	2.54%	1.73%	0.00%	1.12%	4.09%	3.34%	2.51%	1.89%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	197	9	10	4	15	13	4	8	6	0	3	24	34	5	9	1	5	21	12	6	8									
		1.49%	1.39%	1.14%	0.92%	1.49%	1.82%	0.62%	1.73%	1.49%	0.00%	1.56%	1.53%	1.98%	0.67%	0.98%	0.39%	2.81%	2.39%	1.29%	2.51%	2.52%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	8457	364	558	206	591	444	452	316	299	69	140	1285	1182	406	565	159	92	441	516	156	216									
		63.84%	56.35%	63.55%	47.47%	58.63%	62.18%	69.97%	68.25%	74.38%	60.00%	72.92%	82.16%	68.96%	54.28%	61.21%	61.87%	51.69%	50.11%	55.54%	65.27%	68.14%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	48	1	0	4	1	4	0	4	1	1	0	0	6	8	3	0	1	5	7	0	2									
		0.36%	0.15%	0.00%	0.92%	0.10%	0.56%	0.00%	0.86%	0.25%	0.87%	0.00%	0.00%	0.35%	1.07%	0.33%	0.00%	0.56%	0.57%	0.75%	0.00%	0.63%									
24	"6. Политическая партия ""Гражданская Платформа"""	33	2	1	0	3	0	0	3	0	0	0	10	7	2	0	0	0	3	1	1	0									
		0.25%	0.31%	0.11%	0.00%	0.30%	0.00%	0.00%	0.65%	0.00%	0.00%	0.00%	0.64%	0.41%	0.27%	0.00%	0.00%	0.00%	0.34%	0.11%	0.42%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1670	83	96	75	167	116	84	67	45	26	15	69	158	108	146	40	34	135	135	33	38									
		12.61%	12.85%	10.93%	17.28%	16.57%	16.25%	13.00%	14.47%	11.19%	22.61%	7.81%	4.41%	9.22%	14.44%	15.82%	15.56%	19.10%	15.34%	14.53%	13.81%	11.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	66	4	7	8	5	6	1	2	0	1	2	0	11	4	6	0	2	4	1	2	0									
		0.50%	0.62%	0.80%	1.84%	0.50%	0.84%	0.15%	0.43%	0.00%	0.87%	1.04%	0.00%	0.64%	0.53%	0.65%	0.00%	1.12%	0.45%	0.11%	0.84%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	97	6	4	9	15	2	1	3	1	0	3	0	13	17	7	4	1	8	1	2	0									
		0.73%	0.93%	0.46%	2.07%	1.49%	0.28%	0.15%	0.65%	0.25%	0.00%	1.56%	0.00%	0.76%	2.27%	0.76%	1.56%	0.56%	0.91%	0.11%	0.84%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	0	0	1	1	0	3	1	0	0	0	4	2	0	0	0	0	1	0	1									
		0.11%	0.00%	0.00%	0.00%	0.10%	0.14%	0.00%	0.65%	0.25%	0.00%	0.00%	0.00%	0.23%	0.27%	0.00%	0.00%	0.00%	0.00%	0.11%	0.00%	0.32%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	128	9	13	4	13	3	5	3	1	0	0	20	17	9	7	2	3	9	8	2	0									
		0.97%	1.39%	1.48%	0.92%	1.29%	0.42%	0.77%	0.65%	0.25%	0.00%	0.00%	1.28%	0.99%	1.20%	0.76%	0.78%	1.69%	1.02%	0.86%	0.84%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1599	116	128	77	134	79	72	27	28	13	20	102	170	122	117	30	26	133	155	22	28									
		12.07%	17.96%	14.58%	17.74%	13.29%	11.06%	11.15%	5.83%	6.97%	11.30%	10.42%	6.52%	9.92%	16.31%	12.68%	11.67%	14.61%	15.11%	16.68%	9.21%	8.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	51	9	2	4	3	2	0	1	0	0	1	0	9	0	7	2	1	5	5	0	0									
		0.38%	1.39%	0.23%	0.92%	0.30%	0.28%	0.00%	0.22%	0.00%	0.00%	0.52%	0.00%	0.53%	0.00%	0.76%	0.78%	0.56%	0.57%	0.54%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	376	13	33	20	36	15	15	13	4	3	5	40	42	26	24	7	8	39	23	5	5									
		2.84%	2.01%	3.76%	4.61%	3.57%	2.10%	2.32%	2.81%	0.99%	2.61%	2.60%	2.56%	2.45%	3.48%	2.60%	2.72%	4.49%	4.43%	2.48%	2.09%	1.58%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
