Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Читинская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №325	УИК №326	УИК №327	УИК №328	УИК №329	УИК №330	УИК №331	УИК №332	УИК №333	УИК №334	УИК №335	УИК №336	УИК №337	УИК №338	УИК №339	УИК №340	УИК №341	УИК №342	УИК №343	УИК №344	УИК №345	УИК №346	УИК №347	УИК №348	УИК №349	УИК №350	УИК №351	УИК №352	УИК №353	УИК №354	УИК №355	УИК №356	УИК №357	УИК №358	УИК №359	УИК №360	УИК №361	УИК №362	УИК №363	УИК №364	УИК №365	УИК №366	УИК №367	УИК №368	УИК №369	УИК №370	УИК №371	УИК №372	УИК №373	УИК №374	УИК №375	УИК №376	УИК №377	УИК №378					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	272	0	1	0	1	10	2	10	8	1	0	0	2	2	3	5	5	4	2	1	1	4	9	9	1	3	3	21	26	0	2	2	1	8	0	3	2	11	16	15	19	10	9	7	5	2	3	4	5	3	0	1	0	2	8					
		1.20%	0.00%	1.47%	0.00%	0.20%	1.17%	0.43%	0.85%	1.32%	1.61%	0.00%	0.00%	1.55%	0.37%	1.46%	1.63%	1.23%	1.50%	0.68%	1.04%	0.93%	0.76%	3.17%	1.45%	0.53%	0.71%	2.94%	1.19%	2.39%	0.00%	1.77%	0.68%	0.81%	1.10%	0.00%	0.90%	1.43%	2.32%	1.83%	1.33%	2.03%	2.09%	1.67%	1.03%	0.86%	0.81%	0.47%	1.31%	1.32%	2.33%	0.00%	0.76%	0.00%	0.38%	1.07%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	4435	39	15	14	112	149	55	246	92	15	8	10	40	155	101	23	70	38	41	14	16	75	59	93	25	75	5	273	211	41	15	66	28	139	34	61	22	104	151	267	152	86	110	173	153	56	163	82	110	30	12	27	58	94	132					
		19.49%	18.06%	22.06%	14.29%	22.90%	17.47%	11.78%	21.01%	15.18%	24.19%	21.05%	19.61%	31.01%	29.03%	49.03%	7.49%	17.24%	14.23%	14.04%	14.58%	14.81%	14.29%	20.77%	14.95%	13.23%	17.73%	4.90%	15.42%	19.41%	13.14%	13.27%	22.30%	22.76%	19.12%	19.43%	18.26%	15.71%	21.89%	17.30%	23.59%	16.24%	17.99%	20.41%	25.55%	26.20%	22.76%	25.35%	26.80%	29.10%	23.26%	11.21%	20.61%	36.25%	17.70%	17.62%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	318	2	1	0	0	15	4	31	19	2	2	3	0	2	0	3	3	4	4	3	1	3	0	12	0	5	0	21	14	0	2	7	1	19	0	3	3	11	15	21	7	16	6	5	10	3	6	3	4	0	3	2	0	4	13					
		1.40%	0.93%	1.47%	0.00%	0.00%	1.76%	0.86%	2.65%	3.14%	3.23%	5.26%	5.88%	0.00%	0.37%	0.00%	0.98%	0.74%	1.50%	1.37%	3.13%	0.93%	0.57%	0.00%	1.93%	0.00%	1.18%	0.00%	1.19%	1.29%	0.00%	1.77%	2.36%	0.81%	2.61%	0.00%	0.90%	2.14%	2.32%	1.72%	1.86%	0.75%	3.35%	1.11%	0.74%	1.71%	1.22%	0.93%	0.98%	1.06%	0.00%	2.80%	1.53%	0.00%	0.75%	1.74%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	9184	81	28	60	210	423	288	441	249	20	11	22	59	212	63	142	235	109	126	35	51	179	85	229	95	169	63	768	378	148	49	128	67	269	68	153	60	204	304	339	387	172	196	239	196	100	212	127	151	64	48	46	43	256	327					
		40.35%	37.50%	41.18%	61.22%	42.94%	49.59%	61.67%	37.66%	41.09%	32.26%	28.95%	43.14%	45.74%	39.70%	30.58%	46.25%	57.88%	40.82%	43.15%	36.46%	47.22%	34.10%	29.93%	36.82%	50.26%	39.95%	61.76%	43.39%	34.77%	47.44%	43.36%	43.24%	54.47%	37.00%	38.86%	45.81%	42.86%	42.95%	34.82%	29.95%	41.35%	35.98%	36.36%	35.30%	33.56%	40.65%	32.97%	41.50%	39.95%	49.61%	44.86%	35.11%	26.88%	48.21%	43.66%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	89	4	1	0	0	3	1	3	5	0	0	0	0	1	0	2	3	0	3	0	0	2	0	0	1	2	0	8	7	0	0	0	0	4	0	2	0	3	4	3	5	10	1	2	2	2	3	0	0	0	0	0	0	0	2					
		0.39%	1.85%	1.47%	0.00%	0.00%	0.35%	0.21%	0.26%	0.83%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.65%	0.74%	0.00%	1.03%	0.00%	0.00%	0.38%	0.00%	0.00%	0.53%	0.47%	0.00%	0.45%	0.64%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.60%	0.00%	0.63%	0.46%	0.27%	0.53%	2.09%	0.19%	0.30%	0.34%	0.81%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
