Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																														
Дата голосования: 18.09.2016																																														
																																														
Наименование Избирательной комиссии:    Плесецкая																																														
																																														
Сводная таблица итогов голосования по федеральному избирательному округу																																														
																																														
		Сумма	УИК №708	УИК №709	УИК №710	УИК №711	УИК №712	УИК №713	УИК №714	УИК №715	УИК №716	УИК №717	УИК №718	УИК №719	УИК №720	УИК №721	УИК №722	УИК №723	УИК №724	УИК №725	УИК №726	УИК №728	УИК №729	УИК №731	УИК №732	УИК №733	УИК №734	УИК №735	УИК №736	УИК №737	УИК №738	УИК №739	УИК №740	УИК №741	УИК №742	УИК №743	УИК №744									
		3.18%	3.18%	2.70%	3.53%	3.44%	1.42%	1.11%	3.93%	2.78%	3.40%	4.03%	3.01%	1.71%	3.86%	3.05%	2.57%	3.94%	1.48%	1.30%	7.63%	2.39%	2.99%	2.61%	2.80%	3.49%	1.16%	5.67%	5.82%	0.00%	2.61%	4.17%	0.64%	4.17%	2.78%	0.00%	2.48%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6125	91	174	247	199	64	60	148	69	239	126	375	80	369	154	187	382	259	88	63	175	298	372	303	120	227	388	112	65	155	104	84	76	68	99	105									
		47.73%	57.96%	39.10%	48.43%	52.65%	45.39%	66.67%	48.52%	38.33%	36.94%	31.74%	40.32%	68.38%	44.57%	46.95%	48.07%	45.64%	47.79%	57.14%	53.39%	69.72%	49.50%	46.27%	47.20%	52.40%	65.61%	43.99%	59.26%	46.43%	57.84%	54.17%	53.85%	52.78%	37.78%	88.39%	51.98%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	79	0	1	4	6	0	0	3	1	1	6	6	0	3	6	3	7	3	2	0	3	4	9	0	1	1	2	0	0	1	0	0	1	0	3	2									
		0.62%	0.00%	0.22%	0.78%	1.59%	0.00%	0.00%	0.98%	0.56%	0.15%	1.51%	0.65%	0.00%	0.36%	1.83%	0.77%	0.84%	0.55%	1.30%	0.00%	1.20%	0.66%	1.12%	0.00%	0.44%	0.29%	0.23%	0.00%	0.00%	0.37%	0.00%	0.00%	0.69%	0.00%	2.68%	0.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	18	0	0	0	0	0	0	0	0	0	1	2	0	4	0	0	1	1	0	1	1	1	1	1	0	0	0	0	3	0	0	0	1	0	0	0									
		0.14%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.22%	0.00%	0.48%	0.00%	0.00%	0.12%	0.18%	0.00%	0.85%	0.40%	0.17%	0.12%	0.16%	0.00%	0.00%	0.00%	0.00%	2.14%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2556	35	122	102	84	40	12	80	41	164	106	177	12	144	59	83	186	108	31	25	21	109	161	128	32	58	194	18	36	43	28	24	24	33	4	32									
		19.92%	22.29%	27.42%	20.00%	22.22%	28.37%	13.33%	26.23%	22.78%	25.35%	26.70%	19.03%	10.26%	17.39%	17.99%	21.34%	22.22%	19.93%	20.13%	21.19%	8.37%	18.11%	20.02%	19.94%	13.97%	16.76%	21.99%	9.52%	25.71%	16.04%	14.58%	15.38%	16.67%	18.33%	3.57%	15.84%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	82	1	6	5	1	0	0	3	1	3	4	4	0	10	2	4	6	9	0	0	1	3	5	7	0	0	6	0	0	0	0	0	1	0	0	0									
		0.64%	0.64%	1.35%	0.98%	0.26%	0.00%	0.00%	0.98%	0.56%	0.46%	1.01%	0.43%	0.00%	1.21%	0.61%	1.03%	0.72%	1.66%	0.00%	0.00%	0.40%	0.50%	0.62%	1.09%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	114	0	2	4	5	0	0	0	2	9	3	6	1	9	5	10	11	4	1	0	1	4	8	8	1	0	8	2	1	2	3	1	1	0	0	2									
		0.89%	0.00%	0.45%	0.78%	1.32%	0.00%	0.00%	0.00%	1.11%	1.39%	0.76%	0.65%	0.85%	1.09%	1.52%	2.57%	1.31%	0.74%	0.65%	0.00%	0.40%	0.66%	0.99%	1.25%	0.44%	0.00%	0.91%	1.06%	0.71%	0.75%	1.56%	0.64%	0.69%	0.00%	0.00%	0.99%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	25	0	1	2	0	0	0	0	0	2	0	4	0	1	0	0	3	0	0	0	0	2	1	1	1	0	2	0	0	2	0	0	0	1	0	2									
		0.19%	0.00%	0.22%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.00%	0.43%	0.00%	0.12%	0.00%	0.00%	0.36%	0.00%	0.00%	0.00%	0.00%	0.33%	0.12%	0.16%	0.44%	0.00%	0.23%	0.00%	0.00%	0.75%	0.00%	0.00%	0.00%	0.56%	0.00%	0.99%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	124	0	5	2	4	0	2	0	3	5	3	13	0	17	8	3	9	9	0	2	2	7	5	4	1	2	6	3	0	3	1	1	1	0	0	3									
		0.97%	0.00%	1.12%	0.39%	1.06%	0.00%	2.22%	0.00%	1.67%	0.77%	0.76%	1.40%	0.00%	2.05%	2.44%	0.77%	1.08%	1.66%	0.00%	1.69%	0.80%	1.16%	0.62%	0.62%	0.44%	0.58%	0.68%	1.59%	0.00%	1.12%	0.52%	0.64%	0.69%	0.00%	0.00%	1.49%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1811	12	80	73	34	16	7	32	38	113	74	146	13	139	43	41	99	85	14	6	23	74	114	91	45	36	136	29	20	35	26	23	19	41	2	32									
		14.11%	7.64%	17.98%	14.31%	8.99%	11.35%	7.78%	10.49%	21.11%	17.47%	18.64%	15.70%	11.11%	16.79%	13.11%	10.54%	11.83%	15.68%	9.09%	5.08%	9.16%	12.29%	14.18%	14.17%	19.65%	10.40%	15.42%	15.34%	14.29%	13.06%	13.54%	14.74%	13.19%	22.78%	1.79%	15.84%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	41	0	1	1	1	0	0	0	1	3	1	3	0	0	1	3	3	1	0	1	1	2	10	3	0	1	2	0	1	0	0	0	1	0	0	0									
		0.32%	0.00%	0.22%	0.20%	0.26%	0.00%	0.00%	0.00%	0.56%	0.46%	0.25%	0.32%	0.00%	0.00%	0.30%	0.77%	0.36%	0.18%	0.00%	0.85%	0.40%	0.33%	1.24%	0.47%	0.00%	0.29%	0.23%	0.00%	0.71%	0.00%	0.00%	0.00%	0.69%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	769	6	25	25	19	10	3	15	8	48	26	96	2	55	25	28	51	33	11	7	5	45	58	44	11	12	39	3	5	11	10	4	10	10	2	7									
		5.99%	3.82%	5.62%	4.90%	5.03%	7.09%	3.33%	4.92%	4.44%	7.42%	6.55%	10.32%	1.71%	6.64%	7.62%	7.20%	6.09%	6.09%	7.14%	5.93%	1.99%	7.48%	7.21%	6.85%	4.80%	3.47%	4.42%	1.59%	3.57%	4.10%	5.21%	2.56%	6.94%	5.56%	1.79%	3.47%									
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
