Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																															
Дата голосования: 07.12.2003 0:00:00																																																															
																																																															
"Наименование Избирательной комиссии:    Тольятти, Центральная"																																																															
																																																															
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																															
																																																															
		Сумма	УИК №1675	УИК №1676	УИК №1677	УИК №1678	УИК №1679	УИК №1680	УИК №1681	УИК №1682	УИК №1683	УИК №1684	УИК №1685	УИК №1686	УИК №1687	УИК №1688	УИК №1689	УИК №1690	УИК №1691	УИК №1692	УИК №1693	УИК №1694	УИК №1695	УИК №1696	УИК №1697	УИК №1698	УИК №1699	УИК №1700	УИК №1701	УИК №1702	УИК №1703	УИК №1704	УИК №1705	УИК №1706	УИК №1707	УИК №1708	УИК №1709	УИК №1710	УИК №1711	УИК №1712	УИК №1713	УИК №1714	УИК №1715	УИК №1716	УИК №1717	УИК №1718	УИК №1719	УИК №1720	УИК №1721	УИК №1722	УИК №1723	УИК №1724	УИК №1725	УИК №1726	УИК №1727	УИК №1728	УИК №1729	УИК №1730					
		4.94%	6.26%	3.41%	5.38%	5.36%	5.02%	5.63%	6.64%	5.92%	7.10%	5.31%	6.86%	8.79%	7.96%	7.40%	6.05%	4.24%	4.90%	4.61%	5.11%	4.38%	4.54%	4.80%	5.28%	4.79%	4.72%	3.99%	4.86%	3.95%	2.71%	4.00%	3.67%	5.31%	2.24%	3.53%	3.64%	5.35%	6.14%	3.97%	4.84%	4.73%	4.02%	2.41%	3.59%	5.19%	4.21%	1.99%	6.15%	3.68%	5.14%	3.50%	4.37%	6.31%	2.88%	5.20%	0.98%	3.44%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2077	33	24	46	46	49	44	62	39	30	26	36	44	39	35	36	46	59	30	31	41	41	37	32	48	39	36	57	40	33	43	43	44	56	76	43	40	49	48	28	17	18	30	37	37	46	37	35	48	22	44	33	14	8	13	4	5					
		3.51%	3.04%	2.48%	3.75%	3.33%	4.10%	4.35%	4.47%	3.44%	2.59%	2.03%	3.08%	3.55%	2.72%	2.75%	3.25%	3.98%	5.36%	3.21%	2.64%	3.33%	3.73%	3.48%	3.75%	3.70%	3.12%	3.12%	4.69%	3.23%	3.20%	3.44%	3.51%	3.59%	5.24%	6.24%	4.02%	3.75%	4.06%	3.89%	2.55%	2.01%	2.68%	3.45%	3.80%	3.14%	3.59%	4.91%	2.90%	4.42%	2.30%	3.66%	2.22%	1.96%	7.69%	6.77%	3.92%	5.74%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	2879	79	37	71	71	49	56	65	54	86	86	67	89	119	94	81	73	43	23	50	69	57	43	28	69	76	51	67	67	36	44	61	53	40	42	32	29	34	25	52	57	22	35	55	31	50	30	61	45	37	39	74	56	5	4	6	4					
		4.86%	7.28%	3.82%	5.79%	5.14%	4.10%	5.53%	4.69%	4.77%	7.45%	6.71%	5.74%	7.18%	8.31%	7.40%	7.31%	6.33%	3.90%	2.46%	4.25%	5.60%	5.18%	4.05%	3.28%	5.33%	6.08%	4.42%	5.52%	5.41%	3.49%	3.52%	4.98%	4.33%	3.74%	3.45%	2.99%	2.72%	2.82%	2.02%	4.74%	6.75%	3.28%	4.02%	5.65%	2.63%	3.90%	3.98%	5.07%	4.14%	3.88%	3.25%	4.98%	7.85%	4.80%	2.08%	5.88%	4.59%					
22	"5. ""За Русь Святую"""	328	7	8	6	10	7	9	5	4	8	5	3	6	7	7	3	8	3	3	7	6	2	9	8	8	4	9	13	11	4	7	14	5	2	6	2	5	6	8	6	2	1	0	6	14	6	8	7	8	7	7	6	2	0	2	0	1					
		0.55%	0.64%	0.82%	0.48%	0.72%	0.58%	0.89%	0.36%	0.35%	0.69%	0.39%	0.25%	0.48%	0.48%	0.55%	0.27%	0.69%	0.27%	0.32%	0.59%	0.48%	0.18%	0.84%	0.93%	0.61%	0.32%	0.78%	1.07%	0.88%	0.38%	0.56%	1.14%	0.40%	0.18%	0.49%	0.18%	0.46%	0.49%	0.64%	0.54%	0.23%	0.14%	0.0%	0.61%	1.19%	0.46%	1.06%	0.58%	0.73%	0.73%	0.58%	0.40%	0.28%	0.0%	1.04%	0.0%	1.14%					
23	"6. ""Объединенная Российская партия ""Русь"""	101	1	0	0	8	5	0	1	2	1	4	3	1	1	2	2	2	2	2	3	1	2	4	4	2	2	3	1	1	2	0	2	1	2	3	3	0	1	2	1	2	0	1	1	2	0	9	2	1	2	0	1	3	0	0	0	0					
		0.17%	0.09%	0.0%	0.0%	0.58%	0.41%	0.0%	0.07%	0.17%	0.08%	0.31%	0.25%	0.08%	0.06%	0.15%	0.18%	0.17%	0.18%	0.21%	0.25%	0.08%	0.18%	0.37%	0.46%	0.15%	0.16%	0.26%	0.08%	0.08%	0.19%	0.0%	0.16%	0.08%	0.18%	0.24%	0.28%	0.0%	0.08%	0.16%	0.09%	0.23%	0.0%	0.11%	0.10%	0.17%	0.0%	1.19%	0.16%	0.09%	0.20%	0.0%	0.06%	0.42%	0.0%	0.0%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	470	6	3	10	12	4	6	16	9	7	19	13	7	14	7	9	10	5	5	4	13	12	3	12	8	8	11	8	9	3	10	11	9	10	6	8	6	15	10	14	11	6	2	8	11	15	8	13	7	3	5	19	5	2	1	1	1					
		0.79%	0.55%	0.31%	0.81%	0.87%	0.33%	0.59%	1.15%	0.79%	0.60%	1.48%	1.11%	0.56%	0.97%	0.55%	0.81%	0.86%	0.45%	0.53%	0.34%	1.05%	1.09%	0.28%	1.40%	0.61%	0.64%	0.95%	0.65%	0.72%	0.29%	0.80%	0.89%	0.73%	0.93%	0.49%	0.74%	0.56%	1.24%	0.81%	1.27%	1.30%	0.89%	0.23%	0.82%	0.93%	1.17%	1.06%	1.08%	0.64%	0.31%	0.41%	1.27%	0.70%	1.92%	0.52%	0.98%	1.14%					
25	"8. ""Народно-республиканская партия России"""	69	1	0	1	4	2	0	8	1	0	4	1	0	2	0	0	0	0	1	3	0	4	1	1	1	1	1	4	0	2	0	0	3	0	1	1	0	0	2	7	0	1	0	5	1	0	1	0	0	0	1	3	0	0	0	0	0					
		0.11%	0.09%	0.0%	0.08%	0.29%	0.16%	0.0%	0.57%	0.08%	0.0%	0.31%	0.08%	0.0%	0.13%	0.0%	0.0%	0.0%	0.0%	0.10%	0.25%	0.0%	0.36%	0.09%	0.11%	0.07%	0.08%	0.08%	0.32%	0.0%	0.19%	0.0%	0.0%	0.24%	0.0%	0.08%	0.09%	0.0%	0.0%	0.16%	0.63%	0.0%	0.14%	0.0%	0.51%	0.08%	0.0%	0.13%	0.0%	0.0%	0.0%	0.08%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	419	13	14	9	12	8	7	15	4	4	10	9	15	9	10	16	9	12	7	4	8	8	5	5	20	3	6	6	5	5	7	7	14	7	8	2	5	6	10	5	6	4	8	2	13	10	2	9	10	0	9	12	5	0	0	0	0					
		0.70%	1.19%	1.44%	0.73%	0.87%	0.66%	0.69%	1.08%	0.35%	0.34%	0.78%	0.77%	1.21%	0.62%	0.78%	1.44%	0.78%	1.09%	0.75%	0.34%	0.64%	0.72%	0.47%	0.58%	1.54%	0.24%	0.52%	0.49%	0.40%	0.48%	0.56%	0.57%	1.14%	0.65%	0.65%	0.18%	0.46%	0.49%	0.81%	0.45%	0.71%	0.59%	0.92%	0.20%	1.10%	0.78%	0.26%	0.74%	0.92%	0.0%	0.75%	0.80%	0.70%	0.0%	0.0%	0.0%	0.0%					
27	"10. ""Аграрная партия России"""	1381	16	32	30	37	31	22	45	31	26	32	31	18	22	35	30	21	27	20	29	15	30	33	17	21	29	36	30	40	16	29	27	19	24	45	38	23	27	25	21	18	15	21	22	22	28	17	26	18	22	22	25	21	6	12	4	2					
		2.33%	1.47%	3.30%	2.44%	2.68%	2.59%	2.17%	3.25%	2.74%	2.25%	2.5%	2.65%	1.45%	1.53%	2.75%	2.71%	1.82%	2.45%	2.14%	2.47%	1.21%	2.72%	3.11%	1.99%	1.62%	2.32%	3.12%	2.47%	3.23%	1.55%	2.32%	2.20%	1.55%	2.24%	3.69%	3.55%	2.15%	2.24%	2.02%	1.91%	2.13%	2.23%	2.41%	2.26%	1.87%	2.18%	2.25%	2.16%	1.65%	2.30%	1.83%	1.68%	2.94%	5.76%	6.25%	3.92%	2.29%					
28	"11. ""Истинные патриоты России"""	45	0	1	0	0	0	0	5	1	1	0	0	1	0	0	1	1	0	1	1	0	1	0	0	3	0	4	0	3	0	0	0	2	1	0	2	1	0	0	1	0	2	0	1	2	1	0	1	1	0	2	3	1	0	0	0	0					
		0.07%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.36%	0.08%	0.08%	0.0%	0.0%	0.08%	0.0%	0.0%	0.09%	0.08%	0.0%	0.10%	0.08%	0.0%	0.09%	0.0%	0.0%	0.23%	0.0%	0.34%	0.0%	0.24%	0.0%	0.0%	0.0%	0.16%	0.09%	0.0%	0.18%	0.09%	0.0%	0.0%	0.09%	0.0%	0.29%	0.0%	0.10%	0.17%	0.07%	0.0%	0.08%	0.09%	0.0%	0.16%	0.20%	0.14%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	1329	25	13	22	45	30	25	24	32	32	31	24	28	30	37	18	33	15	18	25	28	22	26	27	24	19	19	24	32	26	24	30	28	22	26	34	33	26	21	21	20	10	16	25	31	31	14	34	15	17	16	49	20	3	6	2	1					
		2.24%	2.30%	1.34%	1.79%	3.26%	2.51%	2.47%	1.73%	2.82%	2.77%	2.42%	2.05%	2.25%	2.09%	2.91%	1.62%	2.86%	1.36%	1.93%	2.12%	2.27%	2.00%	2.45%	3.16%	1.85%	1.52%	1.64%	1.97%	2.58%	2.52%	1.92%	2.45%	2.28%	2.06%	2.13%	3.18%	3.09%	2.15%	1.70%	1.91%	2.36%	1.49%	1.84%	2.56%	2.63%	2.41%	1.85%	2.82%	1.38%	1.78%	1.33%	3.29%	2.80%	2.88%	3.12%	1.96%	1.14%					
30	"13. ""Демократическая партия России"""	97	2	2	0	3	0	0	2	4	3	1	2	0	4	1	2	3	0	1	1	4	3	2	2	0	2	1	1	1	0	1	3	0	3	4	5	3	3	1	1	1	4	5	1	2	3	0	2	4	1	0	3	0	0	0	0	0					
		0.16%	0.18%	0.20%	0.0%	0.21%	0.0%	0.0%	0.14%	0.35%	0.25%	0.07%	0.17%	0.0%	0.27%	0.07%	0.18%	0.26%	0.0%	0.10%	0.08%	0.32%	0.27%	0.18%	0.23%	0.0%	0.16%	0.08%	0.08%	0.08%	0.0%	0.08%	0.24%	0.0%	0.28%	0.32%	0.46%	0.28%	0.24%	0.08%	0.09%	0.11%	0.59%	0.57%	0.10%	0.17%	0.23%	0.0%	0.16%	0.36%	0.10%	0.0%	0.20%	0.0%	0.0%	0.0%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	99	2	1	1	0	0	2	5	3	3	2	0	4	1	2	1	3	4	0	1	3	0	0	1	0	4	2	2	0	2	5	0	1	1	2	4	2	2	6	1	2	2	0	1	3	5	2	2	0	0	2	1	0	2	1	3	0					
		0.16%	0.18%	0.10%	0.08%	0.0%	0.0%	0.19%	0.36%	0.26%	0.25%	0.15%	0.0%	0.32%	0.06%	0.15%	0.09%	0.26%	0.36%	0.0%	0.08%	0.24%	0.0%	0.0%	0.11%	0.0%	0.32%	0.17%	0.16%	0.0%	0.19%	0.40%	0.0%	0.08%	0.09%	0.16%	0.37%	0.18%	0.16%	0.48%	0.09%	0.23%	0.29%	0.0%	0.10%	0.25%	0.39%	0.26%	0.16%	0.0%	0.0%	0.16%	0.06%	0.0%	1.92%	0.52%	2.94%	0.0%					
32	"15. ""Партия СЛОН"""	77	2	4	1	0	0	1	2	1	2	2	4	1	4	2	4	0	2	1	2	3	0	1	0	0	1	1	1	1	3	4	6	0	1	0	1	1	3	0	0	0	0	1	1	4	0	0	2	3	1	0	2	0	0	1	0	0					
		0.13%	0.18%	0.41%	0.08%	0.0%	0.0%	0.09%	0.14%	0.08%	0.17%	0.15%	0.34%	0.08%	0.27%	0.15%	0.36%	0.0%	0.18%	0.10%	0.17%	0.24%	0.0%	0.09%	0.0%	0.0%	0.08%	0.08%	0.08%	0.08%	0.29%	0.32%	0.49%	0.0%	0.09%	0.0%	0.09%	0.09%	0.24%	0.0%	0.0%	0.0%	0.0%	0.11%	0.10%	0.34%	0.0%	0.0%	0.16%	0.27%	0.10%	0.0%	0.13%	0.0%	0.0%	0.52%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	5842	105	92	100	166	123	88	161	116	150	134	144	135	166	172	133	127	117	82	146	93	100	131	87	151	126	110	101	108	105	138	99	107	93	92	94	126	108	117	104	77	39	69	80	86	96	55	131	75	109	110	145	101	2	6	8	6					
		9.87%	9.67%	9.51%	8.16%	12.03%	10.29%	8.70%	11.63%	10.25%	12.99%	10.46%	12.34%	10.89%	11.60%	13.54%	12.01%	11.01%	10.63%	8.79%	12.43%	7.55%	9.09%	12.34%	10.21%	11.66%	10.08%	9.54%	8.32%	8.72%	10.18%	11.05%	8.09%	8.74%	8.71%	7.55%	8.79%	11.83%	8.97%	9.48%	9.49%	9.12%	5.82%	7.94%	8.22%	7.31%	7.49%	7.30%	10.88%	6.91%	11.43%	9.17%	9.76%	14.16%	1.92%	3.12%	7.84%	6.89%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	64	1	0	1	1	0	1	1	1	1	0	1	3	2	3	0	3	1	2	1	3	1	0	1	1	2	0	3	2	1	0	0	3	1	0	3	0	0	1	0	1	3	2	3	2	2	1	2	0	0	0	1	0	0	2	0	0					
		0.10%	0.09%	0.0%	0.08%	0.07%	0.0%	0.09%	0.07%	0.08%	0.08%	0.0%	0.08%	0.24%	0.13%	0.23%	0.0%	0.26%	0.09%	0.21%	0.08%	0.24%	0.09%	0.0%	0.11%	0.07%	0.16%	0.0%	0.24%	0.16%	0.09%	0.0%	0.0%	0.24%	0.09%	0.0%	0.28%	0.0%	0.0%	0.08%	0.0%	0.11%	0.44%	0.23%	0.30%	0.17%	0.15%	0.13%	0.16%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	1.04%	0.0%	0.0%					
35	"18. ""ЛДПР"""	8612	139	136	200	149	172	115	145	126	126	188	152	132	185	169	162	167	172	206	133	196	144	163	121	139	119	169	152	179	139	177	183	165	145	220	183	171	200	197	152	140	138	153	125	254	254	120	174	179	147	231	277	71	20	17	13	11					
		14.56%	12.81%	14.06%	16.32%	10.80%	14.39%	11.37%	10.47%	11.14%	10.91%	14.68%	13.03%	10.65%	12.92%	13.30%	14.63%	14.48%	15.63%	22.10%	11.32%	15.92%	13.10%	15.36%	14.20%	10.74%	9.52%	14.67%	12.53%	14.45%	13.48%	14.18%	14.96%	13.48%	13.58%	18.07%	17.11%	16.05%	16.61%	15.97%	13.88%	16.58%	20.59%	17.60%	12.84%	21.61%	19.82%	15.93%	14.46%	16.49%	15.42%	19.26%	18.65%	9.95%	19.23%	8.85%	12.74%	12.64%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	845	15	14	10	27	15	26	24	16	5	12	14	22	12	12	10	20	10	15	15	20	15	11	8	23	14	18	25	22	26	27	14	16	22	10	15	9	25	19	14	11	9	19	16	11	21	17	17	12	15	12	28	3	0	2	2	3					
		1.42%	1.38%	1.44%	0.81%	1.95%	1.25%	2.57%	1.73%	1.41%	0.43%	0.93%	1.20%	1.77%	0.83%	0.94%	0.90%	1.73%	0.90%	1.60%	1.27%	1.62%	1.36%	1.03%	0.93%	1.77%	1.12%	1.56%	2.06%	1.77%	2.52%	2.16%	1.14%	1.30%	2.06%	0.82%	1.40%	0.84%	2.07%	1.54%	1.27%	1.30%	1.34%	2.18%	1.64%	0.93%	1.63%	2.25%	1.41%	1.10%	1.57%	1.00%	1.88%	0.42%	0.0%	1.04%	1.96%	3.44%					
37	"20. ""Политическая партия ""Единая Россия"""	19877	373	365	408	418	398	364	422	358	383	377	369	371	408	334	340	362	370	334	384	417	407	337	256	455	454	416	425	452	379	425	420	457	412	395	352	361	389	456	384	271	231	314	363	398	464	282	406	412	314	416	466	211	41	50	27	24					
		33.61%	34.37%	37.74%	33.30%	30.31%	33.30%	36.00%	30.49%	31.65%	33.18%	29.45%	31.64%	29.94%	28.51%	26.29%	30.71%	31.39%	33.63%	35.83%	32.70%	33.87%	37.03%	31.76%	30.04%	35.16%	36.34%	36.11%	35.03%	36.51%	36.76%	34.05%	34.34%	37.33%	38.61%	32.45%	32.92%	33.89%	32.30%	36.98%	35.06%	32.10%	34.47%	36.13%	37.30%	33.87%	36.22%	37.45%	33.74%	37.97%	32.94%	34.69%	31.38%	29.59%	39.42%	26.04%	26.47%	27.58%					
38	"21. ""Российская Конституционно-демократическая партия"""	84	1	1	1	1	0	0	3	0	3	1	1	4	2	1	0	2	0	1	4	13	0	1	1	2	6	5	2	0	1	0	0	4	3	2	3	1	1	0	3	0	0	1	0	4	0	0	2	0	0	2	0	0	0	1	0	0					
		0.14%	0.09%	0.10%	0.08%	0.07%	0.0%	0.0%	0.21%	0.0%	0.25%	0.07%	0.08%	0.32%	0.13%	0.07%	0.0%	0.17%	0.0%	0.10%	0.34%	1.05%	0.0%	0.09%	0.11%	0.15%	0.48%	0.43%	0.16%	0.0%	0.09%	0.0%	0.0%	0.32%	0.28%	0.16%	0.28%	0.09%	0.08%	0.0%	0.27%	0.0%	0.0%	0.11%	0.0%	0.34%	0.0%	0.0%	0.16%	0.0%	0.0%	0.16%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	165	2	4	4	1	3	1	4	5	3	2	6	0	8	1	7	0	6	2	3	2	2	3	6	2	2	2	4	5	3	6	0	0	4	9	2	1	5	3	2	7	4	4	2	4	2	2	1	3	2	3	3	3	0	0	0	0					
		0.27%	0.18%	0.41%	0.32%	0.07%	0.25%	0.09%	0.28%	0.44%	0.25%	0.15%	0.51%	0.0%	0.55%	0.07%	0.63%	0.0%	0.54%	0.21%	0.25%	0.16%	0.18%	0.28%	0.70%	0.15%	0.16%	0.17%	0.32%	0.40%	0.29%	0.48%	0.0%	0.0%	0.37%	0.73%	0.18%	0.09%	0.41%	0.24%	0.18%	0.82%	0.59%	0.46%	0.20%	0.34%	0.15%	0.26%	0.08%	0.27%	0.20%	0.25%	0.20%	0.42%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	7485	131	135	155	192	162	126	176	168	131	169	138	163	195	166	114	137	125	62	180	153	119	127	134	192	175	145	152	147	143	179	156	138	137	155	141	118	167	152	139	110	80	111	125	107	154	100	132	142	129	133	176	116	6	32	18	20					
		12.65%	12.07%	13.96%	12.65%	13.92%	13.55%	12.46%	12.71%	14.85%	11.35%	13.20%	11.83%	13.15%	13.62%	13.07%	10.29%	11.88%	11.36%	6.65%	15.33%	12.42%	10.82%	11.96%	15.72%	14.83%	14.01%	12.58%	12.53%	11.87%	13.87%	14.34%	12.75%	11.27%	12.83%	12.73%	13.18%	11.07%	13.87%	12.32%	12.69%	13.03%	11.94%	12.77%	12.84%	9.10%	12.02%	13.28%	10.97%	13.08%	13.53%	11.09%	11.85%	16.26%	5.76%	16.66%	17.64%	22.98%					
																																																															
41	Против всех	2644	43	33	71	68	50	38	72	71	44	74	52	60	63	69	51	59	57	53	66	62	50	46	35	38	56	41	52	47	51	56	71	65	44	49	37	52	49	57	53	29	39	31	35	48	24	13	47	34	50	68	70	31	4	4	8	4					
