Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Октябрьская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №549	УИК №550	УИК №551	УИК №552	УИК №553	УИК №554	УИК №555									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	212	6	4	1	7	0	3	7	10	3	2	8	8	4	6	0	1	1	0	3	4	15	4	1	3	2	10	4	14	8	20	2	4	3	7	3	10	1	6	14	2	1									
		0.42%	1.43%	0.34%	0.10%	0.42%	0.00%	0.21%	0.60%	0.51%	0.43%	0.48%	0.69%	1.94%	0.28%	0.38%	0.00%	0.07%	0.14%	0.00%	0.22%	0.36%	1.84%	0.26%	0.12%	0.24%	0.12%	0.58%	0.27%	1.40%	0.50%	2.50%	0.35%	0.25%	0.18%	0.38%	0.18%	0.61%	0.19%	0.53%	1.33%	0.18%	0.07%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	414	25	7	42	7	2	5	29	9	23	4	0	25	1	10	15	16	1	0	3	5	13	20	9	8	2	4	11	21	7	20	4	7	4	5	9	11	2	5	18	3	2									
		0.83%	5.95%	0.59%	4.29%	0.42%	0.18%	0.35%	2.49%	0.46%	3.27%	0.96%	0.00%	6.07%	0.07%	0.63%	1.14%	1.19%	0.14%	0.00%	0.22%	0.46%	1.60%	1.30%	1.05%	0.63%	0.12%	0.23%	0.75%	2.10%	0.43%	2.50%	0.70%	0.44%	0.24%	0.27%	0.53%	0.67%	0.37%	0.44%	1.71%	0.27%	0.15%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	307	4	3	4	9	12	8	15	9	3	2	13	10	15	4	11	15	3	0	4	21	11	5	3	8	1	7	10	16	7	12	4	3	7	8	2	11	6	5	0	6	10									
		0.61%	0.95%	0.25%	0.41%	0.54%	1.09%	0.56%	1.29%	0.46%	0.43%	0.48%	1.11%	2.43%	1.05%	0.25%	0.84%	1.11%	0.42%	0.00%	0.30%	1.91%	1.35%	0.32%	0.35%	0.63%	0.06%	0.41%	0.68%	1.60%	0.43%	1.50%	0.70%	0.19%	0.43%	0.43%	0.12%	0.67%	1.12%	0.44%	0.00%	0.53%	0.73%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	26947	196	625	519	880	581	764	829	1030	431	311	619	218	762	834	696	716	391	915	712	592	448	817	454	674	884	913	779	593	855	398	303	837	872	976	908	859	288	605	530	596	737									
		53.75%	46.67%	52.79%	53.01%	52.98%	53.01%	53.06%	71.16%	53.01%	61.31%	74.40%	53.04%	52.91%	53.36%	52.82%	52.93%	53.04%	54.53%	53.01%	53.13%	53.92%	54.97%	52.91%	52.79%	53.03%	52.99%	52.99%	52.89%	59.30%	53.01%	49.69%	52.97%	53.01%	52.94%	53.01%	53.01%	52.28%	53.63%	53.02%	50.38%	52.74%	53.68%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	300	6	1	8	9	10	5	16	3	6	2	2	0	6	11	9	10	1	27	8	13	27	6	1	6	3	13	7	7	10	1	3	10	5	6	6	3	4	4	8	5	12									
		0.60%	1.43%	0.08%	0.82%	0.54%	0.91%	0.35%	1.37%	0.15%	0.85%	0.48%	0.17%	0.00%	0.42%	0.70%	0.68%	0.74%	0.14%	1.56%	0.60%	1.18%	3.31%	0.39%	0.12%	0.47%	0.18%	0.75%	0.48%	0.70%	0.62%	0.12%	0.52%	0.63%	0.30%	0.33%	0.35%	0.18%	0.74%	0.35%	0.76%	0.44%	0.87%									
24	"6. Политическая партия ""Гражданская Платформа"""	211	1	2	8	7	0	1	8	8	3	3	4	1	5	7	10	2	2	0	3	10	10	4	4	3	7	2	5	12	4	10	2	13	8	6	4	4	1	5	13	7	2									
		0.42%	0.24%	0.17%	0.82%	0.42%	0.00%	0.07%	0.69%	0.41%	0.43%	0.72%	0.34%	0.24%	0.35%	0.44%	0.76%	0.15%	0.28%	0.00%	0.22%	0.91%	1.23%	0.26%	0.47%	0.24%	0.42%	0.12%	0.34%	1.20%	0.25%	1.25%	0.35%	0.82%	0.49%	0.33%	0.23%	0.24%	0.19%	0.44%	1.24%	0.62%	0.15%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1240	49	31	20	33	23	29	65	39	46	41	23	10	29	32	26	27	15	37	27	25	16	30	17	26	33	35	29	73	32	48	12	32	36	37	34	19	11	23	20	23	27									
		2.47%	11.67%	2.62%	2.04%	1.99%	2.10%	2.01%	5.58%	2.01%	6.54%	9.81%	1.97%	2.43%	2.03%	2.03%	1.98%	2.00%	2.09%	2.14%	2.01%	2.28%	1.96%	1.94%	1.98%	2.05%	1.98%	2.03%	1.97%	7.30%	1.98%	5.99%	2.10%	2.03%	2.19%	2.01%	1.98%	1.16%	2.05%	2.02%	1.90%	2.04%	1.97%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	91	0	0	1	8	3	1	2	0	1	0	0	0	1	2	0	0	1	0	4	8	5	2	1	3	1	3	5	6	6	3	0	2	4	3	4	2	0	4	3	1	1									
		0.18%	0.00%	0.00%	0.10%	0.48%	0.27%	0.07%	0.17%	0.00%	0.14%	0.00%	0.00%	0.00%	0.07%	0.13%	0.00%	0.00%	0.14%	0.00%	0.30%	0.73%	0.61%	0.13%	0.12%	0.24%	0.06%	0.17%	0.34%	0.60%	0.37%	0.37%	0.00%	0.13%	0.24%	0.16%	0.23%	0.12%	0.00%	0.35%	0.29%	0.09%	0.07%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	231	9	10	10	6	5	9	6	4	7	0	5	10	2	6	9	11	2	15	3	5	6	1	0	5	2	2	11	8	5	4	0	12	3	4	5	3	0	3	6	16	1									
		0.46%	2.14%	0.84%	1.02%	0.36%	0.46%	0.63%	0.52%	0.21%	0.99%	0.00%	0.43%	2.43%	0.14%	0.38%	0.68%	0.81%	0.28%	0.87%	0.22%	0.46%	0.74%	0.06%	0.00%	0.39%	0.12%	0.12%	0.75%	0.80%	0.31%	0.50%	0.00%	0.76%	0.18%	0.22%	0.29%	0.18%	0.00%	0.26%	0.57%	1.42%	0.07%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	100	0	1	3	0	0	5	0	2	1	1	2	10	3	2	1	1	2	0	3	3	4	0	4	3	1	5	3	1	6	2	0	5	4	6	8	3	1	0	0	3	1									
		0.20%	0.00%	0.08%	0.31%	0.00%	0.00%	0.35%	0.00%	0.10%	0.14%	0.24%	0.17%	2.43%	0.21%	0.13%	0.08%	0.07%	0.28%	0.00%	0.22%	0.27%	0.49%	0.00%	0.47%	0.24%	0.06%	0.29%	0.20%	0.10%	0.37%	0.25%	0.00%	0.32%	0.24%	0.33%	0.47%	0.18%	0.19%	0.00%	0.00%	0.27%	0.07%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	289	4	5	6	6	5	14	4	21	4	0	7	10	5	10	0	11	2	12	8	5	12	11	8	8	1	2	5	4	5	11	3	3	8	5	11	30	1	6	7	1	8									
		0.58%	0.95%	0.42%	0.61%	0.36%	0.46%	0.97%	0.34%	1.08%	0.57%	0.00%	0.60%	2.43%	0.35%	0.63%	0.00%	0.81%	0.28%	0.70%	0.60%	0.46%	1.47%	0.71%	0.93%	0.63%	0.06%	0.12%	0.34%	0.40%	0.31%	1.37%	0.52%	0.19%	0.49%	0.27%	0.64%	1.83%	0.19%	0.53%	0.67%	0.09%	0.58%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	15069	79	378	313	531	351	461	146	622	120	36	373	70	457	504	420	405	230	556	430	352	166	493	274	407	534	551	470	163	516	169	148	505	520	589	548	518	172	365	330	360	437									
		30.06%	18.81%	31.93%	31.97%	31.97%	32.03%	32.01%	12.53%	32.01%	17.07%	8.61%	31.96%	16.99%	32.00%	31.92%	31.94%	30.00%	32.08%	32.21%	32.09%	32.06%	20.37%	31.93%	31.86%	32.02%	32.01%	31.98%	31.91%	16.30%	31.99%	21.10%	25.87%	31.98%	31.57%	31.99%	31.99%	31.53%	32.03%	31.99%	31.37%	31.86%	31.83%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	199	1	1	2	9	5	5	3	11	4	2	6	1	4	4	0	1	0	0	3	10	6	4	3	2	30	6	2	1	5	23	0	4	5	8	9	5	0	7	4	1	2									
		0.40%	0.24%	0.08%	0.20%	0.54%	0.46%	0.35%	0.26%	0.57%	0.57%	0.48%	0.51%	0.24%	0.28%	0.25%	0.00%	0.07%	0.00%	0.00%	0.22%	0.91%	0.74%	0.26%	0.35%	0.16%	1.80%	0.35%	0.14%	0.10%	0.31%	2.87%	0.00%	0.25%	0.30%	0.43%	0.53%	0.30%	0.00%	0.61%	0.38%	0.09%	0.15%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	4301	30	106	37	149	99	130	25	175	45	5	105	37	132	142	118	122	66	155	128	45	69	139	77	115	167	155	132	70	145	72	85	142	146	165	154	146	48	103	96	101	123									
		8.58%	7.14%	8.95%	3.78%	8.97%	9.03%	9.03%	2.15%	9.01%	6.40%	1.20%	8.99%	8.98%	9.24%	8.99%	8.97%	9.04%	9.21%	8.98%	9.55%	4.10%	8.47%	9.00%	8.95%	9.05%	10.01%	8.99%	8.96%	7.00%	8.99%	8.99%	14.86%	8.99%	8.86%	8.96%	8.99%	8.89%	8.94%	9.03%	9.13%	8.94%	8.96%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
