Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																				
Дата голосования: 02.12.2007																				
																				
Наименование Избирательной комиссии:    Сасовская городская																				
																				
Сводная таблица результатов выборов																				
																				
		Сумма	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798					
14	Число погашенных неиспользованных открепительных удостоверений	33	5	3	0	1	4	2	1	0	6	4	5	2	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	7	0	0	1	1	0	0	3	1	0	0	1	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																				
18	1.Политическая партия «Аграрная партия России»	222	9	13	5	21	16	27	18	21	40	21	6	8	17					
		1.88%	1.87%	1.98%	0.76%	1.84%	1.35%	2.42%	1.63%	1.74%	3.24%	1.81%	1.02%	1.65%	2.23%					
19	2.Всероссийская политическая партия «Гражданская Сила»	73	6	8	2	4	5	6	5	10	11	4	4	2	6					
		0.62%	1.24%	1.22%	0.30%	0.35%	0.42%	0.54%	0.45%	0.83%	0.89%	0.34%	0.68%	0.41%	0.79%					
20	3.Политическая партия «Демократическая партия России»	11	2	0	1	5	1	0	0	1	0	1	0	0	0					
		0.09%	0.41%	0.00%	0.15%	0.44%	0.08%	0.00%	0.00%	0.08%	0.00%	0.09%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	2733	101	144	166	262	297	238	220	248	331	274	117	121	214					
		23.19%	20.95%	21.98%	25.15%	22.94%	25.02%	21.31%	19.93%	20.60%	26.82%	23.60%	19.86%	24.95%	28.01%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	50	4	3	1	3	1	14	3	8	3	4	2	0	4					
		0.42%	0.83%	0.46%	0.15%	0.26%	0.08%	1.25%	0.27%	0.66%	0.24%	0.34%	0.34%	0.00%	0.52%					
23	6.Политическая партия «Партия социальной справедливости»	23	0	0	2	3	1	1	1	4	4	5	0	1	1					
		0.20%	0.00%	0.00%	0.30%	0.26%	0.08%	0.09%	0.09%	0.33%	0.32%	0.43%	0.00%	0.21%	0.13%					
24	7.Политическая партия «Либерально-демократическая партия России»	1046	36	50	53	101	87	125	110	115	108	89	63	40	69					
		8.88%	7.47%	7.63%	8.03%	8.84%	7.33%	11.19%	9.96%	9.55%	8.75%	7.67%	10.70%	8.25%	9.03%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	1055	34	49	61	91	88	117	126	122	111	83	55	27	91					
		8.95%	7.05%	7.48%	9.24%	7.97%	7.41%	10.47%	11.41%	10.13%	8.99%	7.15%	9.34%	5.57%	11.91%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	93	0	4	6	15	16	9	10	7	6	12	4	1	3					
		0.79%	0.00%	0.61%	0.91%	1.31%	1.35%	0.81%	0.91%	0.58%	0.49%	1.03%	0.68%	0.21%	0.39%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	6262	282	363	360	609	655	559	590	644	592	656	329	277	346					
		53.14%	58.51%	55.42%	54.55%	53.33%	55.18%	50.04%	53.44%	53.49%	47.97%	56.50%	55.86%	57.11%	45.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	100	1	8	2	6	13	16	9	14	18	4	3	2	4					
		0.85%	0.21%	1.22%	0.30%	0.53%	1.10%	1.43%	0.82%	1.16%	1.46%	0.34%	0.51%	0.41%	0.52%					
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
																				
