Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																															
Дата голосования: 18.09.2016																																															
																																															
Наименование Избирательной комиссии:    Каргатская																																															
																																															
Сводная таблица итогов голосования по федеральному избирательному округу																																															
																																															
		Сумма	УИК №378	УИК №379	УИК №380	УИК №381	УИК №382	УИК №383	УИК №384	УИК №385	УИК №386	УИК №387	УИК №388	УИК №389	УИК №390	УИК №391	УИК №392	УИК №393	УИК №394	УИК №395	УИК №396	УИК №397	УИК №398	УИК №399	УИК №400	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413									
		49.59%	44.02%	47.54%	45.92%	43.71%	42.12%	49.90%	44.92%	51.33%	57.14%	70.13%	66.04%	70.00%	35.38%	40.63%	29.17%	31.82%	52.66%	61.33%	76.09%	40.22%	67.86%	45.63%	57.78%	64.05%	43.42%	60.39%	39.02%	34.48%	53.39%	50.00%	63.22%	62.73%	64.71%	44.62%	40.63%	74.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	18	2	0	5	0	1	2	3	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0									
		0.29%	0.28%	0.00%	0.82%	0.00%	0.37%	0.38%	0.76%	0.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.54%	1.79%	0.00%	0.00%	0.00%	0.00%	1.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	10	2	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0									
		0.16%	0.28%	0.33%	0.16%	0.00%	0.37%	0.19%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.40%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1384	152	73	166	81	69	113	109	39	8	10	11	6	26	33	7	18	29	41	9	39	6	48	10	49	25	22	16	16	19	18	25	21	7	47	14	2									
		22.66%	20.91%	23.93%	27.12%	28.32%	25.27%	21.61%	27.66%	34.51%	19.05%	12.99%	20.75%	20.00%	40.00%	25.78%	29.17%	40.91%	15.43%	22.65%	19.57%	21.20%	10.71%	30.00%	22.22%	14.80%	32.89%	14.29%	39.02%	27.59%	16.10%	24.32%	14.37%	19.09%	13.73%	18.73%	21.88%	4.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	5	1	2	5	2	1	2	2	1	1	0	0	2	0	0	0	4	0	0	0	2	0	0	2	1	1	0	1	0	0	0	0	1	2	0	0									
		0.62%	0.69%	0.33%	0.33%	1.75%	0.73%	0.19%	0.51%	1.77%	2.38%	1.30%	0.00%	0.00%	3.08%	0.00%	0.00%	0.00%	2.13%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	0.60%	1.32%	0.65%	0.00%	1.72%	0.00%	0.00%	0.00%	0.00%	1.96%	0.80%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	22	4	0	2	0	0	6	2	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	2	0	0									
		0.36%	0.55%	0.00%	0.33%	0.00%	0.00%	1.15%	0.51%	0.00%	2.38%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	1.35%	0.00%	0.91%	0.00%	0.80%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	11	1	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0									
		0.18%	0.14%	0.00%	0.00%	0.00%	0.00%	0.19%	0.00%	0.00%	0.00%	2.60%	0.00%	0.00%	0.00%	0.00%	0.00%	2.27%	0.53%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	48	10	3	9	1	1	2	3	0	0	0	1	0	0	0	0	1	4	0	0	0	2	0	0	0	0	1	1	0	1	1	0	0	0	6	1	0									
		0.79%	1.38%	0.98%	1.47%	0.35%	0.37%	0.38%	0.76%	0.00%	0.00%	0.00%	1.89%	0.00%	0.00%	0.00%	0.00%	2.27%	2.13%	0.00%	0.00%	0.00%	3.57%	0.00%	0.00%	0.00%	0.00%	0.65%	2.44%	0.00%	0.85%	1.35%	0.00%	0.00%	0.00%	2.39%	1.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	892	130	49	85	40	42	61	47	3	2	3	4	0	7	28	7	9	29	17	0	52	6	24	3	34	13	24	5	17	24	13	21	9	8	53	14	9									
		14.60%	17.88%	16.07%	13.89%	13.99%	15.38%	11.66%	11.93%	2.65%	4.76%	3.90%	7.55%	0.00%	10.77%	21.88%	29.17%	20.45%	15.43%	9.39%	0.00%	28.26%	10.71%	15.00%	6.67%	10.27%	17.11%	15.58%	12.20%	29.31%	20.34%	17.57%	12.07%	8.18%	15.69%	21.12%	21.88%	18.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	25	1	1	3	1	0	5	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	0	0	1	0	0	3	0	0									
		0.41%	0.14%	0.33%	0.49%	0.35%	0.00%	0.96%	0.25%	0.88%	2.38%	0.00%	1.89%	0.00%	0.00%	0.00%	4.17%	0.00%	0.53%	0.00%	0.00%	0.54%	0.00%	0.63%	0.00%	0.30%	0.00%	0.00%	2.44%	0.00%	0.00%	0.00%	0.57%	0.00%	0.00%	1.20%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	116	16	6	17	3	10	17	9	2	1	0	0	1	2	2	1	1	4	1	0	3	0	3	1	5	1	2	0	0	0	0	4	2	0	1	1	0									
		1.90%	2.20%	1.97%	2.78%	1.05%	3.66%	3.25%	2.28%	1.77%	2.38%	0.00%	0.00%	3.33%	3.08%	1.56%	4.17%	2.27%	2.13%	0.55%	0.00%	1.63%	0.00%	1.88%	2.22%	1.51%	1.32%	1.30%	0.00%	0.00%	0.00%	0.00%	2.30%	1.82%	0.00%	0.40%	1.56%	0.00%									
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
																																															
