Выборы Президента Российской Федерации																																																															
																																																															
"Наименование Избирательной комиссии:    Оренбург, Дзержинская"																																																															
																																																															
Итоги голосования 																																																															
																																																															
		Сумма	УИК №916	УИК №917	УИК №918	УИК №919	УИК №920	УИК №921	УИК №922	УИК №923	УИК №924	УИК №925	УИК №926	УИК №927	УИК №928	УИК №929	УИК №930	УИК №931	УИК №932	УИК №933	УИК №934	УИК №935	УИК №936	УИК №937	УИК №938	УИК №939	УИК №940	УИК №941	УИК №942	УИК №943	УИК №944	УИК №945	УИК №946	УИК №947	УИК №948	УИК №949	УИК №950	УИК №951	УИК №952	УИК №953	УИК №954	УИК №955	УИК №956	УИК №957	УИК №958	УИК №959	УИК №960	УИК №961	УИК №962	УИК №963	УИК №964	УИК №965	УИК №966	УИК №967	УИК №968	УИК №969	УИК №970	УИК №971					
21	. Путин Владимир Владимирович	52150	875	803	910	683	733	778	296	954	490	1100	745	1028	903	1089	1027	1110	1020	1036	956	976	833	932	973	1140	779	712	1089	996	932	906	964	1073	1096	999	1024	1029	1083	1089	1166	954	856	747	813	928	996	1135	1103	1117	1180	1212	932	1054	1201	518	507	570					
		64.11%	61.58%	61.11%	59.91%	60.77%	59.64%	66.55%	63.79%	65.66%	68.53%	66.99%	72.90%	67.50%	63.10%	64.25%	65.25%	63.65%	65.72%	65.32%	68.73%	66.12%	63.83%	66.24%	62.29%	65.18%	62.97%	64.85%	65.41%	62.25%	64.14%	64.67%	64.22%	66.40%	63.83%	62.71%	63.68%	61.54%	61.64%	64.10%	66.10%	67.56%	65.69%	62.30%	66.42%	66.57%	66.14%	64.86%	63.57%	63.25%	66.22%	65.37%	63.57%	64.39%	68.01%	57.36%	52.38%	46.38%					
22	. Хакамада Ирина Муцуовна	2935	55	52	55	56	66	46	18	38	17	34	11	49	38	68	56	73	53	45	47	67	42	46	54	69	44	49	56	67	57	50	46	68	74	58	71	64	58	63	74	76	62	47	35	36	57	78	59	67	42	59	58	63	69	19	23	31					
		3.61%	3.87%	3.96%	3.62%	4.98%	5.37%	3.93%	3.88%	2.62%	2.38%	2.07%	1.08%	3.22%	2.66%	4.01%	3.56%	4.19%	3.41%	2.84%	3.38%	4.54%	3.22%	3.27%	3.46%	3.95%	3.56%	4.46%	3.36%	4.19%	3.92%	3.57%	3.06%	4.21%	4.31%	3.64%	4.42%	3.83%	3.30%	3.71%	4.20%	5.38%	4.76%	3.92%	2.86%	2.58%	3.78%	4.46%	3.40%	3.79%	2.36%	3.18%	3.96%	3.85%	3.91%	2.10%	2.38%	2.52%					
23	. Харитонов Николай Михайлович	12533	231	233	260	174	210	132	89	213	105	265	135	224	237	243	191	273	235	232	175	209	208	206	245	256	190	173	277	226	235	198	235	203	280	271	238	265	340	262	220	141	138	210	203	204	218	230	261	268	221	288	197	221	199	245	283	412					
		15.41%	16.26%	17.73%	17.12%	15.48%	17.09%	11.29%	19.18%	14.66%	14.69%	16.14%	13.21%	14.71%	16.56%	14.34%	12.13%	15.65%	15.14%	14.63%	12.58%	14.16%	15.94%	14.64%	15.69%	14.64%	15.36%	15.76%	16.64%	14.12%	16.17%	14.13%	15.66%	12.56%	16.31%	17.01%	14.80%	15.85%	19.35%	15.42%	12.47%	9.99%	10.59%	17.51%	16.58%	14.63%	14.48%	13.14%	15.04%	15.18%	12.40%	15.53%	13.44%	13.50%	11.27%	27.13%	29.24%	33.52%					
																																																															
24	Против всех	4281	77	60	78	53	65	84	19	85	25	54	24	69	88	87	123	88	64	93	89	81	77	62	84	88	58	39	65	104	81	79	69	93	72	74	95	87	88	92	104	98	92	56	64	70	65	85	98	89	113	96	96	95	110	18	51	68					
		5.26%	5.42%	4.57%	5.13%	4.72%	5.29%	7.19%	4.09%	5.85%	3.50%	3.29%	2.35%	4.53%	6.15%	5.13%	7.81%	5.05%	4.12%	5.86%	6.40%	5.49%	5.90%	4.41%	5.38%	5.03%	4.69%	3.55%	3.90%	6.50%	5.57%	5.64%	4.60%	5.75%	4.19%	4.65%	5.91%	5.20%	5.01%	5.41%	5.90%	6.94%	7.06%	4.67%	5.23%	5.02%	4.32%	4.86%	5.65%	5.04%	6.34%	5.18%	6.55%	5.80%	6.23%	1.99%	5.27%	5.53%					
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
																																																															
