Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Новосибирская - 135																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815	УИК №816	УИК №817	УИК №818	УИК №820	УИК №821	УИК №822	УИК №828	УИК №829	УИК №837	УИК №838	УИК №839	УИК №840	УИК №841	УИК №1133									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	79	6	7	13	3	2	3	1	4	0	4	18	0	8	2	6	2	0	0	0	0									
		0.80%	0.56%	0.60%	1.34%	0.52%	0.39%	0.82%	1.10%	2.11%	0.00%	0.62%	3.20%	0.00%	1.13%	0.67%	0.62%	0.28%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	12	1	2	0	0	0	0	0	0	0	0	0	5	1	1	0	1	0	0	0	1									
		0.12%	0.09%	0.17%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.95%	0.14%	0.34%	0.00%	0.14%	0.00%	0.00%	0.00%	0.59%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	152	5	17	6	2	6	4	0	1	2	12	28	3	21	5	12	14	2	1	1	10									
		1.54%	0.47%	1.46%	0.62%	0.35%	1.16%	1.10%	0.00%	0.53%	1.64%	1.85%	4.98%	1.17%	2.95%	1.68%	1.25%	1.97%	0.84%	0.63%	1.01%	5.92%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1942	185	243	179	103	125	76	12	33	7	157	110	58	167	48	203	138	35	19	15	29									
		19.69%	17.42%	20.89%	18.47%	17.98%	24.13%	20.88%	13.19%	17.37%	5.74%	24.23%	19.57%	22.57%	23.49%	16.11%	21.12%	19.38%	14.77%	11.95%	15.15%	17.16%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	42	5	2	2	7	1	2	2	0	2	5	1	0	2	1	4	4	2	0	0	0									
		0.43%	0.47%	0.17%	0.21%	1.22%	0.19%	0.55%	2.20%	0.00%	1.64%	0.77%	0.18%	0.00%	0.28%	0.34%	0.42%	0.56%	0.84%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	396	62	67	25	10	16	13	2	4	1	30	30	5	34	13	23	26	4	9	5	17									
		4.01%	5.84%	5.76%	2.58%	1.75%	3.09%	3.57%	2.20%	2.11%	0.82%	4.63%	5.34%	1.95%	4.78%	4.36%	2.39%	3.65%	1.69%	5.66%	5.05%	10.06%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
