Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																									
Дата голосования: 07.12.2003 0:00:00																																																									
																																																									
Наименование Избирательной комиссии:    Район Люблино																																																									
																																																									
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																									
																																																									
		Сумма	УИК №1349	УИК №1350	УИК №1351	УИК №1352	УИК №1353	УИК №1354	УИК №1355	УИК №1356	УИК №1357	УИК №1358	УИК №1359	УИК №1360	УИК №1361	УИК №1362	УИК №1363	УИК №1364	УИК №1365	УИК №1366	УИК №1367	УИК №1368	УИК №1369	УИК №1370	УИК №1371	УИК №1372	УИК №1373	УИК №1374	УИК №1375	УИК №1376	УИК №1377	УИК №1378	УИК №1379	УИК №1380	УИК №1381	УИК №1382	УИК №1383	УИК №1384	УИК №1385	УИК №1386	УИК №1387	УИК №1388	УИК №1389	УИК №1390	УИК №1391	УИК №1392	УИК №1393	УИК №1394	УИК №3120	УИК №3121	УИК №3122	УИК №3123					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	901	16	21	47	27	6	8	7	23	12	18	12	8	25	13	26	16	15	10	10	16	15	30	26	9	16	16	40	16	20	8	8	14	12	22	11	13	18	20	12	21	24	23	33	13	35	25	12	38	14	1					
14	Число погашенных открепительных удостоверений	500	13	10	14	5	9	16	14	1	0	1	7	14	5	12	5	17	16	15	5	7	2	17	8	4	14	18	10	1	0	4	7	10	14	23	15	8	3	21	16	11	2	15	12	9	47	23	0	0	0	0					
15	Число открепительных удостоверений выданных ТИК	13	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	1	0	0	1	2	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0					
16	Число утраченных бюллетеней	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
18	"1. ""ЕДИНЕНИЕ"""	374	6	15	6	7	4	7	12	4	6	7	9	8	11	9	5	13	9	7	9	11	10	10	7	5	9	10	10	5	6	6	9	4	7	21	6	9	4	12	5	5	7	0	0	3	11	14	4	7	2	1					
		0.72%	0.41%	1.57%	0.55%	0.74%	0.39%	0.64%	0.99%	0.59%	0.96%	0.67%	0.98%	0.92%	1.12%	0.69%	0.36%	1.04%	0.63%	0.51%	0.62%	0.72%	0.69%	0.72%	0.56%	0.43%	0.66%	1.14%	2.20%	0.58%	0.71%	0.82%	0.66%	0.28%	0.54%	1.37%	0.66%	0.58%	0.32%	1.14%	0.36%	0.60%	0.45%	0.0%	0.0%	0.98%	0.66%	0.87%	2.39%	1.51%	0.44%	0.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	2756	129	58	41	39	59	58	74	41	33	40	30	53	37	51	89	69	102	65	61	100	72	91	64	61	78	69	15	33	60	41	62	58	56	79	55	102	61	34	52	40	148	12	8	8	72	62	3	12	12	7					
		5.31%	8.92%	6.07%	3.81%	4.14%	5.88%	5.38%	6.14%	6.07%	5.28%	3.87%	3.29%	6.10%	3.79%	3.94%	6.45%	5.55%	7.19%	4.76%	4.23%	6.58%	5.00%	6.61%	5.16%	5.25%	5.77%	7.91%	3.31%	3.89%	7.12%	5.61%	4.58%	4.07%	4.38%	5.16%	6.09%	6.63%	4.93%	3.25%	3.76%	4.83%	9.71%	6.38%	6.10%	2.63%	4.36%	3.87%	1.79%	2.59%	2.64%	4.72%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	1139	22	19	29	20	31	30	28	7	10	35	26	9	25	40	22	17	40	42	30	37	26	41	23	34	21	12	1	22	21	14	38	21	26	31	18	35	31	32	31	25	22	4	1	4	23	23	11	9	18	2					
		2.19%	1.52%	1.98%	2.70%	2.12%	3.09%	2.78%	2.32%	1.03%	1.60%	3.39%	2.85%	1.03%	2.56%	3.09%	1.59%	1.36%	2.82%	3.08%	2.08%	2.43%	1.80%	2.97%	1.85%	2.92%	1.55%	1.37%	0.22%	2.59%	2.49%	1.91%	2.81%	1.47%	2.03%	2.02%	1.99%	2.27%	2.51%	3.06%	2.24%	3.01%	1.44%	2.12%	0.76%	1.31%	1.39%	1.43%	6.58%	1.94%	3.96%	1.35%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3731	159	67	94	52	89	71	129	47	42	49	63	68	39	105	126	82	123	99	87	116	133	97	93	83	123	75	22	63	84	52	109	73	76	109	50	131	128	50	79	45	124	9	6	8	87	65	13	11	22	4					
		7.19%	10.99%	7.01%	8.75%	5.52%	8.88%	6.59%	10.70%	6.96%	6.73%	4.75%	6.92%	7.83%	3.99%	8.12%	9.14%	6.60%	8.67%	7.26%	6.03%	7.64%	9.24%	7.04%	7.51%	7.14%	9.10%	8.60%	4.85%	7.42%	9.97%	7.12%	8.06%	5.12%	5.95%	7.11%	5.53%	8.52%	10.36%	4.78%	5.72%	5.43%	8.13%	4.78%	4.58%	2.63%	5.27%	4.05%	7.78%	2.38%	4.84%	2.70%					
22	"5. ""За Русь Святую"""	284	3	7	4	3	5	5	8	7	1	8	4	5	5	3	7	9	0	12	11	12	3	10	5	3	9	4	2	7	7	5	9	6	5	10	3	12	10	5	11	4	5	2	1	2	8	6	1	4	5	1					
		0.54%	0.20%	0.73%	0.37%	0.31%	0.49%	0.46%	0.66%	1.03%	0.16%	0.77%	0.43%	0.57%	0.51%	0.23%	0.50%	0.72%	0.0%	0.88%	0.76%	0.79%	0.20%	0.72%	0.40%	0.25%	0.66%	0.45%	0.44%	0.82%	0.83%	0.68%	0.66%	0.42%	0.39%	0.65%	0.33%	0.78%	0.80%	0.47%	0.79%	0.48%	0.32%	1.06%	0.76%	0.65%	0.48%	0.37%	0.59%	0.86%	1.10%	0.67%					
23	"6. ""Объединенная Российская партия ""Русь"""	113	3	2	2	4	2	0	4	3	1	3	3	2	2	0	1	5	3	4	1	4	5	3	2	6	3	0	2	1	2	2	2	2	2	5	1	2	3	0	2	0	6	0	0	1	4	5	0	1	1	1					
		0.21%	0.20%	0.20%	0.18%	0.42%	0.19%	0.0%	0.33%	0.44%	0.16%	0.29%	0.32%	0.23%	0.20%	0.0%	0.07%	0.40%	0.21%	0.29%	0.06%	0.26%	0.34%	0.21%	0.16%	0.51%	0.22%	0.0%	0.44%	0.11%	0.23%	0.27%	0.14%	0.14%	0.15%	0.32%	0.11%	0.13%	0.24%	0.0%	0.14%	0.0%	0.39%	0.0%	0.0%	0.32%	0.24%	0.31%	0.0%	0.21%	0.22%	0.67%					
24	"7. ""Новый курс - Автомобильная Россия"""	988	54	26	17	15	17	18	30	9	14	20	8	20	13	17	33	24	28	27	36	36	22	31	21	22	28	13	5	22	17	13	32	23	23	26	22	25	36	21	25	12	19	3	3	4	30	21	0	0	7	0					
		1.90%	3.73%	2.72%	1.58%	1.59%	1.69%	1.67%	2.48%	1.33%	2.24%	1.93%	0.87%	2.30%	1.33%	1.31%	2.39%	1.93%	1.97%	1.98%	2.49%	2.37%	1.52%	2.25%	1.69%	1.89%	2.07%	1.49%	1.10%	2.59%	2.01%	1.78%	2.36%	1.61%	1.80%	1.69%	2.43%	1.62%	2.91%	2.01%	1.81%	1.44%	1.24%	1.59%	2.29%	1.31%	1.82%	1.31%	0.0%	0.0%	1.54%	0.0%					
25	"8. ""Народно-республиканская партия России"""	48	2	2	2	0	1	0	0	0	0	1	1	0	3	1	2	0	0	2	1	3	0	1	1	3	0	0	1	4	0	0	2	1	3	0	1	3	0	1	1	0	0	0	0	0	1	3	0	0	1	0					
		0.09%	0.13%	0.20%	0.18%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.09%	0.10%	0.0%	0.30%	0.07%	0.14%	0.0%	0.0%	0.14%	0.06%	0.19%	0.0%	0.07%	0.08%	0.25%	0.0%	0.0%	0.22%	0.47%	0.0%	0.0%	0.14%	0.07%	0.23%	0.0%	0.11%	0.19%	0.0%	0.09%	0.07%	0.0%	0.0%	0.0%	0.0%	0.0%	0.06%	0.18%	0.0%	0.0%	0.22%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	365	21	10	9	9	9	6	6	5	3	11	2	8	13	7	9	4	4	10	11	14	14	8	10	10	13	6	0	6	11	7	9	9	7	5	2	12	6	7	6	3	12	1	1	3	12	9	2	2	0	1					
		0.70%	1.45%	1.04%	0.83%	0.95%	0.89%	0.55%	0.49%	0.74%	0.48%	1.06%	0.21%	0.92%	1.33%	0.54%	0.65%	0.32%	0.28%	0.73%	0.76%	0.92%	0.97%	0.58%	0.80%	0.86%	0.96%	0.68%	0.0%	0.70%	1.30%	0.95%	0.66%	0.63%	0.54%	0.32%	0.22%	0.78%	0.48%	0.67%	0.43%	0.36%	0.78%	0.53%	0.76%	0.98%	0.72%	0.56%	1.19%	0.43%	0.0%	0.67%					
27	"10. ""Аграрная партия России"""	1017	17	8	18	21	25	21	21	14	15	32	19	4	15	26	33	27	16	33	110	23	41	24	20	20	25	8	9	15	22	10	18	18	19	38	12	35	15	21	29	22	22	2	2	5	28	23	4	1	11	0					
		1.96%	1.17%	0.83%	1.67%	2.22%	2.49%	1.94%	1.74%	2.07%	2.40%	3.10%	2.08%	0.46%	1.53%	2.01%	2.39%	2.17%	1.12%	2.42%	7.63%	1.51%	2.85%	1.74%	1.61%	1.72%	1.85%	0.91%	1.98%	1.76%	2.61%	1.36%	1.33%	1.26%	1.48%	2.48%	1.32%	2.27%	1.21%	2.01%	2.09%	2.65%	1.44%	1.06%	1.52%	1.64%	1.69%	1.43%	2.39%	0.21%	2.42%	0.0%					
28	"11. ""Истинные патриоты России"""	52	0	1	3	0	1	1	0	0	1	1	0	1	0	3	2	2	0	1	1	0	1	0	1	2	2	0	1	3	0	1	3	1	0	0	0	1	0	0	0	2	0	0	0	0	10	6	0	0	0	0					
		0.10%	0.0%	0.10%	0.27%	0.0%	0.09%	0.09%	0.0%	0.0%	0.16%	0.09%	0.0%	0.11%	0.0%	0.23%	0.14%	0.16%	0.0%	0.07%	0.06%	0.0%	0.06%	0.0%	0.08%	0.17%	0.14%	0.0%	0.22%	0.35%	0.0%	0.13%	0.22%	0.07%	0.0%	0.0%	0.0%	0.06%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.60%	0.37%	0.0%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	588	18	9	8	20	8	12	16	10	8	7	10	7	14	7	8	12	8	16	11	21	14	17	20	13	14	6	9	7	8	11	16	13	20	16	15	18	11	16	21	10	18	3	0	2	25	28	1	2	3	1					
		1.13%	1.24%	0.94%	0.74%	2.12%	0.79%	1.11%	1.32%	1.48%	1.28%	0.67%	1.09%	0.80%	1.43%	0.54%	0.58%	0.96%	0.56%	1.17%	0.76%	1.38%	0.97%	1.23%	1.61%	1.11%	1.03%	0.68%	1.98%	0.82%	0.95%	1.50%	1.18%	0.91%	1.56%	1.04%	1.66%	1.17%	0.89%	1.53%	1.52%	1.20%	1.18%	1.59%	0.0%	0.65%	1.51%	1.74%	0.59%	0.43%	0.66%	0.67%					
30	"13. ""Демократическая партия России"""	85	4	2	4	1	0	1	0	1	0	1	2	1	1	2	2	4	3	1	4	2	5	2	3	2	1	4	1	3	0	0	0	1	0	3	0	3	0	0	1	1	4	1	1	0	4	6	0	1	2	0					
		0.16%	0.27%	0.20%	0.37%	0.10%	0.0%	0.09%	0.0%	0.14%	0.0%	0.09%	0.21%	0.11%	0.10%	0.15%	0.14%	0.32%	0.21%	0.07%	0.27%	0.13%	0.34%	0.14%	0.24%	0.17%	0.07%	0.45%	0.22%	0.35%	0.0%	0.0%	0.0%	0.07%	0.0%	0.19%	0.0%	0.19%	0.0%	0.0%	0.07%	0.12%	0.26%	0.53%	0.76%	0.0%	0.24%	0.37%	0.0%	0.21%	0.44%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	113	2	0	3	1	1	1	4	2	0	1	0	0	5	4	2	5	2	4	1	4	3	4	1	0	3	3	1	1	0	1	1	0	4	4	0	5	1	1	0	5	4	0	0	2	10	14	0	3	0	0					
		0.21%	0.13%	0.0%	0.27%	0.10%	0.09%	0.09%	0.33%	0.29%	0.0%	0.09%	0.0%	0.0%	0.51%	0.30%	0.14%	0.40%	0.14%	0.29%	0.06%	0.26%	0.20%	0.29%	0.08%	0.0%	0.22%	0.34%	0.22%	0.11%	0.0%	0.13%	0.07%	0.0%	0.31%	0.26%	0.0%	0.32%	0.08%	0.09%	0.0%	0.60%	0.26%	0.0%	0.0%	0.65%	0.60%	0.87%	0.0%	0.64%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	381	6	7	0	6	9	10	12	6	6	6	6	6	12	4	13	8	9	16	11	12	10	16	13	7	7	7	5	8	5	4	12	13	13	11	5	9	7	2	8	5	10	0	3	3	14	17	0	0	0	2					
		0.73%	0.41%	0.73%	0.0%	0.63%	0.89%	0.92%	0.99%	0.88%	0.96%	0.58%	0.65%	0.69%	1.22%	0.30%	0.94%	0.64%	0.63%	1.17%	0.76%	0.79%	0.69%	1.16%	1.05%	0.60%	0.51%	0.80%	1.10%	0.94%	0.59%	0.54%	0.88%	0.91%	1.01%	0.71%	0.55%	0.58%	0.56%	0.19%	0.57%	0.60%	0.65%	0.0%	2.29%	0.98%	0.84%	1.06%	0.0%	0.0%	0.0%	1.35%					
33	"16. ""Родина"" (народно-патриотический союз)"""	7076	260	164	133	147	163	163	170	91	76	137	126	122	143	220	214	87	200	197	218	231	202	184	147	123	179	143	37	97	117	89	191	178	199	199	106	228	190	132	149	115	220	15	15	29	216	205	6	15	84	4					
		13.63%	17.98%	17.17%	12.38%	15.60%	16.26%	15.13%	14.10%	13.48%	12.17%	13.28%	13.84%	14.05%	14.65%	17.02%	15.52%	7.00%	14.10%	14.45%	15.12%	15.21%	14.04%	13.37%	11.87%	10.59%	13.24%	16.39%	8.16%	11.43%	13.89%	12.19%	14.13%	12.49%	15.58%	12.99%	11.73%	14.83%	15.38%	12.64%	10.78%	13.88%	14.43%	7.97%	11.45%	9.53%	13.10%	12.80%	3.59%	3.24%	18.50%	2.70%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	79	1	0	2	1	0	4	4	0	0	3	2	1	2	1	0	1	1	3	2	3	1	3	1	3	1	3	2	1	3	1	0	0	1	1	3	3	0	0	1	1	6	1	0	1	4	5	1	0	1	0					
		0.15%	0.06%	0.0%	0.18%	0.10%	0.0%	0.37%	0.33%	0.0%	0.0%	0.29%	0.21%	0.11%	0.20%	0.07%	0.0%	0.08%	0.07%	0.22%	0.13%	0.19%	0.06%	0.21%	0.08%	0.25%	0.07%	0.34%	0.44%	0.11%	0.35%	0.13%	0.0%	0.0%	0.07%	0.06%	0.33%	0.19%	0.0%	0.0%	0.07%	0.12%	0.39%	0.53%	0.0%	0.32%	0.24%	0.31%	0.59%	0.0%	0.22%	0.0%					
35	"18. ""ЛДПР"""	4515	99	69	107	77	84	71	93	61	46	61	84	75	72	85	100	109	126	118	113	135	112	115	128	98	112	90	53	61	49	62	115	156	101	142	83	113	97	104	116	85	108	17	9	39	202	189	7	38	56	73					
		8.70%	6.84%	7.22%	9.96%	8.17%	8.38%	6.59%	7.71%	9.03%	7.37%	5.91%	9.23%	8.64%	7.37%	6.57%	7.25%	8.77%	8.88%	8.65%	7.84%	8.89%	7.78%	8.35%	10.33%	8.44%	8.29%	10.32%	11.69%	7.19%	5.81%	8.49%	8.51%	10.94%	7.90%	9.27%	9.19%	7.35%	7.85%	9.96%	8.39%	10.26%	7.08%	9.04%	6.87%	12.82%	12.25%	11.80%	4.19%	8.22%	12.33%	49.32%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	624	14	22	10	16	8	14	16	7	8	14	6	12	8	12	16	15	20	26	18	17	28	19	16	15	12	6	7	9	9	8	14	20	17	16	10	22	16	10	17	7	18	0	1	1	16	11	2	9	8	1					
		1.20%	0.96%	2.30%	0.93%	1.69%	0.79%	1.29%	1.32%	1.03%	1.28%	1.35%	0.65%	1.38%	0.81%	0.92%	1.16%	1.20%	1.41%	1.90%	1.24%	1.11%	1.94%	1.38%	1.29%	1.29%	0.88%	0.68%	1.54%	1.06%	1.06%	1.09%	1.03%	1.40%	1.33%	1.04%	1.10%	1.43%	1.29%	0.95%	1.23%	0.84%	1.18%	0.0%	0.76%	0.32%	0.97%	0.68%	1.19%	1.94%	1.76%	0.67%					
37	"20. ""Политическая партия ""Единая Россия"""	19251	451	323	391	357	339	392	393	250	250	437	362	340	381	495	459	537	513	475	517	518	521	434	467	437	509	287	208	351	278	296	477	639	476	605	393	500	442	412	551	321	555	97	64	154	545	549	85	272	131	15					
		37.10%	31.18%	33.82%	36.40%	37.89%	33.83%	36.39%	32.61%	37.03%	40.06%	42.38%	39.78%	39.17%	39.03%	38.31%	33.30%	43.23%	36.17%	34.84%	35.87%	34.12%	36.23%	31.54%	37.72%	37.63%	37.67%	32.91%	45.91%	41.39%	33.01%	40.54%	35.30%	44.84%	37.27%	39.51%	43.52%	32.53%	35.78%	39.46%	39.89%	38.76%	36.41%	51.59%	48.85%	50.65%	33.07%	34.29%	50.89%	58.87%	28.85%	10.13%					
38	"21. ""Российская Конституционно-демократическая партия"""	70	1	0	3	0	0	3	0	0	3	1	0	0	0	3	0	3	5	2	1	0	4	2	3	2	1	1	0	0	3	0	0	2	2	1	3	2	0	0	4	1	2	0	0	0	6	4	0	2	0	0					
		0.13%	0.06%	0.0%	0.27%	0.0%	0.0%	0.27%	0.0%	0.0%	0.48%	0.09%	0.0%	0.0%	0.0%	0.23%	0.0%	0.24%	0.35%	0.14%	0.06%	0.0%	0.27%	0.14%	0.24%	0.17%	0.07%	0.11%	0.0%	0.0%	0.35%	0.0%	0.0%	0.14%	0.15%	0.06%	0.33%	0.13%	0.0%	0.0%	0.28%	0.12%	0.13%	0.0%	0.0%	0.0%	0.36%	0.24%	0.0%	0.43%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	127	5	5	6	1	1	5	2	1	0	4	0	2	4	0	1	1	2	2	3	5	2	3	3	2	3	2	1	5	2	2	2	2	1	3	0	2	5	1	2	0	6	0	1	1	22	4	0	0	0	0					
		0.24%	0.34%	0.52%	0.55%	0.10%	0.09%	0.46%	0.16%	0.14%	0.0%	0.38%	0.0%	0.23%	0.40%	0.0%	0.07%	0.08%	0.14%	0.14%	0.20%	0.32%	0.13%	0.21%	0.24%	0.17%	0.22%	0.22%	0.22%	0.58%	0.23%	0.27%	0.14%	0.14%	0.07%	0.19%	0.0%	0.13%	0.40%	0.09%	0.14%	0.0%	0.39%	0.0%	0.76%	0.32%	1.33%	0.24%	0.0%	0.0%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	3731	69	69	75	58	94	99	71	49	66	67	77	56	91	89	118	80	89	110	106	94	81	134	59	97	97	44	36	55	72	31	99	78	97	97	59	122	88	76	91	51	106	5	7	14	151	164	15	29	47	2					
		7.19%	4.77%	7.22%	6.98%	6.15%	9.38%	9.19%	5.89%	7.25%	10.57%	6.49%	8.46%	6.45%	9.32%	6.88%	8.56%	6.44%	6.27%	8.07%	7.35%	6.19%	5.63%	9.73%	4.76%	8.35%	7.17%	5.04%	7.94%	6.48%	8.55%	4.24%	7.32%	5.47%	7.59%	6.33%	6.53%	7.93%	7.12%	7.27%	6.58%	6.15%	6.95%	2.65%	5.34%	4.60%	9.16%	10.24%	8.98%	6.27%	10.35%	1.35%					
																																																									
41	Против всех	3532	94	59	84	81	52	64	90	52	31	68	59	56	65	82	90	101	91	82	78	101	107	90	109	90	84	68	22	54	54	48	96	74	96	94	41	120	78	91	91	43	95	11	7	16	126	146	7	30	33	31					
		6.80%	6.50%	6.17%	7.82%	8.59%	5.18%	5.94%	7.46%	7.70%	4.96%	6.59%	6.48%	6.45%	6.65%	6.34%	6.53%	8.13%	6.41%	6.01%	5.41%	6.65%	7.44%	6.54%	8.80%	7.75%	6.21%	7.79%	4.85%	6.36%	6.41%	6.57%	7.10%	5.19%	7.51%	6.13%	4.54%	7.80%	6.31%	8.71%	6.58%	5.19%	6.23%	5.85%	5.34%	5.26%	7.64%	9.11%	4.19%	6.49%	7.26%	20.94%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
