Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																										
Дата голосования: 07.12.2003 0:00:00																																										
																																										
Наименование Избирательной комиссии:    Канская городская																																										
																																										
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																										
																																										
		Сумма	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №126	УИК №127	УИК №128	УИК №129	УИК №130	УИК №131	УИК №132	УИК №133	УИК №134	УИК №135	УИК №136	УИК №137	УИК №138	УИК №139	УИК №140	УИК №141	УИК №142	УИК №143	УИК №144	УИК №145	УИК №146	УИК №147	УИК №148	УИК №149	УИК №150	УИК №151	УИК №152	УИК №153					
		0.36%	0.94%	0.35%	0.0%	0.29%	0.19%	0.27%	0.20%	0.54%	0.0%	0.33%	0.61%	0.37%	0.45%	0.11%	0.20%	0.38%	0.73%	0.33%	0.77%	0.22%	0.42%	0.66%	0.59%	0.09%	0.23%	0.50%	0.20%	0.10%	0.43%	0.63%	0.09%	0.19%	1.15%	0.33%	0.11%					
23	"6. ""Объединенная Российская партия ""Русь"""	46	0	1	1	2	0	1	0	0	0	0	3	0	4	0	0	0	0	2	1	2	2	3	2	3	4	1	1	1	2	2	3	1	2	0	2					
		0.15%	0.0%	0.11%	0.27%	0.19%	0.0%	0.09%	0.0%	0.0%	0.0%	0.0%	0.36%	0.0%	0.90%	0.0%	0.0%	0.0%	0.0%	0.22%	0.12%	0.22%	0.28%	0.28%	0.14%	0.27%	0.31%	0.12%	0.10%	0.10%	0.12%	0.11%	0.27%	0.19%	0.57%	0.0%	0.23%					
24	"7. ""Новый курс - Автомобильная Россия"""	156	1	6	0	1	3	4	1	0	1	5	5	6	1	12	11	8	0	6	4	1	0	5	6	3	2	3	4	7	7	18	6	4	5	2	8					
		0.52%	0.23%	0.71%	0.0%	0.09%	0.29%	0.36%	0.10%	0.0%	0.19%	0.82%	0.61%	1.11%	0.22%	1.37%	1.13%	1.03%	0.0%	0.66%	0.51%	0.11%	0.0%	0.47%	0.44%	0.27%	0.15%	0.38%	0.41%	0.72%	0.43%	1.04%	0.54%	0.78%	1.44%	0.66%	0.95%					
25	"8. ""Народно-республиканская партия России"""	20	0	1	0	2	1	1	0	0	0	1	0	2	0	0	2	0	0	1	2	0	0	0	1	0	1	0	0	1	0	0	3	0	0	0	1					
		0.06%	0.0%	0.11%	0.0%	0.19%	0.09%	0.09%	0.0%	0.0%	0.0%	0.16%	0.0%	0.37%	0.0%	0.0%	0.20%	0.0%	0.0%	0.11%	0.25%	0.0%	0.0%	0.0%	0.07%	0.0%	0.07%	0.0%	0.0%	0.10%	0.0%	0.0%	0.27%	0.0%	0.0%	0.0%	0.11%					
26	"9. ""Российская экологическая партия ""Зеленые"""	65	0	1	1	4	5	1	1	0	3	0	0	1	0	1	1	4	1	3	0	2	0	1	1	1	2	0	2	4	7	14	0	2	0	0	2					
		0.22%	0.0%	0.11%	0.27%	0.39%	0.48%	0.09%	0.10%	0.0%	0.58%	0.0%	0.0%	0.18%	0.0%	0.11%	0.10%	0.51%	0.18%	0.33%	0.0%	0.22%	0.0%	0.09%	0.07%	0.09%	0.15%	0.0%	0.20%	0.41%	0.43%	0.81%	0.0%	0.39%	0.0%	0.0%	0.23%					
27	"10. ""Аграрная партия России"""	1254	18	38	18	35	69	44	53	27	19	21	50	23	21	45	33	20	17	53	41	50	46	62	39	46	56	38	41	56	24	40	65	27	5	10	4					
		4.24%	4.23%	4.50%	4.91%	3.49%	6.68%	4.04%	5.36%	4.91%	3.70%	3.47%	6.14%	4.25%	4.72%	5.15%	3.40%	2.58%	3.14%	5.84%	5.29%	5.58%	6.51%	5.92%	2.90%	4.24%	4.37%	4.83%	4.28%	5.82%	1.49%	2.32%	5.90%	5.28%	1.44%	3.34%	0.47%					
28	"11. ""Истинные патриоты России"""	25	1	1	0	0	1	1	1	0	3	1	0	1	0	0	0	0	1	1	2	0	1	0	0	0	0	1	0	0	0	1	0	0	7	0	1					
		0.08%	0.23%	0.11%	0.0%	0.0%	0.09%	0.09%	0.10%	0.0%	0.58%	0.16%	0.0%	0.18%	0.0%	0.0%	0.0%	0.0%	0.18%	0.11%	0.25%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.0%	0.05%	0.0%	0.0%	2.02%	0.0%	0.11%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	157	4	5	2	7	3	3	6	1	5	5	5	9	3	3	2	2	3	5	4	5	2	3	10	7	2	4	5	4	7	11	7	0	5	3	5					
		0.53%	0.94%	0.59%	0.54%	0.69%	0.29%	0.27%	0.60%	0.18%	0.97%	0.82%	0.61%	1.66%	0.67%	0.34%	0.20%	0.25%	0.55%	0.55%	0.51%	0.55%	0.28%	0.28%	0.74%	0.64%	0.15%	0.50%	0.52%	0.41%	0.43%	0.63%	0.63%	0.0%	1.44%	1.00%	0.59%					
30	"13. ""Демократическая партия России"""	43	1	2	0	1	1	1	0	5	2	0	2	0	1	2	3	0	1	2	0	2	1	1	2	0	1	0	0	3	0	3	0	1	2	2	1					
		0.14%	0.23%	0.23%	0.0%	0.09%	0.09%	0.09%	0.0%	0.91%	0.38%	0.0%	0.24%	0.0%	0.22%	0.22%	0.30%	0.0%	0.18%	0.22%	0.0%	0.22%	0.14%	0.09%	0.14%	0.0%	0.07%	0.0%	0.0%	0.31%	0.0%	0.17%	0.0%	0.19%	0.57%	0.66%	0.11%					
31	"14. ""Великая Россия - Евразийский Союз"""	35	0	0	2	0	1	1	0	1	0	0	1	1	1	0	0	0	0	1	2	0	1	4	0	4	1	1	0	4	2	1	2	0	3	0	1					
		0.11%	0.0%	0.0%	0.54%	0.0%	0.09%	0.09%	0.0%	0.18%	0.0%	0.0%	0.12%	0.18%	0.22%	0.0%	0.0%	0.0%	0.0%	0.11%	0.25%	0.0%	0.14%	0.38%	0.0%	0.36%	0.07%	0.12%	0.0%	0.41%	0.12%	0.05%	0.18%	0.0%	0.86%	0.0%	0.11%					
32	"15. ""Партия СЛОН"""	38	0	0	0	1	0	1	1	0	0	1	2	2	0	3	3	1	2	2	2	2	0	1	0	1	0	1	1	3	3	5	0	0	0	0	0					
		0.12%	0.0%	0.0%	0.0%	0.09%	0.0%	0.09%	0.10%	0.0%	0.0%	0.16%	0.24%	0.37%	0.0%	0.34%	0.30%	0.12%	0.36%	0.22%	0.25%	0.22%	0.0%	0.09%	0.0%	0.09%	0.0%	0.12%	0.10%	0.31%	0.18%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	4921	76	129	49	201	216	223	202	84	94	124	127	71	60	174	189	100	70	171	128	190	143	197	264	216	272	165	181	203	111	104	228	110	8	32	9					
		16.66%	17.88%	15.30%	13.38%	20.07%	20.93%	20.51%	20.46%	15.30%	18.32%	20.49%	15.60%	13.14%	13.51%	19.93%	19.48%	12.90%	12.93%	18.87%	16.51%	21.20%	20.25%	18.83%	19.67%	19.92%	21.23%	20.99%	18.91%	21.10%	6.90%	6.04%	20.70%	21.52%	2.31%	10.70%	1.07%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	0	0	1	3	2	4	1	3	0	1	0	1	1	1	2	0	0	1	1	4	0	0	4	2	2	1	2	2	1	1	1	1	9	0	6					
		0.19%	0.0%	0.0%	0.27%	0.29%	0.19%	0.36%	0.10%	0.54%	0.0%	0.16%	0.0%	0.18%	0.22%	0.11%	0.20%	0.0%	0.0%	0.11%	0.12%	0.44%	0.0%	0.0%	0.29%	0.18%	0.15%	0.12%	0.20%	0.20%	0.06%	0.05%	0.09%	0.19%	2.60%	0.0%	0.71%					
35	"18. ""ЛДПР"""	2954	38	100	52	78	65	65	64	50	43	61	105	64	55	50	88	123	33	107	87	77	71	95	122	98	88	87	104	77	195	235	101	70	92	44	70					
		10.00%	8.94%	11.86%	14.20%	7.79%	6.29%	5.97%	6.48%	9.10%	8.38%	10.08%	12.89%	11.85%	12.38%	5.72%	9.07%	15.87%	6.09%	11.81%	11.22%	8.59%	10.05%	9.08%	9.09%	9.04%	6.86%	11.06%	10.86%	8.00%	12.13%	13.66%	9.17%	13.69%	26.66%	14.71%	8.35%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	280	3	10	1	9	6	9	6	6	2	9	12	8	5	6	7	8	4	9	8	8	10	9	9	12	18	9	10	11	21	9	12	6	4	3	1					
		0.94%	0.70%	1.18%	0.27%	0.89%	0.58%	0.82%	0.60%	1.09%	0.38%	1.48%	1.47%	1.48%	1.12%	0.68%	0.72%	1.03%	0.73%	0.99%	1.03%	0.89%	1.41%	0.86%	0.67%	1.10%	1.40%	1.14%	1.04%	1.14%	1.30%	0.52%	1.08%	1.17%	1.15%	1.00%	0.11%					
37	"20. ""Политическая партия ""Единая Россия"""	8687	141	254	89	294	203	260	195	126	128	169	179	148	125	233	264	259	87	260	222	195	145	227	330	297	284	196	228	203	892	907	208	113	86	107	633					
		29.42%	33.17%	30.13%	24.31%	29.37%	19.67%	23.91%	19.75%	22.95%	24.95%	27.93%	21.99%	27.40%	28.15%	26.68%	27.21%	33.41%	16.08%	28.69%	28.64%	21.76%	20.53%	21.70%	24.59%	27.39%	22.17%	24.93%	23.82%	21.10%	55.50%	52.73%	18.89%	22.11%	24.92%	35.78%	75.53%					
38	"21. ""Российская Конституционно-демократическая партия"""	43	1	1	1	0	2	0	1	0	0	1	1	0	6	2	2	0	1	3	1	0	1	1	2	5	4	0	0	1	0	3	2	0	0	0	1					
		0.14%	0.23%	0.11%	0.27%	0.0%	0.19%	0.0%	0.10%	0.0%	0.0%	0.16%	0.12%	0.0%	1.35%	0.22%	0.20%	0.0%	0.18%	0.33%	0.12%	0.0%	0.14%	0.09%	0.14%	0.46%	0.31%	0.0%	0.0%	0.10%	0.0%	0.17%	0.18%	0.0%	0.0%	0.0%	0.11%					
39	"22. ""Развитие предпринимательства"""	60	0	4	1	3	2	0	1	0	3	2	1	0	0	4	3	0	0	2	3	2	4	1	7	2	2	4	0	0	3	1	3	0	1	0	1					
		0.20%	0.0%	0.47%	0.27%	0.29%	0.19%	0.0%	0.10%	0.0%	0.58%	0.33%	0.12%	0.0%	0.0%	0.45%	0.30%	0.0%	0.0%	0.22%	0.38%	0.22%	0.56%	0.09%	0.52%	0.18%	0.15%	0.50%	0.0%	0.0%	0.18%	0.05%	0.27%	0.0%	0.28%	0.0%	0.11%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	6172	77	160	104	232	329	280	315	146	121	128	174	114	95	220	192	120	253	149	158	213	183	258	297	213	364	167	242	188	119	123	248	99	12	58	21					
		20.90%	18.11%	18.97%	28.41%	23.17%	31.87%	25.75%	31.91%	26.59%	23.58%	21.15%	21.37%	21.11%	21.39%	25.20%	19.79%	15.48%	46.76%	16.44%	20.38%	23.77%	25.92%	24.66%	22.13%	19.64%	28.41%	21.24%	25.28%	19.54%	7.40%	7.15%	22.52%	19.37%	3.47%	19.39%	2.50%					
																																										
41	Против всех	1490	20	36	15	45	35	58	42	26	23	22	34	34	28	39	59	52	28	40	37	48	33	58	95	50	51	29	39	55	100	108	67	18	37	10	19					
		5.04%	4.70%	4.27%	4.09%	4.49%	3.39%	5.33%	4.25%	4.73%	4.48%	3.63%	4.17%	6.29%	6.30%	4.46%	6.08%	6.70%	5.17%	4.41%	4.77%	5.35%	4.67%	5.54%	7.07%	4.61%	3.98%	3.68%	4.07%	5.71%	6.22%	6.27%	6.08%	3.52%	10.72%	3.34%	2.26%					
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
																																										
