Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																				
Дата голосования: 18.09.2016																																																				
																																																				
Наименование Избирательной комиссии:    Горномарийская																																																				
																																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																																				
																																																				
		Сумма	УИК №185	УИК №186	УИК №187	УИК №188	УИК №189	УИК №190	УИК №191	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201	УИК №202	УИК №203	УИК №204	УИК №205	УИК №206	УИК №207	УИК №208	УИК №209	УИК №210	УИК №211	УИК №212	УИК №213	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №225									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	891	60	15	15	21	67	30	25	10	35	5	15	5	25	40	40	20	15	5	10	30	15	15	15	20	25	35	10	30	30	8	10	35	25	20	15	10	10	20	10	15	30									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	769	60	15	15	21	67	30	25	6	33	0	7	5	25	38	40	12	15	5	7	30	0	12	1	20	13	35	10	30	21	6	10	35	14	12	11	10	10	20	3	12	28									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	233	9	9	6	5	15	5	6	1	5	6	3	6	4	5	5	12	5	5	5	7	3	6	3	4	5	11	4	8	2	8	2	1	11	2	6	3	0	5	10	8	7									
14	Число погашенных неиспользованных открепительных удостоверений	122	0	0	0	0	0	0	0	4	2	5	8	0	0	2	0	8	0	0	3	0	15	3	14	0	12	0	0	0	9	2	0	0	11	8	4	0	0	0	7	3	2									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	54	2	1	0	1	3	3	3	0	3	0	1	1	1	0	2	0	2	0	0	2	0	1	1	3	1	4	1	1	2	0	0	1	4	0	0	0	0	0	3	1	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	73	3	2	1	2	7	1	4	0	2	0	2	1	1	1	3	3	5	0	1	0	2	2	2	2	0	1	1	5	1	0	0	1	1	1	0	3	0	1	1	1	9									
		0.66%	0.58%	0.62%	0.59%	1.06%	1.36%	0.39%	0.96%	0.00%	0.66%	0.00%	0.89%	0.94%	0.72%	0.27%	1.11%	0.65%	2.21%	0.00%	0.67%	0.00%	1.54%	0.73%	0.78%	0.55%	0.00%	0.18%	0.68%	1.46%	0.35%	0.00%	0.00%	0.26%	0.24%	0.81%	0.00%	2.73%	0.00%	0.44%	0.32%	0.43%	2.01%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	348	17	10	3	3	20	9	14	12	18	2	7	3	12	11	4	7	8	4	7	7	3	8	7	8	18	13	9	16	19	1	1	8	8	1	2	4	2	5	12	10	15									
		3.15%	3.30%	3.08%	1.78%	1.60%	3.90%	3.52%	3.37%	4.51%	5.90%	1.29%	3.13%	2.83%	8.63%	2.92%	1.48%	1.51%	3.54%	2.13%	4.70%	2.85%	2.31%	2.91%	2.72%	2.19%	4.33%	2.30%	6.08%	4.68%	6.60%	1.23%	0.76%	2.08%	1.91%	0.81%	1.39%	3.64%	1.36%	2.22%	3.81%	4.29%	3.35%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	136	13	3	1	2	12	2	6	5	3	0	2	0	0	8	5	1	1	0	3	5	0	5	5	4	9	8	1	5	9	0	1	3	1	2	1	0	0	0	5	3	2									
		1.23%	2.52%	0.92%	0.59%	1.06%	2.34%	0.78%	1.45%	1.88%	0.98%	0.00%	0.89%	0.00%	0.00%	2.12%	1.85%	0.22%	0.44%	0.00%	2.01%	2.03%	0.00%	1.82%	1.95%	1.10%	2.16%	1.42%	0.68%	1.46%	3.13%	0.00%	0.76%	0.78%	0.24%	1.63%	0.69%	0.00%	0.00%	0.00%	1.59%	1.29%	0.45%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	6542	282	215	91	127	282	137	219	150	159	106	126	55	78	223	149	302	117	115	74	146	88	169	171	229	259	368	62	164	115	61	98	269	263	84	110	69	79	119	203	126	283									
		59.25%	54.76%	66.15%	53.85%	67.55%	54.97%	53.52%	52.77%	56.39%	52.13%	68.39%	56.25%	51.89%	56.12%	59.15%	55.19%	65.09%	51.77%	61.17%	49.66%	59.35%	67.69%	61.45%	66.54%	62.74%	62.26%	65.25%	41.89%	47.95%	39.93%	75.31%	74.81%	70.05%	62.77%	68.29%	76.39%	62.73%	53.74%	52.89%	64.44%	54.08%	63.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	51	4	0	0	0	3	0	1	0	0	0	1	1	3	3	3	3	0	0	3	1	0	1	2	4	4	1	2	0	1	1	0	1	1	0	0	1	0	0	1	2	3									
		0.46%	0.78%	0.00%	0.00%	0.00%	0.58%	0.00%	0.24%	0.00%	0.00%	0.00%	0.45%	0.94%	2.16%	0.80%	1.11%	0.65%	0.00%	0.00%	2.01%	0.41%	0.00%	0.36%	0.78%	1.10%	0.96%	0.18%	1.35%	0.00%	0.35%	1.23%	0.00%	0.26%	0.24%	0.00%	0.00%	0.91%	0.00%	0.00%	0.32%	0.86%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	39	3	2	0	0	1	4	0	0	3	4	0	0	1	1	2	0	0	0	2	1	2	1	0	0	2	2	0	1	1	0	0	4	0	1	0	0	1	0	0	0	0									
		0.35%	0.58%	0.62%	0.00%	0.00%	0.19%	1.56%	0.00%	0.00%	0.98%	2.58%	0.00%	0.00%	0.72%	0.27%	0.74%	0.00%	0.00%	0.00%	1.34%	0.41%	1.54%	0.36%	0.00%	0.00%	0.48%	0.35%	0.00%	0.29%	0.35%	0.00%	0.00%	1.04%	0.00%	0.81%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1099	43	25	16	21	49	38	40	20	23	12	21	6	12	44	36	52	42	19	20	22	10	21	14	33	27	56	20	47	40	13	6	27	48	9	8	11	25	35	18	26	44									
		9.95%	8.35%	7.69%	9.47%	11.17%	9.55%	14.84%	9.64%	7.52%	7.54%	7.74%	9.38%	5.66%	8.63%	11.67%	13.33%	11.21%	18.58%	10.11%	13.42%	8.94%	7.69%	7.64%	5.45%	9.04%	6.49%	9.93%	13.51%	13.74%	13.89%	16.05%	4.58%	7.03%	11.46%	7.32%	5.56%	10.00%	17.01%	15.56%	5.71%	11.16%	9.82%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	20	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	2	6	0	1	2	0	0	0	0	0	0	0	0	0	1	1	1	2									
		0.18%	0.00%	0.00%	0.59%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.67%	0.00%	0.00%	0.36%	0.00%	0.55%	1.44%	0.00%	0.68%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.32%	0.43%	0.45%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	34	2	1	0	1	1	0	2	1	1	0	0	0	0	0	1	3	1	2	3	0	1	0	0	1	0	0	1	1	2	1	0	1	2	0	0	0	1	1	0	1	2									
		0.31%	0.39%	0.31%	0.00%	0.53%	0.19%	0.00%	0.48%	0.38%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.37%	0.65%	0.44%	1.06%	2.01%	0.00%	0.77%	0.00%	0.00%	0.27%	0.00%	0.00%	0.68%	0.29%	0.69%	1.23%	0.00%	0.26%	0.48%	0.00%	0.00%	0.00%	0.68%	0.44%	0.00%	0.43%	0.45%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	14	0	1	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	0	0	2	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1									
		0.13%	0.00%	0.31%	0.00%	0.53%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.43%	0.00%	0.00%	0.00%	0.81%	0.00%	0.36%	0.00%	0.00%	0.24%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.68%	0.00%	0.00%	0.43%	0.22%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	50	1	0	1	0	3	2	0	2	1	2	1	0	0	0	2	1	0	3	1	2	2	3	1	0	4	3	0	1	0	0	0	1	1	3	0	0	2	2	0	2	3									
		0.45%	0.19%	0.00%	0.59%	0.00%	0.58%	0.78%	0.00%	0.75%	0.33%	1.29%	0.45%	0.00%	0.00%	0.00%	0.74%	0.22%	0.00%	1.60%	0.67%	0.81%	1.54%	1.09%	0.39%	0.00%	0.96%	0.53%	0.00%	0.29%	0.00%	0.00%	0.00%	0.26%	0.24%	2.44%	0.00%	0.00%	1.36%	0.89%	0.00%	0.86%	0.67%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2114	104	42	47	27	117	50	86	56	79	19	41	29	25	75	56	73	45	34	25	52	19	52	46	67	72	83	45	78	83	4	20	59	78	18	13	17	33	56	66	52	71									
		19.15%	20.19%	12.92%	27.81%	14.36%	22.81%	19.53%	20.72%	21.05%	25.90%	12.26%	18.30%	27.36%	17.99%	19.89%	20.74%	15.73%	19.91%	18.09%	16.78%	21.14%	14.62%	18.91%	17.90%	18.36%	17.31%	14.72%	30.41%	22.81%	28.82%	4.94%	15.27%	15.36%	18.62%	14.63%	9.03%	15.45%	22.45%	24.89%	20.95%	22.32%	15.85%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	29	4	1	0	1	4	0	1	0	0	0	2	0	1	0	1	0	1	1	1	0	0	0	0	1	2	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	1									
		0.26%	0.78%	0.31%	0.00%	0.53%	0.78%	0.00%	0.24%	0.00%	0.00%	0.00%	0.89%	0.00%	0.72%	0.00%	0.37%	0.00%	0.44%	0.53%	0.67%	0.00%	0.00%	0.00%	0.00%	0.27%	0.48%	0.00%	0.68%	0.00%	0.35%	0.00%	0.00%	0.00%	0.24%	0.00%	0.69%	0.00%	0.68%	0.44%	0.32%	0.00%	0.22%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	338	22	13	4	1	7	9	34	13	12	8	14	9	6	7	6	9	4	7	7	7	3	8	3	14	12	24	5	14	10	0	5	4	13	3	2	2	1	1	3	4	8									
		3.06%	4.27%	4.00%	2.37%	0.53%	1.36%	3.52%	8.19%	4.89%	3.93%	5.16%	6.25%	8.49%	4.32%	1.86%	2.22%	1.94%	1.77%	3.72%	4.70%	2.85%	2.31%	2.91%	1.17%	3.84%	2.88%	4.26%	3.38%	4.09%	3.47%	0.00%	3.82%	1.04%	3.10%	2.44%	1.39%	1.82%	0.68%	0.44%	0.95%	1.72%	1.79%									
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
