Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																														
Дата голосования: 07.12.2003 0:00:00																																														
																																														
Наименование Избирательной комиссии:    Кезская																																														
																																														
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																														
																																														
		Сумма	УИК №2101	УИК №2102	УИК №2103	УИК №2104	УИК №2105	УИК №2106	УИК №2107	УИК №2108	УИК №2109	УИК №2110	УИК №2111	УИК №2112	УИК №2113	УИК №2114	УИК №2115	УИК №2116	УИК №2117	УИК №2118	УИК №2119	УИК №2120	УИК №2121	УИК №2122	УИК №2123	УИК №2124	УИК №2125	УИК №2126	УИК №2127	УИК №2128	УИК №2129	УИК №2130	УИК №2131	УИК №2132	УИК №2133	УИК №2134	УИК №2135	УИК №2136	УИК №2137	УИК №2138	УИК №2139					
		0.66%	0.30%	1.71%	2.85%	0.82%	0.0%	0.34%	1.92%	1.57%	0.68%	1.25%	0.68%	0.47%	0.0%	0.57%	0.54%	1.70%	0.93%	0.0%	0.0%	0.28%	0.40%	0.0%	1.43%	3.06%	0.30%	0.0%	0.90%	0.0%	0.51%	0.86%	0.46%	0.89%	0.40%	0.58%	0.73%	0.85%	0.79%	0.19%	1.03%					
30	"13. ""Демократическая партия России"""	23	2	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	2	0	2	0	2	0	2	1	0	2	0	0	1	1	0	0	1	1	1					
		0.18%	0.60%	1.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.46%	0.0%	0.0%	0.28%	0.81%	0.0%	0.95%	0.0%	0.60%	0.0%	0.90%	0.39%	0.0%	0.34%	0.0%	0.0%	0.13%	0.29%	0.0%	0.0%	0.11%	0.19%	0.17%					
31	"14. ""Великая Россия - Евразийский Союз"""	32	2	1	0	1	0	3	0	0	1	1	0	3	0	0	6	0	0	2	0	0	0	0	0	1	2	0	0	0	0	5	1	0	0	0	2	0	1	0	0					
		0.25%	0.60%	0.57%	0.0%	0.13%	0.0%	1.03%	0.0%	0.0%	0.68%	0.41%	0.0%	0.70%	0.0%	0.0%	1.64%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.0%	1.02%	0.60%	0.0%	0.0%	0.0%	0.0%	0.86%	0.23%	0.0%	0.0%	0.0%	0.24%	0.0%	0.11%	0.0%	0.0%					
32	"15. ""Партия СЛОН"""	26	2	0	0	0	0	5	0	0	1	0	0	3	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	2	0	0	1	0	1	1	1	2	0	2	0					
		0.20%	0.60%	0.0%	0.0%	0.0%	0.0%	1.73%	0.0%	0.0%	0.68%	0.0%	0.0%	0.70%	0.0%	0.57%	0.0%	0.0%	0.0%	0.76%	0.0%	0.28%	0.0%	0.0%	0.47%	1.02%	0.0%	0.0%	0.0%	0.78%	0.0%	0.0%	0.23%	0.0%	0.13%	0.29%	0.12%	0.28%	0.0%	0.38%	0.0%					
33	"16. ""Родина"" (народно-патриотический союз)"""	392	2	1	0	14	4	6	3	3	7	4	4	11	5	0	12	2	1	1	1	8	2	3	8	1	3	9	4	4	1	18	11	1	49	23	36	40	34	27	29					
		3.13%	0.60%	0.57%	0.0%	1.93%	1.35%	2.07%	2.88%	1.57%	4.79%	1.67%	1.36%	2.59%	2.79%	0.0%	3.28%	1.70%	0.46%	0.76%	1.56%	2.26%	0.81%	2.47%	3.82%	1.02%	0.90%	3.33%	1.80%	1.56%	0.51%	3.13%	2.55%	0.89%	6.54%	6.68%	4.40%	5.70%	3.85%	5.19%	5.00%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	58	2	1	0	2	0	4	1	1	2	0	5	2	2	1	3	0	1	0	2	2	1	0	2	0	1	0	2	4	1	2	1	0	0	3	2	0	1	5	2					
		0.46%	0.60%	0.57%	0.0%	0.27%	0.0%	1.38%	0.96%	0.52%	1.36%	0.0%	1.71%	0.47%	1.11%	0.57%	0.82%	0.0%	0.46%	0.0%	3.12%	0.56%	0.40%	0.0%	0.95%	0.0%	0.30%	0.0%	0.90%	1.56%	0.51%	0.34%	0.23%	0.0%	0.0%	0.87%	0.24%	0.0%	0.11%	0.96%	0.34%					
35	"18. ""ЛДПР"""	1194	18	15	1	56	26	31	10	11	8	17	22	26	16	16	30	11	18	7	3	47	18	7	16	6	18	13	25	20	19	70	48	6	91	40	79	80	125	50	74					
		9.55%	5.45%	8.57%	2.85%	7.73%	8.81%	10.72%	9.61%	5.78%	5.47%	7.11%	7.53%	6.13%	8.93%	9.24%	8.21%	9.40%	8.41%	5.38%	4.68%	13.31%	7.37%	5.78%	7.65%	6.12%	5.40%	4.81%	11.31%	7.84%	9.69%	12.17%	11.13%	5.35%	12.14%	11.62%	9.65%	11.41%	14.15%	9.61%	12.78%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	239	4	1	0	7	4	8	3	2	5	5	1	7	1	4	0	1	0	3	2	7	3	2	2	0	6	4	2	3	2	7	12	0	17	15	16	18	27	22	16					
		1.91%	1.21%	0.57%	0.0%	0.96%	1.35%	2.76%	2.88%	1.05%	3.42%	2.09%	0.34%	1.65%	0.55%	2.31%	0.0%	0.85%	0.0%	2.30%	3.12%	1.98%	1.22%	1.65%	0.95%	0.0%	1.80%	1.48%	0.90%	1.17%	1.02%	1.21%	2.78%	0.0%	2.26%	4.36%	1.95%	2.56%	3.05%	4.23%	2.76%					
37	"20. ""Политическая партия ""Единая Россия"""	6188	198	85	9	344	200	125	31	111	66	124	167	206	83	93	189	49	138	62	33	194	118	66	101	48	235	153	69	129	98	265	195	60	327	168	406	315	422	235	271					
		49.51%	59.99%	48.57%	25.71%	47.51%	67.79%	43.25%	29.80%	58.42%	45.20%	51.88%	57.19%	48.58%	46.36%	53.75%	51.78%	41.88%	64.48%	47.69%	51.56%	54.95%	48.36%	54.54%	48.32%	48.97%	70.57%	56.66%	31.22%	50.58%	50.0%	46.08%	45.24%	53.57%	43.65%	48.83%	49.63%	44.93%	47.79%	45.19%	46.80%					
38	"21. ""Российская Конституционно-демократическая партия"""	40	2	0	0	1	0	3	0	1	2	0	0	2	2	1	2	0	0	2	0	0	0	0	1	1	2	2	0	0	0	3	1	2	0	2	1	3	2	2	0					
		0.32%	0.60%	0.0%	0.0%	0.13%	0.0%	1.03%	0.0%	0.52%	1.36%	0.0%	0.0%	0.47%	1.11%	0.57%	0.54%	0.0%	0.0%	1.53%	0.0%	0.0%	0.0%	0.0%	0.47%	1.02%	0.60%	0.74%	0.0%	0.0%	0.0%	0.52%	0.23%	1.78%	0.0%	0.58%	0.12%	0.42%	0.22%	0.38%	0.0%					
39	"22. ""Развитие предпринимательства"""	38	3	0	0	4	0	0	0	1	0	2	0	1	2	1	0	0	1	0	0	0	3	1	0	0	2	0	0	0	1	1	1	0	1	2	2	2	1	4	2					
		0.30%	0.90%	0.0%	0.0%	0.55%	0.0%	0.0%	0.0%	0.52%	0.0%	0.83%	0.0%	0.23%	1.11%	0.57%	0.0%	0.0%	0.46%	0.0%	0.0%	0.0%	1.22%	0.82%	0.0%	0.0%	0.60%	0.0%	0.0%	0.0%	0.51%	0.17%	0.23%	0.0%	0.13%	0.58%	0.24%	0.28%	0.11%	0.76%	0.34%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	1597	22	28	13	110	22	50	21	19	21	22	35	67	26	11	48	15	22	20	10	43	17	5	27	11	14	41	26	32	19	118	75	15	127	30	117	92	87	51	68					
		12.77%	6.66%	16.0%	37.14%	15.19%	7.45%	17.30%	20.19%	10.0%	14.38%	9.20%	11.98%	15.80%	14.52%	6.35%	13.15%	12.82%	10.28%	15.38%	15.62%	12.18%	6.96%	4.13%	12.91%	11.22%	4.20%	15.18%	11.76%	12.54%	9.69%	20.52%	17.40%	13.39%	16.95%	8.72%	14.30%	13.12%	9.85%	9.80%	11.74%					
																																														
41	Против всех	322	11	4	3	18	9	4	0	2	0	7	3	7	0	7	9	1	1	8	4	4	6	4	3	2	8	7	8	5	7	18	14	4	20	11	19	25	24	19	16					
		2.57%	3.33%	2.28%	8.57%	2.48%	3.05%	1.38%	0.0%	1.05%	0.0%	2.92%	1.02%	1.65%	0.0%	4.04%	2.46%	0.85%	0.46%	6.15%	6.25%	1.13%	2.45%	3.30%	1.43%	2.04%	2.40%	2.59%	3.61%	1.96%	3.57%	3.13%	3.24%	3.57%	2.67%	3.19%	2.32%	3.56%	2.71%	3.65%	2.76%					
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
																																														
