Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																											
Дата голосования: 18.09.2016																																											
																																											
Наименование Избирательной комиссии:    Раздольненская																																											
																																											
Сводная таблица итогов голосования по федеральному избирательному округу																																											
																																											
		Сумма	УИК №1019	УИК №1020	УИК №1021	УИК №1022	УИК №1023	УИК №1024	УИК №1025	УИК №1026	УИК №1027	УИК №1028	УИК №1029	УИК №1030	УИК №1031	УИК №1032	УИК №1033	УИК №1034	УИК №1035	УИК №1036	УИК №1037	УИК №1038	УИК №1039	УИК №1040	УИК №1041	УИК №1042	УИК №1043	УИК №1044	УИК №1045	УИК №1046	УИК №1047	УИК №1048	УИК №1049	УИК №1050									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	4	5	3	2	1	0	0	4	2	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	1	0	0	0	0	1	2	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																											
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	119	14	12	14	11	3	5	4	4	3	1	0	6	1	6	2	1	3	0	1	0	5	4	0	1	4	1	5	0	0	3	5	0									
		0.68%	0.98%	0.88%	1.14%	1.12%	0.55%	0.72%	1.10%	0.40%	0.65%	0.27%	0.00%	1.10%	0.53%	0.88%	0.35%	0.37%	0.52%	0.00%	0.27%	0.00%	0.75%	1.34%	0.00%	0.13%	1.60%	0.20%	0.89%	0.00%	0.00%	0.25%	0.81%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	228	36	22	21	16	10	8	5	7	9	5	0	7	2	7	4	3	2	3	1	2	11	2	1	8	0	3	8	2	1	11	10	1									
		1.30%	2.52%	1.61%	1.71%	1.64%	1.85%	1.16%	1.38%	0.70%	1.96%	1.33%	0.00%	1.29%	1.06%	1.02%	0.71%	1.12%	0.35%	1.26%	0.27%	1.72%	1.65%	0.67%	0.87%	1.01%	0.00%	0.60%	1.43%	1.47%	0.91%	0.91%	1.63%	1.49%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	164	6	10	13	8	4	11	7	7	10	6	1	3	2	6	2	0	4	1	6	1	12	3	1	8	1	10	7	1	0	6	7	0									
		0.94%	0.42%	0.73%	1.06%	0.82%	0.74%	1.59%	1.93%	0.70%	2.18%	1.59%	0.47%	0.55%	1.06%	0.88%	0.35%	0.00%	0.70%	0.42%	1.63%	0.86%	1.80%	1.00%	0.87%	1.01%	0.40%	2.00%	1.25%	0.74%	0.00%	0.50%	1.14%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	13962	1042	1055	874	789	478	531	296	829	326	258	165	429	150	576	479	229	449	201	262	96	514	256	92	671	214	418	476	108	89	1046	510	54									
		79.74%	72.92%	77.01%	71.17%	80.67%	88.35%	76.96%	81.77%	83.07%	71.02%	68.44%	77.83%	79.01%	79.37%	84.09%	84.48%	85.77%	78.36%	84.45%	71.20%	82.76%	77.29%	85.62%	80.00%	84.30%	85.60%	83.77%	84.85%	79.41%	80.91%	86.66%	82.93%	80.60%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	112	9	3	9	4	1	11	1	5	5	4	2	3	6	3	0	3	2	0	2	0	2	2	0	6	0	4	5	1	3	5	9	2									
		0.64%	0.63%	0.22%	0.73%	0.41%	0.18%	1.59%	0.28%	0.50%	1.09%	1.06%	0.94%	0.55%	3.17%	0.44%	0.00%	1.12%	0.35%	0.00%	0.54%	0.00%	0.30%	0.67%	0.00%	0.75%	0.00%	0.80%	0.89%	0.74%	2.73%	0.41%	1.46%	2.99%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	0	0	6	6	0	3	1	1	4	0	2	5	0	0	0	0	0	1	4	0	2	2	0	3	0	2	2	0	0	3	3	1									
		0.29%	0.00%	0.00%	0.49%	0.61%	0.00%	0.43%	0.28%	0.10%	0.87%	0.00%	0.94%	0.92%	0.00%	0.00%	0.00%	0.00%	0.00%	0.42%	1.09%	0.00%	0.30%	0.67%	0.00%	0.38%	0.00%	0.40%	0.36%	0.00%	0.00%	0.25%	0.49%	1.49%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1069	115	75	87	44	20	36	19	57	46	34	14	17	6	46	24	12	57	23	58	7	50	5	5	52	14	22	33	11	2	43	33	2									
		6.11%	8.05%	5.47%	7.08%	4.50%	3.70%	5.22%	5.25%	5.71%	10.02%	9.02%	6.60%	3.13%	3.17%	6.72%	4.23%	4.49%	9.95%	9.66%	15.76%	6.03%	7.52%	1.67%	4.35%	6.53%	5.60%	4.41%	5.88%	8.09%	1.82%	3.56%	5.37%	2.99%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	99	4	7	16	2	3	13	0	9	0	0	4	6	3	2	1	0	4	0	2	0	6	2	0	3	0	4	0	1	0	7	0	0									
		0.57%	0.28%	0.51%	1.30%	0.20%	0.55%	1.88%	0.00%	0.90%	0.00%	0.00%	1.89%	1.10%	1.59%	0.29%	0.18%	0.00%	0.70%	0.00%	0.54%	0.00%	0.90%	0.67%	0.00%	0.38%	0.00%	0.80%	0.00%	0.74%	0.00%	0.58%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	42	4	5	4	6	0	3	0	2	1	1	1	0	0	0	2	0	0	0	0	0	2	2	0	4	1	3	1	0	0	0	0	0									
		0.24%	0.28%	0.36%	0.33%	0.61%	0.00%	0.43%	0.00%	0.20%	0.22%	0.27%	0.47%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.00%	0.00%	0.00%	0.30%	0.67%	0.00%	0.50%	0.40%	0.60%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	32	4	3	4	2	0	1	1	0	1	0	0	0	1	3	2	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0									
		0.18%	0.28%	0.22%	0.33%	0.20%	0.00%	0.14%	0.28%	0.00%	0.22%	0.00%	0.00%	0.00%	0.53%	0.44%	0.35%	0.00%	0.00%	0.42%	0.27%	0.00%	0.15%	0.33%	0.00%	0.00%	0.40%	0.20%	0.18%	0.74%	0.91%	0.08%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	121	8	16	12	4	1	8	3	0	6	9	0	7	0	0	2	0	4	1	3	1	13	3	1	4	2	2	1	0	1	6	3	0									
		0.69%	0.56%	1.17%	0.98%	0.41%	0.18%	1.16%	0.83%	0.00%	1.31%	2.39%	0.00%	1.29%	0.00%	0.00%	0.35%	0.00%	0.70%	0.42%	0.82%	0.86%	1.95%	1.00%	0.87%	0.50%	0.80%	0.40%	0.18%	0.00%	0.91%	0.50%	0.49%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	878	116	112	114	44	16	29	11	31	20	49	19	31	5	19	39	16	25	3	12	3	31	7	4	25	5	8	8	6	4	46	17	3									
		5.01%	8.12%	8.18%	9.28%	4.50%	2.96%	4.20%	3.04%	3.11%	4.36%	12.99%	8.96%	5.71%	2.65%	2.77%	6.88%	5.99%	4.36%	1.26%	3.26%	2.59%	4.66%	2.34%	3.48%	3.14%	2.00%	1.60%	1.43%	4.41%	3.64%	3.81%	2.76%	4.48%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	38	0	3	2	2	0	2	0	3	2	0	1	0	1	2	2	0	0	0	1	0	0	2	3	3	1	1	1	2	1	2	1	0									
		0.22%	0.00%	0.22%	0.16%	0.20%	0.00%	0.29%	0.00%	0.30%	0.44%	0.00%	0.47%	0.00%	0.53%	0.29%	0.35%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.67%	2.61%	0.38%	0.40%	0.20%	0.18%	1.47%	0.91%	0.17%	0.16%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	237	50	15	26	10	5	5	0	13	14	5	0	8	8	5	5	0	10	0	6	5	2	0	0	0	1	7	6	2	4	10	11	4									
		1.35%	3.50%	1.09%	2.12%	1.02%	0.92%	0.72%	0.00%	1.30%	3.05%	1.33%	0.00%	1.47%	4.23%	0.73%	0.88%	0.00%	1.75%	0.00%	1.63%	4.31%	0.30%	0.00%	0.00%	0.00%	0.40%	1.40%	1.07%	1.47%	3.64%	0.83%	1.79%	5.97%									
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
																																											
