Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																			
Дата голосования: 18.09.2016																																			
																																			
Наименование Избирательной комиссии:    Углегорская																																			
																																			
Сводная таблица итогов голосования по федеральному избирательному округу																																			
																																			
		Сумма	УИК №214	УИК №215	УИК №216	УИК №217	УИК №218	УИК №219	УИК №220	УИК №221	УИК №222	УИК №223	УИК №224	УИК №226	УИК №227	УИК №228	УИК №229	УИК №230	УИК №231	УИК №232	УИК №234	УИК №235	УИК №236	УИК №237	УИК №238	УИК №239									
		0.61%	0.39%	0.51%	0.00%	0.00%	1.03%	1.29%	0.00%	1.35%	0.00%	1.02%	0.39%	1.52%	0.33%	0.69%	1.23%	0.61%	0.00%	0.00%	0.00%	0.00%	0.99%	0.00%	0.00%	2.56%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	43	0	0	0	0	0	5	4	0	8	3	3	2	1	3	5	3	0	4	0	1	0	1	0	0									
		0.69%	0.00%	0.00%	0.00%	0.00%	0.00%	1.61%	1.10%	0.00%	2.23%	1.02%	1.16%	0.38%	0.16%	0.51%	1.03%	0.92%	0.00%	0.99%	0.00%	0.37%	0.00%	0.86%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	58	2	2	1	0	1	4	1	4	6	2	4	1	5	5	6	1	0	4	0	5	0	1	3	0									
		0.93%	0.79%	1.02%	0.79%	0.00%	1.03%	1.29%	0.27%	1.79%	1.68%	0.68%	1.54%	0.19%	0.82%	0.86%	1.23%	0.31%	0.00%	0.99%	0.00%	1.87%	0.00%	0.86%	1.95%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1201	44	33	30	4	29	71	68	62	67	71	48	77	123	134	95	65	6	48	0	36	15	22	46	7									
		19.35%	17.32%	16.75%	23.81%	17.39%	29.90%	22.90%	18.63%	27.80%	18.72%	24.23%	18.53%	14.58%	20.07%	22.98%	19.55%	19.88%	11.76%	11.85%	0.00%	13.48%	14.85%	18.97%	29.87%	17.95%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	20	1	0	0	0	2	1	2	3	1	1	1	0	2	2	0	0	0	1	0	0	1	0	2	0									
		0.32%	0.39%	0.00%	0.00%	0.00%	2.06%	0.32%	0.55%	1.35%	0.28%	0.34%	0.39%	0.00%	0.33%	0.34%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.99%	0.00%	1.30%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	172	7	4	4	0	1	8	10	5	7	12	8	11	23	20	14	8	0	17	0	8	3	0	2	0									
		2.77%	2.76%	2.03%	3.17%	0.00%	1.03%	2.58%	2.74%	2.24%	1.96%	4.10%	3.09%	2.08%	3.75%	3.43%	2.88%	2.45%	0.00%	4.20%	0.00%	2.99%	2.97%	0.00%	1.30%	0.00%									
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
																																			
