Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																		
Дата голосования: 18.09.2016																																		
																																		
Наименование Избирательной комиссии:    Сакмарская																																		
																																		
Сводная таблица итогов голосования по федеральному избирательному округу																																		
																																		
		Сумма	УИК №1452	УИК №1453	УИК №1454	УИК №1455	УИК №1456	УИК №1457	УИК №1458	УИК №1459	УИК №1460	УИК №1461	УИК №1462	УИК №1463	УИК №1464	УИК №1465	УИК №1466	УИК №1467	УИК №1468	УИК №1469	УИК №1470	УИК №1471	УИК №1472	УИК №1473	УИК №1474									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																		
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	76	7	5	6	4	3	0	2	2	1	0	3	1	4	2	0	1	5	7	4	9	6	2	2									
		0.86%	0.72%	0.61%	0.62%	1.13%	0.74%	0.00%	1.17%	0.75%	0.49%	0.00%	0.62%	0.56%	1.72%	0.68%	0.00%	0.35%	0.99%	0.94%	3.01%	1.47%	1.94%	0.80%	1.33%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	264	29	19	27	8	8	8	2	15	7	4	9	2	7	5	3	7	16	27	8	25	13	11	4									
		2.99%	2.98%	2.32%	2.79%	2.25%	1.96%	3.08%	1.17%	5.64%	3.40%	2.47%	1.86%	1.12%	3.02%	1.71%	6.00%	2.46%	3.19%	3.61%	6.02%	4.08%	4.21%	4.38%	2.67%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	171	20	18	26	7	5	7	5	7	4	2	8	4	5	1	0	3	14	10	2	14	5	2	2									
		1.94%	2.05%	2.20%	2.69%	1.97%	1.23%	2.69%	2.92%	2.63%	1.94%	1.23%	1.65%	2.23%	2.16%	0.34%	0.00%	1.05%	2.79%	1.34%	1.50%	2.28%	1.62%	0.80%	1.33%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3615	350	337	347	106	191	103	94	101	97	62	210	93	90	160	35	147	179	337	58	242	116	107	53									
		41.00%	35.93%	41.10%	35.88%	29.86%	46.81%	39.62%	54.97%	37.97%	47.09%	38.27%	43.30%	51.96%	38.79%	54.79%	70.00%	51.58%	35.66%	45.11%	43.61%	39.48%	37.54%	42.63%	35.33%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	54	2	4	9	2	0	3	2	5	0	0	0	0	4	2	0	1	7	3	1	4	3	1	1									
		0.61%	0.21%	0.49%	0.93%	0.56%	0.00%	1.15%	1.17%	1.88%	0.00%	0.00%	0.00%	0.00%	1.72%	0.68%	0.00%	0.35%	1.39%	0.40%	0.75%	0.65%	0.97%	0.40%	0.67%									
24	"6. Политическая партия ""Гражданская Платформа"""	23	4	1	2	1	1	1	0	0	0	0	1	0	0	1	0	1	5	2	0	2	0	1	0									
		0.26%	0.41%	0.12%	0.21%	0.28%	0.25%	0.38%	0.00%	0.00%	0.00%	0.00%	0.21%	0.00%	0.00%	0.34%	0.00%	0.35%	0.99%	0.27%	0.00%	0.33%	0.00%	0.40%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2157	270	195	268	91	97	76	34	63	21	51	143	47	54	78	5	62	108	132	25	148	85	54	50									
		24.46%	27.72%	23.78%	27.71%	25.63%	23.77%	29.23%	19.88%	23.68%	10.19%	31.48%	29.48%	26.26%	23.28%	26.71%	10.00%	21.75%	21.51%	17.67%	18.80%	24.14%	27.51%	21.51%	33.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	38	5	4	4	1	1	0	2	1	0	1	1	0	0	0	0	1	4	5	0	2	1	1	4									
		0.43%	0.51%	0.49%	0.41%	0.28%	0.25%	0.00%	1.17%	0.38%	0.00%	0.62%	0.21%	0.00%	0.00%	0.00%	0.00%	0.35%	0.80%	0.67%	0.00%	0.33%	0.32%	0.40%	2.67%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	70	9	8	9	5	1	1	0	0	1	0	1	1	3	4	0	2	6	5	4	5	4	0	1									
		0.79%	0.92%	0.98%	0.93%	1.41%	0.25%	0.38%	0.00%	0.00%	0.49%	0.00%	0.21%	0.56%	1.29%	1.37%	0.00%	0.70%	1.20%	0.67%	3.01%	0.82%	1.29%	0.00%	0.67%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	9	3	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1									
		0.10%	0.31%	0.37%	0.00%	0.28%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%	0.67%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	89	15	11	6	8	3	4	4	2	1	1	3	0	2	3	0	2	8	7	0	1	3	2	3									
		1.01%	1.54%	1.34%	0.62%	2.25%	0.74%	1.54%	2.34%	0.75%	0.49%	0.62%	0.62%	0.00%	0.86%	1.03%	0.00%	0.70%	1.59%	0.94%	0.00%	0.16%	0.97%	0.80%	2.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1685	197	157	206	101	73	38	18	52	68	31	88	22	48	26	5	38	103	145	25	107	60	57	20									
		19.11%	20.23%	19.15%	21.30%	28.45%	17.89%	14.62%	10.53%	19.55%	33.01%	19.14%	18.14%	12.29%	20.69%	8.90%	10.00%	13.33%	20.52%	19.41%	18.80%	17.46%	19.42%	22.71%	13.33%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	47	5	7	7	1	4	0	0	0	0	0	2	0	0	0	1	0	7	5	0	3	3	1	1									
		0.53%	0.51%	0.85%	0.72%	0.28%	0.98%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.00%	2.00%	0.00%	1.39%	0.67%	0.00%	0.49%	0.97%	0.40%	0.67%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	297	37	31	34	12	11	14	3	17	3	5	10	2	5	2	1	13	21	34	0	24	8	5	5									
		3.37%	3.80%	3.78%	3.52%	3.38%	2.70%	5.38%	1.75%	6.39%	1.46%	3.09%	2.06%	1.12%	2.16%	0.68%	2.00%	4.56%	4.18%	4.55%	0.00%	3.92%	2.59%	1.99%	3.33%									
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
																																		
