Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																
Дата голосования: 18.09.2016																																																
																																																
Наименование Избирательной комиссии:    Прибайкальская																																																
																																																
Сводная таблица итогов голосования по федеральному избирательному округу																																																
																																																
		Сумма	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524	УИК №525	УИК №526	УИК №527	УИК №528	УИК №529	УИК №530	УИК №531	УИК №532	УИК №533	УИК №534	УИК №535	УИК №536	УИК №537	УИК №538	УИК №539	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	74	0	0	3	3	3	1	2	0	2	4	0	0	1	0	0	4	1	6	1	2	4	3	3	1	1	4	0	2	2	4	0	3	0	2	4	1	7									
		0.88%	0.00%	0.00%	0.67%	0.74%	3.16%	2.33%	0.61%	0.00%	0.99%	4.71%	0.00%	0.00%	0.47%	0.00%	0.00%	1.38%	1.23%	1.16%	0.18%	0.45%	1.66%	0.85%	4.76%	1.47%	1.16%	1.38%	0.00%	0.44%	0.70%	0.98%	0.00%	1.81%	0.00%	1.18%	0.66%	1.49%	2.38%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	242	2	0	17	16	3	1	11	4	6	0	3	2	4	2	3	3	5	8	14	18	9	8	2	0	4	9	2	16	11	10	9	0	8	2	21	1	8									
		2.87%	4.00%	0.00%	3.79%	3.92%	3.16%	2.33%	3.37%	5.13%	2.99%	0.00%	1.68%	4.00%	1.88%	2.56%	4.84%	1.04%	6.17%	1.54%	2.46%	4.07%	3.73%	2.27%	3.17%	0.00%	4.65%	3.11%	2.30%	3.50%	3.83%	2.44%	3.07%	0.00%	5.00%	1.18%	3.45%	1.49%	2.72%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	209	3	1	14	17	1	4	7	1	3	1	3	2	3	1	0	5	2	9	19	5	8	6	1	0	4	4	2	18	13	10	3	5	2	5	21	0	6									
		2.48%	6.00%	0.91%	3.13%	4.17%	1.05%	9.30%	2.15%	1.28%	1.49%	1.18%	1.68%	4.00%	1.41%	1.28%	0.00%	1.73%	2.47%	1.73%	3.33%	1.13%	3.32%	1.70%	1.59%	0.00%	4.65%	1.38%	2.30%	3.94%	4.53%	2.44%	1.02%	3.01%	1.25%	2.96%	3.45%	0.00%	2.04%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3415	14	73	190	181	46	17	148	30	109	50	77	29	95	28	35	143	31	211	210	167	78	161	36	36	39	105	23	185	91	120	105	71	49	70	198	35	129									
		40.53%	28.00%	66.36%	42.41%	44.36%	48.42%	39.53%	45.40%	38.46%	54.23%	58.82%	43.02%	58.00%	44.60%	35.90%	56.45%	49.48%	38.27%	40.66%	36.84%	37.78%	32.37%	45.61%	57.14%	52.94%	45.35%	36.33%	26.44%	40.48%	31.71%	29.27%	35.84%	42.77%	30.63%	41.42%	32.51%	52.24%	43.88%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	36	1	1	5	2	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	2	1	0	2	3	0	0	0	1	1	1	1	0	7	0	1									
		0.43%	2.00%	0.91%	1.12%	0.49%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.28%	0.00%	0.35%	1.23%	0.19%	0.18%	0.23%	0.00%	0.57%	1.59%	0.00%	2.33%	1.04%	0.00%	0.00%	0.00%	0.24%	0.34%	0.60%	0.63%	0.00%	1.15%	0.00%	0.34%									
24	"6. Политическая партия ""Гражданская Платформа"""	20	0	0	3	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	2	2	0	0	0	0	0	1	1	3	0	3	0	0	0	0	1	0	0									
		0.24%	0.00%	0.00%	0.67%	0.00%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.35%	0.00%	0.19%	0.35%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	1.15%	0.66%	0.00%	0.73%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1724	7	19	69	89	15	7	48	28	29	12	39	9	45	20	9	64	12	98	92	97	69	74	7	17	16	57	20	69	66	86	71	34	43	51	149	12	75									
		20.46%	14.00%	17.27%	15.40%	21.81%	15.79%	16.28%	14.72%	35.90%	14.43%	14.12%	21.79%	18.00%	21.13%	25.64%	14.52%	22.15%	14.81%	18.88%	16.14%	21.95%	28.63%	20.96%	11.11%	25.00%	18.60%	19.72%	22.99%	15.10%	22.99%	20.98%	24.23%	20.48%	26.88%	30.18%	24.47%	17.91%	25.51%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	48	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	5	3	0	3	0	0	0	0	3	0	4	5	8	0	0	0	5	0	7									
		0.57%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.50%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.23%	0.19%	0.88%	0.68%	0.00%	0.85%	0.00%	0.00%	0.00%	0.00%	3.45%	0.00%	1.39%	1.22%	2.73%	0.00%	0.00%	0.00%	0.82%	0.00%	2.38%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	227	2	0	6	5	6	2	6	2	0	0	3	0	4	4	2	5	4	18	18	11	4	10	1	3	4	11	4	29	11	14	6	2	8	3	13	0	6									
		2.69%	4.00%	0.00%	1.34%	1.23%	6.32%	4.65%	1.84%	2.56%	0.00%	0.00%	1.68%	0.00%	1.88%	5.13%	3.23%	1.73%	4.94%	3.47%	3.16%	2.49%	1.66%	2.83%	1.59%	4.41%	4.65%	3.81%	4.60%	6.35%	3.83%	3.41%	2.05%	1.20%	5.00%	1.78%	2.13%	0.00%	2.04%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	10	0	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	0	0	1	0	0	0	1									
		0.12%	0.00%	0.00%	0.00%	0.49%	1.05%	0.00%	0.00%	0.00%	0.00%	1.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.00%	0.35%	0.24%	0.00%	0.00%	0.63%	0.00%	0.00%	0.00%	0.34%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	51	0	0	5	3	0	0	8	0	0	0	0	1	2	0	0	2	0	3	2	1	1	0	0	0	2	1	0	1	6	3	1	1	1	0	4	0	3									
		0.61%	0.00%	0.00%	1.12%	0.74%	0.00%	0.00%	2.45%	0.00%	0.00%	0.00%	0.00%	2.00%	0.94%	0.00%	0.00%	0.69%	0.00%	0.58%	0.35%	0.23%	0.41%	0.00%	0.00%	0.00%	2.33%	0.35%	0.00%	0.22%	2.09%	0.73%	0.34%	0.60%	0.63%	0.00%	0.66%	0.00%	1.02%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1422	16	8	92	53	16	6	39	10	31	13	26	6	35	15	7	45	17	100	124	78	49	53	4	5	6	59	17	88	55	78	51	31	31	20	112	10	16									
		16.88%	32.00%	7.27%	20.54%	12.99%	16.84%	13.95%	11.96%	12.82%	15.42%	15.29%	14.53%	12.00%	16.43%	19.23%	11.29%	15.57%	20.99%	19.27%	21.75%	17.65%	20.33%	15.01%	6.35%	7.35%	6.98%	20.42%	19.54%	19.26%	19.16%	19.02%	17.41%	18.67%	19.38%	11.83%	18.39%	14.93%	5.44%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	18	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	1	3	0	1	0	4	0	1									
		0.21%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.47%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.35%	0.00%	0.22%	0.00%	0.24%	1.02%	0.00%	0.63%	0.00%	0.66%	0.00%	0.34%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	703	5	7	31	25	1	5	42	1	12	1	22	1	14	5	5	12	5	45	70	40	16	28	7	3	5	23	12	30	21	59	23	16	14	8	49	8	32									
		8.34%	10.00%	6.36%	6.92%	6.13%	1.05%	11.63%	12.88%	1.28%	5.97%	1.18%	12.29%	2.00%	6.57%	6.41%	8.06%	4.15%	6.17%	8.67%	12.28%	9.05%	6.64%	7.93%	11.11%	4.41%	5.81%	7.96%	13.79%	6.56%	7.32%	14.39%	7.85%	9.64%	8.75%	4.73%	8.05%	11.94%	10.88%									
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
																																																
