Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																																																	
Дата голосования: 18.09.2016																																																																	
																																																																	
"Наименование Избирательной комиссии:    Нижний Тагил, Ленинская"																																																																	
																																																																	
Сводная таблица итогов голосования по федеральному избирательному округу																																																																	
																																																																	
		Сумма	УИК №648	УИК №654	УИК №667	УИК №691	УИК №2187	УИК №2188	УИК №2189	УИК №2190	УИК №2191	УИК №2192	УИК №2193	УИК №2194	УИК №2195	УИК №2196	УИК №2197	УИК №2198	УИК №2199	УИК №2200	УИК №2201	УИК №2202	УИК №2203	УИК №2204	УИК №2205	УИК №2206	УИК №2207	УИК №2208	УИК №2209	УИК №2210	УИК №2211	УИК №2212	УИК №2213	УИК №2214	УИК №2215	УИК №2216	УИК №2217	УИК №2218	УИК №2219	УИК №2220	УИК №2221	УИК №2222	УИК №2223	УИК №2225	УИК №2226	УИК №2227	УИК №2228	УИК №2229	УИК №2230	УИК №2231	УИК №2232	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237									
		1.60%	1.22%	0.92%	0.00%	0.00%	1.51%	2.63%	3.43%	1.91%	2.84%	1.39%	1.56%	2.47%	1.77%	1.80%	3.49%	1.89%	1.41%	2.74%	1.38%	2.12%	1.29%	1.73%	1.24%	2.10%	1.46%	1.59%	1.22%	1.32%	1.88%	1.85%	1.13%	1.21%	0.93%	0.87%	1.12%	1.53%	0.85%	0.84%	1.83%	1.26%	0.57%	0.00%	1.35%	1.04%	1.72%	2.93%	2.76%	2.41%	0.00%	1.28%	0.74%	0.82%	1.06%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	49	0	2	0	0	1	2	2	0	2	1	0	2	1	0	2	1	1	1	1	1	2	1	0	1	0	0	1	2	1	0	0	1	0	1	1	1	2	1	1	0	2	1	2	0	0	1	0	1	0	1	1	2	2	0									
		0.13%	0.00%	0.31%	0.00%	0.00%	0.12%	0.28%	0.43%	0.00%	0.30%	0.13%	0.00%	0.21%	0.13%	0.00%	0.22%	0.10%	0.14%	0.13%	0.13%	0.12%	0.22%	0.10%	0.00%	0.15%	0.00%	0.00%	0.15%	0.22%	0.10%	0.00%	0.00%	0.11%	0.00%	0.12%	0.10%	0.11%	0.24%	0.10%	0.14%	0.00%	0.57%	0.61%	0.30%	0.00%	0.00%	0.11%	0.00%	0.34%	0.00%	0.11%	0.11%	0.27%	0.43%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	739	3	11	1	2	27	20	8	22	30	15	19	14	16	18	34	25	13	35	12	13	10	19	7	13	7	6	18	6	9	22	20	26	13	6	23	13	7	19	16	16	5	1	9	4	14	24	9	6	5	18	18	7	3	2									
		1.94%	1.22%	1.69%	1.79%	1.45%	3.14%	2.77%	1.71%	3.50%	4.48%	1.90%	2.46%	1.44%	2.03%	2.32%	3.82%	2.62%	1.84%	4.56%	1.51%	1.62%	1.08%	1.83%	1.08%	1.95%	0.93%	1.06%	2.75%	0.66%	0.94%	2.14%	2.05%	2.86%	1.51%	0.75%	2.35%	1.42%	0.85%	1.99%	2.25%	2.02%	1.42%	0.61%	1.35%	0.83%	2.18%	2.70%	1.18%	2.07%	1.78%	1.91%	1.90%	0.96%	0.64%	1.27%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	4552	31	101	2	20	107	78	71	90	78	94	109	117	92	108	120	108	77	91	107	91	109	118	84	75	94	62	78	106	138	127	114	104	99	87	113	114	87	113	67	87	42	13	74	56	69	89	96	38	46	132	109	101	8	11									
		11.95%	12.60%	15.54%	3.57%	14.49%	12.46%	10.79%	15.20%	14.31%	11.66%	11.91%	14.14%	12.02%	11.65%	13.90%	13.50%	11.32%	10.89%	11.86%	13.44%	11.33%	11.75%	11.35%	13.00%	11.23%	12.43%	10.93%	11.93%	11.67%	14.38%	12.38%	11.68%	11.43%	11.53%	10.86%	11.55%	12.45%	10.56%	11.84%	9.42%	10.96%	11.90%	7.88%	11.13%	11.64%	10.76%	10.02%	12.60%	13.10%	16.37%	14.04%	11.52%	13.84%	1.70%	6.96%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	155	0	2	0	1	0	3	1	1	3	2	7	3	2	3	3	12	2	3	3	4	5	1	2	1	2	3	0	5	2	8	5	6	2	4	5	2	2	4	3	8	0	0	3	5	0	4	5	0	1	4	4	3	1	0									
		0.41%	0.00%	0.31%	0.00%	0.72%	0.00%	0.41%	0.21%	0.16%	0.45%	0.25%	0.91%	0.31%	0.25%	0.39%	0.34%	1.26%	0.28%	0.39%	0.38%	0.50%	0.54%	0.10%	0.31%	0.15%	0.26%	0.53%	0.00%	0.55%	0.21%	0.78%	0.51%	0.66%	0.23%	0.50%	0.51%	0.22%	0.24%	0.42%	0.42%	1.01%	0.00%	0.00%	0.45%	1.04%	0.00%	0.45%	0.66%	0.00%	0.36%	0.43%	0.42%	0.41%	0.21%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	5607	18	103	5	3	154	102	90	86	106	120	110	146	138	117	139	159	108	112	105	96	138	154	110	89	98	103	111	128	145	131	154	131	129	147	143	145	150	137	121	89	23	24	87	53	91	125	76	32	54	148	134	118	59	13									
		14.72%	7.32%	15.85%	8.93%	2.17%	17.93%	14.11%	19.27%	13.67%	15.84%	15.21%	14.27%	15.01%	17.47%	15.06%	15.64%	16.67%	15.28%	14.60%	13.19%	11.96%	14.87%	14.81%	17.03%	13.32%	12.96%	18.17%	16.97%	14.10%	15.10%	12.77%	15.78%	14.40%	15.02%	18.35%	14.62%	15.83%	18.20%	14.36%	17.02%	11.21%	6.52%	14.55%	13.08%	11.02%	14.20%	14.08%	9.97%	11.03%	19.22%	15.74%	14.16%	16.16%	12.55%	8.23%									
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
																																																																	
