Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																																			
Дата голосования: 07.12.2003 0:00:00																																																																			
																																																																			
Наименование Избирательной комиссии:    Хабаровская																																																																			
																																																																			
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																																			
																																																																			
		Сумма	УИК №756	УИК №757	УИК №758	УИК №759	УИК №760	УИК №761	УИК №762	УИК №763	УИК №764	УИК №765	УИК №766	УИК №767	УИК №768	УИК №769	УИК №770	УИК №771	УИК №772	УИК №773	УИК №774	УИК №775	УИК №776	УИК №777	УИК №778	УИК №779	УИК №780	УИК №781	УИК №782	УИК №783	УИК №784	УИК №785	УИК №786	УИК №787	УИК №788	УИК №789	УИК №790	УИК №791	УИК №792	УИК №793	УИК №794	УИК №795	УИК №796	УИК №797	УИК №798	УИК №799	УИК №800	УИК №801	УИК №802	УИК №803	УИК №804	УИК №805	УИК №806	УИК №807	УИК №808	УИК №809	УИК №810	УИК №811	УИК №812	УИК №813	УИК №814	УИК №815					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1025	5	5	5	10	5	10	5	5	30	30	5	10	5	20	10	30	50	50	20	20	5	20	20	20	5	20	30	20	20	10	20	50	20	20	20	20	20	10	20	10	5	20	5	5	20	5	20	5	30	10	20	10	10	5	5	20	20	20	20	60					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	320	1	2	0	0	0	0	0	0	3	2	0	3	2	6	0	28	14	44	3	8	1	17	6	0	0	6	14	6	1	2	4	17	2	1	2	5	8	1	1	2	0	6	0	0	5	0	3	4	24	3	1	1	1	0	0	0	2	4	9	45					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	232	1	3	1	1	0	0	0	0	3	0	0	5	5	10	0	3	4	6	3	19	2	13	4	3	1	4	4	1	7	2	6	2	2	1	3	5	1	4	6	2	1	1	2	2	10	3	9	5	1	4	0	2	2	1	1	8	38	0	1	4					
14	Число погашенных открепительных удостоверений	705	4	3	5	10	5	10	5	5	27	28	5	7	3	14	10	2	36	6	17	12	4	3	14	20	5	14	16	14	19	8	16	33	18	19	18	15	12	9	19	8	5	14	5	5	15	5	17	1	6	7	19	9	9	5	5	20	18	16	11	15					
15	Число открепительных удостоверений выданных ТИК	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																			
18	"1. ""ЕДИНЕНИЕ"""	514	1	9	0	15	5	3	2	0	9	9	2	3	0	13	30	6	61	43	10	3	6	6	9	5	2	7	3	3	19	3	7	11	8	15	7	8	4	2	7	2	2	10	6	3	6	1	12	1	14	4	5	2	2	1	3	12	10	16	21	25					
		1.53%	1.69%	2.41%	0.0%	3.69%	2.17%	1.06%	3.33%	0.0%	1.24%	3.03%	2.02%	0.72%	0.0%	1.06%	2.50%	1.47%	2.89%	2.53%	1.64%	0.87%	2.10%	1.13%	1.11%	1.03%	1.88%	0.79%	0.33%	0.50%	2.37%	0.97%	0.87%	1.38%	0.81%	1.55%	0.60%	0.86%	0.55%	0.30%	0.92%	0.93%	3.44%	1.45%	3.0%	1.79%	1.13%	0.64%	1.08%	1.92%	2.87%	1.20%	0.77%	1.83%	0.86%	1.40%	4.83%	2.02%	1.52%	2.06%	2.52%	1.67%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	1138	7	10	1	7	3	8	1	0	25	6	9	5	0	26	81	5	233	99	15	12	2	8	24	13	1	19	34	23	10	4	10	18	12	20	12	15	23	26	26	4	0	11	7	4	8	6	11	2	31	18	6	4	5	1	2	14	18	26	42	65					
		3.38%	11.86%	2.68%	1.85%	1.72%	1.30%	2.82%	1.66%	0.0%	3.46%	2.02%	9.09%	1.20%	0.0%	2.12%	6.75%	1.22%	11.07%	5.82%	2.46%	3.48%	0.70%	1.51%	2.98%	2.69%	0.94%	2.15%	3.78%	3.90%	1.25%	1.29%	1.24%	2.27%	1.22%	2.07%	1.03%	1.61%	3.18%	3.92%	3.45%	1.86%	0.0%	1.59%	3.5%	2.39%	1.51%	3.89%	0.99%	3.84%	6.36%	5.43%	0.93%	3.66%	2.16%	1.40%	3.22%	2.36%	2.74%	3.35%	5.04%	4.35%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	962	0	12	2	12	9	20	3	2	20	5	5	18	0	22	11	11	53	42	18	8	12	23	34	5	4	34	12	22	26	7	15	11	36	34	40	37	33	18	21	6	5	18	9	9	16	4	44	3	16	13	19	0	3	4	1	11	19	12	19	34					
		2.86%	0.0%	3.21%	3.70%	2.95%	3.91%	7.06%	5.0%	4.44%	2.77%	1.68%	5.05%	4.33%	0.0%	1.79%	0.91%	2.70%	2.51%	2.47%	2.96%	2.32%	4.21%	4.34%	4.22%	1.03%	3.77%	3.86%	1.33%	3.73%	3.25%	2.26%	1.87%	1.38%	3.66%	3.52%	3.44%	3.98%	4.56%	2.71%	2.78%	2.80%	8.62%	2.61%	4.5%	5.38%	3.02%	2.59%	3.96%	5.76%	3.28%	3.92%	2.95%	0.0%	1.29%	5.63%	1.61%	1.85%	2.89%	1.54%	2.28%	2.27%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	1228	4	14	0	12	4	11	0	4	24	11	2	12	0	29	24	5	66	58	19	13	11	24	28	22	1	46	44	31	9	6	24	35	38	23	38	33	46	34	48	10	3	25	5	6	17	5	71	1	23	26	19	4	7	5	0	25	31	11	30	51					
		3.65%	6.77%	3.75%	0.0%	2.95%	1.73%	3.88%	0.0%	8.88%	3.32%	3.70%	2.02%	2.89%	0.0%	2.36%	2.00%	1.22%	3.13%	3.41%	3.12%	3.77%	3.85%	4.53%	3.47%	4.56%	0.94%	5.22%	4.89%	5.26%	1.12%	1.94%	2.99%	4.41%	3.87%	2.38%	3.27%	3.55%	6.36%	5.12%	6.37%	4.67%	5.17%	3.62%	2.5%	3.59%	3.21%	3.24%	6.40%	1.92%	4.72%	7.85%	2.95%	3.66%	3.03%	7.04%	0.0%	4.21%	4.72%	1.41%	3.60%	3.41%					
22	"5. ""За Русь Святую"""	129	0	0	0	5	0	3	0	0	5	0	0	0	0	2	8	0	6	6	3	0	0	2	5	1	0	4	1	3	2	1	1	2	7	5	5	5	1	2	6	0	0	3	1	1	2	1	3	0	2	1	2	0	3	0	0	2	4	3	4	6					
		0.38%	0.0%	0.0%	0.0%	1.23%	0.0%	1.06%	0.0%	0.0%	0.69%	0.0%	0.0%	0.0%	0.0%	0.16%	0.66%	0.0%	0.28%	0.35%	0.49%	0.0%	0.0%	0.37%	0.62%	0.20%	0.0%	0.45%	0.11%	0.50%	0.25%	0.32%	0.12%	0.25%	0.71%	0.51%	0.43%	0.53%	0.13%	0.30%	0.79%	0.0%	0.0%	0.43%	0.5%	0.59%	0.37%	0.64%	0.27%	0.0%	0.41%	0.30%	0.31%	0.0%	1.29%	0.0%	0.0%	0.33%	0.60%	0.38%	0.48%	0.40%					
23	"6. ""Объединенная Российская партия ""Русь"""	95	0	0	0	1	0	0	0	0	2	2	0	1	0	3	6	0	12	8	0	0	1	3	1	2	1	1	0	1	4	5	2	2	4	5	1	1	2	1	1	1	0	0	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	4	3	7					
		0.28%	0.0%	0.0%	0.0%	0.24%	0.0%	0.0%	0.0%	0.0%	0.27%	0.67%	0.0%	0.24%	0.0%	0.24%	0.50%	0.0%	0.57%	0.47%	0.0%	0.0%	0.35%	0.56%	0.12%	0.41%	0.94%	0.11%	0.0%	0.16%	0.50%	1.61%	0.24%	0.25%	0.40%	0.51%	0.08%	0.10%	0.27%	0.15%	0.13%	0.46%	0.0%	0.0%	0.0%	0.0%	0.18%	0.64%	0.09%	0.0%	0.20%	0.0%	0.15%	0.0%	0.43%	0.0%	0.0%	0.16%	0.0%	0.51%	0.36%	0.46%					
24	"7. ""Новый курс - Автомобильная Россия"""	513	0	0	0	1	1	1	0	0	16	7	0	3	0	19	19	7	40	44	2	11	3	6	9	6	0	6	18	15	7	3	6	21	7	14	10	17	6	7	25	3	0	12	3	3	6	4	16	0	10	5	7	1	0	0	1	3	9	15	25	33					
		1.52%	0.0%	0.0%	0.0%	0.24%	0.43%	0.35%	0.0%	0.0%	2.21%	2.35%	0.0%	0.72%	0.0%	1.55%	1.58%	1.71%	1.90%	2.58%	0.32%	3.19%	1.05%	1.13%	1.11%	1.24%	0.0%	0.68%	2.00%	2.54%	0.87%	0.97%	0.74%	2.65%	0.71%	1.45%	0.86%	1.82%	0.82%	1.05%	3.32%	1.40%	0.0%	1.74%	1.5%	1.79%	1.13%	2.59%	1.44%	0.0%	2.05%	1.51%	1.08%	0.91%	0.0%	0.0%	1.61%	0.50%	1.37%	1.93%	3.00%	2.21%					
25	"8. ""Народно-республиканская партия России"""	56	0	0	1	1	2	0	0	0	1	0	0	1	0	1	3	0	4	4	0	2	1	0	1	0	1	2	0	2	0	1	0	0	2	0	0	1	2	0	1	2	0	1	0	0	2	0	1	0	3	0	5	0	0	0	0	1	1	3	2	1					
		0.16%	0.0%	0.0%	1.85%	0.24%	0.86%	0.0%	0.0%	0.0%	0.13%	0.0%	0.0%	0.24%	0.0%	0.08%	0.25%	0.0%	0.19%	0.23%	0.0%	0.58%	0.35%	0.0%	0.12%	0.0%	0.94%	0.22%	0.0%	0.33%	0.0%	0.32%	0.0%	0.0%	0.20%	0.0%	0.0%	0.10%	0.27%	0.0%	0.13%	0.93%	0.0%	0.14%	0.0%	0.0%	0.37%	0.0%	0.09%	0.0%	0.61%	0.0%	0.77%	0.0%	0.0%	0.0%	0.0%	0.16%	0.15%	0.38%	0.24%	0.06%					
26	"9. ""Российская экологическая партия ""Зеленые"""	238	1	1	0	1	0	0	0	1	9	3	2	3	0	10	19	2	25	14	0	1	0	4	12	4	0	4	6	3	0	4	2	6	3	6	1	7	2	3	5	0	0	6	0	0	3	1	1	0	6	2	1	0	1	0	0	0	3	13	16	21					
		0.70%	1.69%	0.26%	0.0%	0.24%	0.0%	0.0%	0.0%	2.22%	1.24%	1.01%	2.02%	0.72%	0.0%	0.81%	1.58%	0.49%	1.18%	0.82%	0.0%	0.29%	0.0%	0.75%	1.49%	0.82%	0.0%	0.45%	0.66%	0.50%	0.0%	1.29%	0.24%	0.75%	0.30%	0.62%	0.08%	0.75%	0.27%	0.45%	0.66%	0.0%	0.0%	0.87%	0.0%	0.0%	0.56%	0.64%	0.09%	0.0%	1.23%	0.60%	0.15%	0.0%	0.43%	0.0%	0.0%	0.0%	0.45%	1.67%	1.92%	1.40%					
27	"10. ""Аграрная партия России"""	847	1	4	6	10	17	7	1	3	20	2	2	6	2	6	4	5	9	15	26	6	7	6	29	13	10	116	22	18	41	14	13	7	25	32	36	20	22	12	7	6	3	6	9	3	29	5	18	0	3	10	38	12	11	2	10	25	14	6	3	32					
		2.52%	1.69%	1.07%	11.11%	2.46%	7.39%	2.47%	1.66%	6.66%	2.77%	0.67%	2.02%	1.44%	5.0%	0.49%	0.33%	1.22%	0.42%	0.88%	4.27%	1.74%	2.45%	1.13%	3.60%	2.69%	9.43%	13.18%	2.44%	3.05%	5.13%	4.53%	1.62%	0.88%	2.54%	3.31%	3.10%	2.15%	3.04%	1.80%	0.92%	2.80%	5.17%	0.87%	4.5%	1.79%	5.48%	3.24%	1.62%	0.0%	0.61%	3.02%	5.90%	11.00%	4.76%	2.81%	16.12%	4.21%	2.13%	0.77%	0.36%	2.14%					
28	"11. ""Истинные патриоты России"""	78	0	0	0	0	0	1	0	0	3	1	1	0	0	2	2	2	9	4	0	4	0	0	0	3	0	1	2	0	1	0	1	2	2	2	2	1	1	0	5	0	0	1	0	0	0	0	0	0	4	0	0	1	3	0	0	1	0	7	6	3					
		0.23%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.41%	0.33%	1.01%	0.0%	0.0%	0.16%	0.16%	0.49%	0.42%	0.23%	0.0%	1.16%	0.0%	0.0%	0.0%	0.62%	0.0%	0.11%	0.22%	0.0%	0.12%	0.0%	0.12%	0.25%	0.20%	0.20%	0.17%	0.10%	0.13%	0.0%	0.66%	0.0%	0.0%	0.14%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.82%	0.0%	0.0%	0.91%	1.29%	0.0%	0.0%	0.16%	0.0%	0.90%	0.72%	0.20%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	236	1	1	0	4	5	1	1	0	7	4	4	6	0	16	6	2	17	14	9	3	0	2	4	1	0	7	2	4	7	0	3	6	6	3	3	2	5	2	4	1	0	6	1	2	0	3	13	0	11	2	5	0	1	1	1	2	3	5	4	13					
		0.70%	1.69%	0.26%	0.0%	0.98%	2.17%	0.35%	1.66%	0.0%	0.97%	1.34%	4.04%	1.44%	0.0%	1.30%	0.50%	0.49%	0.80%	0.82%	1.48%	0.87%	0.0%	0.37%	0.49%	0.20%	0.0%	0.79%	0.22%	0.67%	0.87%	0.0%	0.37%	0.75%	0.61%	0.31%	0.25%	0.21%	0.69%	0.30%	0.53%	0.46%	0.0%	0.87%	0.5%	1.19%	0.0%	1.94%	1.17%	0.0%	2.25%	0.60%	0.77%	0.0%	0.43%	1.40%	1.61%	0.33%	0.45%	0.64%	0.48%	0.87%					
30	"13. ""Демократическая партия России"""	104	0	3	1	2	2	2	0	0	3	2	0	3	0	3	4	1	8	6	0	0	1	0	3	0	0	3	1	4	0	1	2	3	1	6	0	5	2	2	3	1	0	2	0	0	0	0	0	0	1	1	3	0	1	0	0	2	2	4	2	8					
		0.30%	0.0%	0.80%	1.85%	0.49%	0.86%	0.70%	0.0%	0.0%	0.41%	0.67%	0.0%	0.72%	0.0%	0.24%	0.33%	0.24%	0.38%	0.35%	0.0%	0.0%	0.35%	0.0%	0.37%	0.0%	0.0%	0.34%	0.11%	0.67%	0.0%	0.32%	0.24%	0.37%	0.10%	0.62%	0.0%	0.53%	0.27%	0.30%	0.39%	0.46%	0.0%	0.29%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.20%	0.30%	0.46%	0.0%	0.43%	0.0%	0.0%	0.33%	0.30%	0.51%	0.24%	0.53%					
31	"14. ""Великая Россия - Евразийский Союз"""	107	1	1	0	1	1	0	0	0	3	1	0	4	0	0	10	2	13	7	0	2	1	0	1	2	0	3	4	3	1	1	0	2	4	2	1	3	1	0	1	0	0	3	0	2	1	0	3	0	3	0	2	1	0	0	0	1	1	3	6	5					
		0.31%	1.69%	0.26%	0.0%	0.24%	0.43%	0.0%	0.0%	0.0%	0.41%	0.33%	0.0%	0.96%	0.0%	0.0%	0.83%	0.49%	0.61%	0.41%	0.0%	0.58%	0.35%	0.0%	0.12%	0.41%	0.0%	0.34%	0.44%	0.50%	0.12%	0.32%	0.0%	0.25%	0.40%	0.20%	0.08%	0.32%	0.13%	0.0%	0.13%	0.0%	0.0%	0.43%	0.0%	1.19%	0.18%	0.0%	0.27%	0.0%	0.61%	0.0%	0.31%	0.91%	0.0%	0.0%	0.0%	0.16%	0.15%	0.38%	0.72%	0.33%					
32	"15. ""Партия СЛОН"""	142	0	0	0	0	0	0	0	0	5	1	0	1	0	6	6	0	25	16	2	2	1	0	0	0	0	3	0	0	1	0	5	6	1	3	6	4	5	3	2	0	0	2	0	0	1	1	5	0	6	2	0	0	0	0	0	1	1	8	3	8					
		0.42%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.69%	0.33%	0.0%	0.24%	0.0%	0.49%	0.50%	0.0%	1.18%	0.94%	0.32%	0.58%	0.35%	0.0%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.12%	0.0%	0.62%	0.75%	0.10%	0.31%	0.51%	0.43%	0.69%	0.45%	0.26%	0.0%	0.0%	0.29%	0.0%	0.0%	0.18%	0.64%	0.45%	0.0%	1.23%	0.60%	0.0%	0.0%	0.0%	0.0%	0.0%	0.16%	0.15%	1.03%	0.36%	0.53%					
33	"16. ""Родина"" (народно-патриотический союз)"""	1757	3	11	3	19	9	17	3	1	21	13	6	25	5	108	19	8	79	49	32	18	10	47	33	29	4	56	82	34	28	10	32	51	55	67	101	63	56	61	44	20	1	14	12	5	22	11	81	2	19	25	26	7	7	2	0	32	79	5	16	59					
		5.23%	5.08%	2.94%	5.55%	4.67%	3.91%	6.00%	5.0%	2.22%	2.91%	4.37%	6.06%	6.02%	12.5%	8.82%	1.58%	1.96%	3.75%	2.88%	5.26%	5.23%	3.50%	8.88%	4.09%	6.01%	3.77%	6.36%	9.13%	5.77%	3.50%	3.23%	3.99%	6.43%	5.60%	6.95%	8.69%	6.78%	7.74%	9.20%	5.84%	9.34%	1.72%	2.03%	6.0%	2.99%	4.15%	7.14%	7.30%	3.84%	3.90%	7.55%	4.04%	6.42%	3.03%	2.81%	0.0%	5.39%	12.04%	0.64%	1.92%	3.95%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	131	2	2	0	2	2	2	0	0	3	1	2	0	1	4	15	0	17	6	0	1	2	4	3	2	1	0	0	3	5	2	4	4	1	0	1	1	5	2	3	1	0	1	1	1	2	1	0	0	2	0	1	0	2	0	0	3	1	1	6	5					
		0.39%	3.38%	0.53%	0.0%	0.49%	0.86%	0.70%	0.0%	0.0%	0.41%	0.33%	2.02%	0.0%	2.5%	0.32%	1.25%	0.0%	0.80%	0.35%	0.0%	0.29%	0.70%	0.75%	0.37%	0.41%	0.94%	0.0%	0.0%	0.50%	0.62%	0.64%	0.49%	0.50%	0.10%	0.0%	0.08%	0.10%	0.69%	0.30%	0.39%	0.46%	0.0%	0.14%	0.5%	0.59%	0.37%	0.64%	0.0%	0.0%	0.41%	0.0%	0.15%	0.0%	0.86%	0.0%	0.0%	0.50%	0.15%	0.12%	0.72%	0.33%					
35	"18. ""ЛДПР"""	7746	11	64	20	73	42	51	3	11	187	72	14	91	5	310	377	99	534	407	176	99	70	139	231	126	21	186	159	146	145	90	232	236	219	203	259	158	154	124	159	42	14	183	33	42	103	41	268	15	95	56	152	22	54	12	15	119	116	178	197	286					
		23.07%	18.64%	17.15%	37.03%	17.98%	18.26%	18.02%	5.0%	24.44%	25.93%	24.24%	14.14%	21.92%	12.5%	25.32%	31.44%	24.32%	25.38%	23.95%	28.94%	28.77%	24.56%	26.27%	28.69%	26.14%	19.81%	21.13%	17.70%	24.78%	18.14%	29.12%	28.96%	29.79%	22.32%	21.05%	22.30%	17.00%	21.30%	18.70%	21.11%	19.62%	24.13%	26.56%	16.5%	25.14%	19.47%	26.62%	24.16%	28.84%	19.50%	16.91%	23.63%	20.18%	23.37%	16.90%	24.19%	20.06%	17.68%	22.93%	23.67%	19.16%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	497	0	8	2	8	5	6	1	0	14	8	0	8	2	7	10	6	17	14	11	5	4	19	15	2	0	8	9	17	14	3	15	10	15	12	10	22	24	15	12	5	1	6	1	2	15	2	21	1	4	6	15	2	1	0	0	7	11	13	6	20					
		1.48%	0.0%	2.14%	3.70%	1.97%	2.17%	2.12%	1.66%	0.0%	1.94%	2.69%	0.0%	1.92%	5.0%	0.57%	0.83%	1.47%	0.80%	0.82%	1.80%	1.45%	1.40%	3.59%	1.86%	0.41%	0.0%	0.90%	1.00%	2.88%	1.75%	0.97%	1.87%	1.26%	1.52%	1.24%	0.86%	2.36%	3.31%	2.26%	1.59%	2.33%	1.72%	0.87%	0.5%	1.19%	2.83%	1.29%	1.89%	1.92%	0.82%	1.81%	2.33%	1.83%	0.43%	0.0%	0.0%	1.18%	1.67%	1.67%	0.72%	1.34%					
37	"20. ""Политическая партия ""Единая Россия"""	11527	8	144	7	144	87	93	41	14	235	125	37	152	23	485	359	189	524	551	206	99	117	159	223	164	44	223	351	165	317	116	309	256	358	349	439	370	224	224	252	71	15	266	88	48	201	46	287	17	157	106	222	27	81	22	18	233	200	348	292	599					
		34.33%	13.55%	38.60%	12.96%	35.46%	37.82%	32.86%	68.33%	31.11%	32.59%	42.08%	37.37%	36.62%	57.5%	39.62%	29.94%	46.43%	24.90%	32.43%	33.88%	28.77%	41.05%	30.05%	27.70%	34.02%	41.50%	25.34%	39.08%	28.01%	39.67%	37.54%	38.57%	32.32%	36.49%	36.20%	37.81%	39.82%	30.98%	33.78%	33.46%	33.17%	25.86%	38.60%	44.0%	28.74%	37.99%	29.87%	25.87%	32.69%	32.23%	32.02%	34.52%	24.77%	35.06%	30.98%	29.03%	39.29%	30.48%	44.84%	35.09%	40.14%					
38	"21. ""Российская Конституционно-демократическая партия"""	57	0	2	0	0	1	0	0	0	0	0	0	2	0	3	4	1	6	10	2	0	2	0	2	0	0	0	1	1	1	2	1	1	0	0	0	1	0	0	1	0	0	1	1	0	0	0	2	0	3	0	0	0	0	0	0	0	1	2	1	2					
		0.16%	0.0%	0.53%	0.0%	0.0%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.48%	0.0%	0.24%	0.33%	0.24%	0.28%	0.58%	0.32%	0.0%	0.70%	0.0%	0.24%	0.0%	0.0%	0.0%	0.11%	0.16%	0.12%	0.64%	0.12%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.13%	0.0%	0.0%	0.14%	0.5%	0.0%	0.0%	0.0%	0.18%	0.0%	0.61%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.15%	0.25%	0.12%	0.13%					
39	"22. ""Развитие предпринимательства"""	123	0	0	0	2	0	0	0	0	9	0	0	2	0	4	4	1	11	6	3	1	0	0	2	2	0	3	2	1	5	1	0	0	4	5	2	5	2	3	4	1	0	3	0	1	3	0	2	0	4	0	0	0	3	0	1	0	0	5	9	7					
		0.36%	0.0%	0.0%	0.0%	0.49%	0.0%	0.0%	0.0%	0.0%	1.24%	0.0%	0.0%	0.48%	0.0%	0.32%	0.33%	0.24%	0.52%	0.35%	0.49%	0.29%	0.0%	0.0%	0.24%	0.41%	0.0%	0.34%	0.22%	0.16%	0.62%	0.32%	0.0%	0.0%	0.40%	0.51%	0.17%	0.53%	0.27%	0.45%	0.53%	0.46%	0.0%	0.43%	0.0%	0.59%	0.56%	0.0%	0.18%	0.0%	0.82%	0.0%	0.0%	0.0%	1.29%	0.0%	1.61%	0.0%	0.0%	0.64%	1.08%	0.46%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	2394	12	62	7	64	29	43	3	7	44	4	7	34	1	73	32	16	114	67	28	13	12	26	36	40	8	71	51	40	83	21	69	27	91	81	115	88	55	65	41	12	12	33	11	20	46	12	171	7	17	18	67	9	19	14	2	52	88	22	29	53					
