Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																									
Дата голосования: 18.09.2016																																									
																																									
"Наименование Избирательной комиссии:    Новороссийск, Приморская"																																									
																																									
Сводная таблица итогов голосования по федеральному избирательному округу																																									
																																									
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3511	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521	УИК №3522	УИК №3523	УИК №3524	УИК №3525	УИК №3526	УИК №3527	УИК №3528	УИК №3529	УИК №3530									
		0.52%	0.00%	0.00%	2.74%	1.77%	0.00%	1.07%	0.91%	2.07%	1.35%	0.00%	0.00%	0.15%	0.65%	0.00%	0.58%	2.19%	0.00%	1.46%	1.03%	0.00%	0.83%	0.00%	0.11%	0.00%	0.98%	0.12%	0.00%	0.00%	0.29%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	166	4	0	17	10	0	0	15	12	18	0	0	19	0	0	5	11	0	32	0	0	8	0	2	0	0	2	0	0	11	0									
		0.48%	0.23%	0.00%	2.59%	0.93%	0.00%	0.00%	1.37%	2.48%	1.62%	0.00%	0.00%	1.41%	0.00%	0.00%	0.42%	1.10%	0.00%	2.34%	0.00%	0.00%	1.11%	0.00%	0.22%	0.00%	0.00%	0.23%	0.00%	0.00%	1.07%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	22079	1181	676	378	527	751	549	667	207	556	872	935	982	1006	1114	781	533	1425	721	734	602	454	824	561	838	830	572	888	673	698	544									
		63.73%	68.82%	70.05%	57.53%	49.07%	67.96%	58.65%	60.97%	42.86%	50.18%	69.98%	67.51%	73.01%	65.03%	73.97%	64.98%	53.14%	66.99%	52.67%	53.85%	65.08%	63.14%	70.61%	62.96%	66.99%	62.88%	65.82%	63.98%	63.49%	68.16%	68.00%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	82	0	0	11	9	0	0	8	1	11	0	0	1	0	0	6	7	0	15	0	0	1	0	3	0	0	2	0	0	7	0									
		0.24%	0.00%	0.00%	1.67%	0.84%	0.00%	0.00%	0.73%	0.21%	0.99%	0.00%	0.00%	0.07%	0.00%	0.00%	0.50%	0.70%	0.00%	1.10%	0.00%	0.00%	0.14%	0.00%	0.34%	0.00%	0.00%	0.23%	0.00%	0.00%	0.68%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	56	0	0	5	1	0	5	8	1	2	0	0	0	4	0	0	6	0	1	6	0	2	0	1	0	6	0	0	0	8	0									
		0.16%	0.00%	0.00%	0.76%	0.09%	0.00%	0.53%	0.73%	0.21%	0.18%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.60%	0.00%	0.07%	0.44%	0.00%	0.28%	0.00%	0.11%	0.00%	0.45%	0.00%	0.00%	0.00%	0.78%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	4600	184	106	85	254	121	141	131	116	211	150	222	158	187	196	120	227	276	225	150	111	104	116	101	163	132	94	181	121	121	96									
		13.28%	10.72%	10.98%	12.94%	23.65%	10.95%	15.06%	11.97%	24.02%	19.04%	12.04%	16.03%	11.75%	12.09%	13.01%	9.98%	22.63%	12.98%	16.44%	11.01%	12.00%	14.46%	9.94%	11.34%	13.03%	10.00%	10.82%	13.04%	11.42%	11.82%	12.00%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	78	0	0	5	11	0	0	11	6	5	0	0	0	0	0	2	0	0	10	0	0	10	0	2	0	0	2	0	10	4	0									
		0.23%	0.00%	0.00%	0.76%	1.02%	0.00%	0.00%	1.01%	1.24%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.17%	0.00%	0.00%	0.73%	0.00%	0.00%	1.39%	0.00%	0.22%	0.00%	0.00%	0.23%	0.00%	0.94%	0.39%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	1741	99	58	11	26	66	20	88	18	65	75	0	29	104	90	96	14	128	35	95	73	22	70	49	75	92	52	97	0	30	64									
		5.03%	5.77%	6.01%	1.67%	2.42%	5.97%	2.14%	8.04%	3.73%	5.87%	6.02%	0.00%	2.16%	6.72%	5.98%	7.99%	1.40%	6.02%	2.56%	6.97%	7.89%	3.06%	5.99%	5.50%	5.99%	6.97%	5.98%	6.99%	0.00%	2.93%	8.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	45	0	0	4	3	0	2	9	0	1	0	0	0	7	0	0	3	0	1	7	0	0	0	0	0	7	0	0	0	1	0									
		0.13%	0.00%	0.00%	0.61%	0.28%	0.00%	0.21%	0.82%	0.00%	0.09%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.30%	0.00%	0.07%	0.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.53%	0.00%	0.00%	0.00%	0.10%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	215	3	0	9	27	0	14	6	10	10	0	0	3	23	0	3	11	0	21	21	0	12	0	4	0	20	4	0	0	14	0									
		0.62%	0.17%	0.00%	1.37%	2.51%	0.00%	1.50%	0.55%	2.07%	0.90%	0.00%	0.00%	0.22%	1.49%	0.00%	0.25%	1.10%	0.00%	1.53%	1.54%	0.00%	1.67%	0.00%	0.45%	0.00%	1.52%	0.46%	0.00%	0.00%	1.37%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	3346	172	97	59	91	110	127	109	51	134	112	154	100	135	75	106	78	213	154	218	93	62	92	91	125	108	86	139	101	74	80									
		9.66%	10.02%	10.05%	8.98%	8.47%	9.95%	13.57%	9.96%	10.56%	12.09%	8.99%	11.12%	7.43%	8.73%	4.98%	8.82%	7.78%	10.01%	11.25%	15.99%	10.05%	8.62%	7.88%	10.21%	9.99%	8.18%	9.90%	10.01%	9.53%	7.23%	10.00%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	123	0	0	7	4	0	6	3	2	4	0	0	0	4	0	10	7	0	1	6	0	0	0	2	0	7	0	0	60	0	0									
		0.36%	0.00%	0.00%	1.07%	0.37%	0.00%	0.64%	0.27%	0.41%	0.36%	0.00%	0.00%	0.00%	0.26%	0.00%	0.83%	0.70%	0.00%	0.07%	0.44%	0.00%	0.00%	0.00%	0.22%	0.00%	0.53%	0.00%	0.00%	5.66%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1474	69	28	18	52	57	50	13	19	42	37	37	40	67	31	62	32	85	75	109	46	15	58	62	50	105	51	83	40	25	16									
		4.25%	4.02%	2.90%	2.74%	4.84%	5.16%	5.34%	1.19%	3.93%	3.79%	2.97%	2.67%	2.97%	4.33%	2.06%	5.16%	3.19%	3.99%	5.48%	7.99%	4.97%	2.09%	4.97%	6.96%	3.99%	7.95%	5.87%	5.98%	3.77%	2.44%	2.00%									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
																																									
