Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																				
Дата голосования: 18.09.2016																																				
																																				
Наименование Избирательной комиссии:    район Москворечье-Сабурово																																				
																																				
Сводная таблица итогов голосования по федеральному избирательному округу																																				
																																				
		Сумма	УИК №1820	УИК №1821	УИК №1822	УИК №1823	УИК №1824	УИК №1825	УИК №1826	УИК №1827	УИК №1828	УИК №1829	УИК №1830	УИК №1831	УИК №1832	УИК №1833	УИК №1834	УИК №1835	УИК №1836	УИК №1837	УИК №1838	УИК №1839	УИК №3723	УИК №3724	УИК №3725	УИК №3726	УИК №3727									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	360	10	10	20	10	20	20	20	20	20	20	10	25	20	20	20	20	20	20	15	20	0	0	0	0	0									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	269	6	10	12	10	17	10	16	16	15	12	9	19	11	15	20	16	19	14	8	14	0	0	0	0	0									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	467	33	32	31	29	26	18	18	21	34	22	22	33	18	19	5	6	14	19	25	26	7	3	0	0	6									
14	Число погашенных неиспользованных открепительных удостоверений	91	4	0	8	0	3	10	4	4	5	8	1	6	9	5	0	4	1	6	7	6	0	0	0	0	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	61	4	3	4	1	5	4	3	6	4	2	3	4	2	3	5	3	4	1	0	0	0	0	0	0	0									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																				
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	568	25	27	37	32	43	20	33	24	33	15	15	31	19	33	32	35	31	30	23	16	4	6	1	2	1									
		3.62%	2.83%	4.58%	3.86%	3.33%	5.01%	3.33%	3.88%	2.92%	4.02%	2.10%	2.17%	4.06%	2.73%	4.14%	4.60%	5.17%	3.31%	3.70%	4.11%	2.48%	3.05%	8.11%	1.61%	3.92%	4.17%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	258	10	6	18	20	16	12	15	16	16	15	8	10	13	15	13	12	11	8	9	10	3	2	0	0	0									
		1.65%	1.13%	1.02%	1.88%	2.08%	1.86%	1.99%	1.76%	1.94%	1.95%	2.10%	1.16%	1.31%	1.87%	1.88%	1.87%	1.77%	1.18%	0.99%	1.61%	1.55%	2.29%	2.70%	0.00%	0.00%	0.00%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	524	26	12	25	30	24	21	32	22	32	22	19	23	23	34	25	23	38	34	18	17	12	6	4	2	0									
		3.34%	2.94%	2.04%	2.61%	3.12%	2.79%	3.49%	3.76%	2.67%	3.90%	3.08%	2.75%	3.01%	3.31%	4.26%	3.60%	3.40%	4.06%	4.20%	3.22%	2.63%	9.16%	8.11%	6.45%	3.92%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	5714	280	196	324	338	303	232	291	337	288	279	281	296	244	292	246	260	317	291	224	243	53	31	29	26	13									
		36.46%	31.71%	33.28%	33.79%	35.17%	35.27%	38.60%	34.20%	40.95%	35.08%	39.08%	40.67%	38.74%	35.11%	36.59%	35.40%	38.40%	33.87%	35.93%	40.07%	37.62%	40.46%	41.89%	46.77%	50.98%	54.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	324	25	8	25	18	16	10	21	11	20	14	14	12	13	21	15	16	14	18	18	10	4	1	0	0	0									
		2.07%	2.83%	1.36%	2.61%	1.87%	1.86%	1.66%	2.47%	1.34%	2.44%	1.96%	2.03%	1.57%	1.87%	2.63%	2.16%	2.36%	1.50%	2.22%	3.22%	1.55%	3.05%	1.35%	0.00%	0.00%	0.00%									
24	"6. Политическая партия ""Гражданская Платформа"""	51	4	3	5	5	3	1	2	4	1	3	0	1	3	2	2	4	4	1	0	2	1	0	0	0	0									
		0.33%	0.45%	0.51%	0.52%	0.52%	0.35%	0.17%	0.24%	0.49%	0.12%	0.42%	0.00%	0.13%	0.43%	0.25%	0.29%	0.59%	0.43%	0.12%	0.00%	0.31%	0.76%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2400	85	82	162	146	118	104	122	129	128	118	94	119	114	148	121	100	141	120	89	107	24	7	11	7	4									
		15.31%	9.63%	13.92%	16.89%	15.19%	13.74%	17.30%	14.34%	15.67%	15.59%	16.53%	13.60%	15.58%	16.40%	18.55%	17.41%	14.77%	15.06%	14.81%	15.92%	16.56%	18.32%	9.46%	17.74%	13.73%	16.67%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	430	16	23	38	39	36	21	25	13	15	15	20	22	25	12	21	16	21	19	7	24	0	0	1	1	0									
		2.74%	1.81%	3.90%	3.96%	4.06%	4.19%	3.49%	2.94%	1.58%	1.83%	2.10%	2.89%	2.88%	3.60%	1.50%	3.02%	2.36%	2.24%	2.35%	1.25%	3.72%	0.00%	0.00%	1.61%	1.96%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	537	42	31	49	25	41	15	23	25	19	11	21	22	28	15	16	25	44	35	21	22	2	2	2	0	1									
		3.43%	4.76%	5.26%	5.11%	2.60%	4.77%	2.50%	2.70%	3.04%	2.31%	1.54%	3.04%	2.88%	4.03%	1.88%	2.30%	3.69%	4.70%	4.32%	3.76%	3.41%	1.53%	2.70%	3.23%	0.00%	4.17%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	28	0	1	0	0	2	3	1	1	3	1	0	0	1	1	0	4	4	1	1	3	0	1	0	0	0									
		0.18%	0.00%	0.17%	0.00%	0.00%	0.23%	0.50%	0.12%	0.12%	0.37%	0.14%	0.00%	0.00%	0.14%	0.13%	0.00%	0.59%	0.43%	0.12%	0.18%	0.46%	0.00%	1.35%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	1249	108	76	112	85	76	29	76	72	64	50	44	60	58	37	44	24	75	58	37	47	7	4	1	5	0									
		7.97%	12.23%	12.90%	11.68%	8.84%	8.85%	4.83%	8.93%	8.75%	7.80%	7.00%	6.37%	7.85%	8.35%	4.64%	6.33%	3.55%	8.01%	7.16%	6.62%	7.28%	5.34%	5.41%	1.61%	9.80%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2203	140	93	101	146	118	77	115	95	145	101	96	100	85	127	94	96	148	127	75	93	10	6	7	4	4									
		14.06%	15.86%	15.79%	10.53%	15.19%	13.74%	12.81%	13.51%	11.54%	17.66%	14.15%	13.89%	13.09%	12.23%	15.91%	13.53%	14.18%	15.81%	15.68%	13.42%	14.40%	7.63%	8.11%	11.29%	7.84%	16.67%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	109	5	5	4	10	4	11	3	6	7	8	7	4	6	4	6	6	3	2	1	3	3	1	0	0	0									
		0.70%	0.57%	0.85%	0.42%	1.04%	0.47%	1.83%	0.35%	0.73%	0.85%	1.12%	1.01%	0.52%	0.86%	0.50%	0.86%	0.89%	0.32%	0.25%	0.18%	0.46%	2.29%	1.35%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	1042	101	19	43	57	51	32	73	46	46	55	53	53	51	43	47	56	78	56	27	35	4	6	5	4	1									
		6.65%	11.44%	3.23%	4.48%	5.93%	5.94%	5.32%	8.58%	5.59%	5.60%	7.70%	7.67%	6.94%	7.34%	5.39%	6.76%	8.27%	8.33%	6.91%	4.83%	5.42%	3.05%	8.11%	8.06%	7.84%	4.17%									
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
																																				
