Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																								
Дата голосования: 18.09.2016																								
																								
Наименование Избирательной комиссии:    Илимпийская																								
																								
Сводная таблица итогов голосования по федеральному избирательному округу																								
																								
		Сумма	УИК №2233	УИК №2234	УИК №2235	УИК №2236	УИК №2237	УИК №2238	УИК №2239	УИК №2240	УИК №2241	УИК №2242	УИК №2243	УИК №2244	УИК №2245									
		0.10%	0.00%	0.00%	0.00%	0.33%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	411	99	48	75	117	29	4	6	4	6	0	9	0	14									
		13.31%	17.84%	16.27%	16.03%	19.02%	14.80%	1.36%	6.32%	2.86%	7.06%	0.00%	9.38%	0.00%	10.53%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	6	2	0	2	1	0	0	0	1	0	0	0	0	0									
		0.19%	0.36%	0.00%	0.43%	0.16%	0.00%	0.00%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	17	6	0	4	5	2	0	0	0	0	0	0	0	0									
		0.55%	1.08%	0.00%	0.85%	0.81%	1.02%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	5	1	1	1	0	0	2	0	0	0	0	0	0	0									
		0.16%	0.18%	0.34%	0.21%	0.00%	0.00%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	23	4	3	4	7	2	2	0	0	0	0	0	0	1									
		0.74%	0.72%	1.02%	0.85%	1.14%	1.02%	0.68%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.75%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	252	56	27	42	50	28	27	4	2	0	4	0	3	9									
		8.16%	10.09%	9.15%	8.97%	8.13%	14.29%	9.18%	4.21%	1.43%	0.00%	5.63%	0.00%	6.52%	6.77%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	36	9	6	5	9	1	4	0	1	0	0	0	0	1									
		1.17%	1.62%	2.03%	1.07%	1.46%	0.51%	1.36%	0.00%	0.71%	0.00%	0.00%	0.00%	0.00%	0.75%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	215	35	23	25	45	25	11	16	12	4	7	3	2	7									
		6.96%	6.31%	7.80%	5.34%	7.32%	12.76%	3.74%	16.84%	8.57%	4.71%	9.86%	3.13%	4.35%	5.26%									
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
																								
