Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																
Дата голосования: 04.12.2011																																
																																
Наименование Избирательной комиссии:    Тепло-Огаревская																																
																																
Сводная таблица результатов выборов																																
																																
		Сумма	УИК №540	УИК №541	УИК №542	УИК №543	УИК №544	УИК №545	УИК №546	УИК №547	УИК №548	УИК №742	УИК №743	УИК №744	УИК №745	УИК №746	УИК №747	УИК №748	УИК №749	УИК №750	УИК №751	УИК №752	УИК №753	УИК №754	УИК №755	УИК №756	УИК №757					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	102	0	12	10	0	0	5	0	1	2	1	3	1	7	8	0	0	3	4	4	1	6	10	2	11	11					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	535	15	33	29	21	12	22	13	24	10	25	12	12	14	4	4	0	16	17	14	17	50	33	37	53	48					
		7.60%	7.25%	7.28%	7.13%	4.77%	5.36%	7.46%	6.28%	9.27%	5.65%	7.29%	7.74%	7.23%	11.86%	3.57%	5.41%	0.00%	8.74%	5.36%	8.43%	4.84%	9.28%	7.42%	11.18%	9.64%	10.34%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	704	14	42	35	35	20	26	18	26	15	28	14	23	8	8	6	9	30	28	16	34	58	50	35	63	63					
		9.99%	6.76%	9.27%	8.60%	7.95%	8.93%	8.81%	8.70%	10.04%	8.47%	8.16%	9.03%	13.86%	6.78%	7.14%	8.11%	14.75%	16.39%	8.83%	9.64%	9.69%	10.76%	11.24%	10.57%	11.45%	13.58%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	61	1	2	4	6	4	1	1	1	6	7	1	1	0	0	0	1	0	2	2	3	3	2	5	5	3					
		0.87%	0.48%	0.44%	0.98%	1.36%	1.79%	0.34%	0.48%	0.39%	3.39%	2.04%	0.65%	0.60%	0.00%	0.00%	0.00%	1.64%	0.00%	0.63%	1.20%	0.85%	0.56%	0.45%	1.51%	0.91%	0.65%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1142	27	46	53	59	38	36	18	28	15	51	23	38	18	5	7	6	22	31	32	67	141	84	73	113	111					
		16.21%	13.04%	10.15%	13.02%	13.41%	16.96%	12.20%	8.70%	10.81%	8.47%	14.87%	14.84%	22.89%	15.25%	4.46%	9.46%	9.84%	12.02%	9.78%	19.28%	19.09%	26.16%	18.88%	22.05%	20.55%	23.92%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	112	2	3	9	3	0	1	8	0	6	5	2	0	0	0	2	0	1	1	3	4	13	9	12	18	10					
		1.59%	0.97%	0.66%	2.21%	0.68%	0.00%	0.34%	3.86%	0.00%	3.39%	1.46%	1.29%	0.00%	0.00%	0.00%	2.70%	0.00%	0.55%	0.32%	1.81%	1.14%	2.41%	2.02%	3.63%	3.27%	2.16%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4386	144	325	275	315	147	208	144	174	121	225	100	88	77	93	54	45	110	234	98	223	266	258	156	287	219					
		62.27%	69.57%	71.74%	67.57%	71.59%	65.63%	70.51%	69.57%	67.18%	68.36%	65.60%	64.52%	53.01%	65.25%	83.04%	72.97%	73.77%	60.11%	73.82%	59.04%	63.53%	49.35%	57.98%	47.13%	52.18%	47.20%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	32	2	0	0	0	1	0	1	3	1	1	3	0	0	1	1	0	2	0	1	1	3	3	1	3	4					
		0.45%	0.97%	0.00%	0.00%	0.00%	0.45%	0.00%	0.48%	1.16%	0.56%	0.29%	1.94%	0.00%	0.00%	0.89%	1.35%	0.00%	1.09%	0.00%	0.60%	0.28%	0.56%	0.67%	0.30%	0.55%	0.86%					
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
