Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																																																				
Дата голосования: 07.12.2003 0:00:00																																																				
																																																				
"Наименование Избирательной комиссии:    Томск, Кировская"																																																				
																																																				
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																																																				
																																																				
		Сумма	УИК №37	УИК №38	УИК №39	УИК №41	УИК №44	УИК №46	УИК №47	УИК №48	УИК №49	УИК №51	УИК №52	УИК №53	УИК №54	УИК №55	УИК №57	УИК №58	УИК №59	УИК №60	УИК №61	УИК №62	УИК №63	УИК №64	УИК №65	УИК №66	УИК №67	УИК №68	УИК №69	УИК №70	УИК №71	УИК №72	УИК №73	УИК №74	УИК №75	УИК №76	УИК №77	УИК №78	УИК №79	УИК №80	УИК №81	УИК №82	УИК №83	УИК №84	УИК №85	УИК №86	УИК №87					
11	"Число открепительных удостоверений, полученных участковыми комиссиями"	1797	40	40	40	40	77	0	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40	40					
12	"Число открепительных удостоверений, выданных участковыми комиссиями"	515	6	23	12	22	45	0	10	10	7	4	0	12	12	15	16	7	15	7	33	33	17	3	6	1	7	8	11	8	7	17	15	16	10	7	9	3	7	16	14	12	10	6	8	0	8					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	403	10	11	7	10	10	99	7	5	5	7	6	10	11	19	6	11	9	5	5	6	2	5	4	4	6	12	8	2	8	12	0	7	7	5	2	3	3	12	9	5	8	6	9	0	5					
14	Число погашенных открепительных удостоверений	1282	34	17	28	18	32	0	30	30	33	36	40	28	28	25	24	33	25	33	7	7	23	37	34	39	33	32	29	32	33	23	25	24	30	33	31	37	33	24	26	28	30	34	32	40	32					
15	Число открепительных удостоверений выданных ТИК	23	0	0	0	2	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	2	1	0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	2	0	0	4	0	0	0					
16	Число утраченных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																				
18	"1. ""ЕДИНЕНИЕ"""	513	8	4	10	12	12	4	12	18	16	3	6	9	7	13	26	7	25	20	13	6	19	7	12	4	19	9	6	4	7	14	22	17	16	6	10	12	4	10	15	16	10	20	9	3	11					
		1.29%	1.10%	0.66%	1.22%	1.21%	0.74%	1.50%	1.30%	1.50%	1.79%	0.42%	1.24%	0.91%	0.69%	1.25%	2.12%	1.32%	2.36%	2.01%	1.59%	0.55%	1.56%	0.91%	1.07%	1.52%	2.88%	0.96%	0.72%	0.48%	1.18%	1.13%	2.00%	1.43%	1.77%	0.68%	1.30%	2.29%	0.60%	0.74%	1.29%	1.50%	1.53%	2.65%	0.63%	1.31%	1.41%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	3977	117	88	97	94	214	10	104	159	131	77	29	97	84	90	111	41	116	132	98	143	134	61	103	15	68	96	63	69	39	105	116	125	67	73	66	37	81	145	137	85	37	39	97	29	58					
		10.00%	16.16%	14.64%	11.84%	9.53%	13.28%	3.77%	11.26%	13.27%	14.68%	10.82%	6.02%	9.83%	8.34%	8.65%	9.05%	7.75%	10.95%	13.30%	12.00%	13.22%	11.01%	7.95%	9.26%	5.72%	10.31%	10.33%	7.64%	8.34%	6.57%	8.53%	10.56%	10.58%	7.42%	8.39%	8.58%	7.08%	12.34%	10.78%	11.80%	8.01%	5.68%	5.18%	6.88%	12.66%	7.46%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	2133	48	2	33	41	12	15	55	63	52	38	21	80	75	61	41	47	63	51	23	28	22	57	76	11	32	64	46	45	45	102	39	63	48	64	65	21	27	85	59	62	59	52	105	16	19					
		5.36%	6.62%	0.33%	4.02%	4.15%	0.74%	5.66%	5.95%	5.25%	5.82%	5.34%	4.36%	8.11%	7.45%	5.86%	3.34%	8.88%	5.94%	5.14%	2.81%	2.59%	1.80%	7.43%	6.83%	4.19%	4.85%	6.88%	5.58%	5.44%	7.58%	8.29%	3.55%	5.33%	5.32%	7.35%	8.45%	4.02%	4.11%	6.31%	5.08%	5.84%	9.06%	6.91%	7.45%	6.98%	2.44%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	3487	91	35	85	99	60	21	92	121	99	78	41	77	81	96	70	41	99	111	69	67	91	90	112	17	72	98	80	90	49	122	97	131	71	62	53	56	79	102	136	98	45	33	108	11	51					
		8.77%	12.56%	5.82%	10.37%	10.04%	3.72%	7.92%	9.96%	10.10%	11.09%	10.97%	8.52%	7.80%	8.05%	9.23%	5.70%	7.75%	9.34%	11.18%	8.45%	6.19%	7.47%	11.73%	10.07%	6.48%	10.92%	10.54%	9.70%	10.88%	8.26%	9.91%	8.83%	11.09%	7.87%	7.12%	6.89%	10.72%	12.04%	7.58%	11.71%	9.23%	6.91%	4.38%	7.66%	4.80%	6.56%					
22	"5. ""За Русь Святую"""	139	1	4	1	3	2	1	1	2	4	4	4	5	8	5	2	2	2	2	2	2	5	2	5	2	1	0	2	2	2	8	5	5	4	3	0	1	2	5	6	7	5	4	5	1	0					
		0.34%	0.13%	0.66%	0.12%	0.30%	0.12%	0.37%	0.10%	0.16%	0.44%	0.56%	0.83%	0.50%	0.79%	0.48%	0.16%	0.37%	0.18%	0.20%	0.24%	0.18%	0.41%	0.26%	0.44%	0.76%	0.15%	0.0%	0.24%	0.24%	0.33%	0.65%	0.45%	0.42%	0.44%	0.34%	0.0%	0.19%	0.30%	0.37%	0.51%	0.65%	0.76%	0.53%	0.35%	0.43%	0.0%					
23	"6. ""Объединенная Российская партия ""Русь"""	108	3	2	2	3	6	0	2	5	3	1	1	3	1	1	2	2	2	1	4	3	9	1	0	1	1	2	4	1	0	2	3	6	3	1	3	2	4	1	5	4	4	0	2	0	2					
		0.27%	0.41%	0.33%	0.24%	0.30%	0.37%	0.0%	0.21%	0.41%	0.33%	0.14%	0.20%	0.30%	0.09%	0.09%	0.16%	0.37%	0.18%	0.10%	0.49%	0.27%	0.73%	0.13%	0.0%	0.38%	0.15%	0.21%	0.48%	0.12%	0.0%	0.16%	0.27%	0.50%	0.33%	0.11%	0.39%	0.38%	0.60%	0.07%	0.43%	0.37%	0.61%	0.0%	0.14%	0.0%	0.25%					
24	"7. ""Новый курс - Автомобильная Россия"""	268	4	3	2	14	18	2	5	10	9	5	7	10	5	4	7	1	8	4	3	5	9	3	8	1	6	8	2	4	0	10	5	8	5	7	3	10	4	9	4	3	2	12	12	3	4					
		0.67%	0.55%	0.49%	0.24%	1.41%	1.11%	0.75%	0.54%	0.83%	1.00%	0.70%	1.45%	1.01%	0.49%	0.38%	0.57%	0.18%	0.75%	0.40%	0.36%	0.46%	0.73%	0.39%	0.71%	0.38%	0.91%	0.86%	0.24%	0.48%	0.0%	0.81%	0.45%	0.67%	0.55%	0.80%	0.39%	1.91%	0.60%	0.66%	0.34%	0.28%	0.30%	1.59%	0.85%	1.31%	0.51%					
25	"8. ""Народно-республиканская партия России"""	20	0	0	0	0	2	0	0	1	0	1	0	1	0	3	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	1	0	1	2	0	1	0	0					
		0.05%	0.0%	0.0%	0.0%	0.0%	0.12%	0.0%	0.0%	0.08%	0.0%	0.14%	0.0%	0.10%	0.0%	0.28%	0.0%	0.0%	0.09%	0.0%	0.0%	0.09%	0.0%	0.26%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.09%	0.0%	0.22%	0.0%	0.0%	0.0%	0.0%	0.07%	0.0%	0.09%	0.30%	0.0%	0.07%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	385	6	9	6	9	40	2	5	3	2	3	7	8	8	4	28	1	11	6	14	35	13	4	5	1	8	8	6	5	3	11	6	17	9	7	6	4	0	7	14	6	3	7	10	3	15					
		0.96%	0.82%	1.49%	0.73%	0.91%	2.48%	0.75%	0.54%	0.25%	0.22%	0.42%	1.45%	0.81%	0.79%	0.38%	2.28%	0.18%	1.03%	0.60%	1.71%	3.23%	1.06%	0.52%	0.44%	0.38%	1.21%	0.86%	0.72%	0.60%	0.50%	0.89%	0.54%	1.43%	0.99%	0.80%	0.78%	0.76%	0.0%	0.52%	1.20%	0.56%	0.46%	0.93%	0.70%	1.31%	1.93%					
27	"10. ""Аграрная партия России"""	482	3	5	9	9	13	3	11	17	14	13	13	8	17	9	15	9	11	8	9	12	7	10	10	3	3	10	19	3	7	16	18	10	16	11	17	10	11	18	18	10	7	7	23	2	8					
		1.21%	0.41%	0.83%	1.09%	0.91%	0.80%	1.13%	1.19%	1.41%	1.56%	1.82%	2.70%	0.81%	1.68%	0.86%	1.22%	1.70%	1.03%	0.80%	1.10%	1.11%	0.57%	1.30%	0.89%	1.14%	0.45%	1.07%	2.30%	0.36%	1.18%	1.30%	1.63%	0.84%	1.77%	1.26%	2.21%	1.91%	1.67%	1.33%	1.55%	0.94%	1.07%	0.93%	1.63%	0.87%	1.02%					
28	"11. ""Истинные патриоты России"""	26	1	1	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	2	0	2	1	1	0	0	1	1	0	0	1	2	0	1	1	0	0	1	0	1	1	0	1	0	1	0	0					
		0.06%	0.13%	0.16%	0.12%	0.0%	0.0%	0.0%	0.10%	0.0%	0.0%	0.0%	0.0%	0.10%	0.09%	0.0%	0.08%	0.0%	0.09%	0.20%	0.0%	0.18%	0.08%	0.13%	0.0%	0.0%	0.15%	0.10%	0.0%	0.0%	0.16%	0.16%	0.0%	0.08%	0.11%	0.0%	0.0%	0.19%	0.0%	0.07%	0.08%	0.0%	0.15%	0.0%	0.07%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	272	3	5	13	10	10	3	7	7	4	5	0	6	12	3	5	1	7	7	4	27	4	4	10	4	5	6	2	2	4	7	6	7	9	7	3	0	2	14	5	4	6	6	7	6	3					
		0.68%	0.41%	0.83%	1.58%	1.01%	0.62%	1.13%	0.75%	0.58%	0.44%	0.70%	0.0%	0.60%	1.19%	0.28%	0.40%	0.18%	0.66%	0.70%	0.49%	2.49%	0.32%	0.52%	0.89%	1.52%	0.75%	0.64%	0.24%	0.24%	0.67%	0.56%	0.54%	0.59%	0.99%	0.80%	0.39%	0.0%	0.30%	1.04%	0.43%	0.37%	0.92%	0.79%	0.49%	2.62%	0.38%					
30	"13. ""Демократическая партия России"""	79	0	0	1	2	7	2	2	0	0	1	1	1	2	3	2	1	5	3	3	2	5	0	3	0	3	2	0	4	1	3	1	0	0	3	1	0	3	1	1	1	1	3	2	0	3					
		0.19%	0.0%	0.0%	0.12%	0.20%	0.43%	0.75%	0.21%	0.0%	0.0%	0.14%	0.20%	0.10%	0.19%	0.28%	0.16%	0.18%	0.47%	0.30%	0.36%	0.18%	0.41%	0.0%	0.26%	0.0%	0.45%	0.21%	0.0%	0.48%	0.16%	0.24%	0.09%	0.0%	0.0%	0.34%	0.13%	0.0%	0.45%	0.07%	0.08%	0.09%	0.15%	0.39%	0.14%	0.0%	0.38%					
31	"14. ""Великая Россия - Евразийский Союз"""	161	3	4	2	1	12	2	4	3	1	3	2	2	2	7	7	0	6	3	4	8	5	2	6	1	1	2	2	1	3	2	4	13	4	4	5	2	0	10	2	4	0	3	5	1	3					
		0.40%	0.41%	0.66%	0.24%	0.10%	0.74%	0.75%	0.43%	0.25%	0.11%	0.42%	0.41%	0.20%	0.19%	0.67%	0.57%	0.0%	0.56%	0.30%	0.49%	0.74%	0.41%	0.26%	0.53%	0.38%	0.15%	0.21%	0.24%	0.12%	0.50%	0.16%	0.36%	1.10%	0.44%	0.45%	0.65%	0.38%	0.0%	0.74%	0.17%	0.37%	0.0%	0.39%	0.35%	0.43%	0.38%					
32	"15. ""Партия СЛОН"""	165	0	2	1	7	7	1	2	4	4	2	0	4	5	3	10	0	5	6	7	13	15	0	9	0	2	3	3	3	1	3	1	5	7	3	1	1	2	2	7	5	1	1	3	1	3					
		0.41%	0.0%	0.33%	0.12%	0.70%	0.43%	0.37%	0.21%	0.33%	0.44%	0.28%	0.0%	0.40%	0.49%	0.28%	0.81%	0.0%	0.47%	0.60%	0.85%	1.20%	1.23%	0.0%	0.80%	0.0%	0.30%	0.32%	0.36%	0.36%	0.16%	0.24%	0.09%	0.42%	0.77%	0.34%	0.13%	0.19%	0.30%	0.14%	0.60%	0.47%	0.15%	0.13%	0.21%	0.43%	0.38%					
33	"16. ""Родина"" (народно-патриотический союз)"""	3305	74	17	99	73	34	22	75	121	88	71	47	95	106	74	75	68	85	115	67	79	45	42	128	11	60	71	69	71	56	117	113	96	65	92	65	37	75	116	134	113	52	44	97	17	34					
		8.31%	10.22%	2.82%	12.08%	7.40%	2.11%	8.30%	8.12%	10.10%	9.86%	9.98%	9.77%	9.63%	10.53%	7.11%	6.11%	12.85%	8.02%	11.59%	8.21%	7.30%	3.69%	5.47%	11.51%	4.19%	9.10%	7.64%	8.37%	8.58%	9.44%	9.51%	10.29%	8.12%	7.20%	10.57%	8.45%	7.08%	11.43%	8.62%	11.54%	10.65%	7.98%	5.85%	6.88%	7.42%	4.37%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	47	0	1	0	2	5	0	2	1	0	1	0	3	3	1	0	0	2	1	3	1	0	1	1	0	0	0	0	1	1	1	3	1	2	0	0	1	0	1	1	1	0	2	3	0	1					
		0.11%	0.0%	0.16%	0.0%	0.20%	0.31%	0.0%	0.21%	0.08%	0.0%	0.14%	0.0%	0.30%	0.29%	0.09%	0.0%	0.0%	0.18%	0.10%	0.36%	0.09%	0.0%	0.13%	0.08%	0.0%	0.0%	0.0%	0.0%	0.12%	0.16%	0.08%	0.27%	0.08%	0.22%	0.0%	0.0%	0.19%	0.0%	0.07%	0.08%	0.09%	0.0%	0.26%	0.21%	0.0%	0.12%					
35	"18. ""ЛДПР"""	3793	58	49	49	91	206	33	90	86	72	76	58	92	105	119	106	66	92	64	62	84	114	73	80	35	57	91	83	72	64	98	106	80	92	77	66	48	40	120	75	105	67	154	231	24	83					
		9.54%	8.01%	8.15%	5.98%	9.22%	12.78%	12.45%	9.75%	7.17%	8.07%	10.68%	12.05%	9.33%	10.43%	11.44%	8.64%	12.47%	8.68%	6.45%	7.59%	7.77%	9.36%	9.51%	7.19%	13.35%	8.64%	9.79%	10.07%	8.70%	10.79%	7.96%	9.65%	6.77%	10.19%	8.85%	8.58%	9.19%	6.09%	8.92%	6.45%	9.89%	10.29%	20.47%	16.39%	10.48%	10.68%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	772	8	8	13	21	18	9	22	38	12	15	10	33	22	20	19	6	26	18	14	24	11	29	27	4	9	15	13	23	15	38	20	14	11	8	16	9	12	29	17	27	9	8	30	4	18					
		1.94%	1.10%	1.33%	1.58%	2.12%	1.11%	3.39%	2.38%	3.17%	1.34%	2.10%	2.07%	3.34%	2.18%	1.92%	1.54%	1.13%	2.45%	1.81%	1.71%	2.22%	0.90%	3.78%	2.42%	1.52%	1.36%	1.61%	1.57%	2.78%	2.52%	3.08%	1.82%	1.18%	1.21%	0.91%	2.08%	1.72%	1.82%	2.15%	1.46%	2.54%	1.38%	1.06%	2.12%	1.74%	2.31%					
37	"20. ""Политическая партия ""Единая Россия"""	11555	177	272	209	305	654	66	243	325	195	198	146	254	259	323	492	142	277	246	261	379	465	193	233	103	180	230	230	232	142	302	284	340	271	221	206	158	171	383	279	289	209	229	382	66	334					
		29.06%	24.44%	45.25%	25.51%	30.93%	40.59%	24.90%	26.32%	27.12%	21.86%	27.84%	30.35%	25.76%	25.74%	31.05%	40.13%	26.84%	26.15%	24.79%	31.98%	35.06%	38.20%	25.16%	20.95%	39.31%	27.31%	24.75%	27.91%	28.05%	23.94%	24.55%	25.86%	28.78%	30.04%	25.40%	26.78%	30.26%	26.06%	28.47%	24.03%	27.23%	32.10%	30.45%	27.11%	28.82%	42.98%					
38	"21. ""Российская Конституционно-демократическая партия"""	55	3	0	4	0	2	0	3	1	0	1	3	2	1	4	3	0	2	0	2	2	1	2	2	0	1	1	0	0	1	2	3	0	1	1	0	1	1	0	2	0	1	0	1	0	1					
		0.13%	0.41%	0.0%	0.48%	0.0%	0.12%	0.0%	0.32%	0.08%	0.0%	0.14%	0.62%	0.20%	0.09%	0.38%	0.24%	0.0%	0.18%	0.0%	0.24%	0.18%	0.08%	0.26%	0.17%	0.0%	0.15%	0.10%	0.0%	0.0%	0.16%	0.16%	0.27%	0.0%	0.11%	0.11%	0.0%	0.19%	0.15%	0.0%	0.17%	0.0%	0.15%	0.0%	0.07%	0.0%	0.12%					
39	"22. ""Развитие предпринимательства"""	142	2	3	5	5	13	1	2	9	1	3	2	1	0	6	3	1	1	4	4	6	10	1	1	1	3	2	6	2	2	1	5	2	4	2	1	2	0	11	2	1	1	2	3	1	4					
		0.35%	0.27%	0.49%	0.61%	0.50%	0.80%	0.37%	0.21%	0.75%	0.11%	0.42%	0.41%	0.10%	0.0%	0.57%	0.24%	0.18%	0.09%	0.40%	0.49%	0.55%	0.82%	0.13%	0.08%	0.38%	0.45%	0.21%	0.72%	0.24%	0.33%	0.08%	0.45%	0.16%	0.44%	0.22%	0.13%	0.38%	0.0%	0.81%	0.17%	0.09%	0.15%	0.26%	0.21%	0.43%	0.51%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	5096	78	24	133	99	42	38	134	134	134	66	51	135	137	103	80	54	171	132	81	62	85	139	199	28	88	151	137	149	120	190	178	150	142	170	132	46	109	203	181	157	99	90	190	24	51					
		12.82%	10.77%	3.99%	16.23%	10.04%	2.60%	14.33%	14.51%	11.18%	15.02%	9.28%	10.60%	13.69%	13.61%	9.90%	6.52%	10.20%	16.14%	13.30%	9.92%	5.73%	6.98%	18.12%	17.89%	10.68%	13.35%	16.25%	16.62%	18.01%	20.23%	15.44%	16.21%	12.70%	15.74%	19.54%	17.16%	8.81%	16.61%	15.09%	15.59%	14.79%	15.20%	11.96%	13.48%	10.48%	6.56%					
																																																				
41	Против всех	2499	34	61	33	79	214	28	37	62	49	42	27	53	55	77	115	38	35	55	66	89	143	37	73	16	28	50	46	39	25	66	48	83	44	43	44	58	24	64	59	56	26	22	72	17	67					
		6.28%	4.69%	10.14%	4.02%	8.01%	13.28%	10.56%	4.00%	5.17%	5.49%	5.90%	5.61%	5.37%	5.46%	7.40%	9.38%	7.18%	3.30%	5.54%	8.08%	8.23%	11.75%	4.82%	6.56%	6.10%	4.24%	5.38%	5.58%	4.71%	4.21%	5.36%	4.37%	7.02%	4.87%	4.94%	5.72%	11.11%	3.65%	4.75%	5.08%	5.27%	3.99%	2.92%	5.11%	7.42%	8.62%					
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
																																																				
