Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																													
Дата голосования: 18.09.2016																													
																													
Наименование Избирательной комиссии:    Хвастовичская																													
																													
Сводная таблица итогов голосования по федеральному избирательному округу																													
																													
		Сумма	УИК №2701	УИК №2702	УИК №2703	УИК №2704	УИК №2705	УИК №2706	УИК №2707	УИК №2708	УИК №2709	УИК №2710	УИК №2711	УИК №2712	УИК №2713	УИК №2714	УИК №2715	УИК №2716	УИК №2717	УИК №2718									
		58.79%	56.58%	65.36%	74.74%	56.28%	64.48%	60.57%	56.02%	79.55%	61.29%	72.61%	64.42%	59.65%	77.59%	54.55%	52.51%	53.46%	53.82%	62.61%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	28	0	1	0	2	1	1	3	0	0	0	1	2	0	1	5	5	5	1									
		0.55%	0.00%	0.33%	0.00%	1.09%	0.30%	0.57%	1.24%	0.00%	0.00%	0.00%	0.61%	0.88%	0.00%	0.61%	0.53%	0.93%	0.81%	0.15%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	0	1	1	0	1	0	0	0	1	1	2	0	0	0	0	0	1	0									
		0.16%	0.00%	0.33%	1.05%	0.00%	0.30%	0.00%	0.00%	0.00%	1.08%	0.64%	1.23%	0.00%	0.00%	0.00%	0.00%	0.00%	0.16%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	741	10	43	11	49	32	26	53	3	12	14	23	22	1	22	159	88	105	68									
		14.64%	13.16%	14.05%	11.58%	26.78%	9.55%	14.86%	21.99%	6.82%	12.90%	8.92%	14.11%	9.65%	1.72%	13.33%	17.01%	16.45%	17.07%	10.33%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	12	0	3	0	1	0	1	0	0	0	0	0	0	0	1	3	1	2	0									
		0.24%	0.00%	0.98%	0.00%	0.55%	0.00%	0.57%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.32%	0.19%	0.33%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	19	1	0	0	1	0	1	1	0	0	0	1	1	0	0	4	4	3	2									
		0.38%	1.32%	0.00%	0.00%	0.55%	0.00%	0.57%	0.41%	0.00%	0.00%	0.00%	0.61%	0.44%	0.00%	0.00%	0.43%	0.75%	0.49%	0.30%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	6	1	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1									
		0.12%	1.32%	0.33%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.61%	0.21%	0.00%	0.00%	0.15%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	26	0	2	0	0	4	0	0	0	0	1	1	0	0	0	3	6	4	5									
		0.51%	0.00%	0.65%	0.00%	0.00%	1.19%	0.00%	0.00%	0.00%	0.00%	0.64%	0.61%	0.00%	0.00%	0.00%	0.32%	1.12%	0.65%	0.76%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	770	15	22	6	15	54	26	31	5	11	16	18	45	7	26	181	81	92	119									
		15.21%	19.74%	7.19%	6.32%	8.20%	16.12%	14.86%	12.86%	11.36%	11.83%	10.19%	11.04%	19.74%	12.07%	15.76%	19.36%	15.14%	14.96%	18.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	0	2	0	1	1	2	0	0	1	0	0	0	1	1	6	3	5	0									
		0.45%	0.00%	0.65%	0.00%	0.55%	0.30%	1.14%	0.00%	0.00%	1.08%	0.00%	0.00%	0.00%	1.72%	0.61%	0.64%	0.56%	0.81%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	93	1	2	2	2	1	0	2	0	1	2	2	1	0	6	28	17	16	10									
		1.84%	1.32%	0.65%	2.11%	1.09%	0.30%	0.00%	0.83%	0.00%	1.08%	1.27%	1.23%	0.44%	0.00%	3.64%	2.99%	3.18%	2.60%	1.52%									
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
																													
