Выборы Президента Российской Федерации																																																										
																																																										
Наименование Избирательной комиссии:    Отрадненская																																																										
																																																										
Итоги голосования 																																																										
																																																										
		Сумма	УИК №3801	УИК №3802	УИК №3803	УИК №3804	УИК №3805	УИК №3806	УИК №3807	УИК №3808	УИК №3809	УИК №3810	УИК №3811	УИК №3812	УИК №3813	УИК №3814	УИК №3815	УИК №3816	УИК №3817	УИК №3818	УИК №3819	УИК №3820	УИК №3821	УИК №3822	УИК №3823	УИК №3824	УИК №3825	УИК №3826	УИК №3827	УИК №3828	УИК №3829	УИК №3830	УИК №3831	УИК №3832	УИК №3833	УИК №3834	УИК №3835	УИК №3836	УИК №3837	УИК №3838	УИК №3839	УИК №3840	УИК №3841	УИК №3842	УИК №3843	УИК №3844	УИК №3845	УИК №3846	УИК №3847	УИК №3848	УИК №3849	УИК №3850	УИК №3851					
		2.19%	2.00%	2.54%	2.66%	3.88%	3.66%	3.14%	2.52%	0.82%	1.54%	0.00%	3.64%	2.53%	8.11%	2.87%	2.64%	2.35%	4.29%	0.74%	2.59%	2.64%	0.46%	1.15%	1.13%	0.86%	3.28%	2.74%	1.13%	1.45%	1.79%	0.83%	0.82%	3.04%	2.63%	0.00%	1.75%	0.56%	3.05%	1.64%	1.89%	1.10%	1.94%	1.48%	1.66%	0.40%	0.93%	4.41%	1.76%	2.14%	1.89%	0.80%	1.76%					
19	. Малышкин Олег Александрович	505	15	16	17	18	19	21	25	14	6	0	9	11	5	11	8	12	2	5	3	21	15	12	18	9	3	1	18	5	2	4	19	7	13	2	4	7	10	17	15	0	17	17	10	7	5	10	2	4	5	6	3					
		1.60%	1.36%	0.92%	1.25%	1.34%	1.58%	1.40%	2.25%	1.43%	0.84%	0.00%	2.73%	3.48%	2.70%	1.17%	0.96%	1.34%	1.23%	1.23%	2.59%	7.92%	2.30%	3.46%	2.04%	1.94%	1.64%	0.68%	1.69%	0.66%	0.89%	0.83%	3.89%	0.85%	1.49%	3.45%	3.51%	3.91%	2.54%	1.55%	1.78%	0.00%	2.07%	1.57%	1.28%	2.79%	2.31%	1.57%	0.88%	0.50%	1.18%	1.61%	1.76%					
20	. Миронов Сергей Михайлович	143	5	7	5	3	6	10	5	2	4	0	0	4	2	3	2	7	0	1	2	0	2	4	6	3	0	0	3	0	0	1	1	2	8	1	1	1	0	7	2	0	1	4	9	0	0	6	2	2	4	4	1					
		0.45%	0.45%	0.40%	0.37%	0.22%	0.50%	0.67%	0.45%	0.20%	0.56%	0.00%	0.00%	1.27%	1.08%	0.32%	0.24%	0.78%	0.00%	0.25%	1.72%	0.00%	0.31%	1.15%	0.68%	0.65%	0.00%	0.00%	0.28%	0.00%	0.00%	0.21%	0.20%	0.24%	0.91%	1.72%	0.88%	0.56%	0.00%	0.64%	0.24%	0.00%	0.12%	0.37%	1.15%	0.00%	0.00%	0.94%	0.88%	0.25%	0.95%	1.07%	0.59%					
21	. Путин Владимир Владимирович	20381	640	1115	884	827	755	955	708	673	471	96	204	116	70	586	500	595	71	257	62	134	484	237	579	216	122	98	758	473	132	314	324	545	611	38	76	115	253	735	531	140	583	700	503	143	181	434	154	556	288	233	106					
		64.40%	58.13%	64.34%	65.24%	61.76%	62.86%	63.88%	63.67%	68.67%	65.87%	73.28%	61.82%	36.71%	37.84%	62.21%	60.10%	66.55%	43.56%	63.14%	53.45%	50.57%	74.35%	68.30%	65.57%	46.65%	66.67%	67.12%	71.31%	62.32%	58.93%	64.88%	66.26%	66.30%	69.83%	65.52%	66.67%	64.25%	64.21%	66.94%	62.84%	76.92%	70.84%	64.75%	64.32%	56.97%	83.80%	68.35%	67.84%	69.85%	68.09%	62.47%	62.35%					
22	. Хакамада Ирина Муцуовна	509	30	15	29	28	14	20	22	20	4	4	4	4	2	18	12	14	4	4	7	8	8	8	15	5	2	2	17	6	1	9	4	19	13	0	0	4	2	25	15	2	15	21	22	4	2	6	2	2	2	10	3					
		1.61%	2.72%	0.87%	2.14%	2.09%	1.17%	1.34%	1.98%	2.04%	0.56%	3.05%	1.21%	1.27%	1.08%	1.91%	1.44%	1.57%	2.45%	0.98%	6.03%	3.02%	1.23%	2.31%	1.70%	1.08%	1.09%	1.37%	1.60%	0.79%	0.45%	1.86%	0.82%	2.31%	1.49%	0.00%	0.00%	2.23%	0.51%	2.28%	1.78%	1.10%	1.82%	1.94%	2.81%	1.59%	0.93%	0.94%	0.88%	0.25%	0.47%	2.68%	1.76%					
23	. Харитонов Николай Михайлович	8579	333	493	336	368	325	397	290	237	198	28	94	168	86	280	273	234	77	132	37	87	121	79	236	219	50	39	222	243	80	113	124	215	189	17	31	45	101	285	236	37	166	280	203	96	21	143	60	188	109	110	48					
		27.11%	30.25%	28.45%	24.80%	27.48%	27.06%	26.56%	26.08%	24.18%	27.69%	21.37%	28.48%	53.16%	46.49%	29.72%	32.81%	26.17%	47.24%	32.43%	31.90%	32.83%	18.59%	22.77%	26.73%	47.30%	27.32%	26.71%	20.88%	32.02%	35.71%	23.35%	25.36%	26.16%	21.60%	29.31%	27.19%	25.14%	25.63%	25.96%	27.93%	20.33%	20.17%	25.90%	25.96%	38.25%	9.72%	22.52%	26.43%	23.62%	25.77%	29.49%	28.24%					
																																																										
24	Против всех	604	39	43	43	41	30	35	21	9	16	3	4	5	0	12	10	9	2	1	1	5	7	2	16	4	0	2	24	15	4	38	13	5	14	0	0	2	11	9	19	1	9	35	15	0	1	5	1	12	1	5	5					
		1.91%	3.54%	2.48%	3.17%	3.06%	2.50%	2.34%	1.89%	0.92%	2.24%	2.29%	1.21%	1.58%	0.00%	1.27%	1.20%	1.01%	1.23%	0.25%	0.86%	1.89%	1.08%	0.58%	1.81%	0.86%	0.00%	1.37%	2.26%	1.98%	1.79%	7.85%	2.66%	0.61%	1.60%	0.00%	0.00%	1.12%	2.79%	0.82%	2.25%	0.55%	1.09%	3.24%	1.92%	0.00%	0.46%	0.79%	0.44%	1.51%	0.24%	1.34%	2.94%					
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
																																																										
