Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																							
Дата голосования: 04.12.2011																																							
																																							
Наименование Избирательной комиссии:    Сернурская районная																																							
																																							
Сводная таблица результатов выборов																																							
																																							
		Сумма	УИК №493	УИК №494	УИК №495	УИК №496	УИК №497	УИК №498	УИК №499	УИК №500	УИК №501	УИК №502	УИК №503	УИК №504	УИК №505	УИК №506	УИК №507	УИК №508	УИК №509	УИК №510	УИК №511	УИК №512	УИК №513	УИК №514	УИК №515	УИК №516	УИК №517	УИК №518	УИК №519	УИК №520	УИК №521	УИК №522	УИК №523	УИК №524					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	1471	53	100	100	100	100	52	28	35	20	35	25	20	80	65	50	35	25	15	30	73	55	50	35	55	15	25	15	40	22	60	30	28					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	387	33	29	27	19	32	9	6	8	5	10	5	11	19	31	14	14	9	5	4	8	7	6	11	0	4	6	8	12	7	12	5	11					
14	Число погашенных неиспользованных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	29	4	0	4	5	7	1	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																							
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	415	20	54	76	32	61	18	10	5	4	1	6	1	25	2	6	3	4	0	10	13	3	7	1	8	5	13	5	2	2	2	14	2					
		2.77%	2.10%	7.08%	5.83%	2.66%	3.88%	4.11%	4.83%	1.14%	1.42%	0.26%	3.19%	0.30%	6.49%	0.24%	1.22%	1.23%	1.08%	0.00%	2.82%	2.60%	0.95%	5.11%	0.60%	1.25%	3.23%	4.69%	2.40%	0.34%	0.70%	0.59%	7.25%	1.05%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	619	47	86	49	124	62	28	9	10	6	7	6	4	23	3	12	9	8	1	14	11	9	19	2	5	4	18	3	13	2	5	18	2					
		4.13%	4.93%	11.27%	3.76%	10.31%	3.95%	6.39%	4.35%	2.28%	2.13%	1.80%	3.19%	1.21%	5.97%	0.36%	2.45%	3.70%	2.17%	0.43%	3.95%	2.20%	2.84%	13.87%	1.19%	0.78%	2.58%	6.50%	1.44%	2.18%	0.70%	1.48%	9.33%	1.05%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	45	3	6	5	2	12	3	0	0	0	2	0	0	3	1	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	3	0					
		0.30%	0.31%	0.79%	0.38%	0.17%	0.76%	0.68%	0.00%	0.00%	0.00%	0.51%	0.00%	0.00%	0.78%	0.12%	0.00%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	1.46%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	1.55%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	1834	137	170	110	123	226	128	18	27	21	82	16	90	120	72	22	12	38	8	63	26	19	32	34	49	21	49	8	13	15	46	32	7					
		12.25%	14.38%	22.28%	8.44%	10.22%	14.39%	29.22%	8.70%	6.15%	7.45%	21.08%	8.51%	27.27%	31.17%	8.70%	4.49%	4.94%	10.30%	3.45%	17.80%	5.20%	5.99%	23.36%	20.24%	7.63%	13.55%	17.69%	3.85%	2.18%	5.24%	13.61%	16.58%	3.68%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	63	1	16	4	2	15	0	5	2	0	2	0	1	0	1	0	0	1	0	1	0	1	0	0	1	0	2	2	0	1	3	2	0					
		0.42%	0.10%	2.10%	0.31%	0.17%	0.95%	0.00%	2.42%	0.46%	0.00%	0.51%	0.00%	0.30%	0.00%	0.12%	0.00%	0.00%	0.27%	0.00%	0.28%	0.00%	0.32%	0.00%	0.00%	0.16%	0.00%	0.72%	0.96%	0.00%	0.35%	0.89%	1.04%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	11915	742	411	1053	918	1186	254	165	395	251	288	160	232	208	747	449	219	315	223	266	450	285	74	131	576	124	192	189	567	263	281	124	177					
		79.57%	77.86%	53.87%	80.81%	76.31%	75.49%	57.99%	79.71%	89.98%	89.01%	74.04%	85.11%	70.30%	54.03%	90.22%	91.63%	90.12%	85.37%	96.12%	75.14%	90.00%	89.91%	54.01%	77.98%	89.72%	80.00%	69.31%	90.87%	94.97%	91.96%	83.14%	64.25%	93.16%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	40	1	7	6	2	5	6	0	0	0	2	0	2	2	1	1	0	1	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0					
		0.27%	0.10%	0.92%	0.46%	0.17%	0.32%	1.37%	0.00%	0.00%	0.00%	0.51%	0.00%	0.61%	0.52%	0.12%	0.20%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.73%	0.00%	0.00%	0.00%	0.72%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%					
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
																																							
