Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Сивинская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №3501	УИК №3502	УИК №3503	УИК №3504	УИК №3505	УИК №3506	УИК №3507	УИК №3508	УИК №3509	УИК №3510	УИК №3512	УИК №3513	УИК №3514	УИК №3515	УИК №3516	УИК №3517	УИК №3518	УИК №3519	УИК №3520	УИК №3521									
		0.16%	1.14%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.04%	0.00%	0.00%	0.00%	0.00%	0.54%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	607	28	51	13	18	13	39	11	22	21	12	60	22	4	19	12	24	73	63	63	39									
		16.41%	15.91%	13.46%	16.25%	14.75%	20.00%	20.53%	17.19%	18.18%	21.88%	8.82%	17.54%	15.38%	7.69%	10.33%	17.14%	16.22%	20.92%	15.79%	18.86%	15.60%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	10	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	0	0									
		0.27%	0.57%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	1.15%	0.75%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	30	3	0	1	1	0	2	1	0	0	0	4	3	0	1	0	1	2	6	4	1									
		0.81%	1.70%	0.00%	1.25%	0.82%	0.00%	1.05%	1.56%	0.00%	0.00%	0.00%	1.17%	2.10%	0.00%	0.54%	0.00%	0.68%	0.57%	1.50%	1.20%	0.40%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0									
		0.05%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.25%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	22	0	2	0	1	0	1	0	0	0	3	0	1	1	5	0	0	1	3	3	1									
		0.59%	0.00%	0.53%	0.00%	0.82%	0.00%	0.53%	0.00%	0.00%	0.00%	2.21%	0.00%	0.70%	1.92%	2.72%	0.00%	0.00%	0.29%	0.75%	0.90%	0.40%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	484	8	45	6	23	6	34	5	19	10	13	60	17	2	17	14	18	45	77	41	24									
		13.08%	4.55%	11.87%	7.50%	18.85%	9.23%	17.89%	7.81%	15.70%	10.42%	9.56%	17.54%	11.89%	3.85%	9.24%	20.00%	12.16%	12.89%	19.30%	12.28%	9.60%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	12	1	1	0	0	0	0	0	0	0	0	4	1	0	0	0	3	1	0	0	1									
		0.32%	0.57%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.17%	0.70%	0.00%	0.00%	0.00%	2.03%	0.29%	0.00%	0.00%	0.40%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	190	2	12	5	7	0	7	2	10	1	4	24	7	2	11	4	8	22	30	25	7									
		5.14%	1.14%	3.17%	6.25%	5.74%	0.00%	3.68%	3.13%	8.26%	1.04%	2.94%	7.02%	4.90%	3.85%	5.98%	5.71%	5.41%	6.30%	7.52%	7.49%	2.80%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
