Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																															
Дата голосования: 18.09.2016																															
																															
Наименование Избирательной комиссии:    Шарыповская городская																															
																															
Сводная таблица итогов голосования по федеральному избирательному округу																															
																															
		Сумма	УИК №676	УИК №677	УИК №678	УИК №679	УИК №680	УИК №681	УИК №682	УИК №683	УИК №684	УИК №685	УИК №686	УИК №687	УИК №688	УИК №689	УИК №690	УИК №691	УИК №692	УИК №693	УИК №694	УИК №2286									
		1.68%	2.34%	0.54%	1.52%	2.05%	1.99%	1.05%	1.83%	2.02%	1.52%	1.84%	2.15%	1.37%	1.93%	1.04%	1.51%	2.47%	2.08%	1.03%	1.71%	1.93%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	516	39	25	24	24	32	20	25	18	49	35	41	11	19	12	22	8	21	34	47	10									
		4.04%	5.69%	4.47%	3.04%	3.29%	3.97%	2.62%	3.27%	3.03%	5.31%	5.84%	4.89%	3.01%	3.66%	3.11%	3.69%	2.83%	4.86%	4.38%	4.23%	3.86%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	410	17	15	23	21	21	29	28	34	43	17	20	9	26	8	12	15	15	16	29	12									
		3.21%	2.48%	2.68%	2.91%	2.88%	2.61%	3.80%	3.66%	5.72%	4.66%	2.84%	2.39%	2.46%	5.01%	2.07%	2.01%	5.30%	3.47%	2.06%	2.61%	4.63%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	4746	226	184	298	259	259	272	291	234	366	217	317	162	188	143	214	93	159	305	429	130									
		37.14%	32.99%	32.92%	37.72%	35.48%	32.13%	35.60%	38.09%	39.39%	39.65%	36.23%	37.83%	44.26%	36.22%	37.05%	35.91%	32.86%	36.81%	39.30%	38.65%	50.19%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	91	1	2	6	5	6	7	4	7	7	6	11	5	2	2	3	2	1	7	6	1									
		0.71%	0.15%	0.36%	0.76%	0.68%	0.74%	0.92%	0.52%	1.18%	0.76%	1.00%	1.31%	1.37%	0.39%	0.52%	0.50%	0.71%	0.23%	0.90%	0.54%	0.39%									
24	"6. Политическая партия ""Гражданская Платформа"""	30	2	1	2	2	2	3	3	2	1	1	1	2	1	1	0	2	1	1	2	0									
		0.23%	0.29%	0.18%	0.25%	0.27%	0.25%	0.39%	0.39%	0.34%	0.11%	0.17%	0.12%	0.55%	0.19%	0.26%	0.00%	0.71%	0.23%	0.13%	0.18%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2903	155	128	189	175	189	166	160	119	200	141	160	85	117	106	156	60	86	215	249	47									
		22.72%	22.63%	22.90%	23.92%	23.97%	23.45%	21.73%	20.94%	20.03%	21.67%	23.54%	19.09%	23.22%	22.54%	27.46%	26.17%	21.20%	19.91%	27.71%	22.43%	18.15%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	67	4	3	2	3	6	10	5	2	5	3	5	0	5	3	4	2	1	1	3	0									
		0.52%	0.58%	0.54%	0.25%	0.41%	0.74%	1.31%	0.65%	0.34%	0.54%	0.50%	0.60%	0.00%	0.96%	0.78%	0.67%	0.71%	0.23%	0.13%	0.27%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	92	6	4	2	6	6	11	3	3	3	2	5	1	11	3	10	0	3	4	8	1									
		0.72%	0.88%	0.72%	0.25%	0.82%	0.74%	1.44%	0.39%	0.51%	0.33%	0.33%	0.60%	0.27%	2.12%	0.78%	1.68%	0.00%	0.69%	0.52%	0.72%	0.39%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	19	1	1	0	2	1	0	2	0	0	0	1	0	1	1	4	0	0	1	2	2									
		0.15%	0.15%	0.18%	0.00%	0.27%	0.12%	0.00%	0.26%	0.00%	0.00%	0.00%	0.12%	0.00%	0.19%	0.26%	0.67%	0.00%	0.00%	0.13%	0.18%	0.77%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	96	7	4	5	6	3	6	4	7	6	2	4	3	14	3	6	0	0	3	12	1									
		0.75%	1.02%	0.72%	0.63%	0.82%	0.37%	0.79%	0.52%	1.18%	0.65%	0.33%	0.48%	0.82%	2.70%	0.78%	1.01%	0.00%	0.00%	0.39%	1.08%	0.39%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2288	132	121	135	123	164	138	137	101	137	112	167	53	83	60	104	68	91	124	203	35									
		17.90%	19.27%	21.65%	17.09%	16.85%	20.35%	18.06%	17.93%	17.00%	14.84%	18.70%	19.93%	14.48%	15.99%	15.54%	17.45%	24.03%	21.06%	15.98%	18.29%	13.51%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	444	38	24	34	28	39	38	34	16	20	14	36	8	8	17	20	15	13	9	27	6									
		3.47%	5.55%	4.29%	4.30%	3.84%	4.84%	4.97%	4.45%	2.69%	2.17%	2.34%	4.30%	2.19%	1.54%	4.40%	3.36%	5.30%	3.01%	1.16%	2.43%	2.32%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	580	22	31	44	39	40	41	40	30	53	19	36	9	24	11	19	7	24	30	55	6									
		4.54%	3.21%	5.55%	5.57%	5.34%	4.96%	5.37%	5.24%	5.05%	5.74%	3.17%	4.30%	2.46%	4.62%	2.85%	3.19%	2.47%	5.56%	3.87%	4.95%	2.32%									
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
																															
