Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																								
Дата голосования: 04.12.2011																																								
																																								
Наименование Избирательной комиссии:    Ардатовская																																								
																																								
Сводная таблица результатов выборов																																								
																																								
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33					
		0.23%	0.21%	0.29%	0.26%	0.44%	0.00%	0.15%	0.00%	0.55%	0.00%	0.34%	0.00%	0.24%	0.00%	0.00%	0.61%	0.00%	0.55%	0.16%	0.00%	0.44%	0.20%	0.85%	0.00%	0.00%	0.00%	0.28%	0.00%	0.24%	0.38%	0.34%	0.00%	0.36%	0.00%					
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
																																								
