Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																						
Дата голосования: 18.09.2016																																						
																																						
Наименование Избирательной комиссии:    Новопокровская																																						
																																						
Сводная таблица итогов голосования по федеральному избирательному округу																																						
																																						
		Сумма	УИК №3301	УИК №3302	УИК №3303	УИК №3304	УИК №3305	УИК №3306	УИК №3307	УИК №3308	УИК №3309	УИК №3310	УИК №3311	УИК №3312	УИК №3313	УИК №3314	УИК №3315	УИК №3316	УИК №3317	УИК №3318	УИК №3319	УИК №3320	УИК №3321	УИК №3322	УИК №3323	УИК №3324	УИК №3325	УИК №3326	УИК №3327									
		0.72%	0.94%	0.25%	0.51%	0.26%	0.59%	0.55%	1.06%	0.75%	0.00%	0.84%	0.00%	0.21%	1.49%	1.28%	2.55%	1.82%	1.01%	0.00%	0.00%	0.14%	0.00%	2.54%	0.63%	0.83%	1.44%	2.63%	0.00%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	323	30	4	31	16	38	11	47	0	1	7	1	7	0	9	0	3	18	2	0	19	14	0	16	16	16	14	3									
		1.29%	1.76%	0.25%	1.99%	1.40%	2.26%	0.86%	4.14%	0.00%	0.13%	0.54%	0.18%	0.37%	0.00%	1.15%	0.00%	1.09%	1.83%	1.16%	0.00%	1.32%	1.36%	0.00%	1.43%	1.20%	2.87%	2.63%	1.05%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	256	19	5	19	22	32	4	25	0	0	12	0	25	1	6	0	4	27	6	2	10	0	4	2	9	8	13	1									
		1.02%	1.12%	0.31%	1.22%	1.93%	1.90%	0.31%	2.20%	0.00%	0.00%	0.92%	0.00%	1.33%	1.49%	0.77%	0.00%	1.45%	2.74%	3.47%	2.27%	0.69%	0.00%	0.78%	0.18%	0.68%	1.44%	2.44%	0.35%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	17412	1153	1093	953	808	1149	857	549	204	563	986	429	1406	48	577	656	151	692	132	80	1104	735	402	832	997	384	257	215									
		69.69%	67.82%	67.34%	61.09%	70.88%	68.27%	66.85%	48.37%	76.12%	73.88%	75.44%	75.80%	74.99%	71.64%	73.60%	72.73%	54.91%	70.18%	76.30%	90.91%	76.61%	71.15%	78.52%	74.35%	75.02%	68.94%	48.22%	75.17%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	67	3	2	3	7	10	2	4	0	1	6	0	3	0	4	0	0	7	0	0	8	0	0	1	2	1	2	1									
		0.27%	0.18%	0.12%	0.19%	0.61%	0.59%	0.16%	0.35%	0.00%	0.13%	0.46%	0.00%	0.16%	0.00%	0.51%	0.00%	0.00%	0.71%	0.00%	0.00%	0.56%	0.00%	0.00%	0.09%	0.15%	0.18%	0.38%	0.35%									
24	"6. Политическая партия ""Гражданская Платформа"""	19	2	2	0	1	0	1	2	0	0	2	0	3	0	0	0	0	2	0	0	0	0	0	1	2	1	0	0									
		0.08%	0.12%	0.12%	0.00%	0.09%	0.00%	0.08%	0.18%	0.00%	0.00%	0.15%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.20%	0.00%	0.00%	0.00%	0.00%	0.00%	0.09%	0.15%	0.18%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	2803	211	193	201	110	185	153	193	21	69	102	48	208	7	86	109	67	101	12	3	124	118	58	112	118	68	91	35									
		11.22%	12.41%	11.89%	12.88%	9.65%	10.99%	11.93%	17.00%	7.84%	9.06%	7.80%	8.48%	11.09%	10.45%	10.97%	12.08%	24.36%	10.24%	6.94%	3.41%	8.61%	11.42%	11.33%	10.01%	8.88%	12.21%	17.07%	12.24%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	30	3	5	1	0	6	4	3	0	0	2	0	1	0	1	0	1	1	0	0	0	0	0	2	0	0	0	0									
		0.12%	0.18%	0.31%	0.06%	0.00%	0.36%	0.31%	0.26%	0.00%	0.00%	0.15%	0.00%	0.05%	0.00%	0.13%	0.00%	0.36%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	81	8	3	7	10	8	3	11	0	0	3	1	3	0	2	0	5	6	0	0	0	0	0	4	4	0	3	0									
		0.32%	0.47%	0.18%	0.45%	0.88%	0.48%	0.23%	0.97%	0.00%	0.00%	0.23%	0.18%	0.16%	0.00%	0.26%	0.00%	1.82%	0.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.36%	0.30%	0.00%	0.56%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	27	0	3	0	1	0	6	0	0	1	6	1	0	0	0	0	0	2	1	0	0	0	0	0	2	3	1	0									
		0.11%	0.00%	0.18%	0.00%	0.09%	0.00%	0.47%	0.00%	0.00%	0.13%	0.46%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.58%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.54%	0.19%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	76	10	2	5	4	5	7	10	0	0	5	0	2	0	1	3	0	11	0	0	2	0	0	3	2	1	3	0									
		0.30%	0.59%	0.12%	0.32%	0.35%	0.30%	0.55%	0.88%	0.00%	0.00%	0.38%	0.00%	0.11%	0.00%	0.13%	0.33%	0.00%	1.12%	0.00%	0.00%	0.14%	0.00%	0.00%	0.27%	0.15%	0.18%	0.56%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	2727	171	180	204	127	180	128	200	27	79	101	60	186	7	78	105	34	98	16	1	115	143	27	120	143	63	108	26									
		10.91%	10.06%	11.09%	13.08%	11.14%	10.70%	9.98%	17.62%	10.07%	10.37%	7.73%	10.60%	9.92%	10.45%	9.95%	11.64%	12.36%	9.94%	9.25%	1.14%	7.98%	13.84%	5.27%	10.72%	10.76%	11.31%	20.26%	9.09%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	139	3	7	93	3	3	8	5	0	1	8	1	1	0	0	0	0	3	0	0	0	0	0	0	2	1	0	0									
		0.56%	0.18%	0.43%	5.96%	0.26%	0.18%	0.62%	0.44%	0.00%	0.13%	0.61%	0.18%	0.05%	0.00%	0.00%	0.00%	0.00%	0.30%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.15%	0.18%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	607	39	115	18	21	44	89	39	12	38	48	24	11	1	6	0	3	4	3	2	17	14	8	10	10	1	26	4									
		2.43%	2.29%	7.09%	1.15%	1.84%	2.61%	6.94%	3.44%	4.48%	4.99%	3.67%	4.24%	0.59%	1.49%	0.77%	0.00%	1.09%	0.41%	1.73%	2.27%	1.18%	1.36%	1.56%	0.89%	0.75%	0.18%	4.88%	1.40%									
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
																																						
