Выборы Президента Российской Федерации																																																											
																																																											
Наименование Избирательной комиссии:    Алапаевская																																																											
																																																											
Итоги голосования 																																																											
																																																											
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №47	УИК №48	УИК №49	УИК №50	УИК №51	УИК №52					
11	Число полученных открепительных  удостоверений	600	25	15	25	25	25	15	15	10	15	15	15	10	10	10	10	10	5	10	10	5	10	10	10	5	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	15	10	10	10	10	10	10	10					
12	Число выданных открепительных удостоверений	91	2	0	0	6	2	2	0	0	1	13	2	0	1	0	9	2	0	0	4	0	8	1	0	0	3	2	0	1	3	1	0	3	1	0	0	0	4	0	1	0	1	2	2	0	3	0	0	2	5	1	0	3					
13	"Число избирателей, проголосовавших по открепительным удостоверениям"	108	5	2	5	7	0	2	1	3	0	7	1	0	0	2	2	2	0	0	1	0	0	0	2	0	0	4	1	3	1	1	1	3	0	0	1	2	5	1	3	2	2	1	1	1	2	1	1	8	12	0	3	6					
14	Число неиспользованных открепительных удостоверений	509	23	15	25	19	23	13	15	10	14	2	13	10	9	10	1	8	5	10	6	5	2	9	10	5	7	8	10	9	7	9	10	7	9	10	10	10	6	10	9	10	9	8	8	10	12	10	10	8	5	9	10	7					
15	"Число открепительных удостоверений, выданных в ТИК"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число не учтенных при получении избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
"Число голосов избирателей, поданных за каждый список"																																																											
18	. Глазьев Сергей Юрьевич	267	16	5	21	17	20	16	3	4	3	9	8	1	0	4	3	4	2	0	2	2	3	1	3	0	1	10	1	3	5	5	3	5	4	3	8	0	5	0	6	0	4	0	1	2	18	2	2	8	11	2	1	10					
		1.56%	2.13%	1.06%	2.63%	1.61%	1.78%	2.77%	0.80%	1.29%	0.68%	1.20%	1.74%	0.70%	0.00%	1.80%	1.60%	1.41%	2.47%	0.00%	0.57%	6.06%	1.44%	1.54%	1.42%	0.00%	1.05%	2.72%	1.49%	1.15%	1.04%	1.53%	0.74%	1.05%	2.50%	2.13%	1.87%	0.00%	1.14%	0.00%	1.03%	0.00%	2.30%	0.00%	0.96%	0.75%	2.71%	1.29%	1.96%	1.71%	2.41%	1.48%	0.45%	2.23%					
19	. Малышкин Олег Александрович	391	11	7	20	17	14	16	6	1	12	16	9	3	9	4	11	6	1	3	5	0	5	1	8	3	0	14	0	4	14	6	5	9	4	0	8	5	7	4	18	3	6	4	0	4	22	10	3	11	19	5	8	10					
		2.29%	1.47%	1.49%	2.51%	1.61%	1.25%	2.77%	1.60%	0.32%	2.73%	2.12%	1.96%	2.11%	7.44%	1.80%	5.85%	2.11%	1.23%	3.37%	1.42%	0.00%	2.40%	1.54%	3.79%	5.36%	0.00%	3.81%	0.00%	1.54%	2.92%	1.84%	1.23%	1.90%	2.50%	0.00%	1.87%	5.32%	1.59%	2.74%	3.10%	2.97%	3.45%	2.86%	0.00%	1.50%	3.31%	6.45%	2.94%	2.35%	4.17%	3.70%	3.62%	2.23%					
20	. Миронов Сергей Михайлович	145	4	2	5	11	5	5	5	2	3	3	2	2	0	0	3	2	3	2	3	0	1	1	6	0	0	5	0	2	4	3	0	6	1	0	1	0	4	0	6	4	1	0	0	4	10	0	6	3	7	1	0	7					
		0.85%	0.53%	0.42%	0.63%	1.04%	0.45%	0.87%	1.33%	0.65%	0.68%	0.40%	0.43%	1.41%	0.00%	0.00%	1.60%	0.70%	3.70%	2.25%	0.85%	0.00%	0.48%	1.54%	2.84%	0.00%	0.00%	1.36%	0.00%	0.77%	0.83%	0.92%	0.00%	1.27%	0.62%	0.00%	0.23%	0.00%	0.91%	0.00%	1.03%	3.96%	0.57%	0.00%	0.00%	1.50%	1.50%	0.00%	5.88%	0.64%	1.54%	0.74%	0.00%	1.56%					
21	. Путин Владимир Владимирович	13634	612	375	636	829	910	434	311	261	350	560	362	127	90	197	131	231	67	76	288	30	171	57	160	45	83	298	60	201	376	280	334	359	135	111	376	70	350	129	491	78	135	123	94	224	483	130	77	395	305	113	156	358					
		79.90%	81.60%	79.62%	79.80%	78.50%	81.18%	75.09%	82.93%	84.47%	79.55%	74.37%	78.70%	89.44%	74.38%	88.74%	69.68%	81.34%	82.72%	85.39%	81.59%	90.91%	82.21%	87.69%	75.83%	80.36%	87.37%	81.20%	89.55%	77.31%	78.33%	85.89%	82.47%	75.74%	84.38%	78.72%	87.85%	74.47%	79.55%	88.36%	84.66%	77.23%	77.59%	87.86%	90.38%	84.21%	72.63%	83.87%	75.49%	84.22%	66.89%	83.70%	70.59%	79.73%					
22	. Хакамада Ирина Муцуовна	334	13	9	14	41	40	8	7	2	9	18	10	1	1	2	2	10	1	1	2	0	5	0	4	1	5	8	3	2	11	8	6	7	1	0	4	1	6	2	4	2	3	0	0	7	14	0	0	6	16	3	3	11					
		1.96%	1.73%	1.91%	1.76%	3.88%	3.57%	1.38%	1.87%	0.65%	2.05%	2.39%	2.17%	0.70%	0.83%	0.90%	1.06%	3.52%	1.23%	1.12%	0.57%	0.00%	2.40%	0.00%	1.90%	1.79%	5.26%	2.18%	4.48%	0.77%	2.29%	2.45%	1.48%	1.48%	0.62%	0.00%	0.93%	1.06%	1.36%	1.37%	0.69%	1.98%	1.72%	0.00%	0.00%	2.63%	2.11%	0.00%	0.00%	1.28%	3.51%	2.22%	1.36%	2.45%					
23	. Харитонов Николай Михайлович	1830	83	57	67	106	98	85	30	36	55	130	61	6	18	10	23	23	5	4	45	1	18	4	23	7	6	20	0	42	58	20	43	70	12	22	26	16	55	9	42	7	22	5	8	22	103	12	10	37	75	6	44	43					
		10.72%	11.07%	12.10%	8.41%	10.04%	8.74%	14.71%	8.00%	11.65%	12.50%	17.26%	13.26%	4.23%	14.88%	4.50%	12.23%	8.10%	6.17%	4.49%	12.75%	3.03%	8.65%	6.15%	10.90%	12.50%	6.32%	5.45%	0.00%	16.15%	12.08%	6.13%	10.62%	14.77%	7.50%	15.60%	6.07%	17.02%	12.50%	6.16%	7.24%	6.93%	12.64%	3.57%	7.69%	8.27%	15.49%	7.74%	9.80%	7.89%	16.45%	4.44%	19.91%	9.58%					
																																																											
24	Против всех	251	4	9	16	20	30	7	3	2	4	7	4	0	2	1	6	3	0	2	2	0	5	1	3	0	0	3	3	4	10	2	9	8	1	5	4	1	5	2	5	3	2	2	1	1	10	1	3	5	15	3	6	6					
		1.47%	0.53%	1.91%	2.01%	1.89%	2.68%	1.21%	0.80%	0.65%	0.91%	0.93%	0.87%	0.00%	1.65%	0.45%	3.19%	1.06%	0.00%	2.25%	0.57%	0.00%	2.40%	1.54%	1.42%	0.00%	0.00%	0.82%	4.48%	1.54%	2.08%	0.61%	2.22%	1.69%	0.62%	3.55%	0.93%	1.06%	1.14%	1.37%	0.86%	2.97%	1.15%	1.43%	0.96%	0.38%	1.50%	0.65%	2.94%	1.07%	3.29%	2.22%	2.71%	1.34%					
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
																																																											
