Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																									
Дата голосования: 04.12.2011																																																									
																																																									
Наименование Избирательной комиссии:    Борисоглебская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	694	15	10	8	17	5	9	16	12	8	15	10	7	11	18	7	13	12	11	5	7	12	10	25	14	5	11	20	8	10	16	7	5	3	6	13	5	21	3	7	5	18	8	16	29	6	18	13	16	90	58					
12	"Число открепительных удостоверений, выданных избирателям на избирательном участке"	645	15	10	8	13	0	9	15	12	6	15	6	6	11	15	5	10	11	11	4	3	12	10	23	12	5	9	18	7	10	14	7	4	2	6	12	2	21	3	6	5	18	8	16	29	6	18	13	16	90	58					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	407	22	4	9	9	2	16	12	5	6	15	6	17	8	14	14	6	15	21	6	10	9	2	16	4	14	18	10	9	8	5	13	8	2	8	10	17	1	0	5	4	1	3	0	0	1	6	5	1	4	6					
14	Число погашенных неиспользованных открепительных удостоверений	49	0	0	0	4	5	0	1	0	2	0	4	1	0	3	2	3	1	0	1	4	0	0	2	2	0	2	2	1	0	2	0	1	1	0	1	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	78	3	2	2	0	0	1	0	1	2	1	2	1	2	2	2	1	1	0	0	1	1	0	2	0	1	3	0	2	0	2	0	1	0	2	2	0	0	1	0	0	0	0	0	5	0	3	0	7	2	20					
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																									
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	7665	239	243	215	236	37	198	240	156	168	259	110	133	202	201	135	116	272	232	108	127	128	89	257	200	226	212	232	253	193	167	123	66	31	333	158	121	121	81	75	124	79	68	149	128	21	89	45	34	134	101					
		21.27%	21.65%	24.85%	25.06%	21.59%	23.13%	24.66%	23.14%	20.37%	25.00%	22.39%	22.04%	24.40%	21.96%	23.34%	20.15%	24.47%	18.40%	22.31%	23.74%	24.14%	19.54%	18.54%	21.01%	21.67%	23.59%	19.59%	23.51%	23.40%	24.06%	20.85%	19.81%	17.32%	22.96%	27.21%	18.92%	21.88%	20.07%	16.63%	18.38%	18.96%	18.72%	20.12%	21.32%	21.40%	7.45%	11.51%	19.57%	10.21%	18.36%	15.88%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	4028	138	90	99	107	19	92	78	67	66	132	51	67	103	111	106	48	250	109	54	61	78	33	161	76	120	152	103	119	115	94	57	40	16	125	82	53	62	47	54	102	72	28	46	75	23	64	34	18	71	60					
		11.18%	12.50%	9.20%	11.54%	9.79%	11.88%	11.46%	7.52%	8.75%	9.82%	11.41%	10.22%	12.29%	11.20%	12.89%	15.82%	10.13%	16.91%	10.48%	11.87%	11.60%	11.91%	6.88%	13.16%	8.23%	12.53%	14.05%	10.44%	11.01%	14.34%	11.74%	9.18%	10.50%	11.85%	10.21%	9.82%	9.58%	10.28%	9.65%	13.24%	15.60%	17.06%	8.28%	6.58%	12.54%	8.16%	8.28%	14.78%	5.41%	9.73%	9.43%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	481	15	11	6	13	2	16	3	13	5	22	6	10	10	16	10	1	33	12	10	11	5	6	24	22	18	10	12	16	8	15	1	5	0	21	14	4	5	5	4	11	1	4	8	14	0	8	2	3	3	7					
		1.33%	1.36%	1.12%	0.70%	1.19%	1.25%	1.99%	0.29%	1.70%	0.74%	1.90%	1.20%	1.83%	1.09%	1.86%	1.49%	0.21%	2.23%	1.15%	2.20%	2.09%	0.76%	1.25%	1.96%	2.38%	1.88%	0.92%	1.22%	1.48%	0.99%	1.87%	0.16%	1.31%	0.00%	1.72%	1.68%	0.72%	0.83%	1.03%	0.98%	1.68%	0.24%	1.18%	1.14%	2.34%	0.00%	1.03%	0.87%	0.90%	0.41%	1.10%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	8027	252	253	187	284	39	163	322	183	156	253	123	123	236	193	144	121	344	262	121	103	175	116	329	246	195	253	187	216	178	206	191	53	32	295	201	136	144	97	66	84	54	72	89	90	17	142	50	35	114	102					
		22.28%	22.83%	25.87%	21.79%	25.98%	24.38%	20.30%	31.05%	23.89%	23.21%	21.87%	24.65%	22.57%	25.65%	22.42%	21.49%	25.53%	23.27%	25.19%	26.59%	19.58%	26.72%	24.17%	26.90%	26.65%	20.35%	23.38%	18.95%	19.98%	22.19%	25.72%	30.76%	13.91%	23.70%	24.10%	24.07%	24.59%	23.88%	19.92%	16.18%	12.84%	12.80%	21.30%	12.73%	15.05%	6.03%	18.37%	21.74%	10.51%	15.62%	16.04%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	668	17	19	12	18	7	10	19	25	16	30	16	8	25	14	6	11	33	29	7	12	14	11	33	33	13	27	18	18	11	17	14	7	1	14	22	13	6	6	1	11	2	7	10	3	3	6	1	0	5	7					
		1.85%	1.54%	1.94%	1.40%	1.65%	4.38%	1.25%	1.83%	3.26%	2.38%	2.59%	3.21%	1.47%	2.72%	1.63%	0.90%	2.32%	2.23%	2.79%	1.54%	2.28%	2.14%	2.29%	2.70%	3.58%	1.36%	2.50%	1.82%	1.67%	1.37%	2.12%	2.25%	1.84%	0.74%	1.14%	2.63%	2.35%	0.99%	1.23%	0.25%	1.68%	0.47%	2.07%	1.43%	0.50%	1.06%	0.78%	0.43%	0.00%	0.68%	1.10%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	14488	418	346	324	418	56	313	362	308	249	431	185	192	327	308	257	166	508	373	148	206	244	217	388	324	358	407	411	435	280	286	223	196	54	413	341	220	257	243	208	314	208	158	384	279	214	457	94	240	393	347					
		40.21%	37.86%	35.38%	37.76%	38.24%	35.00%	38.98%	34.91%	40.21%	37.05%	37.25%	37.07%	35.23%	35.54%	35.77%	38.36%	35.02%	34.37%	35.87%	32.53%	39.16%	37.25%	45.21%	31.73%	35.10%	37.37%	37.62%	41.64%	40.24%	34.91%	35.71%	35.91%	51.44%	40.00%	33.74%	40.84%	39.78%	42.62%	49.90%	50.98%	48.01%	49.29%	46.75%	54.94%	46.66%	75.89%	59.12%	40.87%	72.07%	53.84%	54.56%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	185	8	2	4	2	0	2	4	5	2	6	3	4	3	2	3	3	15	8	2	0	6	4	15	5	6	6	7	11	3	7	2	5	0	2	3	2	3	3	0	2	0	1	3	3	2	1	0	1	1	3					
		0.51%	0.72%	0.20%	0.47%	0.18%	0.00%	0.25%	0.39%	0.65%	0.30%	0.52%	0.60%	0.73%	0.33%	0.23%	0.45%	0.63%	1.01%	0.77%	0.44%	0.00%	0.92%	0.83%	1.23%	0.54%	0.63%	0.55%	0.71%	1.02%	0.37%	0.87%	0.32%	1.31%	0.00%	0.16%	0.36%	0.36%	0.50%	0.62%	0.00%	0.31%	0.00%	0.30%	0.43%	0.50%	0.71%	0.13%	0.00%	0.30%	0.14%	0.47%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
