Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																									
Дата голосования: 02.12.2007																																																									
																																																									
Наименование Избирательной комиссии:    Борисоглебская																																																									
																																																									
Сводная таблица результатов выборов																																																									
																																																									
		Сумма	УИК №401	УИК №402	УИК №403	УИК №404	УИК №405	УИК №406	УИК №407	УИК №408	УИК №409	УИК №410	УИК №411	УИК №412	УИК №413	УИК №414	УИК №415	УИК №416	УИК №417	УИК №418	УИК №419	УИК №420	УИК №421	УИК №422	УИК №423	УИК №424	УИК №425	УИК №426	УИК №427	УИК №428	УИК №429	УИК №430	УИК №431	УИК №432	УИК №433	УИК №434	УИК №435	УИК №436	УИК №437	УИК №438	УИК №439	УИК №440	УИК №441	УИК №442	УИК №443	УИК №444	УИК №445	УИК №446	УИК №447	УИК №448	УИК №449	УИК №450					
		0.62%	0.97%	0.57%	0.28%	0.58%	0.60%	0.74%	0.89%	0.80%	0.80%	0.76%	1.02%	0.00%	0.76%	0.89%	1.27%	0.57%	0.68%	0.28%	0.90%	0.62%	0.46%	1.03%	0.84%	0.72%	0.66%	0.78%	0.41%	0.42%	0.49%	1.66%	0.84%	0.47%	0.00%	0.42%	0.68%	0.61%	0.90%	0.19%	0.29%	0.00%	0.57%	0.25%	0.27%	0.30%	0.00%	0.13%	0.00%	0.86%	0.23%	0.25%					
20	3.Политическая партия «Демократическая партия России»	45	2	0	0	0	0	0	2	4	0	3	1	0	1	0	0	0	0	0	0	2	1	1	3	1	1	2	1	1	2	3	1	3	0	2	0	0	0	2	0	1	0	2	0	1	0	1	0	0	0	1					
		0.11%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.20%	0.32%	0.00%	0.23%	0.17%	0.00%	0.08%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.31%	0.15%	0.21%	0.21%	0.09%	0.09%	0.16%	0.08%	0.11%	0.20%	0.36%	0.14%	0.70%	0.00%	0.17%	0.00%	0.00%	0.00%	0.38%	0.00%	0.14%	0.00%	0.51%	0.00%	0.15%	0.00%	0.13%	0.00%	0.00%	0.00%	0.13%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	5659	139	194	144	124	36	99	197	227	164	182	95	93	167	155	103	95	236	191	94	58	113	83	178	188	145	163	164	115	125	122	165	47	21	204	127	50	110	82	22	69	44	69	106	78	15	86	24	18	61	72					
		14.01%	12.21%	15.86%	13.36%	12.02%	21.69%	10.52%	19.41%	18.23%	14.53%	13.86%	16.13%	15.98%	14.12%	15.27%	14.55%	17.92%	13.42%	17.54%	16.97%	8.95%	17.20%	17.11%	12.49%	16.83%	13.73%	12.75%	13.55%	12.21%	12.32%	14.45%	23.08%	11.03%	13.21%	17.20%	14.50%	15.29%	16.47%	15.41%	6.49%	9.64%	12.57%	17.42%	14.23%	11.89%	5.66%	11.48%	7.77%	5.19%	7.04%	9.14%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	105	1	5	1	3	0	0	1	10	4	2	0	1	5	9	0	5	6	4	2	3	1	1	3	3	2	5	1	3	1	3	2	3	0	4	1	2	0	1	0	2	0	1	0	1	0	1	0	0	2	0					
		0.26%	0.09%	0.41%	0.09%	0.29%	0.00%	0.00%	0.10%	0.80%	0.35%	0.15%	0.00%	0.17%	0.42%	0.89%	0.00%	0.94%	0.34%	0.37%	0.36%	0.46%	0.15%	0.21%	0.21%	0.27%	0.19%	0.39%	0.08%	0.32%	0.10%	0.36%	0.28%	0.70%	0.00%	0.34%	0.11%	0.61%	0.00%	0.19%	0.00%	0.28%	0.00%	0.25%	0.00%	0.15%	0.00%	0.13%	0.00%	0.00%	0.23%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	60	0	5	2	4	0	0	4	0	1	0	1	0	1	0	1	1	1	1	1	2	0	0	6	3	2	1	1	2	2	1	1	2	0	1	1	1	0	1	0	2	1	1	1	2	1	1	0	0	1	0					
		0.15%	0.00%	0.41%	0.19%	0.39%	0.00%	0.00%	0.39%	0.00%	0.09%	0.00%	0.17%	0.00%	0.08%	0.00%	0.14%	0.19%	0.06%	0.09%	0.18%	0.31%	0.00%	0.00%	0.42%	0.27%	0.19%	0.08%	0.08%	0.21%	0.20%	0.12%	0.14%	0.47%	0.00%	0.08%	0.11%	0.31%	0.00%	0.19%	0.00%	0.28%	0.29%	0.25%	0.13%	0.30%	0.38%	0.13%	0.00%	0.00%	0.12%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	3498	90	102	97	96	18	90	70	84	90	121	42	43	102	102	100	34	219	106	48	69	77	34	140	80	85	158	107	79	106	97	40	39	15	103	82	23	65	39	16	57	31	24	23	45	18	46	23	14	43	66					
		8.66%	7.91%	8.34%	8.99%	9.30%	10.84%	9.56%	6.90%	6.75%	7.97%	9.22%	7.13%	7.39%	8.62%	10.05%	14.12%	6.42%	12.45%	9.73%	8.66%	10.65%	11.72%	7.01%	9.82%	7.16%	8.05%	12.36%	8.84%	8.39%	10.44%	11.49%	5.59%	9.15%	9.43%	8.68%	9.36%	7.03%	9.73%	7.33%	4.72%	7.96%	8.86%	6.06%	3.09%	6.86%	6.79%	6.14%	7.44%	4.03%	4.96%	8.38%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	5702	193	155	133	161	15	177	178	249	210	190	91	88	170	130	103	81	250	182	77	110	64	77	255	190	135	174	191	132	128	108	114	35	23	149	120	46	38	68	27	63	60	57	79	95	17	76	49	12	98	79					
		14.12%	16.96%	12.67%	12.34%	15.60%	9.04%	18.81%	17.54%	20.00%	18.60%	14.47%	15.45%	15.12%	14.37%	12.81%	14.55%	15.28%	14.21%	16.71%	13.90%	16.98%	9.74%	15.88%	17.89%	17.01%	12.78%	13.62%	15.79%	14.01%	12.61%	12.80%	15.94%	8.22%	14.47%	12.56%	13.70%	14.07%	5.69%	12.78%	7.96%	8.80%	17.14%	14.39%	10.60%	14.48%	6.42%	10.15%	15.86%	3.46%	11.30%	10.03%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	320	9	17	7	12	0	5	9	7	12	5	8	5	12	8	7	3	20	6	6	7	6	10	15	13	6	3	9	3	10	8	10	5	0	12	6	7	3	1	1	9	4	1	1	0	1	4	1	1	1	4					
		0.79%	0.79%	1.39%	0.65%	1.16%	0.00%	0.53%	0.89%	0.56%	1.06%	0.38%	1.36%	0.86%	1.01%	0.79%	0.99%	0.57%	1.14%	0.55%	1.08%	1.08%	0.91%	2.06%	1.05%	1.16%	0.57%	0.23%	0.74%	0.32%	0.99%	0.95%	1.40%	1.17%	0.00%	1.01%	0.68%	2.14%	0.45%	0.19%	0.29%	1.26%	1.14%	0.25%	0.13%	0.00%	0.38%	0.53%	0.32%	0.29%	0.12%	0.51%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	21663	614	643	602	543	83	499	461	580	532	692	309	306	601	523	332	264	858	499	266	328	337	230	706	539	588	670	655	540	561	422	315	273	89	607	446	166	361	256	251	485	189	220	485	398	210	503	201	287	630	508					
		53.65%	53.95%	52.58%	55.84%	52.62%	50.00%	53.03%	45.42%	46.59%	47.12%	52.70%	52.46%	52.58%	50.80%	51.53%	46.89%	49.81%	48.78%	45.82%	48.01%	50.62%	51.29%	47.42%	49.54%	48.25%	55.68%	52.43%	54.13%	57.32%	55.27%	50.00%	44.06%	64.08%	55.97%	51.18%	50.91%	50.76%	54.04%	48.12%	74.04%	67.74%	54.00%	55.56%	65.10%	60.67%	79.25%	67.16%	65.05%	82.71%	72.66%	64.47%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	273	4	7	12	7	1	3	12	12	12	7	3	2	11	4	5	4	16	12	6	9	4	7	15	13	13	7	4	5	6	9	5	3	0	4	10	0	2	1	0	1	1	2	4	0	0	3	1	0	1	3					
		0.68%	0.35%	0.57%	1.11%	0.68%	0.60%	0.32%	1.18%	0.96%	1.06%	0.53%	0.51%	0.34%	0.93%	0.39%	0.71%	0.75%	0.91%	1.10%	1.08%	1.39%	0.61%	1.44%	1.05%	1.16%	1.23%	0.55%	0.33%	0.53%	0.59%	1.07%	0.70%	0.70%	0.00%	0.34%	1.14%	0.00%	0.30%	0.19%	0.00%	0.14%	0.29%	0.51%	0.54%	0.00%	0.00%	0.40%	0.32%	0.00%	0.12%	0.38%					
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
