Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																							
Дата голосования: 07.12.2003 0:00:00																							
																							
Наименование Избирательной комиссии:    Арбажская																							
																							
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																							
																							
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16					
		0.80%	0.61%	0.74%	0.0%	1.39%	1.98%	0.34%	2.72%	0.43%	4.44%	0.0%	0.0%	0.0%	1.05%	0.35%	0.0%	1.10%					
19	"2. ""СОЮЗ ПРАВЫХ СИЛ"""	38	12	8	0	0	0	2	1	1	0	0	0	2	10	1	0	1					
		0.72%	1.05%	0.74%	0.0%	0.0%	0.0%	0.68%	0.68%	0.43%	0.0%	0.0%	0.0%	2.24%	1.75%	0.35%	0.0%	0.36%					
20	"3. ""РОССИЙСКАЯ ПАРТИЯ ПЕНСИОНЕРОВ И ПАРТИЯ СОЦИАЛЬНОЙ СПРАВЕДЛИВОСТИ"""	210	37	34	3	7	8	10	7	7	4	6	7	10	36	6	7	21					
		4.01%	3.25%	3.18%	3.79%	4.89%	5.29%	3.41%	4.76%	3.03%	2.96%	2.34%	3.33%	11.23%	6.32%	2.10%	4.37%	7.72%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	101	22	30	1	0	2	2	2	3	3	2	6	0	16	2	7	3					
		1.93%	1.93%	2.80%	1.26%	0.0%	1.32%	0.68%	1.36%	1.29%	2.22%	0.78%	2.85%	0.0%	2.81%	0.70%	4.37%	1.10%					
22	"5. ""За Русь Святую"""	44	13	10	1	1	3	1	0	0	1	1	2	0	4	0	2	5					
		0.84%	1.14%	0.93%	1.26%	0.69%	1.98%	0.34%	0.0%	0.0%	0.74%	0.39%	0.95%	0.0%	0.70%	0.0%	1.25%	1.83%					
23	"6. ""Объединенная Российская партия ""Русь"""	14	3	6	0	0	0	0	0	0	1	0	0	0	1	1	0	2					
		0.26%	0.26%	0.56%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.74%	0.0%	0.0%	0.0%	0.17%	0.35%	0.0%	0.73%					
24	"7. ""Новый курс - Автомобильная Россия"""	23	6	5	0	0	1	1	1	1	0	2	0	0	1	4	0	1					
		0.44%	0.52%	0.46%	0.0%	0.0%	0.66%	0.34%	0.68%	0.43%	0.0%	0.78%	0.0%	0.0%	0.17%	1.40%	0.0%	0.36%					
25	"8. ""Народно-республиканская партия России"""	11	1	1	0	0	1	1	0	2	2	2	0	0	1	0	0	0					
		0.21%	0.08%	0.09%	0.0%	0.0%	0.66%	0.34%	0.0%	0.86%	1.48%	0.78%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%					
26	"9. ""Российская экологическая партия ""Зеленые"""	10	1	0	0	2	0	1	0	0	1	0	0	3	1	0	0	1					
		0.19%	0.08%	0.0%	0.0%	1.39%	0.0%	0.34%	0.0%	0.0%	0.74%	0.0%	0.0%	3.37%	0.17%	0.0%	0.0%	0.36%					
27	"10. ""Аграрная партия России"""	1218	192	207	18	62	53	60	45	70	42	104	53	9	97	50	70	86					
		23.31%	16.88%	19.38%	22.78%	43.35%	35.09%	20.47%	30.61%	30.30%	31.11%	40.62%	25.23%	10.11%	17.04%	17.54%	43.75%	31.61%					
28	"11. ""Истинные патриоты России"""	8	5	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0					
		0.15%	0.43%	0.0%	0.0%	0.0%	0.0%	0.0%	0.68%	0.0%	0.0%	0.39%	0.0%	0.0%	0.17%	0.0%	0.0%	0.0%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	52	13	6	2	2	0	0	0	4	1	2	0	2	7	10	2	1					
		0.99%	1.14%	0.56%	2.53%	1.39%	0.0%	0.0%	0.0%	1.73%	0.74%	0.78%	0.0%	2.24%	1.23%	3.50%	1.25%	0.36%					
30	"13. ""Демократическая партия России"""	21	0	10	1	0	2	1	0	0	0	0	1	1	3	2	0	0					
		0.40%	0.0%	0.93%	1.26%	0.0%	1.32%	0.34%	0.0%	0.0%	0.0%	0.0%	0.47%	1.12%	0.52%	0.70%	0.0%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	16	0	4	0	0	2	0	0	1	0	5	0	0	2	1	0	1					
		0.30%	0.0%	0.37%	0.0%	0.0%	1.32%	0.0%	0.0%	0.43%	0.0%	1.95%	0.0%	0.0%	0.35%	0.35%	0.0%	0.36%					
32	"15. ""Партия СЛОН"""	13	4	5	0	0	0	0	0	2	0	0	1	0	0	0	0	1					
		0.24%	0.35%	0.46%	0.0%	0.0%	0.0%	0.0%	0.0%	0.86%	0.0%	0.0%	0.47%	0.0%	0.0%	0.0%	0.0%	0.36%					
33	"16. ""Родина"" (народно-патриотический союз)"""	251	61	63	11	6	6	10	6	4	2	6	11	1	38	11	6	9					
		4.80%	5.36%	5.89%	13.92%	4.19%	3.97%	3.41%	4.08%	1.73%	1.48%	2.34%	5.23%	1.12%	6.67%	3.85%	3.75%	3.30%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	24	6	4	0	0	0	2	2	5	0	0	0	0	3	0	0	2					
		0.45%	0.52%	0.37%	0.0%	0.0%	0.0%	0.68%	1.36%	2.16%	0.0%	0.0%	0.0%	0.0%	0.52%	0.0%	0.0%	0.73%					
35	"18. ""ЛДПР"""	685	182	179	7	11	20	22	14	27	12	29	24	7	57	41	21	32					
		13.11%	16.00%	16.76%	8.86%	7.69%	13.24%	7.50%	9.52%	11.68%	8.88%	11.32%	11.42%	7.86%	10.01%	14.38%	13.12%	11.76%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	192	42	39	0	5	3	14	5	8	5	7	8	4	33	9	0	10					
		3.67%	3.69%	3.65%	0.0%	3.49%	1.98%	4.77%	3.40%	3.46%	3.70%	2.73%	3.80%	4.49%	5.79%	3.15%	0.0%	3.67%					
37	"20. ""Политическая партия ""Единая Россия"""	1273	306	293	17	23	29	57	33	56	39	53	52	31	109	104	24	47					
		24.36%	26.91%	27.43%	21.51%	16.08%	19.20%	19.45%	22.44%	24.24%	28.88%	20.70%	24.76%	34.83%	19.15%	36.49%	15.0%	17.27%					
38	"21. ""Российская Конституционно-демократическая партия"""	9	4	2	0	0	0	1	0	0	0	0	0	0	2	0	0	0					
		0.17%	0.35%	0.18%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.0%					
39	"22. ""Развитие предпринимательства"""	10	5	1	0	0	0	1	0	0	0	0	0	0	2	0	0	1					
		0.19%	0.43%	0.09%	0.0%	0.0%	0.0%	0.34%	0.0%	0.0%	0.0%	0.0%	0.0%	0.0%	0.35%	0.0%	0.0%	0.36%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	739	174	123	12	17	7	93	21	31	10	27	38	13	107	25	14	27					
		14.14%	15.30%	11.51%	15.18%	11.88%	4.63%	31.74%	14.28%	13.41%	7.40%	10.54%	18.09%	14.60%	18.80%	8.77%	8.75%	9.92%					
																							
41	Против всех	123	27	23	4	1	3	9	0	3	3	9	6	4	12	5	4	10					
		2.35%	2.37%	2.15%	5.06%	0.69%	1.98%	3.07%	0.0%	1.29%	2.22%	3.51%	2.85%	4.49%	2.10%	1.75%	2.5%	3.67%					
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
																							
