Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																																										
Дата голосования: 02.12.2007																																																																										
																																																																										
Наименование Избирательной комиссии:    Магаданская городская																																																																										
																																																																										
Сводная таблица результатов выборов																																																																										
																																																																										
		Сумма	УИК №1	УИК №2	УИК №3	УИК №4	УИК №5	УИК №6	УИК №7	УИК №8	УИК №9	УИК №10	УИК №11	УИК №12	УИК №13	УИК №14	УИК №15	УИК №16	УИК №17	УИК №18	УИК №19	УИК №20	УИК №21	УИК №22	УИК №23	УИК №24	УИК №25	УИК №26	УИК №27	УИК №28	УИК №29	УИК №30	УИК №31	УИК №32	УИК №33	УИК №34	УИК №35	УИК №36	УИК №37	УИК №38	УИК №39	УИК №40	УИК №41	УИК №42	УИК №43	УИК №44	УИК №45	УИК №46	УИК №111	УИК №113	УИК №114	УИК №115	УИК №116	УИК №117	УИК №118	УИК №119	УИК №120	УИК №121	УИК №122	УИК №123	УИК №124	УИК №125	УИК №128	УИК №129	УИК №131	УИК №132	УИК №134	УИК №135	УИК №136					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																																										
18	1.Политическая партия «Аграрная партия России»	954	34	31	26	14	22	18	4	36	20	18	32	20	18	46	18	27	29	16	10	2	28	36	19	12	32	15	6	17	26	33	32	24	29	28	0	8	10	17	13	8	44	20	16	24	6	1	0	0	0	1	0	1	1	0	0	2	0	0	0	0	2	0	0	0	1	0	1					
		2.02%	2.54%	1.70%	2.07%	1.40%	1.96%	1.65%	1.04%	2.94%	1.34%	1.71%	2.19%	2.25%	1.32%	2.84%	1.17%	1.79%	2.43%	2.06%	2.44%	0.54%	2.48%	2.67%	1.81%	2.39%	2.16%	1.13%	1.99%	1.81%	1.83%	2.45%	2.46%	1.76%	1.91%	2.25%	0.00%	4.32%	3.24%	2.54%	4.64%	1.08%	3.38%	2.05%	1.86%	1.97%	2.22%	0.53%	0.00%	0.00%	0.00%	3.57%	0.00%	0.93%	1.75%	0.00%	0.00%	8.33%	0.00%	0.00%	0.00%	0.00%	11.76%	0.00%	0.00%	0.00%	4.35%	0.00%	3.33%					
19	2.Всероссийская политическая партия «Гражданская Сила»	1100	42	53	33	24	30	43	9	39	61	25	40	25	39	41	35	32	24	12	3	5	31	36	28	11	46	21	6	24	30	38	20	24	25	13	0	1	6	6	7	5	28	10	26	31	4	2	0	0	0	0	2	0	1	0	0	1	0	0	2	0	0	0	0	0	0	0	0					
		2.33%	3.14%	2.90%	2.63%	2.40%	2.67%	3.95%	2.34%	3.18%	4.07%	2.38%	2.74%	2.82%	2.86%	2.54%	2.28%	2.12%	2.02%	1.55%	0.73%	1.36%	2.75%	2.67%	2.67%	2.19%	3.10%	1.58%	1.99%	2.56%	2.11%	2.82%	1.54%	1.76%	1.65%	1.04%	0.00%	0.54%	1.94%	0.90%	2.50%	0.67%	2.15%	1.03%	3.03%	2.54%	1.48%	1.06%	0.00%	0.00%	0.00%	0.00%	7.14%	0.00%	1.75%	0.00%	0.00%	4.17%	0.00%	0.00%	7.69%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	91	4	3	4	0	1	2	0	2	5	1	2	0	1	3	3	3	6	1	1	0	2	2	1	0	4	1	2	0	4	3	1	2	3	2	1	0	0	1	0	0	2	4	1	1	1	1	0	0	0	0	0	5	1	0	0	1	0	0	0	1	0	0	1	0	1	0	0					
		0.19%	0.30%	0.16%	0.32%	0.00%	0.09%	0.18%	0.00%	0.16%	0.33%	0.10%	0.14%	0.00%	0.07%	0.19%	0.20%	0.20%	0.50%	0.13%	0.24%	0.00%	0.18%	0.15%	0.10%	0.00%	0.27%	0.08%	0.66%	0.00%	0.28%	0.22%	0.08%	0.15%	0.20%	0.16%	0.38%	0.00%	0.00%	0.15%	0.00%	0.00%	0.15%	0.41%	0.12%	0.08%	0.37%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	4.67%	1.75%	0.00%	0.00%	4.17%	0.00%	0.00%	0.00%	4.35%	0.00%	0.00%	5.88%	0.00%	4.35%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	6103	209	236	177	131	132	142	52	178	186	150	201	123	158	221	246	207	141	110	51	41	167	192	133	72	210	160	26	114	223	192	202	145	171	143	6	19	40	85	27	76	153	92	112	155	41	11	1	7	1	0	0	17	3	0	0	3	1	0	0	1	2	0	1	1	4	0	2					
		12.95%	15.63%	12.92%	14.08%	13.11%	11.73%	13.04%	13.51%	14.52%	12.42%	14.26%	13.76%	13.85%	11.58%	13.67%	16.03%	13.71%	11.84%	14.18%	12.47%	11.11%	14.82%	14.24%	12.67%	14.31%	14.16%	12.01%	8.64%	12.17%	15.72%	14.23%	15.54%	10.63%	11.28%	11.49%	2.29%	10.27%	12.94%	12.69%	9.64%	10.23%	11.76%	9.44%	13.05%	12.72%	15.19%	5.85%	3.45%	24.14%	3.57%	0.00%	0.00%	15.89%	5.26%	0.00%	0.00%	12.50%	4.00%	0.00%	0.00%	4.35%	11.76%	0.00%	5.88%	4.00%	17.39%	0.00%	6.67%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	448	19	29	12	12	10	12	5	13	16	11	21	11	25	16	13	10	9	7	1	4	10	21	7	3	17	9	0	9	9	7	15	11	7	7	0	0	3	5	0	3	10	9	16	11	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.95%	1.42%	1.59%	0.95%	1.20%	0.89%	1.10%	1.30%	1.06%	1.07%	1.05%	1.44%	1.24%	1.83%	0.99%	0.85%	0.66%	0.76%	0.90%	0.24%	1.08%	0.89%	1.56%	0.67%	0.60%	1.15%	0.68%	0.00%	0.96%	0.63%	0.52%	1.15%	0.81%	0.46%	0.56%	0.00%	0.00%	0.97%	0.75%	0.00%	0.40%	0.77%	0.92%	1.86%	0.90%	0.37%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	177	3	5	4	5	1	3	0	4	9	5	6	0	7	4	2	6	5	2	2	2	3	10	5	1	9	5	0	4	5	5	5	5	1	4	0	0	1	0	3	4	7	4	7	6	1	1	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0					
		0.38%	0.22%	0.27%	0.32%	0.50%	0.09%	0.28%	0.00%	0.33%	0.60%	0.48%	0.41%	0.00%	0.51%	0.25%	0.13%	0.40%	0.42%	0.26%	0.49%	0.54%	0.27%	0.74%	0.48%	0.20%	0.61%	0.38%	0.00%	0.43%	0.35%	0.37%	0.38%	0.37%	0.07%	0.32%	0.00%	0.00%	0.32%	0.00%	1.07%	0.54%	0.54%	0.41%	0.82%	0.49%	0.37%	0.53%	0.00%	3.45%	0.00%	0.00%	0.00%	0.93%	3.51%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.00%	4.35%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	7429	205	288	173	136	180	143	67	181	210	161	234	123	240	265	250	243	171	145	64	64	182	173	168	92	291	248	49	139	228	203	157	198	267	217	13	29	48	93	32	116	189	156	136	210	45	80	13	7	13	9	16	23	6	1	0	8	3	2	2	3	5	5	2	1	5	0	3					
		15.77%	15.33%	15.77%	13.76%	13.61%	16.00%	13.13%	17.40%	14.76%	14.02%	15.30%	16.02%	13.85%	17.58%	16.39%	16.29%	16.09%	14.36%	18.69%	15.65%	17.34%	16.15%	12.83%	16.00%	18.29%	19.62%	18.62%	16.28%	14.83%	16.07%	15.05%	12.08%	14.52%	17.61%	17.43%	4.96%	15.68%	15.53%	13.88%	11.43%	15.61%	14.53%	16.00%	15.85%	17.23%	16.67%	42.55%	44.83%	24.14%	46.43%	32.14%	57.14%	21.50%	10.53%	2.33%	0.00%	33.33%	12.00%	8.70%	7.69%	13.04%	29.41%	16.67%	11.76%	4.00%	21.74%	0.00%	10.00%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	4682	116	204	120	90	103	108	37	124	167	95	133	93	141	177	184	168	119	82	53	35	163	149	119	47	136	119	29	109	157	120	111	156	136	106	1	14	48	56	24	63	105	73	81	159	21	1	1	3	4	2	0	3	2	0	0	0	1	0	1	1	2	1	2	1	2	0	4					
		9.94%	8.68%	11.17%	9.55%	9.01%	9.16%	9.92%	9.61%	10.11%	11.15%	9.03%	9.10%	10.47%	10.33%	10.95%	11.99%	11.13%	9.99%	10.57%	12.96%	9.49%	14.46%	11.05%	11.33%	9.34%	9.17%	8.93%	9.63%	11.63%	11.06%	8.90%	8.54%	11.44%	8.97%	8.51%	0.38%	7.57%	15.53%	8.36%	8.57%	8.48%	8.07%	7.49%	9.44%	13.04%	7.78%	0.53%	3.45%	10.34%	14.29%	7.14%	0.00%	2.80%	3.51%	0.00%	0.00%	0.00%	4.00%	0.00%	3.85%	4.35%	11.76%	3.33%	11.76%	4.00%	8.70%	0.00%	13.33%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	907	30	27	24	15	27	30	4	30	25	23	23	13	28	24	28	31	27	15	7	5	19	30	31	9	32	21	6	24	24	30	28	22	42	17	2	6	6	11	5	10	28	16	19	16	6	2	1	0	1	0	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0					
		1.93%	2.24%	1.48%	1.91%	1.50%	2.40%	2.75%	1.04%	2.45%	1.67%	2.19%	1.57%	1.46%	2.05%	1.48%	1.82%	2.05%	2.27%	1.93%	1.71%	1.36%	1.69%	2.23%	2.95%	1.79%	2.16%	1.58%	1.99%	2.56%	1.69%	2.22%	2.15%	1.61%	2.77%	1.37%	0.76%	3.24%	1.94%	1.64%	1.79%	1.35%	2.15%	1.64%	2.21%	1.31%	2.22%	1.06%	3.45%	0.00%	3.57%	0.00%	0.00%	5.61%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	23900	616	895	630	540	581	549	196	568	745	530	731	455	668	777	715	747	628	368	210	197	492	658	516	248	652	711	172	472	671	670	687	739	801	672	238	106	138	387	159	451	708	580	415	583	140	75	13	11	9	16	7	49	40	42	25	9	20	21	21	15	5	24	10	21	9	27	19					
		50.73%	46.07%	49.01%	50.12%	54.05%	51.64%	50.41%	50.91%	46.33%	49.73%	50.38%	50.03%	51.24%	48.94%	48.05%	46.58%	49.47%	52.73%	47.42%	51.34%	53.39%	43.66%	48.81%	49.14%	49.30%	43.96%	53.38%	57.14%	50.37%	47.29%	49.67%	52.85%	54.18%	52.84%	53.98%	90.84%	57.30%	44.66%	57.76%	56.79%	60.70%	54.42%	59.49%	48.37%	47.83%	51.85%	39.89%	44.83%	37.93%	32.14%	57.14%	25.00%	45.79%	70.18%	97.67%	10.00%	37.50%	80.00%	91.30%	80.77%	65.22%	29.41%	80.00%	58.82%	84.00%	39.13%	10.00%	63.33%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	803	41	37	29	17	28	30	9	41	41	15	27	13	13	36	26	14	16	9	3	8	22	28	17	4	28	12	3	13	22	25	28	24	24	16	0	1	7	4	6	2	18	6	18	13	3	1	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1					
		1.70%	3.07%	2.03%	2.31%	1.70%	2.49%	2.75%	2.34%	3.34%	2.74%	1.43%	1.85%	1.46%	0.95%	2.23%	1.69%	0.93%	1.34%	1.16%	0.73%	2.17%	1.95%	2.08%	1.62%	0.80%	1.89%	0.90%	0.99%	1.39%	1.55%	1.85%	2.15%	1.76%	1.58%	1.29%	0.00%	0.54%	2.27%	0.60%	2.14%	0.27%	1.38%	0.62%	2.10%	1.07%	1.11%	0.53%	0.00%	0.00%	0.00%	0.00%	0.00%	0.93%	1.75%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	4.35%	0.00%	0.00%	5.88%	0.00%	0.00%	0.00%	3.33%					
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
																																																																										
