Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации шестого созыва																																																													
Дата голосования: 04.12.2011																																																													
																																																													
Наименование Избирательной комиссии:    Тетюшская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2607	УИК №2608	УИК №2609	УИК №2610	УИК №2611	УИК №2612	УИК №2613	УИК №2614	УИК №2615	УИК №2616	УИК №2617	УИК №2618	УИК №2619	УИК №2620	УИК №2621	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660					
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
19	1. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	638	45	38	13	63	13	90	91	1	8	79	2	1	3	5	18	13	4	0	3	9	11	16	24	3	2	3	0	4	0	2	9	2	0	1	2	3	2	0	0	13	2	2	1	0	3	7	14	4	2	0	2	2	0	3					
		3.90%	5.70%	4.28%	2.46%	11.37%	1.69%	11.52%	10.26%	0.53%	1.37%	8.85%	0.54%	0.75%	1.38%	1.25%	12.77%	5.18%	1.67%	0.00%	1.49%	2.23%	2.42%	4.47%	6.54%	1.63%	1.43%	1.15%	0.00%	1.95%	0.00%	0.60%	3.09%	0.75%	0.00%	0.56%	1.87%	2.94%	2.11%	0.00%	0.00%	7.69%	0.59%	0.99%	0.63%	0.00%	1.35%	4.07%	3.99%	4.76%	0.54%	0.00%	2.13%	0.80%	0.00%	4.11%					
20	"2. Политическая партия ""Либерально-демократическая партия России"""	589	54	44	32	59	10	85	66	3	5	42	3	2	1	4	15	6	5	1	3	6	3	9	20	2	0	3	0	2	0	15	10	2	3	2	1	0	1	0	1	12	3	2	1	0	6	5	10	18	6	0	1	2	0	3					
		3.60%	6.84%	4.96%	6.05%	10.65%	1.30%	10.88%	7.44%	1.59%	0.85%	4.70%	0.81%	1.49%	0.46%	1.00%	10.64%	2.39%	2.08%	0.39%	1.49%	1.49%	0.66%	2.51%	5.45%	1.09%	0.00%	1.15%	0.00%	0.98%	0.00%	4.46%	3.44%	0.75%	3.16%	1.13%	0.93%	0.00%	1.05%	0.00%	1.05%	7.10%	0.88%	0.99%	0.63%	0.00%	2.70%	2.91%	2.85%	21.43%	1.61%	0.00%	1.06%	0.80%	0.00%	4.11%					
21	"3. Политическая партия ""ПАТРИОТЫ РОССИИ"""	57	3	5	4	3	0	5	3	0	0	16	3	1	0	0	0	2	0	0	0	0	3	2	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0					
		0.35%	0.38%	0.56%	0.76%	0.54%	0.00%	0.64%	0.34%	0.00%	0.00%	1.79%	0.81%	0.75%	0.00%	0.00%	0.00%	0.80%	0.00%	0.00%	0.00%	0.00%	0.66%	0.56%	0.54%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.59%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.28%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
22	"4. Политическая партия ""Коммунистическая партия Российской Федерации"""	2123	136	164	92	159	91	176	180	24	89	150	29	38	6	48	12	80	15	20	6	27	36	59	57	3	11	7	3	4	33	8	30	19	10	4	4	9	15	14	2	45	10	14	10	16	2	33	42	24	11	11	3	22	5	5					
		12.97%	17.22%	18.49%	17.39%	28.70%	11.82%	22.54%	20.29%	12.70%	15.21%	16.80%	7.82%	28.36%	2.76%	12.00%	8.51%	31.87%	6.25%	7.87%	2.99%	6.70%	7.93%	16.48%	15.53%	1.63%	7.86%	2.67%	2.75%	1.95%	27.27%	2.38%	10.31%	7.09%	10.53%	2.26%	3.74%	8.82%	15.79%	5.43%	2.11%	26.63%	2.94%	6.90%	6.33%	10.88%	0.90%	19.19%	11.97%	28.57%	2.95%	11.00%	3.19%	8.80%	3.79%	6.85%					
23	"5. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	122	7	8	6	14	1	20	13	0	0	20	0	1	0	1	2	1	0	1	0	0	1	6	0	1	1	0	0	1	0	2	1	1	1	1	0	0	2	1	0	1	0	0	1	0	0	3	0	1	1	0	1	0	0	0					
		0.75%	0.89%	0.90%	1.13%	2.53%	0.13%	2.56%	1.47%	0.00%	0.00%	2.24%	0.00%	0.75%	0.00%	0.25%	1.42%	0.40%	0.00%	0.39%	0.00%	0.00%	0.22%	1.68%	0.00%	0.54%	0.71%	0.00%	0.00%	0.49%	0.00%	0.60%	0.34%	0.37%	1.05%	0.56%	0.00%	0.00%	2.11%	0.39%	0.00%	0.59%	0.00%	0.00%	0.63%	0.00%	0.00%	1.74%	0.00%	1.19%	0.27%	0.00%	1.06%	0.00%	0.00%	0.00%					
24	"6. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	12644	529	613	375	248	654	390	515	161	481	558	325	91	207	340	91	142	215	231	189	344	392	263	261	175	126	249	106	192	88	309	232	242	81	169	100	90	75	243	92	92	325	185	145	129	211	123	279	35	350	89	87	223	125	62					
		77.24%	66.96%	69.11%	70.89%	44.77%	84.94%	49.94%	58.06%	85.19%	82.22%	62.49%	87.60%	67.91%	95.39%	85.00%	64.54%	56.57%	89.58%	90.94%	94.03%	85.36%	86.34%	73.46%	71.12%	95.11%	90.00%	95.04%	97.25%	93.66%	72.73%	91.96%	79.73%	90.30%	85.26%	95.48%	93.46%	88.24%	78.95%	94.19%	96.84%	54.44%	95.59%	91.13%	91.77%	87.76%	95.05%	71.51%	79.49%	41.67%	93.83%	89.00%	92.55%	89.20%	94.70%	84.93%					
25	"7. Всероссийская политическая партия ""ПРАВОЕ ДЕЛО"""	58	5	2	0	3	1	4	3	0	2	21	1	0	0	0	0	2	1	0	0	0	3	0	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	1	0	0	0	0	0					
		0.35%	0.63%	0.23%	0.00%	0.54%	0.13%	0.51%	0.34%	0.00%	0.34%	2.35%	0.27%	0.00%	0.00%	0.00%	0.00%	0.80%	0.42%	0.00%	0.00%	0.00%	0.66%	0.00%	0.54%	0.00%	0.00%	0.00%	0.00%	0.49%	0.00%	0.00%	0.34%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.78%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.57%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
