Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации пятого созыва																																																													
Дата голосования: 02.12.2007																																																													
																																																													
Наименование Избирательной комиссии:    Тетюшская																																																													
																																																													
Сводная таблица результатов выборов																																																													
																																																													
		Сумма	УИК №2622	УИК №2623	УИК №2624	УИК №2625	УИК №2626	УИК №2627	УИК №2628	УИК №2629	УИК №2630	УИК №2631	УИК №2632	УИК №2633	УИК №2634	УИК №2635	УИК №2636	УИК №2637	УИК №2638	УИК №2639	УИК №2640	УИК №2641	УИК №2642	УИК №2643	УИК №2644	УИК №2645	УИК №2646	УИК №2647	УИК №2648	УИК №2649	УИК №2650	УИК №2651	УИК №2652	УИК №2653	УИК №2654	УИК №2655	УИК №2656	УИК №2657	УИК №2658	УИК №2659	УИК №2660	УИК №2661	УИК №2662	УИК №2663	УИК №2664	УИК №2665	УИК №2666	УИК №2667	УИК №2668	УИК №2669	УИК №2670	УИК №2671	УИК №2672	УИК №2673	УИК №2674	УИК №2675					
11	"Число открепительных удостоверений, полученных участковыми избирательными комиссиями"	300	18	16	10	10	14	16	16	1	10	21	6	6	5	6	5	5	1	6	5	10	5	3	5	3	3	3	3	3	3	3	3	3	3	3	3	3	3	5	3	3	3	3	3	3	2	5	3	3	6	3	2	3	5	3					
12	"Число открепительных удостоверений, выданных избирателям на избирательных участках"	189	17	16	9	10	11	16	13	0	5	21	5	0	0	6	1	5	0	1	2	6	4	1	2	1	1	3	0	0	0	3	0	3	0	3	0	3	2	0	0	0	2	0	2	2	0	2	3	1	6	0	1	0	0	0					
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательных участках"	108	6	8	4	3	6	12	1	3	2	3	3	1	1	1	2	2	1	2	0	1	5	0	1	2	1	1	0	2	1	1	2	2	1	0	1	2	1	1	0	2	3	1	2	2	0	2	4	2	2	1	1	0	0	0					
14	Число погашенных неиспользованных открепительных удостоверений	111	1	0	1	0	3	0	3	1	5	0	1	6	5	0	4	0	1	5	3	4	1	2	3	2	2	0	3	3	3	0	3	0	3	0	3	0	1	5	3	3	1	3	1	1	2	3	0	2	0	3	1	3	5	3					
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
16	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17а	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
17б	Число не учтенных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
																																																													
18	1.Политическая партия «Аграрная партия России»	54	5	0	3	2	2	0	0	1	3	0	1	0	1	0	1	0	0	0	1	6	2	2	0	1	0	1	0	0	0	0	1	4	0	0	1	0	0	2	0	1	1	0	2	0	0	0	2	1	4	1	1	1	0	0					
		0.30%	0.51%	0.00%	0.59%	0.33%	0.18%	0.00%	0.00%	0.54%	0.56%	0.00%	0.26%	0.00%	0.47%	0.00%	0.65%	0.00%	0.00%	0.00%	0.47%	1.33%	0.42%	0.53%	0.00%	0.60%	0.00%	0.37%	0.00%	0.00%	0.00%	0.00%	0.29%	1.26%	0.00%	0.00%	0.88%	0.00%	0.00%	0.78%	0.00%	0.45%	0.27%	0.00%	1.18%	0.00%	0.00%	0.00%	0.55%	0.86%	0.96%	0.93%	1.03%	0.38%	0.00%	0.00%					
19	2.Всероссийская политическая партия «Гражданская Сила»	4	1	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.02%	0.10%	0.00%	0.20%	0.00%	0.18%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
20	3.Политическая партия «Демократическая партия России»	12	0	1	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0					
		0.07%	0.00%	0.10%	0.00%	0.00%	0.09%	0.00%	0.00%	0.00%	0.94%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.00%	0.82%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
21	4.Политическая партия «Коммунистическая партия Российской Федерации»	277	19	25	9	7	12	23	11	1	6	12	2	0	2	17	0	5	3	4	1	18	13	3	3	1	0	1	2	3	4	5	8	2	0	3	1	2	1	3	1	2	2	2	2	3	0	6	6	3	13	2	1	1	0	1					
		1.53%	1.93%	2.55%	1.78%	1.17%	1.08%	2.28%	1.15%	0.54%	1.13%	1.37%	0.53%	0.00%	0.93%	4.04%	0.00%	1.71%	1.11%	1.61%	0.47%	4.00%	2.74%	0.79%	0.60%	0.60%	0.00%	0.37%	1.53%	1.32%	3.39%	1.47%	2.33%	0.63%	0.00%	1.82%	0.88%	1.59%	1.03%	1.18%	0.79%	0.90%	0.53%	0.91%	1.18%	1.65%	0.00%	2.45%	1.64%	2.59%	3.13%	1.87%	1.03%	0.38%	0.00%	1.18%					
22	5.Политическая партия «СОЮЗ ПРАВЫХ СИЛ»	7	0	0	0	0	3	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0					
		0.04%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.19%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.29%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
23	6.Политическая партия «Партия социальной справедливости»	5	2	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0					
		0.03%	0.20%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%					
24	7.Политическая партия «Либерально-демократическая партия России»	174	8	4	7	3	10	21	9	1	5	8	2	5	1	4	7	1	2	2	1	4	9	2	1	1	1	1	1	1	1	7	3	2	1	2	0	1	1	3	0	1	2	4	0	2	3	2	2	3	7	0	3	1	0	1					
		0.96%	0.81%	0.41%	1.38%	0.50%	0.90%	2.08%	0.94%	0.54%	0.94%	0.92%	0.53%	3.57%	0.47%	0.95%	4.52%	0.34%	0.74%	0.81%	0.47%	0.89%	1.90%	0.53%	0.20%	0.60%	0.67%	0.37%	0.76%	0.44%	0.85%	2.05%	0.87%	0.63%	1.01%	1.21%	0.00%	0.79%	1.03%	1.18%	0.00%	0.45%	0.53%	1.82%	0.00%	1.10%	1.29%	0.82%	0.55%	2.59%	1.69%	0.00%	3.09%	0.38%	0.00%	1.18%					
25	8.Политическая партия «СПРАВЕДЛИВАЯ РОССИЯ: РОДИНА/ПЕНСИОНЕРЫ/ЖИЗНЬ»	109	6	2	3	0	7	8	0	1	3	6	1	5	2	0	5	1	1	0	0	6	4	0	2	1	0	0	1	1	1	5	1	2	1	2	1	0	1	0	0	1	1	3	1	2	4	0	1	2	5	2	1	1	3	2					
		0.60%	0.61%	0.20%	0.59%	0.00%	0.63%	0.79%	0.00%	0.54%	0.56%	0.69%	0.26%	3.57%	0.93%	0.00%	3.23%	0.34%	0.37%	0.00%	0.00%	1.33%	0.84%	0.00%	0.40%	0.60%	0.00%	0.00%	0.76%	0.44%	0.85%	1.47%	0.29%	0.63%	1.01%	1.21%	0.88%	0.00%	1.03%	0.00%	0.00%	0.45%	0.27%	1.36%	0.59%	1.10%	1.72%	0.00%	0.27%	1.72%	1.20%	1.87%	1.03%	0.38%	2.07%	2.35%					
26	9.Политическая партия «ПАТРИОТЫ РОССИИ»	13	0	2	1	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0					
		0.07%	0.00%	0.20%	0.20%	0.00%	0.27%	0.00%	0.00%	0.00%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.60%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.79%	0.00%	0.00%	0.00%	0.45%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.48%	0.00%	0.00%	0.00%	0.00%	0.00%					
27	10.Всероссийская политическая партия «ЕДИНАЯ РОССИЯ»	17439	939	942	478	584	1072	956	939	178	509	847	369	130	205	400	140	283	264	242	208	414	445	373	490	161	149	264	127	221	112	324	328	304	97	158	111	122	94	247	126	214	370	211	158	173	226	235	348	107	374	102	90	256	142	81					
		96.04%	95.14%	95.93%	94.28%	97.66%	96.14%	94.84%	97.91%	96.74%	95.68%	97.02%	97.36%	92.86%	95.79%	95.01%	90.32%	96.92%	97.42%	97.58%	98.58%	92.00%	93.88%	98.16%	98.79%	96.41%	99.33%	98.88%	96.95%	96.93%	94.92%	95.01%	95.63%	95.90%	97.98%	95.76%	97.37%	96.83%	96.91%	96.86%	99.21%	96.83%	98.40%	95.91%	93.49%	95.05%	96.99%	95.92%	95.34%	92.24%	90.12%	95.33%	92.78%	97.71%	97.93%	95.29%					
28	11.Политическая партия «Российская объединенная демократическая партия «ЯБЛОКО»	17	2	0	1	1	3	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	1	0	0					
		0.09%	0.20%	0.00%	0.20%	0.17%	0.27%	0.00%	0.00%	0.54%	0.00%	0.00%	0.26%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.44%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.32%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.55%	0.00%	0.41%	0.55%	0.00%	0.00%	0.00%	0.00%	0.38%	0.00%	0.00%					
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
																																																													
