Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации четвертого созыва																	
Дата голосования: 07.12.2003 0:00:00																	
																	
Наименование Избирательной комиссии:    Ямальская																	
																	
Сводная таблица итогов голосования по пропорциональной системе выборов (Протокол №2)																	
																	
		Сумма	УИК №192	УИК №193	УИК №194	УИК №195	УИК №196	УИК №197	УИК №198	УИК №199	УИК №200	УИК №201					
		2.19%	1.25%	2.04%	0.42%	1.93%	0.60%	6.01%	2.44%	2.02%	1.31%	4.75%					
21	"4. ""Российская демократическая партия ""ЯБЛОКО"""	141	7	1	4	21	19	3	6	43	18	19					
		1.78%	1.25%	0.10%	0.42%	1.93%	2.85%	1.38%	0.66%	4.59%	4.73%	1.55%					
22	"5. ""За Русь Святую"""	32	3	4	1	9	2	1	3	1	1	7					
		0.40%	0.53%	0.40%	0.10%	0.82%	0.30%	0.46%	0.33%	0.10%	0.26%	0.57%					
23	"6. ""Объединенная Российская партия ""Русь"""	17	1	5	0	0	1	1	8	1	0	0					
		0.21%	0.17%	0.51%	0.0%	0.0%	0.15%	0.46%	0.88%	0.10%	0.0%	0.0%					
24	"7. ""Новый курс - Автомобильная Россия"""	20	0	2	0	2	3	0	4	3	0	6					
		0.25%	0.0%	0.20%	0.0%	0.18%	0.45%	0.0%	0.44%	0.32%	0.0%	0.49%					
25	"8. ""Народно-республиканская партия России"""	9	2	0	0	1	1	0	2	2	0	1					
		0.11%	0.35%	0.0%	0.0%	0.09%	0.15%	0.0%	0.22%	0.21%	0.0%	0.08%					
26	"9. ""Российская экологическая партия ""Зеленые"""	21	1	1	0	2	0	0	3	4	2	8					
		0.26%	0.17%	0.10%	0.0%	0.18%	0.0%	0.0%	0.33%	0.42%	0.52%	0.65%					
27	"10. ""Аграрная партия России"""	68	4	6	1	12	5	1	6	11	4	18					
		0.86%	0.71%	0.61%	0.10%	1.10%	0.75%	0.46%	0.66%	1.17%	1.05%	1.47%					
28	"11. ""Истинные патриоты России"""	27	8	2	0	2	2	1	6	3	1	2					
		0.34%	1.43%	0.20%	0.0%	0.18%	0.30%	0.46%	0.66%	0.32%	0.26%	0.16%					
29	"12. ""НАРОДНАЯ ПАРТИЯ Российской Федерации"""	69	5	16	1	6	11	0	12	5	7	6					
		0.87%	0.89%	1.63%	0.10%	0.55%	1.65%	0.0%	1.33%	0.53%	1.84%	0.49%					
30	"13. ""Демократическая партия России"""	16	3	1	1	4	2	0	2	1	2	0					
		0.20%	0.53%	0.10%	0.10%	0.36%	0.30%	0.0%	0.22%	0.10%	0.52%	0.0%					
31	"14. ""Великая Россия - Евразийский Союз"""	19	1	3	2	1	7	0	1	3	0	1					
		0.24%	0.17%	0.30%	0.21%	0.09%	1.05%	0.0%	0.11%	0.32%	0.0%	0.08%					
32	"15. ""Партия СЛОН"""	9	0	0	2	1	0	0	2	1	1	2					
		0.11%	0.0%	0.0%	0.21%	0.09%	0.0%	0.0%	0.22%	0.10%	0.26%	0.16%					
33	"16. ""Родина"" (народно-патриотический союз)"""	332	19	10	89	52	17	6	21	35	33	50					
		4.20%	3.40%	1.02%	9.38%	4.78%	2.55%	2.77%	2.33%	3.73%	8.68%	4.09%					
34	"17. ""Партия Мира и Единства (ПМЕ)"""	48	0	2	2	6	5	7	10	2	3	11					
		0.60%	0.0%	0.20%	0.21%	0.55%	0.75%	3.24%	1.11%	0.21%	0.78%	0.90%					
35	"18. ""ЛДПР"""	632	42	29	5	110	69	19	64	141	36	117					
		8.01%	7.52%	2.96%	0.52%	10.11%	10.37%	8.79%	7.11%	15.06%	9.47%	9.58%					
36	"19. ""Партия Возрождения России - Российская партия ЖИЗНИ"""	108	0	4	16	11	6	11	19	14	6	21					
		1.36%	0.0%	0.40%	1.68%	1.01%	0.90%	5.09%	2.11%	1.49%	1.57%	1.71%					
37	"20. ""Политическая партия ""Единая Россия"""	5021	394	773	758	665	410	98	542	469	184	728					
		63.65%	70.60%	79.11%	79.95%	61.17%	61.65%	45.37%	60.22%	50.10%	48.42%	59.62%					
38	"21. ""Российская Конституционно-демократическая партия"""	34	3	4	9	5	3	1	1	0	0	8					
		0.43%	0.53%	0.40%	0.94%	0.45%	0.45%	0.46%	0.11%	0.0%	0.0%	0.65%					
39	"22. ""Развитие предпринимательства"""	9	0	2	2	0	0	0	3	2	0	0					
		0.11%	0.0%	0.20%	0.21%	0.0%	0.0%	0.0%	0.33%	0.21%	0.0%	0.0%					
40	"23. ""Коммунистическая партия Российской Федерации (КПРФ)"""	322	26	40	21	36	28	28	17	65	6	55					
		4.08%	4.65%	4.09%	2.21%	3.31%	4.21%	12.96%	1.88%	6.94%	1.57%	4.50%					
																	
41	Против всех	276	8	13	10	49	25	2	32	62	38	37					
		3.49%	1.43%	1.33%	1.05%	4.50%	3.75%	0.92%	3.55%	6.62%	10.0%	3.03%					
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
																	
