Выборы депутатов Государственной Думы Федерального Собрания Российской Федерации седьмого созыва																																
Дата голосования: 18.09.2016																																
																																
Наименование Избирательной комиссии:    Дубровская																																
																																
Сводная таблица итогов голосования по федеральному избирательному округу																																
																																
		Сумма	УИК №297	УИК №298	УИК №299	УИК №300	УИК №301	УИК №302	УИК №303	УИК №304	УИК №305	УИК №306	УИК №307	УИК №308	УИК №309	УИК №310	УИК №311	УИК №312	УИК №313	УИК №314	УИК №315	УИК №316	УИК №317									
11	"Число открепительных удостоверений, полученных участковой избирательной комиссией"	156	18	6	17	9	6	5	4	3	6	1	3	3	6	3	1	54	1	3	3	2	2									
12	"Число открепительных удостоверений, выданных на избирательном участке до дня голосования"	123	17	6	17	6	2	5	2	1	3	0	3	3	4	1	1	47	1	2	0	0	2									
13	"Число избирателей, проголосовавших по открепительным удостоверениям на избирательном участке"	72	2	2	5	2	1	0	2	2	3	2	1	5	3	0	9	25	2	1	1	4	0									
14	Число погашенных неиспользованных открепительных удостоверений	33	1	0	0	3	4	0	2	2	3	1	0	0	2	2	0	7	0	1	3	2	0									
15	"Число открепительных удостоверений, выданных избирателям территориальной избирательной комиссией"	94	13	13	25	6	2	1	1	1	0	0	2	2	0	4	2	16	0	0	0	0	6									
16	Число утраченных открепительных удостоверений	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
17	Число утраченных избирательных бюллетеней	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
18	"Число избирательных бюллетеней, не учтенных при получении"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0									
																																
19	"1. ВСЕРОССИЙСКАЯ ПОЛИТИЧЕСКАЯ ПАРТИЯ ""РОДИНА"""	127	26	13	14	6	1	3	2	2	4	1	6	6	6	1	12	17	2	0	1	3	1									
		1.89%	3.49%	2.05%	2.77%	0.94%	0.42%	1.17%	0.87%	1.23%	1.28%	1.69%	2.86%	2.11%	2.49%	0.88%	2.85%	1.74%	0.74%	0.00%	0.86%	2.88%	1.27%									
20	2. Политическая партия КОММУНИСТИЧЕСКАЯ ПАРТИЯ КОММУНИСТЫ РОССИИ	212	32	17	16	10	12	10	12	2	12	0	4	7	10	3	20	34	4	1	2	2	2									
		3.15%	4.29%	2.69%	3.17%	1.56%	5.06%	3.89%	5.19%	1.23%	3.85%	0.00%	1.90%	2.46%	4.15%	2.63%	4.75%	3.48%	1.47%	0.76%	1.72%	1.92%	2.53%									
21	"3. Политическая партия ""Российская партия пенсионеров за справедливость"""	110	14	9	9	12	4	5	3	0	1	2	3	4	5	5	11	12	6	2	1	2	0									
		1.63%	1.88%	1.42%	1.78%	1.88%	1.69%	1.95%	1.30%	0.00%	0.32%	3.39%	1.43%	1.40%	2.07%	4.39%	2.61%	1.23%	2.21%	1.52%	0.86%	1.92%	0.00%									
22	"4. Всероссийская политическая партия ""ЕДИНАЯ РОССИЯ"""	3607	365	320	233	441	117	155	115	124	206	39	151	183	140	68	173	399	136	73	49	60	60									
		53.57%	48.93%	50.55%	46.14%	69.01%	49.37%	60.31%	49.78%	76.07%	66.03%	66.10%	71.90%	64.21%	58.09%	59.65%	41.09%	40.84%	50.00%	55.30%	42.24%	57.69%	75.95%									
23	"5. Политическая партия ""Российская экологическая партия ""Зеленые"""	27	5	1	0	2	0	2	1	1	0	1	1	1	0	1	1	7	2	0	0	0	1									
		0.40%	0.67%	0.16%	0.00%	0.31%	0.00%	0.78%	0.43%	0.61%	0.00%	1.69%	0.48%	0.35%	0.00%	0.88%	0.24%	0.72%	0.74%	0.00%	0.00%	0.00%	1.27%									
24	"6. Политическая партия ""Гражданская Платформа"""	8	2	0	1	0	0	1	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0									
		0.12%	0.27%	0.00%	0.20%	0.00%	0.00%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.41%	0.00%	0.00%	0.31%	0.00%	0.00%	0.00%	0.00%	0.00%									
25	7. Политическая партия ЛДПР - Либерально-демократическая партия России	1151	117	88	105	63	53	32	35	18	32	8	29	41	21	15	71	306	50	27	24	12	4									
		17.09%	15.68%	13.90%	20.79%	9.86%	22.36%	12.45%	15.15%	11.04%	10.26%	13.56%	13.81%	14.39%	8.71%	13.16%	16.86%	31.32%	18.38%	20.45%	20.69%	11.54%	5.06%									
26	"8. Политическая партия ""Партия народной свободы"" (ПАРНАС)"	17	2	5	2	3	1	0	0	0	0	0	0	2	1	0	0	1	0	0	0	0	0									
		0.25%	0.27%	0.79%	0.40%	0.47%	0.42%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.70%	0.41%	0.00%	0.00%	0.10%	0.00%	0.00%	0.00%	0.00%	0.00%									
27	"9. Всероссийская политическая партия ""ПАРТИЯ РОСТА"""	33	6	5	5	2	1	1	0	0	0	0	0	0	0	0	5	6	1	1	0	0	0									
		0.49%	0.80%	0.79%	0.99%	0.31%	0.42%	0.39%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.19%	0.61%	0.37%	0.76%	0.00%	0.00%	0.00%									
28	"10. Общественная организация Всероссийская политическая партия ""Гражданская Сила"""	4	0	1	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0									
		0.06%	0.00%	0.16%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%	1.69%	0.00%	0.00%	0.00%	0.88%	0.24%	0.00%	0.00%	0.00%	0.00%	0.00%	0.00%									
29	"11. Политическая партия ""Российская объединенная демократическая партия ""ЯБЛОКО"""	42	5	6	3	4	1	0	1	1	1	1	0	1	5	0	1	10	0	0	0	2	0									
		0.62%	0.67%	0.95%	0.59%	0.63%	0.42%	0.00%	0.43%	0.61%	0.32%	1.69%	0.00%	0.35%	2.07%	0.00%	0.24%	1.02%	0.00%	0.00%	0.00%	1.92%	0.00%									
30	"12. Политическая партия ""КОММУНИСТИЧЕСКАЯ ПАРТИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ"""	1049	128	126	90	85	39	34	49	13	38	3	9	35	40	15	98	115	54	16	30	23	9									
		15.58%	17.16%	19.91%	17.82%	13.30%	16.46%	13.23%	21.21%	7.98%	12.18%	5.08%	4.29%	12.28%	16.60%	13.16%	23.28%	11.77%	19.85%	12.12%	25.86%	22.12%	11.39%									
31	"13. Политическая партия ""ПАТРИОТЫ РОССИИ"""	23	4	1	1	0	0	0	0	1	2	0	1	0	2	1	1	8	0	1	0	0	0									
		0.34%	0.54%	0.16%	0.20%	0.00%	0.00%	0.00%	0.00%	0.61%	0.64%	0.00%	0.48%	0.00%	0.83%	0.88%	0.24%	0.82%	0.00%	0.76%	0.00%	0.00%	0.00%									
32	14. Политическая партия СПРАВЕДЛИВАЯ РОССИЯ	213	25	34	18	8	6	11	9	1	12	3	2	5	8	1	11	30	16	7	5	0	1									
		3.16%	3.35%	5.37%	3.56%	1.25%	2.53%	4.28%	3.90%	0.61%	3.85%	5.08%	0.95%	1.75%	3.32%	0.88%	2.61%	3.07%	5.88%	5.30%	4.31%	0.00%	1.27%									
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
																																
